,HIST3H2BB (128312)
ACH-000004,-0.0711391016882
ACH-000007,-0.102313881737
ACH-000009,-0.181802952102
ACH-000011,-0.11235945050799999
ACH-000012,-0.17877769613699998
ACH-000013,-0.0320255875809
ACH-000014,-0.161675437909
ACH-000015,0.06422114711730001
ACH-000017,-0.149192392591
ACH-000018,-0.10436839680099999
ACH-000019,-0.28539363033799997
ACH-000021,-0.0858018772727
ACH-000022,-0.15320096060900001
ACH-000025,-0.309634191372
ACH-000028,-0.0978238485534
ACH-000030,-0.204226486616
ACH-000035,-0.0565499462872
ACH-000036,-0.14593771931299998
ACH-000037,0.10653028186499999
ACH-000039,0.0288194562472
ACH-000040,-0.10010462704800001
ACH-000041,-0.229692465659
ACH-000042,-0.202828499778
ACH-000045,-0.135599498982
ACH-000047,0.00938576615051
ACH-000052,-0.129441745156
ACH-000053,-0.127480719477
ACH-000054,-0.054585242171400004
ACH-000055,-0.158672136585
ACH-000060,-0.159636841962
ACH-000067,-0.157963253955
ACH-000070,-0.211910083481
ACH-000075,-0.184705945378
ACH-000078,-0.00658631789671
ACH-000082,-0.266220499592
ACH-000085,-0.158447416741
ACH-000086,-0.153729900636
ACH-000087,0.051553898302999994
ACH-000092,-0.271212596624
ACH-000095,-0.35362772378300006
ACH-000097,-0.0900802199275
ACH-000098,-0.131004915982
ACH-000099,-0.131612027953
ACH-000108,-0.144162670977
ACH-000113,-0.101714984606
ACH-000115,0.0457978716603
ACH-000116,-0.0203852224632
ACH-000118,-0.125431527194
ACH-000120,-0.17017098603300002
ACH-000123,-0.0360555401187
ACH-000127,-0.00241786953221
ACH-000128,-0.09721968558289999
ACH-000132,-0.049253154646
ACH-000133,-0.31361817878000003
ACH-000137,-0.16815827262699998
ACH-000138,-0.0658363122938
ACH-000142,-0.09704121427239999
ACH-000143,-0.22945499463100003
ACH-000146,0.14691963695000002
ACH-000148,-0.0935022712074
ACH-000150,-0.0880303350397
ACH-000152,-0.24014015668699998
ACH-000153,-0.39358089869
ACH-000159,-0.0550787253414
ACH-000160,0.38892120063
ACH-000163,-0.031642983969099994
ACH-000167,0.29953066924800004
ACH-000168,0.0426378260518
ACH-000169,-0.21433469899399998
ACH-000178,-0.21144915231699998
ACH-000182,-0.0444924320268
ACH-000183,-0.0390231616506
ACH-000188,0.0426284236221
ACH-000189,-0.0905845983835
ACH-000190,0.19890527978
ACH-000198,0.09028295039760001
ACH-000204,-0.161366303137
ACH-000206,-0.335999337597
ACH-000207,-0.146291427592
ACH-000211,-0.128846311269
ACH-000215,-0.0322375797501
ACH-000221,-0.22116323353700001
ACH-000222,-0.0494362306925
ACH-000223,-0.251718557228
ACH-000226,-0.446419684339
ACH-000227,-0.208032655391
ACH-000228,-0.287537858772
ACH-000231,-0.207876034401
ACH-000232,-0.019181979141799997
ACH-000233,-0.477147853455
ACH-000234,0.0726624574908
ACH-000235,-0.200908702215
ACH-000237,-0.0632401660893
ACH-000238,-0.182260540587
ACH-000243,0.012536763397500001
ACH-000244,-0.176341228032
ACH-000246,-0.139561690525
ACH-000248,-0.19773254557199998
ACH-000250,0.000585239029976
ACH-000251,0.0103091231145
ACH-000253,-0.18992081235
ACH-000255,-0.186068269793
ACH-000256,-0.385854286353
ACH-000257,0.08174826449969999
ACH-000258,-0.322753715421
ACH-000259,-0.14506219429
ACH-000260,-0.110456607639
ACH-000261,-0.0156991125539
ACH-000262,-0.23167246174400002
ACH-000263,-0.245805662562
ACH-000264,-0.247756188423
ACH-000265,-0.0738639959432
ACH-000266,-0.0687289752332
ACH-000272,-0.118711358694
ACH-000273,-0.10196141960100001
ACH-000274,-0.187000629027
ACH-000277,-0.477514298659
ACH-000278,-0.34609906395
ACH-000279,0.154959590637
ACH-000280,-0.187480964444
ACH-000281,-0.26036447741700003
ACH-000288,-0.181352353816
ACH-000291,-0.23109498716999996
ACH-000293,-0.149554689121
ACH-000294,-0.149437310555
ACH-000295,0.0825620692334
ACH-000296,-0.11065734304000001
ACH-000302,-0.045916571945699994
ACH-000304,-0.173791863204
ACH-000307,-0.0837231310818
ACH-000308,-0.225009880354
ACH-000310,-0.280834527782
ACH-000311,-0.10889803841399999
ACH-000312,-0.05708630396380001
ACH-000315,-0.135445318644
ACH-000316,-0.278164339296
ACH-000317,-0.0201060313975
ACH-000318,-0.212531190314
ACH-000319,-0.225085080785
ACH-000320,-0.049131636998500004
ACH-000322,-0.267752933968
ACH-000323,0.011008676129299998
ACH-000324,-0.0644196874296
ACH-000329,-0.09350403300230001
ACH-000330,0.0291733344905
ACH-000331,-0.18061372430599998
ACH-000332,-0.0871701444837
ACH-000334,0.110049437429
ACH-000335,-0.218466150506
ACH-000336,-0.491453935115
ACH-000337,-0.148440854426
ACH-000339,-0.010312008821200001
ACH-000341,-0.108171140866
ACH-000348,-0.0367394285013
