,MYL6B (140465)
ACH-000004,-0.113364691709
ACH-000007,-0.148173027112
ACH-000009,-0.039341074944
ACH-000011,-0.049508404987399994
ACH-000012,-0.30409559688099996
ACH-000013,-0.18610036031
ACH-000014,-0.372120480163
ACH-000015,-0.25406129726
ACH-000017,-0.237395549727
ACH-000018,-0.371676957799
ACH-000019,-0.0762015456821
ACH-000021,-0.21092425530900002
ACH-000022,-0.448325389487
ACH-000025,-0.31385141492199997
ACH-000028,-0.427317985459
ACH-000030,-0.28770928448800004
ACH-000035,-0.488400349058
ACH-000036,-0.297066030035
ACH-000037,-0.256810677589
ACH-000039,-0.49327745703599996
ACH-000040,-0.458833391269
ACH-000041,-0.287496152736
ACH-000042,-0.201948863447
ACH-000045,-0.320217293881
ACH-000047,-0.186375225507
ACH-000052,-0.06912693079210001
ACH-000053,-0.311276288006
ACH-000054,-0.41026677946199996
ACH-000055,-0.162869695468
ACH-000060,-0.257195420281
ACH-000067,-0.501978909361
ACH-000070,-0.279481078715
ACH-000075,-0.0317607219332
ACH-000078,-0.32554062493
ACH-000082,-0.299269826399
ACH-000085,-0.24163852428399998
ACH-000086,-0.546589439604
ACH-000087,-0.428195220696
ACH-000092,-0.27514836040199997
ACH-000095,-0.296853253623
ACH-000097,-0.288946312988
ACH-000098,-0.231143409481
ACH-000099,-0.26197969693900003
ACH-000108,-0.140627551641
ACH-000113,-0.497394586769
ACH-000115,-0.37303263034699996
ACH-000116,-0.159781892496
ACH-000118,-0.314063055834
ACH-000120,-0.200016041012
ACH-000123,-0.200703968467
ACH-000127,-0.248179683407
ACH-000128,-0.48341882708899997
ACH-000132,0.174665116242
ACH-000133,-0.512375223957
ACH-000137,-0.231129901224
ACH-000138,-0.394710388345
ACH-000142,-0.37682661824600006
ACH-000143,-0.0279703191358
ACH-000146,-0.19992661617899998
ACH-000148,-0.322209976403
ACH-000150,-0.356418843497
ACH-000152,-0.36498164813
ACH-000153,-0.7709656594329999
ACH-000159,-0.118629266127
ACH-000160,-0.278521074539
ACH-000163,-0.414877773638
ACH-000167,-0.37492199729099995
ACH-000168,-0.34895613672799997
ACH-000169,-0.08918984988230001
ACH-000178,-0.158616117962
ACH-000182,-0.12778098080999997
ACH-000183,-0.14927678634400002
ACH-000188,-0.515222545852
ACH-000189,-0.287133340603
ACH-000190,-0.20169161191799997
ACH-000198,-0.233033998888
ACH-000204,-0.07218144110880001
ACH-000206,-0.138236268491
ACH-000207,-0.339577813704
ACH-000211,-0.177236934215
ACH-000215,-0.44902616171899995
ACH-000221,0.0380082841564
ACH-000222,-0.519780796417
ACH-000223,-0.34323240972400004
ACH-000226,-0.24989426338399998
ACH-000227,-0.200784520819
ACH-000228,-0.509239652749
ACH-000231,-0.35908437632600004
ACH-000232,-0.242396199739
ACH-000233,-0.114728628881
ACH-000234,-0.349594466158
ACH-000235,-0.20355663128899998
ACH-000237,-0.16378756206599998
ACH-000238,-0.24894969886
ACH-000243,-0.272441234494
ACH-000244,-0.188241647133
ACH-000246,-0.177372340997
ACH-000248,-0.168912674778
ACH-000250,-0.207339326111
ACH-000251,-0.475052263252
ACH-000253,-0.220361642095
ACH-000255,-0.158878535331
ACH-000256,-0.209902811347
ACH-000257,-0.137729943006
ACH-000258,-0.152476667938
ACH-000259,-0.27182736564300003
ACH-000260,-0.22946378170899998
ACH-000261,-0.21477359084800002
ACH-000262,-0.15267818863
ACH-000263,-0.0783818794093
ACH-000264,-0.36453551178599997
ACH-000265,-0.327146922876
ACH-000266,-0.36845275224600005
ACH-000272,-0.0912250178172
ACH-000273,-0.308976568954
ACH-000274,-0.499598964656
ACH-000277,-0.45088692386699997
ACH-000278,-0.318600376063
ACH-000279,-0.425809106351
ACH-000280,-0.12485114312100001
ACH-000281,-0.6324917859070001
ACH-000288,-0.31926149093600004
ACH-000291,-0.169010488919
ACH-000293,0.0435935369278
ACH-000294,-0.269061391838
ACH-000295,-0.155298916794
ACH-000296,-0.6630399919759999
ACH-000302,-0.11293907029200001
ACH-000304,-0.678536436947
ACH-000307,-0.23165575581
ACH-000308,-0.306472331077
ACH-000310,-0.155532177965
ACH-000311,-0.543269200969
ACH-000312,-0.298482453544
ACH-000315,-0.228007232907
ACH-000316,-0.422809685097
ACH-000317,-0.110664734294
ACH-000318,-0.331517127847
ACH-000319,-0.266380493336
ACH-000320,-0.549400314451
ACH-000322,-0.5184568303029999
ACH-000323,-0.167870603203
ACH-000324,-0.39297211550800004
ACH-000329,-0.316849174364
ACH-000330,-0.0341144229975
ACH-000331,-0.239833186882
ACH-000332,-0.353532839063
ACH-000334,-0.206321624694
ACH-000335,-0.24924785725600002
ACH-000336,-0.279448453295
ACH-000337,-0.313645965167
ACH-000339,-0.24401463917
ACH-000341,-0.464709509453
ACH-000348,-0.41307374196999996
ACH-000350,-0.374108828819
ACH-000352,-0.145586652753
ACH-000356,-0.44210776861699996
ACH-000361,-0.151159578026
ACH-000362,-0.416793740266
ACH-000363,-0.235029194614
ACH-000364,-0.1594701316
ACH-000365,-0.5013701711199999
ACH-000366,-0.137647788027
ACH-000368,-0.43258068372
ACH-000374,-0.45185291074100004
ACH-000375,-0.25322642394699996
ACH-000376,-0.350950533637
ACH-000381,-0.123768037312
ACH-000383,-0.268549769719
ACH-000387,-0.31748810425900004
ACH-000389,-0.13456858193399998
ACH-000390,-0.33743158627
ACH-000393,-0.302922883087
ACH-000395,-0.41254456751100005
ACH-000397,-0.201243548282
ACH-000401,-0.25277362047699997
ACH-000402,-0.297398099603
ACH-000403,-0.201528923241
ACH-000404,-0.46843995445299996
ACH-000406,-0.23675722059700002
ACH-000407,-0.249999747417
ACH-000408,-0.25623698704
ACH-000410,-0.298041453767
ACH-000411,-0.25407380625500003
ACH-000414,-0.361048169938
ACH-000415,-0.21331767986900002
ACH-000416,-0.362701510846
ACH-000420,-0.274292987001
ACH-000421,-0.252514334858
ACH-000424,-0.20249466624
ACH-000425,-0.239541010057
ACH-000426,-0.19108717131900002
ACH-000427,-0.185729366571
ACH-000433,-0.423540663353
ACH-000436,-0.481855638001
ACH-000444,-0.0733759394087
ACH-000445,-0.19037821353300002
ACH-000448,-0.108181843093
ACH-000450,0.185054988645
ACH-000452,-0.31440387768000005
ACH-000454,-0.401001214221
ACH-000458,-0.23064505480099998
ACH-000459,-0.046752656965699996
ACH-000460,-0.257261757113
ACH-000461,-0.34799172747699997
ACH-000463,-0.19008031246800003
ACH-000464,-0.38798153618000003
