,PARN (5073)
ACH-000004,-0.676883398201
ACH-000007,-0.8681573535510001
ACH-000009,-0.43657947204499997
ACH-000011,-0.918789234874
ACH-000012,-0.608186769813
ACH-000013,-0.217837662377
ACH-000014,-0.643613980772
ACH-000015,-0.7735696038950001
ACH-000017,-0.2630942091
ACH-000018,-0.707321694929
ACH-000019,-0.427260883396
ACH-000021,-0.550709005534
ACH-000022,-0.27989447754200003
ACH-000025,-0.571696652853
ACH-000028,-0.465863562183
ACH-000030,-0.29133087446
ACH-000035,-0.681883221794
ACH-000036,-0.510099382947
ACH-000037,-0.48885467537699995
ACH-000039,-0.251865892354
ACH-000040,-0.506793594933
ACH-000041,-0.309691223068
ACH-000042,-0.584772311885
ACH-000045,-0.600734294099
ACH-000047,-0.454771098536
ACH-000052,-0.632817982094
ACH-000053,-0.31406336646
ACH-000054,-0.41403215055500003
ACH-000055,-0.34458593139
ACH-000060,-0.403657603884
ACH-000067,-0.80206422815
ACH-000070,-0.366327823779
ACH-000075,-0.468940895664
ACH-000078,-0.617058715179
ACH-000082,-0.5062187971800001
ACH-000085,-0.7843955338099999
ACH-000086,-0.45842001997000004
ACH-000087,-0.789327762287
ACH-000092,-0.5976903850859999
ACH-000095,-0.7260024943719999
ACH-000097,-0.5918427574849999
ACH-000098,-0.6389184393249999
ACH-000099,-0.639935009446
ACH-000108,-0.338368257875
ACH-000113,-0.19696152929699998
ACH-000115,-0.38917338992399997
ACH-000116,-0.572952679946
ACH-000118,-0.30501150252500003
ACH-000120,-0.434769069306
ACH-000123,-0.5627082411150001
ACH-000127,-0.48566361270400005
ACH-000128,-0.638566780894
ACH-000132,-0.751701123174
ACH-000133,-0.497713656944
ACH-000137,-0.435442280811
ACH-000138,-0.525428899775
ACH-000142,-0.526199944526
ACH-000143,-0.246865266416
ACH-000146,-0.42996037550599997
ACH-000148,-0.5263119758470001
ACH-000150,-0.310906358342
ACH-000152,-0.622206658913
ACH-000153,-0.94092574469
ACH-000159,-0.405507406363
ACH-000160,-0.523349865695
ACH-000163,-0.633461055945
ACH-000167,-0.507310335583
ACH-000168,-0.28596197021499997
ACH-000169,-0.371953694691
ACH-000178,-0.527941249682
ACH-000182,-0.266528992887
ACH-000183,-0.467125008833
ACH-000188,-0.480904364032
ACH-000189,-0.780150488668
ACH-000190,-0.865967749856
ACH-000198,-0.733022031786
ACH-000204,-0.268592694407
ACH-000206,-0.6457085518860001
ACH-000207,-0.310049486242
ACH-000211,-0.348124299017
ACH-000215,-0.643659622299
ACH-000221,-0.357770404638
ACH-000222,-0.726731556827
ACH-000223,-0.35811271634400005
ACH-000226,-0.430179777072
ACH-000227,-0.390447048663
ACH-000228,-0.535947343258
ACH-000231,-0.430696443147
ACH-000232,-0.784704499322
ACH-000233,-0.295807929421
ACH-000234,-0.471783699056
ACH-000235,-0.390738896954
ACH-000237,-0.568266993048
ACH-000238,-0.44762418505
ACH-000243,-0.7650284580519999
ACH-000244,-0.436997481841
ACH-000246,-0.163617173245
ACH-000248,-0.167047882593
ACH-000250,-0.609646154848
ACH-000251,-0.394692709062
ACH-000253,-0.42401391770400004
ACH-000255,-0.548666585506
ACH-000256,-0.456537850926
ACH-000257,-0.480695892244
ACH-000258,-0.14447398059
ACH-000259,-0.26109201625
ACH-000260,-0.558800794191
ACH-000261,-0.337131764317
ACH-000262,-0.638853330151
ACH-000263,-0.0275739502241
