,SAMM50 (25813)
ACH-000323,-0.62817230625
ACH-000324,-0.41989124223200003
ACH-000329,-0.200395424966
ACH-000330,-0.733683513411
ACH-000331,-0.740575568599
ACH-000332,-0.953065006103
ACH-000334,-0.01207551601
ACH-000335,-0.773514998854
ACH-000336,-0.704105233967
ACH-000337,-0.544223609138
ACH-000339,-0.308025578047
ACH-000341,-0.497077515429
ACH-000348,-0.540126485058
ACH-000350,-0.664207594544
ACH-000352,-0.646655800477
ACH-000356,-0.7661337312980001
ACH-000361,-0.559738915672
ACH-000362,-0.511026103933
ACH-000363,-0.46251732976000004
ACH-000364,-0.351852889339
ACH-000365,-0.308726088986
ACH-000366,-0.321595304328
ACH-000368,-0.505509507007
ACH-000374,-0.43948356718599996
ACH-000375,-0.484304475082
ACH-000376,-0.6906560960060001
ACH-000381,-0.7101969429699999
ACH-000383,-0.624473346269
ACH-000387,-0.640222138068
ACH-000389,-0.546225123046
ACH-000390,-0.618397553214
ACH-000393,-0.270297801643
ACH-000395,-0.6140212145699999
ACH-000397,-0.348652064345
ACH-000401,-0.48786429019500005
ACH-000402,-0.39611560683499997
ACH-000403,-0.606673864379
ACH-000404,-0.656368416003
ACH-000406,-0.686468072667
ACH-000407,-0.685107112816
ACH-000408,-0.689455700076
ACH-000410,-0.519917870537
ACH-000411,-0.591490917812
ACH-000414,-0.6695534600999999
ACH-000415,-0.49474972226899994
ACH-000416,-0.427064668336
ACH-000420,-0.549338110831
ACH-000421,-0.5184863323510001
ACH-000424,-0.447667275934
ACH-000425,-0.35062931871200004
ACH-000426,-0.39812896115199997
ACH-000427,-0.662743296169
ACH-000433,-0.742976061658
ACH-000436,-0.657244727535
ACH-000444,-0.678133423337
ACH-000445,-0.35272117989699997
ACH-000448,-0.5265857279280001
ACH-000450,-0.866552225417
ACH-000452,-0.525946610885
ACH-000454,-0.783154493257
ACH-000458,-0.555705349473
ACH-000459,-0.496314100409
ACH-000460,-0.488337689685
ACH-000461,-0.6091185847280001
ACH-000463,-0.504254423572
ACH-000464,-0.43627450100000004
ACH-000466,-0.575359661678
ACH-000467,-0.64028598491
ACH-000468,-0.601488924149
ACH-000469,-0.461276582592
ACH-000470,-0.477481729335
ACH-000471,-0.811947336915
ACH-000472,-0.33848374762100003
ACH-000473,-0.574007947558
ACH-000475,-0.471996222164
ACH-000476,-0.494377075291
ACH-000477,-0.8400217291650001
ACH-000480,-0.491544923524
ACH-000481,-0.568501869335
ACH-000483,-0.784741102799
ACH-000484,-0.35843177934299997
ACH-000485,-0.7540067819699999
ACH-000486,-0.8206712828470001
ACH-000487,-0.35154839405199995
ACH-000488,-0.7051930005179999
ACH-000490,-0.779866475622
ACH-000491,-0.548624921348
ACH-000495,-0.533370159501
ACH-000496,-0.488009784115
ACH-000499,-0.47978420545
ACH-000500,-0.411872361544
ACH-000502,-0.795101075792
ACH-000503,-0.38734682411300003
ACH-000505,-0.371454058415
ACH-000507,-0.812971589148
ACH-000510,-0.578484709722
ACH-000511,-0.641464224493
ACH-000512,-0.491068774017
ACH-000516,-0.352032857922
ACH-000517,-0.248254411367
ACH-000518,-0.548728374015
ACH-000520,-0.78602028436
ACH-000521,-0.6438348940749999
ACH-000522,-0.74235170253
ACH-000524,-0.602317164451
ACH-000527,-0.65859765868
ACH-000528,-0.58968939701
ACH-000537,-0.524550934079
ACH-000541,-0.714012078286
ACH-000542,-0.689917266437
ACH-000544,-0.49546608041999995
ACH-000545,-0.49121905312799996
ACH-000547,-0.502447402609
ACH-000548,-0.287175042727
ACH-000549,-0.381727993865
ACH-000550,-0.71972435095
ACH-000552,-0.524443679903
ACH-000556,-0.246522708959
ACH-000557,-0.526655112644
ACH-000570,-0.5475618750419999
ACH-000571,-0.284510466572
ACH-000573,-0.47731724511600004
ACH-000576,-0.355324957167
ACH-000580,-0.446381385162
ACH-000584,-0.604909273758
ACH-000585,-0.452183709315
ACH-000588,-0.275986859393
ACH-000589,-0.5194646553819999
ACH-000591,-0.683783028679
ACH-000593,-0.5560912683739999
ACH-000600,-0.478594602787
ACH-000601,-0.651870692034
ACH-000604,-0.769944214543
ACH-000605,-0.678916993872
ACH-000606,-0.816448090657
ACH-000608,-0.485073299237
ACH-000614,-0.423654234348
ACH-000616,-0.703479042045
ACH-000618,-0.483091650121
ACH-000619,-0.6979641091240001
ACH-000620,-0.44749986407700004
ACH-000621,-0.622411361513
ACH-000622,-0.21426253464899997
ACH-000623,-0.647391002462
ACH-000624,-0.683381917414
ACH-000627,-0.7377884612100001
ACH-000630,-0.7231364329659999
ACH-000632,-0.52279315677
ACH-000633,-0.278674835107
ACH-000637,-0.360672472496
ACH-000638,-0.536964590537
ACH-000646,-0.446949668714
ACH-000647,-0.7454616279459999
ACH-000648,-0.8316727621150001
ACH-000649,-0.565753298751
ACH-000651,-0.436533856703
ACH-000652,-0.5808548655210001
ACH-000653,-0.41844994397
ACH-000657,-0.451816559895
ACH-000658,-0.479240878809
ACH-000661,-0.585923804774
ACH-000662,-0.18863485753800002
ACH-000663,-0.50761974776
ACH-000665,-0.48081088814999995
ACH-000671,-0.327764014496
ACH-000673,-0.368363505447
ACH-000676,-0.5863717370620001
ACH-000677,-0.647395888873
ACH-000681,-0.6413396093879999
ACH-000682,-0.39657233024300004
ACH-000683,-0.5698439240300001
ACH-000684,-0.6621842318600001
ACH-000688,-0.319797300385
ACH-000693,-0.526344978801
ACH-000694,-0.38036522851
ACH-000695,-0.19395597986299998
ACH-000696,-0.712374882572
ACH-000697,-0.492038899705
ACH-000699,-0.267787649472
ACH-000701,-0.360543246905
ACH-000706,-0.624688717744
ACH-000711,-0.707414622771
ACH-000713,-0.45289736491800003
ACH-000714,-0.37897726978699997
ACH-000718,-0.39078090552199995
ACH-000720,-0.423384105744
ACH-000721,-0.441245731642
ACH-000724,-0.36569296368
ACH-000725,-0.897385368842
ACH-000732,-0.730574550157
ACH-000734,-0.41921855885
ACH-000735,-0.458663011764
ACH-000736,-0.616897299621
ACH-000738,-0.48750785700300003
ACH-000746,-0.7152778639659999
ACH-000747,-0.776588908577
ACH-000748,-0.578701690026
ACH-000753,-0.495013185599
ACH-000756,-0.823372593003
ACH-000757,-0.732030478633
ACH-000758,-0.66963414301
ACH-000760,-0.70973582032
ACH-000763,-0.251188967015
ACH-000764,-0.418230409493
ACH-000765,-0.5625605297999999
ACH-000766,-0.5928709381930001
ACH-000767,-0.24055611441799998
ACH-000768,-0.588423635318
ACH-000769,-0.5869347001199999
ACH-000770,-0.416820246925
ACH-000771,-0.637419374445
ACH-000773,-0.45663328101499995
ACH-000776,-0.682547182117
ACH-000777,-0.905887957601
ACH-000778,-0.633246563314
ACH-000781,-0.827541798139
ACH-000782,-0.511872536951
ACH-000783,-1.11099444192
ACH-000784,-0.490375776941
ACH-000785,-0.305150303475
ACH-000787,-0.563205900114
ACH-000788,-0.640667551838
ACH-000791,-0.496463088969
ACH-000792,-0.488202950605
ACH-000794,-0.524447363362
ACH-000796,-0.7079949719349999
ACH-000799,-0.311263444314
ACH-000800,-0.750718989955
ACH-000802,-0.372192853028
ACH-000804,-0.418660733084
ACH-000805,-0.460693081346
ACH-000809,-0.486750444026
ACH-000810,-0.929742177332
ACH-000811,-0.764170549453
ACH-000817,-0.414259255257
ACH-000819,-0.608113039529
ACH-000820,-0.37551272240999994
ACH-000821,-0.42359735702600004
ACH-000822,-0.0032025019326700002
ACH-000823,-0.518040689929
ACH-000824,-0.5957219760760001
ACH-000827,-0.6171825831759999
ACH-000829,-0.444310897015
ACH-000831,-0.765456844028
ACH-000832,-0.7494644814470001
ACH-000833,-0.615641772768
ACH-000834,-0.330479465435
ACH-000835,-0.5618817050580001
ACH-000836,-0.386148951011
ACH-000837,-0.491590170259
ACH-000838,-0.570676651624
ACH-000839,-0.803625805649
ACH-000840,-0.844688776561
ACH-000841,-0.520266606381
ACH-000843,-0.614394796173
ACH-000846,-0.548657358597
ACH-000847,-0.561515269439
ACH-000848,-0.42753631171400003
ACH-000849,-0.42829722277500004
ACH-000851,-0.466642447403
ACH-000855,-0.840271373979
ACH-000856,-0.49989415047700003
ACH-000858,-0.485528201008
ACH-000859,-0.468479155754
ACH-000861,-0.597738867773
ACH-000862,-0.42519595759499995
ACH-000865,-0.520298915374
ACH-000866,-0.351161581224
ACH-000867,-0.612744033018
ACH-000869,-0.7268581209999999
ACH-000872,-0.631431747148
ACH-000873,-0.424208933627
ACH-000876,-0.356437316577
ACH-000878,-0.9716281810200001
ACH-000880,-0.605520479068
ACH-000881,-0.736318741329
ACH-000882,-0.673720696559
ACH-000884,-0.434191639814
ACH-000885,-0.4652347585
ACH-000887,-0.783517224911
ACH-000888,-0.586084173661
ACH-000889,-0.365719982862
ACH-000890,-0.565772576302
ACH-000896,-0.384179132443
ACH-000898,-0.54387350744
ACH-000900,-0.6385925382859999
ACH-000901,-0.498552755471
ACH-000905,-0.49706244338600003
ACH-000906,-0.5949062073170001
ACH-000907,-0.273063615672
ACH-000910,-0.359959930965
ACH-000911,-0.40640100021799996
ACH-000912,-0.776500597201
ACH-000913,-0.311005629129
ACH-000915,-0.525194636403
ACH-000916,-0.8291722906199999
ACH-000917,-0.535499558067
ACH-000921,-0.574249228352
ACH-000924,-0.480430722509
ACH-000926,-0.752862770185
ACH-000928,-0.6987175149320001
ACH-000929,-0.527131201985
ACH-000932,-0.33794334029399997
ACH-000935,-0.45013411056900005
ACH-000936,-0.548298131883
ACH-000937,-0.0796573129338
ACH-000938,-0.23257214078699998
ACH-000939,-0.827493872317
ACH-000941,-0.499519505706
ACH-000943,-0.716166579079
ACH-000946,-0.44014617070699996
ACH-000947,-0.501694282555
ACH-000948,-0.479100326644
ACH-000950,-0.6111134869070001
ACH-000953,-0.280747325132
ACH-000957,-0.626598778982
ACH-000958,-0.33673923872699996
ACH-000960,-0.8235228888889999
ACH-000963,-0.6913093833570001
ACH-000968,-1.09242177065
ACH-000969,-0.306733360441
ACH-000973,-0.417317756311
ACH-000974,-0.490361303786
ACH-000975,-0.448955080384
ACH-000976,-0.465518322693
ACH-000978,-0.644065506092
ACH-000980,-0.37747406306500003
ACH-000984,-0.329200704619
ACH-000986,-0.644117394541
ACH-000988,-0.8847730675579999
ACH-000993,-0.7617934488779999
ACH-000994,-0.586878031844
ACH-000996,-0.853901946901
ACH-001001,-0.601012719406
ACH-001020,-0.55458086218
ACH-001028,-0.9054895942669999
ACH-001031,-0.715237809503
ACH-001038,-0.667740640973
ACH-001048,-0.735708962076
ACH-001050,-0.37171198120099996
ACH-001053,-0.536813354757
ACH-001054,-0.502972079881
ACH-001061,-0.843112575312
ACH-001067,-0.265822614319
ACH-001075,-0.714535411734
ACH-001096,-0.545485268536
ACH-001128,-0.5121105921729999
ACH-001134,-0.543827945458
ACH-001151,-0.650765564505
ACH-001163,-0.8120544468559999
ACH-001164,-0.656944579756
ACH-001173,-0.7772149645980001
ACH-001183,-0.660935684983
ACH-001184,-0.47995743889
ACH-001190,-0.624796676457
ACH-001192,-0.426214580122
ACH-001193,-0.83496109768
ACH-001196,-0.52857174233
ACH-001197,-0.613066141802
ACH-001205,-0.44946214103200005
ACH-001211,-0.820193546448
ACH-001212,-0.299089142115
ACH-001228,-1.45651699043
ACH-001232,-0.643916301184
ACH-001239,-0.373242167764
ACH-001274,-0.474072763602
ACH-001275,-0.401984145916
ACH-001277,-0.652445868197
ACH-001278,-0.46674414614299997
ACH-001280,-0.40430681263499996
ACH-001283,-0.616611599493
ACH-001289,-0.534508673021
ACH-001295,-0.681029898099
ACH-001300,-0.437991246056
ACH-001301,-0.48655663234200003
ACH-001302,-0.33914615738399995
ACH-001303,-0.782281528792
ACH-001306,-0.410349126566
ACH-001318,-0.7364712480760001
ACH-001322,-0.422640576268
ACH-001328,-0.524541781934
ACH-001332,-0.777627877292
ACH-001333,-0.41584513989200006
ACH-001336,-0.43440621716000005
ACH-001340,-0.643149945211
ACH-001346,-0.46569963884800003
ACH-001353,-0.631933874181
ACH-001354,-0.6799076522319999
ACH-001367,-0.39908472434000003
ACH-001368,-0.516074049688
ACH-001374,-0.42267184261699997
ACH-001375,-0.40999639542599997
ACH-001377,-0.342197526199
ACH-001380,-0.523622174773
ACH-001391,-0.21954335395
ACH-001407,-0.626902065047
ACH-001408,-0.548066657729
ACH-001413,-0.6019456794899999
ACH-001430,-0.425626972699
ACH-001431,-0.36035208180399997
ACH-001450,-0.236835999582
ACH-001496,-1.06969360889
ACH-001500,-0.50229769335
ACH-001521,-0.678924892691
ACH-001523,-0.507360417642
ACH-001532,-0.647418973786
ACH-001536,-0.42252235432199997
ACH-001550,-0.503691359588
ACH-001552,-0.417727534992
ACH-001554,-0.527712896579
ACH-001645,-0.25861091847199996
ACH-001654,-0.393360852033
ACH-001715,-0.894702025353
ACH-001735,-0.280982322854
ACH-001736,-0.393504368344
ACH-001737,-0.753443696224
ACH-001740,-0.347521044393
ACH-001745,-0.410907180904
ACH-001750,-0.411093686821
ACH-001765,-0.749711846305
ACH-001956,-0.462791001893
ACH-001957,-0.45927643239699995
