,CCNB1IP1 (57820)
ACH-000619,-0.290298690543
ACH-000620,-0.238911141379
ACH-000621,-0.346271052981
ACH-000622,-0.26369361766800004
ACH-000623,-0.387043166565
ACH-000624,-0.19269046984000002
ACH-000627,-0.120931631645
ACH-000630,-0.266594337334
ACH-000632,-0.474437644475
ACH-000633,-0.272274814962
ACH-000637,-0.0733503401735
ACH-000638,-0.0570704903025
ACH-000646,-0.1652521084
ACH-000647,-0.20349967694600002
ACH-000648,-0.362912235061
ACH-000649,-0.26770468022300004
ACH-000651,-0.176943562091
ACH-000652,-0.12326704620500001
ACH-000653,-0.149175863888
ACH-000657,-0.456375595683
ACH-000658,-0.22297714062600002
ACH-000661,-0.2921902898
ACH-000662,-0.47370181583000004
ACH-000663,-0.12138794595499999
ACH-000665,-0.278128304034
ACH-000671,-0.22429374733399998
ACH-000673,-0.24472711777800002
ACH-000676,-0.138413990909
ACH-000677,-0.24039239347600003
ACH-000681,-0.2277456048
ACH-000682,-0.241555978893
ACH-000683,-0.346639911192
ACH-000684,-0.135254039804
ACH-000688,-0.376747372585
ACH-000693,-0.09937833266519999
ACH-000694,-0.284925853246
ACH-000695,-0.268444225664
ACH-000696,-0.16295925399
ACH-000697,-0.22850447830499998
ACH-000699,-0.415264462688
ACH-000701,-0.14639959204800002
ACH-000706,-0.25475799489
ACH-000711,-0.34956358898
ACH-000713,-0.43195543391099994
ACH-000714,-0.25188201082600004
ACH-000718,-0.312327876017
ACH-000720,-0.194602753816
ACH-000721,-0.722408189999
ACH-000724,-0.0912005986211
ACH-000725,-0.194451619149
ACH-000732,-0.35313416522
ACH-000734,-0.18960188583
ACH-000735,0.20516705788400003
ACH-000736,-0.284844102534
ACH-000738,-0.17963525893500001
ACH-000746,-0.630496248445
ACH-000747,-0.291555775295
ACH-000748,-0.13854263499000002
ACH-000753,-0.225168855987
ACH-000756,-0.101926497829
ACH-000757,-0.10240489903
ACH-000758,-0.100400619128
ACH-000760,-0.13658243339
ACH-000763,-0.290911441656
ACH-000764,-0.094655149975
ACH-000765,-0.18702505439599998
ACH-000766,-0.240164129582
ACH-000767,-0.215021231584
ACH-000768,-0.15199980947699998
ACH-000769,-0.359149050116
ACH-000770,-0.345723486012
ACH-000771,-0.29494429300700004
ACH-000773,-0.206828497315
ACH-000776,-0.521628427904
ACH-000777,-0.36678675176799996
ACH-000778,-0.177074677985
ACH-000781,-0.211514777213
ACH-000782,-0.192188157194
ACH-000783,-0.25230150518100003
ACH-000784,-0.248109814211
ACH-000785,-0.209321970173
ACH-000787,-0.278568888171
ACH-000788,-0.373744225386
ACH-000791,-0.17448754144
ACH-000792,-0.270642843666
ACH-000794,-0.22439162216999997
ACH-000796,-0.19436802299199998
ACH-000799,-0.285597725667
ACH-000800,-0.013985712969999998
ACH-000802,-0.274499786066
ACH-000804,-0.300057607385
ACH-000805,-0.265143860336
ACH-000809,-0.0290153110731
ACH-000810,-0.230814861056
ACH-000811,-0.133032947033
ACH-000817,-0.372210098795
ACH-000819,-0.21489178040999998
ACH-000820,-0.08672250589569999
ACH-000821,0.005846267355310001
ACH-000822,-0.180492396045
ACH-000823,-0.219975830564
ACH-000824,-0.121998579836
ACH-000827,-0.241839481307
ACH-000829,-0.15606557957
ACH-000831,-0.313679611362
ACH-000832,-0.48330319807300004
ACH-000833,-0.34546065975999996
ACH-000834,-0.16531236669500002
ACH-000835,-0.167842033214
ACH-000836,-0.250751687711
ACH-000837,-0.0860369202534
ACH-000838,-0.339130577935
ACH-000839,-0.40213828747100006
ACH-000840,-0.132956908396
ACH-000841,-0.292630753356
ACH-000843,-0.212648815007
ACH-000846,-0.42723310912199997
ACH-000847,-0.208564358427
ACH-000848,-0.421836011139
ACH-000849,-0.576310383198
ACH-000851,-0.390994413961
ACH-000855,-0.0117128437911
ACH-000856,-0.374119013324
ACH-000858,-0.274037406778
ACH-000859,-0.802953943302
ACH-000861,-0.23144676433800002
ACH-000862,-0.108432981155
ACH-000865,-0.035590598119
ACH-000866,-0.19595334836800002
ACH-000867,-0.125200554908
ACH-000869,-0.301486109926
ACH-000872,-0.422871297643
ACH-000873,-0.0523610260109
ACH-000876,-0.34885876803300003
ACH-000878,-0.09311200336339999
ACH-000880,-0.169857284958
ACH-000881,-0.12916746690199998
ACH-000882,-0.248910041523
ACH-000884,-0.21123899130600002
ACH-000885,-0.44239390999600003
ACH-000887,-0.21388228879299997
ACH-000888,-0.19073362101
ACH-000889,-0.39734675386999996
ACH-000890,-0.131543536697
ACH-000896,-0.291663174585
ACH-000898,-0.30556596825300003
ACH-000900,-0.282439803154
ACH-000901,-0.284454765052
ACH-000905,-0.317688814254
ACH-000906,-0.275706424837
ACH-000907,-0.376209355136
ACH-000910,-0.13798359004799998
ACH-000911,-0.177443853124
ACH-000912,-0.194480010364
ACH-000913,-0.326413984446
ACH-000915,-0.28092849376699996
ACH-000916,-0.0896258778602
ACH-000917,-0.175135275959
ACH-000921,-0.32070097086599997
ACH-000924,-0.174689527584
ACH-000926,-0.201961751987
ACH-000928,-0.06186358127949999
ACH-000929,-0.322632558378
ACH-000932,-0.169883894218
ACH-000935,-0.251750957366
ACH-000936,-0.28566587169700003
ACH-000937,-0.500973108174
ACH-000938,-0.267021065567
ACH-000939,-0.385646678994
ACH-000941,-0.23184245201900003
ACH-000943,-0.24836834055799997
ACH-000946,-0.170045026857
ACH-000947,-0.127703667778
ACH-000948,-0.393631602147
ACH-000950,-0.101752049092
ACH-000953,-0.699793794711
ACH-000957,-0.294578904117
ACH-000958,-0.267309223082
ACH-000960,-0.355619199761
ACH-000963,-0.360004580884
ACH-000968,-0.163943463273
ACH-000969,-0.341965415921
ACH-000973,-0.40463951774000007
ACH-000974,-0.11705814312999999
ACH-000975,-0.29601112446999994
ACH-000976,-0.178751564393
ACH-000978,-0.222359776771
ACH-000980,-0.24477078623100001
ACH-000984,-0.169462354565
ACH-000986,-0.37540223323
ACH-000988,-0.0119969710874
ACH-000993,-0.12145501984099999
ACH-000994,-0.22037190689
ACH-000996,-0.449640271442
ACH-001001,-0.28077749373000005
ACH-001020,-0.486766834956
ACH-001028,-0.10600182181500001
ACH-001031,-0.357248695162
ACH-001038,-0.308169168818
ACH-001048,-0.29820950303599997
ACH-001050,-0.260741487504
ACH-001053,-0.319602995832
ACH-001054,-0.261385498221
ACH-001061,-0.153276801774
ACH-001067,-0.319169560314
ACH-001075,-0.36687307875799996
ACH-001096,-0.0879268633856
ACH-001128,-0.506499993752
ACH-001134,-0.297446502243
ACH-001151,-0.253475409873
ACH-001163,-0.17743473610100002
ACH-001164,-0.325006976587
ACH-001173,-0.11249756235
ACH-001183,-0.352211994723
ACH-001184,-0.17016549
ACH-001190,-0.09103466059810002
ACH-001192,-0.331222206296
ACH-001193,0.11050262944700001
ACH-001196,-0.461546946454
ACH-001197,-0.44509722244800004
ACH-001205,-0.506553000955
ACH-001211,-0.282622176695
ACH-001212,0.250037762825
ACH-001228,-0.019185328931
ACH-001232,-0.286961101278
ACH-001239,-0.16665097385299998
ACH-001274,-0.217405242065
ACH-001275,-0.12399699738299999
ACH-001277,-0.322228246148
ACH-001278,-0.303438962144
ACH-001280,-0.42670311937
ACH-001283,-0.179556009
ACH-001289,-0.289693433151
ACH-001295,-0.13239930724500001
ACH-001300,-0.39611852137500003
ACH-001301,-0.197963418092
ACH-001302,-0.21633020883499998
ACH-001303,-0.506891323511
ACH-001306,-0.291304636772
ACH-001318,-0.133390442368
ACH-001322,-0.275397356872
ACH-001328,-0.14936126282099998
ACH-001332,-0.321899314967
ACH-001333,-0.59167404759
ACH-001336,-0.13813004705499998
ACH-001340,-0.285569004901
ACH-001346,-0.364189636269
ACH-001353,-0.213932136905
ACH-001354,-0.211842296708
ACH-001367,-0.164434076715
ACH-001368,-0.32763348519900004
ACH-001374,-0.446692674229
ACH-001375,-0.20322748751699998
ACH-001377,-0.17168385323600002
ACH-001380,-0.291861615147
ACH-001391,-0.309407271849
ACH-001407,-0.14738157623099998
ACH-001408,-0.199243470435
ACH-001413,-0.35543102709799995
ACH-001430,-0.176626185687
ACH-001431,-0.141961801763
ACH-001450,-0.14431330895400002
ACH-001496,-0.2698188884
ACH-001500,0.188037441566
ACH-001521,0.217397718034
ACH-001523,-0.287810063745
ACH-001532,-0.38758653002
ACH-001536,-0.462918934865
ACH-001550,-0.37784933013899996
ACH-001552,-0.166121662346
ACH-001554,-0.235642490042
ACH-001645,0.12835834062
ACH-001654,-0.0810060049126
ACH-001715,-0.515629829237
ACH-001735,-0.306205893237
ACH-001736,-0.165056403513
ACH-001737,-0.44008302145499995
ACH-001740,-0.290205508794
ACH-001745,-0.302215522241
ACH-001750,-0.43957211713100003
ACH-001765,-0.383053324573
ACH-001956,-0.192158653439
ACH-001957,-0.175770224061
