,MAD2L2 (10459)
ACH-000004,-1.31330489388
ACH-000007,-1.24112902525
ACH-000009,-1.2777326502600002
ACH-000011,-1.3095241434
ACH-000012,-0.9976304961049999
ACH-000013,-1.0032457263099999
ACH-000014,-1.7785608710099998
ACH-000015,-1.44501025831
ACH-000017,-1.1511394283
ACH-000018,-1.48859419319
ACH-000019,-0.9530784421590001
ACH-000021,-0.951772170583
ACH-000022,-1.55450793197
ACH-000025,-1.5577829607299998
ACH-000028,-1.34228764938
ACH-000030,-1.5107131978200001
ACH-000035,-1.53939343639
ACH-000036,-1.1072845758
ACH-000037,-1.63365677268
ACH-000039,-1.61478421785
ACH-000040,-1.27238466021
ACH-000041,-1.6944060287
ACH-000042,-1.03413947905
ACH-000045,-1.57766898603
ACH-000047,-1.34339762032
ACH-000052,-1.63696233782
ACH-000053,-1.0570105688200002
ACH-000054,-1.03347665666
ACH-000055,-1.4480580357100001
ACH-000060,-1.59880517359
ACH-000067,-1.37941431635
ACH-000070,-1.40435913782
ACH-000075,-1.15975544934
ACH-000078,-1.2112624103
ACH-000082,-1.0982803559799998
ACH-000085,-1.31131229159
ACH-000086,-1.31436935819
ACH-000087,-1.59487656921
ACH-000092,-0.794040515491
ACH-000095,-1.4094702056600001
ACH-000097,-1.12070385764
ACH-000098,-1.31108745513
ACH-000099,-1.5309527874000002
ACH-000108,-0.9190752871100001
ACH-000113,-1.3161238829100002
ACH-000115,-1.3650846363299998
ACH-000116,-1.60662839057
ACH-000118,-1.0799525394399998
ACH-000120,-1.1997385258600002
ACH-000123,-1.3311466134299998
ACH-000127,-1.5433497187
ACH-000128,-1.25283000081
ACH-000132,-1.92511241363
ACH-000133,-1.30898494841
ACH-000137,-1.96884032852
ACH-000138,-1.6332031793000001
ACH-000142,-1.4362446986200001
ACH-000143,-1.18242981904
ACH-000146,-0.9673929124930001
ACH-000148,-1.28093943694
ACH-000150,-1.34752994028
ACH-000152,-1.39789615597
ACH-000153,-1.20241775165
ACH-000159,-1.08758431797
ACH-000160,-1.4977487805399998
ACH-000163,-1.64149724604
ACH-000167,-1.24040454345
ACH-000168,-1.39790361926
ACH-000169,-1.13022724157
ACH-000178,-1.67751704894
ACH-000182,-0.837707313065
ACH-000183,-1.69464129669
ACH-000188,-1.60046876718
ACH-000189,-1.36484026007
ACH-000190,-0.996671638557
ACH-000198,-1.32948628436
ACH-000204,-1.24506419942
ACH-000206,-1.8224261948599998
ACH-000207,-1.33716026547
ACH-000211,-1.70857128747
ACH-000215,-1.1337504011700001
ACH-000221,-1.7022277867700002
ACH-000222,-1.4692360731
ACH-000223,-1.72064828413
ACH-000226,-1.43941068409
ACH-000227,-1.58046501206
ACH-000228,-1.8384170188900002
ACH-000231,-1.5791525045700001
ACH-000232,-1.72744512824
ACH-000233,-1.6973548069799997
ACH-000234,-1.14841865494
ACH-000235,-1.1032403472399999
ACH-000237,-1.5575607860799998
ACH-000238,-1.8022422980500001
ACH-000243,-1.1302323269499999
ACH-000244,-1.00783424061
ACH-000246,-0.9674000478489999
ACH-000248,-1.7165870102399998
ACH-000250,-0.7988117498999999
ACH-000251,-1.5452834193599998
ACH-000253,-1.07193860086
ACH-000255,-1.1028870147299998
ACH-000256,-1.70754549541
ACH-000257,-1.38931124375
ACH-000258,-1.3599004495200002
ACH-000259,-1.2108493648
ACH-000260,-1.47560687948
ACH-000261,-1.81573863738
ACH-000262,-1.3265462231
ACH-000263,-1.1487175095
ACH-000264,-1.3104952709
ACH-000265,-1.4672607468599999
ACH-000266,-0.896504827291
ACH-000272,-1.29903052422
ACH-000273,-1.30590925128
ACH-000274,-0.951430082523
ACH-000277,-0.97524818048
ACH-000278,-1.3517824199200001
ACH-000279,-1.17569270359
ACH-000280,-1.4472727920299997
ACH-000281,-1.62470146098
ACH-000288,-1.2652106115200001
ACH-000291,-0.7769269020300001
ACH-000293,-1.08323411184
ACH-000294,-1.1297068586499999
ACH-000295,-1.2134302777500001
ACH-000296,-1.70517231977
ACH-000302,-1.15934789098
ACH-000304,-1.26496145971
ACH-000307,-1.0804272938700001
ACH-000308,-1.03373549295
ACH-000310,-1.49783582083
ACH-000311,-1.20076248969
ACH-000312,-0.9029039041700001
ACH-000315,-1.04346597624
ACH-000316,-1.59568389729
ACH-000317,-1.35493831491
ACH-000318,-1.4161824218
ACH-000319,-2.0304805795900003
ACH-000320,-1.2720982403
ACH-000322,-0.913840301458
ACH-000323,-1.0181638969700002
ACH-000324,-1.56355939268
ACH-000329,-1.32382557956
ACH-000330,-1.28064214176
ACH-000331,-1.44916785789
ACH-000332,-0.834936801034
ACH-000334,-1.7517408097799998
ACH-000335,-1.15439594762
ACH-000336,-1.5091580303299998
ACH-000337,-0.944091455308
ACH-000339,-1.5184294713100002
ACH-000341,-1.45988240042
ACH-000348,-1.3329921053
ACH-000350,-1.4367490812600001
ACH-000352,-1.1059220419
ACH-000356,-1.36359488732
ACH-000361,-1.42676999196
ACH-000362,-1.46352439237
ACH-000363,-1.22508245919
ACH-000364,-1.6529378079
ACH-000365,-1.14581274223
ACH-000366,-1.6007745118399999
ACH-000368,-1.33581421915
ACH-000374,-1.5701597063400001
ACH-000375,-1.30215224699
ACH-000376,-1.27146039427
ACH-000381,-1.70466400162
ACH-000383,-0.893123410555
ACH-000387,-1.29049528498
ACH-000389,-1.20814727884
ACH-000390,-1.41691975806
ACH-000393,-1.14060435269
ACH-000395,-1.25109763383
ACH-000397,-1.41196442366
ACH-000401,-0.909801077151
ACH-000402,-1.24859686092
ACH-000403,-0.8954310666249999
ACH-000404,-1.28533127551
ACH-000406,-0.962846394748
ACH-000407,-1.29015496576
ACH-000408,-1.27342629326
ACH-000410,-1.23434525919
ACH-000411,-0.944747747459
ACH-000414,-2.00490276193
ACH-000415,-1.77102090013
ACH-000416,-1.17793059434
ACH-000420,-1.2946790286499998
ACH-000421,-1.29252786314
ACH-000424,-1.58754037645
ACH-000425,-0.841852395336
ACH-000426,-1.6409527323700002
ACH-000427,-1.2486037131899999
ACH-000433,-0.921751242581
ACH-000436,-1.6207541880399998
ACH-000444,-1.35912741097
ACH-000445,-1.57604566818
ACH-000448,-0.8982666474240001
ACH-000450,-0.797677252761
ACH-000452,-1.05378324466
ACH-000454,-1.1987017924799999
ACH-000458,-1.34851082231
ACH-000459,-1.34578349812
ACH-000460,-1.21529362119
ACH-000461,-1.31020671658
ACH-000463,-1.2070518989499999
ACH-000464,-1.3863098954799997
ACH-000466,-1.62909949755
ACH-000467,-1.1333919186
ACH-000468,-0.891584274231
ACH-000469,-1.49976812045
ACH-000470,-1.76043500251
ACH-000471,-1.02193926461
ACH-000472,-1.74116105243
ACH-000473,-1.30176465054
ACH-000475,-1.79436714901
ACH-000476,-1.05223277701
ACH-000477,-1.35894422873
ACH-000480,-1.6088070008500002
ACH-000481,-1.7458675490900002
ACH-000483,-0.861990189056
ACH-000484,-1.41699248925
ACH-000485,-1.06511826487
ACH-000486,-0.683835408865
ACH-000487,-1.47385667122
ACH-000488,-1.39226089042
ACH-000490,-1.5222597181900002
ACH-000491,-1.5328071634600002
ACH-000495,-1.0989476662100002
ACH-000496,-1.5255102924700001
ACH-000499,-1.50668885248
ACH-000500,-1.0658832889399998
ACH-000502,-1.13475313528
ACH-000503,-1.4879761130700002
ACH-000505,-1.14694201396
ACH-000507,-1.56611943488
ACH-000510,-0.9176598974439999
ACH-000511,-0.9856054958949999
ACH-000512,-1.32156747824
ACH-000516,-1.32136045762
ACH-000517,-0.995445668944
ACH-000518,-1.3989658586700002
ACH-000520,-1.67727681466
ACH-000521,-1.5725354672999998
ACH-000522,-1.7604230659599998
ACH-000524,-0.951590690642
ACH-000527,-0.8883649337180001
ACH-000528,-1.34872433338
ACH-000537,-0.9359161400980001
ACH-000541,-1.21870993341
ACH-000542,-1.27699094635
ACH-000544,-1.65814270716
ACH-000545,-1.11349884565
ACH-000547,-1.0300346747600002
ACH-000548,-1.39255435833
ACH-000549,-1.6141327958200002
ACH-000550,-1.39666137641
ACH-000552,-0.893543255553
ACH-000556,-1.04170214265
ACH-000557,-1.1037065749600001
ACH-000570,-1.4927453083500002
ACH-000571,-1.07569683489
ACH-000573,-1.9812665137
ACH-000576,-1.43143161502
ACH-000580,-0.8118594197969999
ACH-000584,-1.78961886595
ACH-000585,-1.48078012875
ACH-000588,-1.5023629860299998
ACH-000589,-1.20038270463
ACH-000591,-1.38827925051
ACH-000593,-1.19662548115
ACH-000600,-1.7831066606900001
ACH-000601,-1.35375739609
ACH-000604,-1.60428485016
ACH-000605,-1.7041631270299997
ACH-000606,-1.2330930194499998
ACH-000608,-1.14255491159
ACH-000614,-0.643594103017
ACH-000616,-1.44954981463
ACH-000618,-1.030651609
ACH-000619,-1.08706987083
ACH-000620,-1.04155465999
ACH-000621,-1.17992615001
ACH-000622,-1.3679364383200001
ACH-000623,-1.04002494759
ACH-000624,-1.33339791957
ACH-000627,-1.1699331796899999
ACH-000630,-1.57849524468
ACH-000632,-1.65893585294
ACH-000633,-1.4116748322900001
ACH-000637,-1.6786767290200002
ACH-000638,-1.41288728225
ACH-000646,-0.9615476032250001
ACH-000647,-1.11356596302
ACH-000648,-0.964552764868
ACH-000649,-1.136112856
ACH-000651,-1.3613586201199999
ACH-000652,-1.0853891697600002
ACH-000653,-1.26193073816
ACH-000657,-1.5314762930799999
ACH-000658,-1.45892194587
ACH-000661,-1.00578305887
ACH-000662,-1.05748267611
ACH-000663,-0.8880730351170001
ACH-000665,-1.3891748685299998
ACH-000671,-1.2896235104
ACH-000673,-0.918435973253
ACH-000676,-1.07127289886
ACH-000677,-1.35458234981
ACH-000681,-1.57872335996
ACH-000682,-1.41171743478
ACH-000683,-1.80788368865
ACH-000684,-1.46396467759
ACH-000688,-1.5119406360299998
ACH-000693,-1.74857592949
ACH-000694,-1.51207216557
ACH-000695,-1.43377145261
ACH-000696,-1.52115857896
ACH-000697,-1.63107813092
ACH-000699,-1.97428965912
ACH-000701,-0.89876919324
ACH-000706,-1.58044386685
ACH-000711,-1.63473660958
