,LRRC8D (55144)
ACH-000004,-0.208479673434
ACH-000007,-0.09091254444710001
ACH-000009,-0.200377898338
ACH-000011,0.199648068586
ACH-000012,-0.224421011076
ACH-000013,-0.145568272379
ACH-000014,0.268237369648
ACH-000015,0.00876727895689
ACH-000017,-0.09074295248770001
ACH-000018,-0.411600180866
ACH-000019,-0.517524743075
ACH-000021,-0.352720911614
ACH-000022,0.12001839605699999
ACH-000025,-0.215199266391
ACH-000028,-0.137522041467
ACH-000030,-0.314442440076
ACH-000035,-0.366188506493
ACH-000036,-0.0901702254432
ACH-000037,0.0501817018141
ACH-000039,-0.314267328505
ACH-000040,0.0106460555489
ACH-000041,-0.0638309671649
ACH-000042,-0.254626817199
ACH-000045,0.0804298679534
ACH-000047,0.10608745088199999
ACH-000052,0.00370747966073
ACH-000053,-0.328025018068
ACH-000054,-0.244798827522
ACH-000055,-0.09352168595
ACH-000060,-0.193920733955
ACH-000067,-0.0867972579554
ACH-000070,0.138112451222
ACH-000075,-0.102072912076
ACH-000078,-0.297673516505
ACH-000082,0.114373519334
ACH-000085,0.249119063413
ACH-000086,-0.0971901880585
ACH-000087,-0.312058362112
ACH-000092,-0.00305970371062
ACH-000095,-0.22759050109099999
ACH-000097,-0.043031585057800005
ACH-000098,-0.134039697789
ACH-000099,-0.0727578068915
ACH-000108,-0.15008429149900002
ACH-000113,-0.07894861379760001
ACH-000115,-0.415610202948
ACH-000116,-0.0031921425664600002
ACH-000118,-0.12961719701899999
ACH-000120,-0.149099855648
ACH-000123,-0.250633560518
ACH-000127,0.0465830692246
ACH-000128,0.291406604388
ACH-000132,-0.014397465850799998
ACH-000133,-0.07203531337239999
ACH-000137,-0.186311811328
ACH-000138,-0.127224894344
ACH-000142,0.175771321136
ACH-000143,0.0134198853452
ACH-000146,-0.0659507069071
ACH-000148,-0.18009677947299998
ACH-000150,-0.0063760317261400004
ACH-000152,0.0600668596937
ACH-000153,0.164915111441
ACH-000159,-0.195959424438
ACH-000160,-0.265950899565
ACH-000163,-0.0864943961224
ACH-000167,-0.387354999397
ACH-000168,0.0436834188812
ACH-000169,-0.18520345738
ACH-000178,-0.034525431137599996
ACH-000182,-0.0649869694427
ACH-000183,-0.23878084039500003
ACH-000188,0.0863238870289
ACH-000189,-0.053319409229
ACH-000190,-0.09949610484230001
ACH-000198,-0.1385986132
ACH-000204,-0.0917795995492
ACH-000206,-0.052283909136499995
ACH-000207,-0.239824018194
ACH-000211,0.0778399178398
ACH-000215,-0.020125323670700003
ACH-000221,-0.331103708166
ACH-000222,-0.023501266215900003
ACH-000223,-0.24146995618099998
ACH-000226,-0.174971809029
ACH-000227,-0.369231013509
ACH-000228,0.18707128042100002
ACH-000231,-0.057661898884500004
ACH-000232,0.165133565813
ACH-000233,-0.10190740986300001
ACH-000234,-0.288299123421
ACH-000235,-0.0921281227204
ACH-000237,-0.0226124073735
ACH-000238,0.229612011472
ACH-000243,-0.183162978497
ACH-000244,0.254046480446
ACH-000246,-0.219509761303
ACH-000248,-0.029730810818099997
ACH-000250,-0.0747894828808
ACH-000251,-0.207696430265
ACH-000253,-0.0053645439512700005
ACH-000255,-0.031594615323700004
ACH-000256,-0.0256078334565
ACH-000257,0.10800719165999999
ACH-000258,0.24007899101100003
ACH-000259,-0.124766603902
ACH-000260,-0.159127945421
ACH-000261,-0.0730768303378
ACH-000262,-0.032267880947
ACH-000263,0.42484240918300004
ACH-000264,0.08618115625560001
ACH-000265,-0.270503300284
ACH-000266,-0.10248648409700001
ACH-000272,-0.12124956492799999
ACH-000273,0.125739132266
ACH-000274,-0.119584133637
ACH-000277,0.05764682279
ACH-000278,-0.057908591956900006
ACH-000279,-0.131663514222
ACH-000280,-0.018847093019000002
ACH-000281,-0.126654312524
ACH-000288,-0.08559522018380002
ACH-000291,0.0904850753951
ACH-000293,-0.107223497866
ACH-000294,-0.288741151857
ACH-000295,-0.18414453751899998
ACH-000296,-0.35223951406
ACH-000302,-0.313709873071
ACH-000304,-0.104192251348
ACH-000307,-0.134573239957
ACH-000308,0.0455793325535
ACH-000310,-0.708383401681
ACH-000311,0.082805919262
ACH-000312,-0.13896140692199999
ACH-000315,8.57301499731e-05
ACH-000316,-0.314084300502
ACH-000317,-0.04767186973780001
ACH-000318,-0.13384437915300001
ACH-000319,0.13394455455600002
ACH-000320,-0.16537263304000002
ACH-000322,0.0895637515887
ACH-000323,-0.206507446286
ACH-000324,-0.198427887295
ACH-000329,-0.214032540996
ACH-000330,0.0908123120447
ACH-000331,0.0916225458271
ACH-000332,-0.0821172930713
ACH-000334,0.141886773918
ACH-000335,-0.0995578681489
ACH-000336,0.182383501054
