,PLGLB2 (5342)
ACH-000004,-0.589823157831
ACH-000007,-0.402890080903
ACH-000009,-0.45989983237800003
ACH-000011,-0.305340677134
ACH-000012,-0.353885251977
ACH-000013,-0.263563216078
ACH-000014,-0.379054466994
ACH-000015,-0.57715426994
ACH-000017,-0.272519081077
ACH-000018,-0.469589995952
ACH-000019,-0.318776106575
ACH-000021,-0.703163676312
ACH-000022,-0.39115765623899995
ACH-000025,-0.366021209186
ACH-000028,-0.348247530409
ACH-000030,-0.429485945504
ACH-000035,-0.403686987987
ACH-000036,-0.31336986726599997
ACH-000037,-0.46501939686399996
ACH-000039,-0.533176168046
ACH-000040,-0.412551357429
ACH-000041,-0.281224447153
ACH-000042,-0.451958821272
ACH-000045,-0.468968975793
ACH-000047,-0.311276297811
ACH-000052,-0.4326843361
ACH-000053,-0.49709858782
ACH-000054,-0.507728655147
ACH-000055,-0.441208671848
ACH-000060,-0.247576020292
ACH-000067,-0.27305064312399996
ACH-000070,-0.41016735910999996
ACH-000075,-0.324128520876
ACH-000078,-0.599072524142
ACH-000082,-0.12043707536800001
ACH-000085,-0.278675353523
ACH-000086,-0.392686609172
ACH-000087,-0.31553295542
ACH-000092,-0.35797652592699997
ACH-000095,-0.391900596278
ACH-000097,-0.278843943666
ACH-000098,-0.35138172963500003
ACH-000099,-0.479118798181
ACH-000108,-0.405982743478
ACH-000113,-0.51883447455
ACH-000115,-0.169358835149
ACH-000116,-0.37007589822400005
ACH-000118,-0.368875372629
ACH-000120,-0.35160410756300003
ACH-000123,-0.515619090464
ACH-000127,-0.40816037764799995
ACH-000128,-0.34168219341
ACH-000132,-0.364951037643
ACH-000133,-0.37565576370399995
ACH-000137,-0.390368203028
ACH-000138,-0.394042114114
ACH-000142,-0.312736780601
ACH-000143,-0.36214685690399995
ACH-000146,-0.45023141230400004
ACH-000148,-0.347468488608
ACH-000150,-0.465898414718
ACH-000152,-0.38453802935099995
ACH-000153,-0.580345126241
ACH-000159,-0.39935974900700005
ACH-000160,-0.6076797905
ACH-000163,-0.48504243060400004
ACH-000167,-0.513223131052
ACH-000168,-0.302600815236
ACH-000169,-0.362737791463
ACH-000178,-0.410680970245
ACH-000182,-0.359165329615
ACH-000183,-0.313903679782
ACH-000188,-0.401347256872
ACH-000189,-0.417582392406
ACH-000190,-0.46435871177
ACH-000198,-0.492735250251
ACH-000204,-0.33247296813
ACH-000206,-0.199068769723
ACH-000207,-0.409045257124
ACH-000211,-0.441570522345
ACH-000215,-0.310163404707
ACH-000221,-0.474721408235
ACH-000222,-0.574851615203
ACH-000223,-0.333649666511
ACH-000226,-0.313231479652
ACH-000227,-0.337768221159
ACH-000228,-0.587615548873
ACH-000231,-0.329196953235
ACH-000232,-0.376363999449
ACH-000233,-0.40654066688699997
ACH-000234,-0.23658378126899998
ACH-000235,-0.38221514820299995
ACH-000237,-0.38644632688600006
ACH-000238,-0.5285745813539999
ACH-000243,-0.50558234103
ACH-000244,-0.495441036479
ACH-000246,-0.487779475081
ACH-000248,-0.389957052302
ACH-000250,-0.373259418419
ACH-000251,-0.35456226104500005
ACH-000253,-0.314263109415
ACH-000255,-0.391696796609
ACH-000256,-0.354217290458
ACH-000257,-0.33667887475599995
ACH-000258,-0.411246115168
ACH-000259,-0.30522359766
ACH-000260,-0.45557191690800003
ACH-000261,-0.517771550253
ACH-000262,-0.389097525061
ACH-000263,-0.453813870111
ACH-000264,-0.224014308164
ACH-000265,-0.567390032212
ACH-000266,-0.465790955282
ACH-000272,-0.439888334344
ACH-000273,-0.555804804711
ACH-000274,-0.343345988194
ACH-000277,-0.169527501283
ACH-000278,-0.332759598764
ACH-000279,-0.436091077975
ACH-000280,-0.415786927004
ACH-000281,-0.383731320357
ACH-000288,-0.371265400793
ACH-000291,-0.401374530827
ACH-000293,-0.41705734866
ACH-000294,-0.650593129782
ACH-000295,-0.48865844169699996
ACH-000296,-0.365158224331
ACH-000302,-0.242001482386
ACH-000304,-0.445414608772
ACH-000307,-0.298027949518
ACH-000308,-0.317274312107
ACH-000310,-0.43303870391000004
ACH-000311,-0.30940633537900003
ACH-000312,-0.34989170407
ACH-000315,-0.349727614138
ACH-000316,-0.40482491795500003
ACH-000317,-0.685895862402
ACH-000318,-0.4889942314399999
ACH-000319,-0.47356458092299997
ACH-000320,-0.436447117918
ACH-000322,-0.375059753039
ACH-000323,-0.29669739980500004
ACH-000324,-0.628311394097
ACH-000329,-0.407861997263
ACH-000330,-0.551292710758
ACH-000331,-0.31981568696
ACH-000332,-0.40035858333700003
ACH-000334,-0.5281226913979999
ACH-000335,-0.308387692507
ACH-000336,-0.409396655139
ACH-000337,-0.20041516511100002
ACH-000339,-0.247023466846
ACH-000341,-0.484969364984
ACH-000348,-0.385746632013
ACH-000350,-0.18951674252
ACH-000352,-0.407769144874
ACH-000356,-0.322349327226
ACH-000361,-0.619582628777
ACH-000362,-0.510724883771
ACH-000363,-0.301913468557
ACH-000364,-0.442041573227
ACH-000365,-0.306967921032
ACH-000366,-0.570087543468
ACH-000368,-0.45963588627400004
ACH-000374,-0.407237837076
ACH-000375,-0.269889277719
ACH-000376,-0.46752221059199994
ACH-000381,-0.518246640975
ACH-000383,-0.304064779249
ACH-000387,-0.37827193899899997
ACH-000389,-0.267589869112
ACH-000390,-0.45544232372
ACH-000393,-0.487164957953
ACH-000395,-0.309131475484
ACH-000397,-0.33838856021700003
ACH-000401,-0.36907714703199995
ACH-000402,-0.608282052584
ACH-000403,-0.523053718802
ACH-000404,-0.508685418363
ACH-000406,-0.496133909345
ACH-000407,-0.361844899392
ACH-000408,-0.38045402505900006
ACH-000410,-0.350858741408
ACH-000411,-0.484201404421
ACH-000414,-0.439576945112
ACH-000415,-0.49503908288000004
ACH-000416,-0.221748523135
ACH-000420,-0.39921078124700005
ACH-000421,-0.388578293586
ACH-000424,-0.343553079323
ACH-000425,-0.232730485468
ACH-000426,-0.292613015487
ACH-000427,-0.282104363665
ACH-000433,-0.259505061572
ACH-000436,-0.116014068343
ACH-000444,-0.41800049215999996
ACH-000445,-0.37489394486199995
