,MYCN (4613)
ACH-000004,-0.248164781642
ACH-000007,0.10760607512800001
ACH-000009,-0.0570208367963
ACH-000011,-0.13667448796700002
ACH-000012,-0.0040436959695799995
ACH-000013,-0.00150010908378
ACH-000014,0.0727099714516
ACH-000015,0.12864701341499998
ACH-000017,0.031528831551
ACH-000018,0.0836677902327
ACH-000019,0.029576628700099996
ACH-000021,-0.0350982561688
ACH-000022,-0.023775998478
ACH-000025,0.08271375778330001
ACH-000028,0.140963120522
ACH-000030,0.013558398248100002
ACH-000035,0.0179747392585
ACH-000036,-0.008500115181529998
ACH-000037,-0.0390883369852
ACH-000039,0.23317981179699998
ACH-000040,0.0104273123022
ACH-000041,-0.275715179273
ACH-000042,-0.0117799917161
ACH-000045,-0.0165280770688
ACH-000047,0.0188899620357
ACH-000052,0.0221269346208
ACH-000053,-0.0408878870059
ACH-000054,0.06916951498610001
ACH-000055,0.118170814594
ACH-000060,-0.11989656404200001
ACH-000067,0.08703277451089998
ACH-000070,-0.00227903855992
ACH-000075,0.03904473072280001
ACH-000078,0.0236715353184
ACH-000082,0.0764958442068
ACH-000085,-0.087162871051
ACH-000086,0.023811913320400002
ACH-000087,-0.130328652694
ACH-000092,-0.243832081306
ACH-000095,-0.0367508150478
ACH-000097,-0.0506009535607
ACH-000098,0.0280043184962
ACH-000099,-0.531793641847
ACH-000108,0.07342706583860001
ACH-000113,0.163398695726
ACH-000115,0.00408580426005
ACH-000116,-0.11012888427100001
ACH-000118,0.15389679282500002
ACH-000120,-0.319888241799
ACH-000123,0.141350279241
ACH-000127,-0.048676682784199996
ACH-000128,-0.436449701873
ACH-000132,0.019452766098599996
ACH-000133,0.0519943180678
ACH-000137,0.015316294975299998
ACH-000138,0.210398619845
ACH-000142,-0.0346651327557
ACH-000143,0.00981758000456
ACH-000146,-0.0646001762983
ACH-000148,0.113769476731
ACH-000150,-0.0853930141138
ACH-000152,-0.151485614292
ACH-000153,0.00363715584494
ACH-000159,0.0171947267215
ACH-000160,-0.028901148926900003
ACH-000163,-0.017191780158599998
ACH-000167,0.182710980341
ACH-000168,0.0943437249422
ACH-000169,0.007449922623890001
ACH-000178,-0.06089175084969999
ACH-000182,0.0335972824398
ACH-000183,-0.013748218829299998
ACH-000188,-0.014534321672700001
ACH-000189,-0.09390695163589999
ACH-000190,-0.0820583913062
ACH-000198,0.012817837989700001
ACH-000204,0.00476257037183
ACH-000206,-0.0508271948299
ACH-000207,0.128757898415
ACH-000211,-0.0510500425142
ACH-000215,-0.0417372886251
ACH-000221,0.156320874345
ACH-000222,0.28128871598099997
ACH-000223,0.104264408461
ACH-000226,-0.06924868645150001
ACH-000227,0.0645715638832
ACH-000228,0.014912790211399999
ACH-000231,-0.051014786651300006
