,MCMBP (79892)
ACH-000169,-0.5499682217
ACH-000178,-0.70091781847
ACH-000182,-0.57157726599
ACH-000183,-0.78120344512
ACH-000188,-0.688228473143
ACH-000189,-1.05039605362
ACH-000190,-0.42561500192400004
ACH-000198,-0.623569247698
ACH-000204,-0.748241605052
ACH-000206,-0.7294574156820001
ACH-000207,-0.7976559191529999
ACH-000211,-0.892716739865
ACH-000215,-0.80514682653
ACH-000221,-0.566893281546
ACH-000222,-0.958396965954
ACH-000223,-0.7853710892560001
ACH-000226,-0.7752185438439999
ACH-000227,-0.601238386955
ACH-000228,-0.986745967827
ACH-000231,-0.715660092146
ACH-000232,-0.893373871941
ACH-000233,-0.84736074214
ACH-000234,-0.6727804474160001
ACH-000235,-0.5383535550940001
ACH-000237,-0.637677536091
ACH-000238,-0.893651475237
ACH-000243,-1.0385488228200002
ACH-000244,-1.16185738246
ACH-000246,-0.8454482245999999
ACH-000248,-0.557502132165
ACH-000250,-0.6811236178740001
ACH-000251,-0.746015324435
ACH-000253,-0.639842987822
ACH-000255,-0.733279767472
ACH-000256,-0.361482819181
ACH-000257,-1.1742336647700002
ACH-000258,-1.1369722638
ACH-000259,-0.813668918656
ACH-000260,-0.688756344726
ACH-000261,-0.8846484890799999
ACH-000262,-0.669594660596
ACH-000263,-0.742771065639
ACH-000264,-0.5223124141409999
ACH-000265,-0.764366608511
ACH-000266,-0.97054118433
ACH-000272,-0.763763609717
ACH-000273,-1.0610740969799999
ACH-000274,-0.531259472086
ACH-000277,-0.694372219147
ACH-000278,-0.8167356535860001
ACH-000279,-0.992248145745
ACH-000280,-0.884484845642
ACH-000281,-0.817906573042
ACH-000288,-1.1218353569600001
ACH-000291,-1.05432079845
ACH-000293,-0.73474240126
ACH-000294,-1.04534865575
ACH-000295,-0.7850765446279999
ACH-000296,-0.6062033573260001
ACH-000302,-0.686584174997
ACH-000304,-1.18891919155
ACH-000307,-1.07477604064
ACH-000308,-0.747916540594
ACH-000310,-0.418207926182
ACH-000311,-0.859135777692
ACH-000312,-0.8584993747930001
ACH-000315,-1.0090774852200002
ACH-000316,-1.0
ACH-000317,-0.966463427789
ACH-000318,-0.589811706859
ACH-000319,-0.794602088614
ACH-000320,-0.913538297957
ACH-000322,-1.08731958581
ACH-000323,-0.7521318953980001
ACH-000324,-0.8329642887540001
ACH-000329,-0.907516257342
ACH-000330,-1.22870980625
ACH-000331,-0.7143617504530001
ACH-000332,-0.7318857894949999
ACH-000334,-0.6926299832439999
ACH-000335,-0.974378419287
ACH-000336,-0.5706620937569999
ACH-000337,-0.827442712804
ACH-000339,-0.890700752332
ACH-000341,-0.406698764146
ACH-000348,-0.7996337914180001
ACH-000350,-0.825872795777
ACH-000352,-0.634331140774
ACH-000356,-0.8953241763680001
ACH-000361,-1.04973558766
ACH-000362,-0.85431019208
ACH-000363,-0.220019923281
ACH-000364,-1.1047908646200002
ACH-000365,-0.8812666170379999
ACH-000366,-0.863933631595
ACH-000368,-1.29556797367
ACH-000374,-0.758032287254
ACH-000375,-0.723014710871
ACH-000376,-0.95259014579
ACH-000381,-0.828198620661
ACH-000383,-0.493354041881
ACH-000387,-0.619261809054
ACH-000389,-1.02060064042
ACH-000390,-0.6480439541399999
ACH-000393,-0.6246328213669999
ACH-000395,-0.8047461951639999
ACH-000397,-1.0150710774
ACH-000401,-0.927910900005
ACH-000402,-0.856763535064
ACH-000403,-0.71016743337
ACH-000404,-1.08098597835
ACH-000406,-0.8470519356990001
ACH-000407,-0.734391851581
ACH-000408,-0.8191561586480001
ACH-000410,-0.7647295482809999
ACH-000411,-0.8826736567739999
ACH-000414,-0.9326333498170001
ACH-000415,-0.748904481509
ACH-000416,-0.7762355162919999
ACH-000420,-0.797939612272
ACH-000421,-0.906341445708
ACH-000424,-0.8855705479780001
ACH-000425,-0.701822720824
ACH-000426,-0.175605235421
ACH-000427,-0.7098433622310001
ACH-000433,-0.832498099928
ACH-000436,-0.625140968841
ACH-000444,-0.843135867386
ACH-000445,-0.843358315078
ACH-000448,-0.8006279155789999
ACH-000450,-0.910438358707
ACH-000452,-0.9883650140770001
ACH-000454,-0.996664565576
ACH-000458,-0.7550634706430001
ACH-000459,-0.616318489287
ACH-000460,-0.918273157309
ACH-000461,-0.479877702456
ACH-000463,-0.7963638076790001
ACH-000464,-1.1176395078399999
ACH-000466,-0.8180683149690001
ACH-000467,-0.7709740530239999
ACH-000468,-0.623458902292
ACH-000469,-0.9468974047409999
ACH-000470,-1.05312542033
ACH-000471,-0.8274960265189999
ACH-000472,-0.623510359438
ACH-000473,-0.746057045604
ACH-000475,-0.571415301399
ACH-000476,-0.262889579778
ACH-000477,-1.2400408222600001
ACH-000480,-0.979845601616
ACH-000481,-0.688292414182
ACH-000483,-0.5149140953970001
ACH-000484,-0.814663785599
ACH-000485,-0.7873206425229999
ACH-000486,-0.789681462722
ACH-000487,-0.639893800322
ACH-000488,-0.709600049042
ACH-000490,-0.796877299275
ACH-000491,-0.808329530486
ACH-000495,-1.1192691810700002
ACH-000496,-0.904323371777
ACH-000499,-0.704171316879
ACH-000500,-0.7487013121160001
ACH-000502,-0.798553856946
ACH-000503,-0.764014906831
ACH-000505,-0.803425137307
ACH-000507,-0.7906577326369999
ACH-000510,-0.639399632885
ACH-000511,-0.8514141463670001
ACH-000512,-0.626120587733
ACH-000516,-0.551138243853
ACH-000517,-0.86776136252
ACH-000518,-0.864407626265
ACH-000520,-0.748132643249
ACH-000521,-0.712438459339
ACH-000522,-0.484137065509
ACH-000524,-0.542320473515
ACH-000527,-0.757205658019
ACH-000528,-0.837062985821
ACH-000537,-0.958378661225
ACH-000541,-0.557329915625
ACH-000542,-0.756301030194
ACH-000544,-0.8794013570899999
ACH-000545,-0.886875462054
ACH-000547,-0.755323677183
ACH-000548,-0.7857131927619999
ACH-000549,-0.733193441611
ACH-000550,-0.7464978295389999
ACH-000552,-0.781460924197
ACH-000556,-0.35957606255099994
ACH-000557,-0.390316123031
ACH-000570,-0.9032905082960001
ACH-000571,-0.149346883467
ACH-000573,-0.9722114539460001
ACH-000576,-0.73964271673
ACH-000580,-1.0537317314599999
ACH-000584,-0.536898908054
ACH-000585,-0.7234314986329999
ACH-000588,-0.76534833081
ACH-000589,-0.73959214882
ACH-000591,-0.9770624707879999
ACH-000593,-0.692480891161
ACH-000600,-0.9780396553849999
ACH-000601,-0.62343174157
ACH-000604,-0.621771337731
ACH-000605,-0.802701825521
ACH-000606,-0.756774968696
ACH-000608,-0.43035272937200003
ACH-000614,-1.2886339837899998
ACH-000616,-0.990232826674
ACH-000618,-0.659396512279
ACH-000619,-0.8806446356309999
ACH-000620,-0.587967006949
ACH-000621,-0.578557649934
ACH-000622,-1.06753959789
ACH-000623,-1.05995997502
ACH-000624,-0.591904003192
ACH-000627,-0.8340118550200001
ACH-000630,-0.838075493545
ACH-000632,-0.793223556173
ACH-000633,-0.318354975908
ACH-000637,-0.6760556588169999
ACH-000638,-0.992437806633
ACH-000646,-0.48626072797799996
ACH-000647,-0.49433681360299997
ACH-000648,-0.742430722203
ACH-000649,-0.837575830917
ACH-000651,-0.8961942372470001
ACH-000652,-0.9232629570909999
ACH-000653,-0.7902836994600001
ACH-000657,-0.72719691123
ACH-000658,-0.8546312067020001
ACH-000661,-0.5835378121060001
ACH-000662,-0.814963996354
ACH-000663,-0.804717839385
ACH-000665,-0.728320967167
ACH-000671,-0.609431118082
ACH-000673,-0.63289203042
ACH-000676,-0.8665343065109999
ACH-000677,-0.819371446938
ACH-000681,-0.9240339014700002
ACH-000682,-0.926507355771
ACH-000683,-0.867924256547
ACH-000684,-1.4345780516
ACH-000688,-1.05698911529
ACH-000693,-0.8190788601360001
ACH-000694,-0.7696921161579999
ACH-000695,-0.840021032243
ACH-000696,-0.859923849299
ACH-000697,-0.546374254466
ACH-000699,-0.35089307118699997
ACH-000701,-0.830143447482
ACH-000706,-0.773604313391
ACH-000711,-0.7362897773999999
ACH-000713,-0.798502550061
ACH-000714,-0.566971644405
ACH-000718,-0.5740649214329999
ACH-000720,-0.813035349686
ACH-000721,-0.882879013931
ACH-000724,-0.891396890653
ACH-000725,-1.00225496116
ACH-000732,-0.856556643671
ACH-000734,-0.662246323398
ACH-000735,-0.598091096161
ACH-000736,-0.63324096583
ACH-000738,-0.725816668238
ACH-000746,-0.705440752312
ACH-000747,-0.7872385102930001
ACH-000748,-0.792586573733
ACH-000753,-0.6951915128380001
ACH-000756,-0.884063494762
ACH-000757,-0.429753574754
ACH-000758,-0.539755633278
ACH-000760,-0.616953068977
ACH-000763,-0.8213344619480001
ACH-000764,-0.604997706659
ACH-000765,-0.61694729525
ACH-000766,-0.646974435672
ACH-000767,-0.768630224594
ACH-000768,-0.677810233424
ACH-000769,-0.9563546894689999
ACH-000770,-0.779160604618
ACH-000771,-0.883455570785
ACH-000773,-0.844313981671
ACH-000776,-0.7185043712970001
ACH-000777,-1.00961393889
ACH-000778,-1.02840165115
ACH-000781,-0.781724159839
ACH-000782,-0.730624236022
ACH-000783,-0.8888324551000001
ACH-000784,-0.943802817115
ACH-000785,-1.17765660085
ACH-000787,-0.680550045317
ACH-000788,-0.831822722269
ACH-000791,-0.6385095324260001
ACH-000792,-0.742713038911
ACH-000794,-0.699221817839
ACH-000796,-0.8334608323980001
ACH-000799,-0.661336729804
ACH-000800,-0.6730994224060001
ACH-000802,-0.629019280521
ACH-000804,-0.6272518948470001
ACH-000805,-0.8475741121529999
ACH-000809,-0.9936320470819999
ACH-000810,-1.07437127112
ACH-000811,-0.990538612198
ACH-000817,-0.7223219654780001
ACH-000819,-0.862400209498
ACH-000820,-0.749583548698
ACH-000821,-0.567213815311
ACH-000822,-0.604198617856
ACH-000823,-0.903792173178
ACH-000824,-0.762508283923
ACH-000827,-0.700624215776
ACH-000829,-0.821756810831
ACH-000831,-0.7447364724
ACH-000832,-0.9135901364419999
ACH-000833,-0.8930558111910001
ACH-000834,-0.8562226231610001
ACH-000835,-0.808161738113
ACH-000836,-0.380614656632
ACH-000837,-0.7458959682140001
ACH-000838,-0.5724917208420001
ACH-000839,-0.8724665842730001
ACH-000840,-0.9259748331290001
ACH-000841,-1.040143454
ACH-000843,-0.896491753423
ACH-000846,-0.659443816317
ACH-000847,-0.785449824149
ACH-000848,-0.8785543320379999
ACH-000849,-1.03794070113
ACH-000851,-0.845406090747
ACH-000855,-0.920726777826
ACH-000856,-0.907847320074
ACH-000858,-0.579545300131
ACH-000859,-0.8682969300319999
ACH-000861,-0.988912791266
ACH-000862,-0.764902129324
ACH-000865,-0.951821692556
ACH-000866,-0.8702268650730001
ACH-000867,-0.45374792039899997
ACH-000869,-0.956920517243
ACH-000872,-0.845511166831
ACH-000873,-0.930031945245
ACH-000876,-0.46356341095
ACH-000878,-1.12976374905
ACH-000880,-0.9398202336139999
ACH-000881,-0.9982933761220001
ACH-000882,-0.687773269338
ACH-000884,-0.781553230937
ACH-000885,-0.838274975492
ACH-000887,-0.461110251684
ACH-000888,-0.645578109019
ACH-000889,-0.7115836019930001
ACH-000890,-0.7386559683409999
ACH-000896,-0.70768096724
ACH-000898,-0.903488565873
ACH-000900,-0.7756930451970001
ACH-000901,-0.89340269948
ACH-000905,-0.7785440268520001
ACH-000906,-0.6662155729770001
ACH-000907,-0.750328533969
ACH-000910,-0.7233306515610001
ACH-000911,-0.771454984834
ACH-000912,-0.9087541325059999
ACH-000913,-0.8021027545280001
ACH-000915,-0.546790350813
ACH-000916,-0.388545625803
ACH-000917,-0.534360277532
ACH-000921,-0.950995612966
ACH-000924,-0.920500460436
ACH-000926,-1.10197580058
ACH-000928,-0.667453584131
ACH-000929,-0.6530191674279999
ACH-000932,-0.910194402418
ACH-000935,-0.949948797149
ACH-000936,-0.836647700444
ACH-000937,-0.664634177293
ACH-000938,-0.561033042685
ACH-000939,-0.485861779811
ACH-000941,-0.377796677037
ACH-000943,-1.00746659566
ACH-000946,-0.7318292125429999
ACH-000947,-0.7186563877050001
ACH-000948,-0.9152012816230001
ACH-000950,-0.5120648849180001
ACH-000953,-0.44541745736500005
ACH-000957,-0.909023534734
ACH-000958,-0.709784236741
ACH-000960,-0.685918640608
ACH-000963,-0.375750165461
ACH-000968,-0.987662445395
ACH-000969,-0.640044641248
ACH-000973,-0.657971452867
ACH-000974,-0.6352685704300001
ACH-000975,-0.5769983639399999
ACH-000976,-0.720510276102
ACH-000978,-0.375111538764
ACH-000980,-0.8635753394589999
ACH-000984,-0.6641644562969999
ACH-000986,-0.82267287406
ACH-000988,-0.595012204793
ACH-000993,-0.892422509515
ACH-000994,-0.331676939315
ACH-000996,-0.563675655396
ACH-001001,-0.64733436081
ACH-001020,-0.486985121897
ACH-001028,-0.739035968449
ACH-001031,-0.9465296154539999
ACH-001038,-0.860893685351
ACH-001048,-0.9964446061130001
ACH-001050,-0.5244531613610001
ACH-001053,-1.02169737488
ACH-001054,-0.8578976875480001
ACH-001061,-0.8230854042710001
ACH-001067,-0.6571462634399999
ACH-001075,-1.1204996331000001
ACH-001096,-0.785808778465
ACH-001128,0.394707448227
ACH-001134,-0.7084875129989999
ACH-001151,-0.720625200877
ACH-001163,-0.7266356487450001
ACH-001164,-1.09400454001
ACH-001173,-0.7845957810340001
ACH-001183,-0.955585283397
ACH-001184,-0.949698693803
ACH-001190,-0.598309546728
ACH-001192,-1.05023405001
ACH-001193,-1.3102407965
ACH-001196,-0.7540791688070001
ACH-001197,-1.26735059365
ACH-001205,-1.09147037326
ACH-001211,-0.45049905459899997
ACH-001212,-0.952466172148
ACH-001228,-0.822453279014
ACH-001232,-0.968582967482
ACH-001239,-0.925454331616
ACH-001274,-0.940781843115
ACH-001275,-0.612396683321
ACH-001277,-1.2437175586799998
ACH-001278,-0.795730412773
ACH-001280,-0.612703121689
ACH-001283,-1.02692899526
ACH-001289,-0.727121106869
ACH-001295,-0.872693281413
ACH-001300,-0.725282041262
ACH-001301,-0.62906586834
ACH-001302,-1.12175242082
ACH-001303,-1.02997588396
ACH-001306,-1.0580487344
ACH-001318,-0.9768774160070001
ACH-001322,-0.587615507923
ACH-001328,-0.527078713923
ACH-001332,-0.8868115370819999
ACH-001333,-0.9255224787440001
ACH-001336,-1.00154587963
ACH-001340,-0.8148587121340001
ACH-001346,-0.7511786584829999
ACH-001353,-0.7147963639899999
ACH-001354,-1.00039020376
ACH-001367,-0.726105392408
ACH-001368,-0.687168697819
ACH-001374,-0.59847328331
ACH-001375,-0.491303215729
ACH-001377,-0.895080083069
ACH-001380,-0.549393951294
ACH-001391,-0.386260185046
ACH-001407,-0.8701665545399999
ACH-001408,-0.8551558811929999
ACH-001413,-0.847217426067
ACH-001430,-0.741594569252
ACH-001431,-1.01978506282
ACH-001450,-0.731568962954
ACH-001496,-0.771694728489
ACH-001500,-0.33017918829500004
ACH-001521,-0.437662723389
ACH-001523,-0.843950612588
ACH-001532,-0.870518674312
ACH-001536,-1.04478691102
ACH-001550,-0.4489445594
ACH-001552,-0.907334030482
ACH-001554,-0.7834643281199999
ACH-001645,-0.804396583168
ACH-001654,-0.9180717625560001
ACH-001715,-0.726543949555
ACH-001735,-0.724920015264
ACH-001736,-0.6146008465199999
ACH-001737,-0.43963997066699995
ACH-001740,-0.727929070306
ACH-001745,-0.787661017464
ACH-001750,-0.794946225536
ACH-001765,-0.9276914138310001
ACH-001956,-0.768409473435
ACH-001957,-0.601906079795
