,H1FNT (341567)
ACH-000616,-0.270382389013
ACH-000618,-0.20420024306499998
ACH-000619,-0.0793253276754
ACH-000620,-0.22600989640900002
ACH-000621,-0.285972236024
ACH-000622,-0.227270840028
ACH-000623,-0.17513135417999998
ACH-000624,-0.173973783178
ACH-000627,-0.190781169034
ACH-000630,-0.232609687673
ACH-000632,-0.21036263835900001
ACH-000633,-0.45475028870399997
ACH-000637,-0.400822241637
ACH-000638,-0.28724738698
ACH-000646,-0.34338163236100006
ACH-000647,-0.26334023534699996
ACH-000648,-0.15480959770400002
ACH-000649,-0.171071178511
ACH-000651,-0.368914540867
ACH-000652,-0.10592144331299999
ACH-000653,-0.165775331341
ACH-000657,-0.126777289838
ACH-000658,-0.145834595593
ACH-000661,-0.21064687664
ACH-000662,-0.391727207088
ACH-000663,-0.353597325085
ACH-000665,-0.40312649260399996
ACH-000671,-0.12184506324000001
ACH-000673,-0.186983627229
ACH-000676,-0.246982606419
ACH-000677,-0.713665707804
ACH-000681,-0.0885138217595
ACH-000682,-0.40500496604099995
ACH-000683,-0.239505484295
ACH-000684,-0.023741373484400002
ACH-000688,-0.205117749544
ACH-000693,-0.301265260652
ACH-000694,-0.29405599098499996
ACH-000695,0.188083226481
ACH-000696,-0.16891097474199998
ACH-000697,-0.383925223367
ACH-000699,-0.198629546203
ACH-000701,-0.141280601067
ACH-000706,-0.19021935002999998
ACH-000711,-0.123723388529
ACH-000713,-0.139830565036
ACH-000714,-0.15578813489399998
ACH-000718,-0.011217529647099999
ACH-000720,-0.028264456848400003
ACH-000721,-0.13659047982300002
ACH-000724,-0.247638283304
ACH-000725,-0.292018725951
ACH-000732,-0.142446061385
ACH-000734,-0.27235129631
ACH-000735,-0.26683647663800003
ACH-000736,-0.17644007115600002
ACH-000738,-0.17501436837200002
ACH-000746,-0.264386274915
ACH-000747,-0.268532523916
ACH-000748,-0.252659847643
ACH-000753,-0.269487699953
ACH-000756,-0.326850196316
ACH-000757,-0.185880713325
ACH-000758,-0.20225061264199998
ACH-000760,-0.278417506576
ACH-000763,-0.139682863228
ACH-000764,-0.30968714199999997
ACH-000765,-0.431618847014
ACH-000766,-0.148837593064
ACH-000767,-0.15701908083799998
ACH-000768,-0.146558218104
ACH-000769,0.0963357079663
ACH-000770,-0.169168218352
ACH-000771,-0.136969093255
ACH-000773,-0.13203811796700002
ACH-000776,-0.348428655414
ACH-000777,-0.205372157896
ACH-000778,-0.0989456997433
ACH-000781,-0.0800669457583
ACH-000782,-0.142788078785
ACH-000783,-0.302819987371
ACH-000784,-0.0888779996981
ACH-000785,-0.178427605759
ACH-000787,-0.20144397004200001
ACH-000788,-0.132345886632
ACH-000791,-0.0469509273998
ACH-000792,-0.192873109807
ACH-000794,0.0515850104256
ACH-000796,-0.35249616848899995
ACH-000799,-0.15977547893400001
ACH-000800,-0.329820021263
ACH-000802,-0.366156959675
ACH-000804,-0.0374717686526
ACH-000805,-0.21849602755800002
ACH-000809,-0.148719954976
ACH-000810,0.024305641459
ACH-000811,-0.158197998186
ACH-000817,-0.18704131279599998
ACH-000819,-0.397033031632
ACH-000820,-0.0273052545605
ACH-000821,-0.17599483316300002
ACH-000822,-0.382968922144
ACH-000823,-0.186089062221
ACH-000824,-0.05669548175969999
ACH-000827,-0.207066375878
ACH-000829,-0.24715675325999997
ACH-000831,-0.291747847234
ACH-000832,-0.335572707568
ACH-000833,-0.234677116956
ACH-000834,-0.265952005942
ACH-000835,-0.190541684796
ACH-000836,0.009585758767530001
ACH-000837,-0.219793086287
ACH-000838,-0.18291708771499998
ACH-000839,0.116962767883
ACH-000840,-0.37497249745899996
ACH-000841,-0.162425512686
ACH-000843,-0.102583162332
ACH-000846,-0.129898651286
ACH-000847,-0.339332446006
ACH-000848,-0.314054826165
ACH-000849,-0.3465346768
ACH-000851,-0.397601874015
ACH-000855,-0.276953697349
ACH-000856,-0.00391709133213
ACH-000858,-0.0821263790208
ACH-000859,-0.24363168537500002
ACH-000861,-0.404106249201
ACH-000862,-0.09508632604469999
ACH-000865,-0.273768348474
ACH-000866,-0.08533596272749999
ACH-000867,-0.298349638812
ACH-000869,-0.053892133394
ACH-000872,-0.10904494301100001
ACH-000873,-0.318059501237
ACH-000876,-0.44821401120899995
ACH-000878,-0.260101147771
ACH-000880,-0.06232654664
ACH-000881,-0.182629852861
ACH-000882,-0.151831876005
ACH-000884,-0.0532346531377
ACH-000885,-0.09117358941050001
ACH-000887,-0.322136460504
ACH-000888,-0.0435587361242
ACH-000889,-0.264612663584
ACH-000890,-0.0339561823466
ACH-000896,-0.17788413471099998
ACH-000898,-0.130416295978
ACH-000900,-0.254178630407
ACH-000901,-0.243242265701
ACH-000905,-0.0867050491203
ACH-000906,-0.32966304448100003
ACH-000907,-0.14811659527499998
ACH-000910,-0.19571173894299998
ACH-000911,-0.17798307873100003
ACH-000912,-0.17912342953
ACH-000913,-0.20465171063999998
ACH-000915,0.019048099928
ACH-000916,-0.130983407186
ACH-000917,-0.27377405823600004
ACH-000921,-0.238656808444
ACH-000924,-0.259179885654
ACH-000926,-0.2100850451
ACH-000928,-0.22871375721999998
ACH-000929,-0.06491928251040001
ACH-000932,-0.223949608257
ACH-000935,-0.281969876537
ACH-000936,-0.38982836383599995
ACH-000937,-0.14415871294000002
ACH-000938,-0.306801666584
ACH-000939,-0.227790079195
ACH-000941,-0.133413105717
ACH-000943,-0.23466088375100003
ACH-000946,-0.327234299423
ACH-000947,-0.14634778820299998
ACH-000948,-0.14647365790300002
ACH-000950,-0.20213130079799999
ACH-000953,-0.457304334872
ACH-000957,-0.175418837158
ACH-000958,0.0546489166935
ACH-000960,-0.230753873473
ACH-000963,0.0378940420104
ACH-000968,-0.15648215100500001
ACH-000969,-0.237476331741
ACH-000973,-0.282384366308
ACH-000974,-0.203663150646
ACH-000975,-0.24805577639899998
ACH-000976,-0.164770303437
ACH-000978,-0.030003404610799998
ACH-000980,-0.167344146707
ACH-000984,-0.19105658260299999
ACH-000986,-0.0672154053183
ACH-000988,-0.0360823728684
ACH-000993,-0.0929284043785
ACH-000994,-0.229307557318
ACH-000996,-0.0007063672923719999
ACH-001001,-0.179255889223
ACH-001020,-0.161996524631
ACH-001028,-0.29230947096
ACH-001031,-0.156445501149
ACH-001038,-0.212572471732
ACH-001048,-0.09625002804400001
ACH-001050,-0.261964405681
ACH-001053,-0.230129260478
ACH-001054,-0.229926053178
ACH-001061,-0.311607656531
ACH-001067,-0.20337236305300002
ACH-001075,-0.0506919046643
ACH-001096,-0.184498430126
ACH-001128,-0.447147427822
ACH-001134,-0.274610565441
ACH-001151,-0.175701730311
ACH-001163,-0.364441128245
ACH-001164,-0.49227131415799996
ACH-001173,-0.246553549514
ACH-001183,-0.31430013368500004
ACH-001184,-0.0209244823747
ACH-001190,-0.20073625344700002
ACH-001192,-0.25698961779199997
ACH-001193,-0.0287756881663
ACH-001196,-0.0986325090763
ACH-001197,-0.0795194950248
ACH-001205,-0.382541845481
ACH-001211,-0.37799938619400003
ACH-001212,-0.172580970328
ACH-001228,-0.07132043219619999
ACH-001232,-0.219643252029
ACH-001239,-0.181276823764
ACH-001274,-0.0469231722858
ACH-001275,-0.0847628590982
ACH-001277,0.0836778204248
ACH-001278,-0.382044889318
ACH-001280,-0.0647568323008
ACH-001283,-0.509485359791
ACH-001289,-0.24198444874000002
ACH-001295,-0.131604672614
ACH-001300,-0.21775361504299998
ACH-001301,-0.214682838943
ACH-001302,-0.275043035815
ACH-001303,-0.37309583364200005
ACH-001306,-0.10096043068499999
ACH-001318,-0.238130109472
ACH-001322,-0.0618653215048
ACH-001328,-0.0761334554926
ACH-001332,-0.47297167602799994
ACH-001333,-0.262721674904
ACH-001336,-0.211143018468
ACH-001340,-0.186980392228
ACH-001346,-0.24611558487799998
ACH-001353,-0.179774610195
ACH-001354,-0.242719985852
ACH-001367,-0.705326504887
ACH-001368,-0.18121538853
ACH-001374,-0.422581766365
ACH-001375,-0.018405617056400002
ACH-001377,-0.35839448552500003
ACH-001380,-0.195425398832
ACH-001391,-0.454182024106
ACH-001407,-0.245179796706
ACH-001408,-0.124784893953
ACH-001413,-0.057638759616400005
ACH-001430,-0.59916294237
ACH-001431,-0.255026656696
ACH-001450,-0.132206192054
ACH-001496,-0.155456763597
ACH-001500,-0.37988436157300004
ACH-001521,-0.272755654948
ACH-001523,-0.45853634811300004
ACH-001532,-0.119120391037
ACH-001536,-0.208277158474
ACH-001550,-0.299434656981
ACH-001552,-0.194845799191
ACH-001554,-0.135789726679
ACH-001645,-0.20884726079100002
ACH-001654,-0.301461173647
ACH-001715,-0.23839012592099998
ACH-001735,-0.08845144087210001
ACH-001736,-0.18350546434
ACH-001737,0.216562921233
ACH-001740,-0.054857796876300005
ACH-001745,-0.308662089333
ACH-001750,-0.20833878506499998
ACH-001765,-0.20480452820199999
ACH-001956,-0.155741295131
ACH-001957,-0.357719086811
