,H1FNT (341567)
ACH-000004,-0.0774035804901
ACH-000007,-0.294805371849
ACH-000009,0.010764188507999999
ACH-000011,-0.36529123780199996
ACH-000012,-0.094485228346
ACH-000013,-0.303811333921
ACH-000014,-0.262396482996
ACH-000015,-0.306161579064
ACH-000017,-0.148849361296
ACH-000018,-0.236872534808
ACH-000019,-0.265174522633
ACH-000021,-0.11274773473
ACH-000022,-0.153177474955
ACH-000025,-0.33704452299000004
ACH-000028,-0.185239035502
ACH-000030,-0.144960504112
ACH-000035,-0.25049201755
ACH-000036,-0.101532884559
ACH-000037,-0.444542973119
ACH-000039,-0.453858485106
ACH-000040,-0.326480848798
ACH-000041,-0.322672295861
ACH-000042,-0.127757521565
ACH-000045,-0.232941589278
ACH-000047,-0.10845800031099999
ACH-000052,-0.00787747876856
ACH-000053,-0.0661467061328
ACH-000054,-0.25350176448
ACH-000055,-0.060601461505300006
ACH-000060,-0.00421748537822
ACH-000067,-0.222458885827
ACH-000070,-0.347207605978
ACH-000075,-0.259522856854
ACH-000078,-0.005293702299520001
ACH-000082,-0.131657272664
ACH-000085,-0.282869985042
ACH-000086,-0.244630564824
ACH-000087,-0.201059099478
ACH-000092,-0.12912066749099999
ACH-000095,-0.11743722933299999
ACH-000097,-0.224545389592
ACH-000098,-0.10707254279999999
ACH-000099,-0.118664621865
ACH-000108,-0.15995872530400002
ACH-000113,-0.24280605255399998
ACH-000115,-0.305023271075
ACH-000116,-0.200767851556
ACH-000118,-0.231118786407
ACH-000120,-0.30246768741700003
ACH-000123,-0.054174785442199995
ACH-000127,-0.307572315121
ACH-000128,-0.23318722000599998
ACH-000132,-0.151873285119
ACH-000133,-0.38995005892800005
ACH-000137,-0.20107767538600002
ACH-000138,-0.055248941080599995
ACH-000142,-0.152255488694
ACH-000143,0.00349060591336
ACH-000146,-0.197806670601
ACH-000148,-0.127532235985
ACH-000150,-0.251128779852
ACH-000152,-0.486934322619
ACH-000153,-0.409180753971
ACH-000159,-0.129611155424
ACH-000160,-0.142818762024
ACH-000163,-0.209786807414
ACH-000167,-0.22676024713000004
ACH-000168,-0.24528720646
ACH-000169,-0.0433564723387
ACH-000178,-0.328251438043
ACH-000182,-0.341251784967
ACH-000183,-0.294714016143
ACH-000188,-0.24913377203899997
ACH-000189,-0.0215301129749
ACH-000190,-0.113689164528
ACH-000198,-0.265536697233
ACH-000204,-0.251009392181
ACH-000206,0.0148177500685
ACH-000207,-0.11230858702400001
ACH-000211,-0.16814947647
ACH-000215,-0.21919722744800002
ACH-000221,-0.0853883760238
ACH-000222,-0.0126283898204
ACH-000223,-0.16399411154100002
ACH-000226,-0.44114622026699996
ACH-000227,-0.26036308985
ACH-000228,-0.404613455259
ACH-000231,-0.270783337538
ACH-000232,-0.21786041922200003
ACH-000233,-0.17697398705200001
ACH-000234,-0.137528091069
ACH-000235,-0.228647774899
ACH-000237,-0.141222376832
ACH-000238,-0.138818574555
ACH-000243,-0.130634633528
ACH-000244,-0.150301713483
ACH-000246,-0.169491038959
ACH-000248,-0.448842028666
ACH-000250,-0.005508233845649999
ACH-000251,-0.325873339252
ACH-000253,-0.0718709045361
ACH-000255,-0.131831652984
ACH-000256,0.0230329421514
ACH-000257,-0.142224087882
ACH-000258,0.0211347905302
ACH-000259,-0.20561458561299997
ACH-000260,-0.109834019487
ACH-000261,-0.262903466617
ACH-000262,-0.00154431651556
ACH-000263,-0.285874061468
ACH-000264,-0.19216004664900002
ACH-000265,-0.16823967504299997
ACH-000266,-0.221497711319
ACH-000272,0.017657676017799998
ACH-000273,-0.22483904112300002
ACH-000274,-0.10937744389599999
ACH-000277,-0.259842459716
ACH-000278,-0.343587193676
ACH-000279,-0.383602640815
ACH-000280,-0.187756851966
ACH-000281,-0.424440741847
ACH-000288,-0.165558261327
ACH-000291,-0.34028247420900004
ACH-000293,-0.333268358533
ACH-000294,-0.13811659836100001
ACH-000295,-0.387633136148
ACH-000296,-0.4821231858899999
ACH-000302,-0.289372974377
ACH-000304,-0.474619208978
ACH-000307,-0.115241385915
ACH-000308,-0.234190064579
ACH-000310,-0.18062652691300002
ACH-000311,-0.0298313335807
ACH-000312,-0.317411528103
ACH-000315,-0.143054234308
ACH-000316,-0.052037195907
ACH-000317,-0.0668559578396
ACH-000318,-0.18870174241
ACH-000319,-0.20785738611699997
ACH-000320,-0.0784650788259
ACH-000322,-0.12398996584899999
ACH-000323,-0.18598092458
ACH-000324,-0.17226889190000003
ACH-000329,-0.125753003989
ACH-000330,-0.312426104726
ACH-000331,-0.174623463461
ACH-000332,-0.121910147967
ACH-000334,-0.0522128142706
ACH-000335,-0.143833568565
ACH-000336,-0.248497504548
ACH-000337,-0.36841305353500003
ACH-000339,-0.182601038985
ACH-000341,-0.37240575888599997
ACH-000348,-0.357753506196
ACH-000350,-0.37344568413
ACH-000352,-0.149886264331
ACH-000356,-0.16125485822799998
ACH-000361,-0.071965172829
ACH-000362,-0.223851407251
ACH-000363,-0.0631812348061
ACH-000364,-0.273415756763
ACH-000365,-0.24919962673
ACH-000366,-0.167205606084
ACH-000368,-0.109329993674
ACH-000374,-0.293857992188
ACH-000375,-0.119119850099
ACH-000376,-0.094581654175
ACH-000381,-0.22490034421900001
ACH-000383,-0.025261838595799998
ACH-000387,-0.288012681524
ACH-000389,-0.210405840782
ACH-000390,-0.24437918763900002
ACH-000393,-0.162954582782
ACH-000395,-0.0113344775835
ACH-000397,-0.0665013232675
ACH-000401,-0.20923118404
ACH-000402,0.049368106133
ACH-000403,-0.043409954807
ACH-000404,0.177490415645
ACH-000406,-0.22446873363800002
ACH-000407,-0.36439698438
ACH-000408,-0.256307821789
ACH-000410,-0.19486882637400002
ACH-000411,-0.10272545736
ACH-000414,-0.0455795296361
ACH-000415,-0.204916349705
ACH-000416,-0.147310010421
ACH-000420,-0.127645968167
ACH-000421,-0.266581953887
ACH-000424,-0.346120422303
ACH-000425,-0.18998477466699998
ACH-000426,0.121816784386
ACH-000427,-0.201154939742
ACH-000433,-0.0765261286788
ACH-000436,-0.26556736468000003
ACH-000444,-0.292470884326
ACH-000445,-0.27237173488099997
ACH-000448,-0.32213220675299997
ACH-000450,-0.362144059151
ACH-000452,-0.278938127903
ACH-000454,-0.5329344541800001
ACH-000458,-0.23113686078499998
ACH-000459,0.164625382261
ACH-000460,-0.32159166022
ACH-000461,-0.145216624918
ACH-000463,-0.0912024297472
ACH-000464,-0.08083056626849999
ACH-000466,-0.032034526277099996
ACH-000467,-0.0196117695138
ACH-000468,-0.374241985766
ACH-000469,-0.116402587928
ACH-000470,-0.0793065270565
ACH-000471,-0.243905961294
ACH-000472,-0.21856873876699998
ACH-000473,-0.21728202928000004
ACH-000475,-0.18611005503400002
ACH-000476,-0.172201225729
ACH-000477,-0.285887038917
ACH-000480,-0.329745842183
ACH-000481,-0.245058993493
ACH-000483,-0.397630314577
ACH-000484,-0.177875745124
ACH-000485,-0.36437473720799995
ACH-000486,-0.319512099971
ACH-000487,-0.144194884392
ACH-000488,-0.15580711024399999
ACH-000490,-0.0945827246546
ACH-000491,0.0270282675617
ACH-000495,0.0650843917803
ACH-000496,-0.226654498895
ACH-000499,-0.354440217768
ACH-000500,-0.43568960586000005
ACH-000502,-0.128467239131
ACH-000503,-0.289012160999
ACH-000505,-0.268276917712
ACH-000507,-0.135390029898
ACH-000510,-0.12956793175200002
ACH-000511,-0.15039830832
ACH-000512,-0.229828721162
ACH-000516,-0.213966408495
ACH-000517,-0.17678009620000001
ACH-000518,-0.0466107603329
ACH-000520,-0.0987139283845
ACH-000521,-0.29315430287
ACH-000522,-0.11214752574
ACH-000524,-0.294510859476
ACH-000527,-0.183310048898
ACH-000528,-0.0946010257882
ACH-000537,-0.011497609645
ACH-000541,-0.357462668266
ACH-000542,-0.24112412803599997
ACH-000544,-0.251859143101
ACH-000545,-0.262182586988
ACH-000547,-0.034789560059
ACH-000548,-0.250550194455
ACH-000549,-0.24834331713899999
ACH-000550,-0.284527183207
ACH-000552,-0.266464389441
ACH-000556,-0.166000784711
ACH-000557,0.056756090867900004
ACH-000570,-0.279551005128
ACH-000571,-0.110642072792
ACH-000573,-0.137421714516
ACH-000576,-0.164024151074
ACH-000580,-0.08421506716610001
ACH-000584,-0.19232485998799997
ACH-000585,-0.0819261943244
ACH-000588,-0.392351421354
ACH-000589,-0.207204468034
ACH-000591,-0.327100679083
ACH-000593,-0.35516911694
ACH-000600,-0.219007471353
ACH-000601,-0.154285442204
ACH-000604,-0.295095798635
ACH-000605,-0.320220692737
ACH-000606,-0.022431820205
ACH-000608,-0.303114919435
ACH-000614,-0.27094921614399997
