,DRICH1 (51233)
ACH-000004,-0.051165007384900006
ACH-000007,0.0557631817739
ACH-000009,-0.08414110803510001
ACH-000011,0.103988237315
ACH-000012,-0.207627099596
ACH-000013,-0.08455338616830001
ACH-000014,-0.331222570148
ACH-000015,-0.242885549432
ACH-000017,-0.107859179738
ACH-000018,0.120996385298
ACH-000019,-0.028041974714799998
ACH-000021,-0.13285065837
ACH-000022,-0.147947385019
ACH-000025,-0.157241473123
ACH-000028,-0.145185990624
ACH-000030,-0.0752000371722
ACH-000035,-0.105427390393
ACH-000036,-0.015128341414900002
ACH-000037,-0.055605444780400005
ACH-000039,-0.180116933139
ACH-000040,0.19975615952300002
ACH-000041,-0.196627590117
ACH-000042,-0.35739516316299996
ACH-000045,-0.146517112852
ACH-000047,-0.041070771496000004
ACH-000052,0.18945799910799999
ACH-000053,-0.158626074385
ACH-000054,0.0234317587172
ACH-000055,-0.153640712382
ACH-000060,0.146631458564
ACH-000067,-0.20154727669
ACH-000070,0.202713230834
ACH-000075,-0.0459821731419
ACH-000078,-0.19179587388900002
ACH-000082,-0.0396158564374
ACH-000085,-0.0745665037025
ACH-000086,0.149192280442
ACH-000087,-0.120539633878
ACH-000092,-0.231364498314
ACH-000095,-0.0292698858208
ACH-000097,-0.0691904861627
ACH-000098,-0.120298178282
ACH-000099,-0.0830390278426
ACH-000108,-0.156306938733
ACH-000113,-0.0018002351588599999
ACH-000115,-0.14126021043
ACH-000116,-0.023995798890900002
ACH-000118,-0.085869329235
ACH-000120,-0.121953233008
ACH-000123,-0.102171089804
ACH-000127,-0.0834363225148
ACH-000128,0.120505604374
ACH-000132,-0.04709834657880001
ACH-000133,-0.25035867379099996
ACH-000137,-0.0559486901069
ACH-000138,0.17419720738400002
ACH-000142,-0.021679936275200002
ACH-000143,-0.0678918663308
ACH-000146,-0.21465521655499997
ACH-000148,0.079273305197
ACH-000150,-0.224492031743
ACH-000152,-0.10311081692500002
ACH-000153,-0.20782608660799998
ACH-000159,0.174638660096
ACH-000160,-0.105858959571
ACH-000163,-0.177768410428
ACH-000167,-0.168671258512
ACH-000168,-0.15581030383400002
ACH-000169,-0.08928989405210001
ACH-000178,-0.0665571588245
ACH-000182,0.0803044644014
ACH-000183,-0.16994329959899998
ACH-000188,-0.029882404086099996
ACH-000189,0.0192111243155
ACH-000190,-0.117849871326
ACH-000198,0.0227116718177
ACH-000204,-0.131715293106
ACH-000206,-0.09325675496649999
ACH-000207,-0.0872471314426
ACH-000211,-0.190518289607
ACH-000215,0.058093122262500005
ACH-000221,-0.0524159059575
ACH-000222,-0.029273677856
ACH-000223,0.004625249682680001
ACH-000226,-0.128398382875
ACH-000227,-0.159670206972
ACH-000228,-0.07511502426660001
ACH-000231,-0.132647090184
ACH-000232,-0.12770605090700002
ACH-000233,-0.08771084298620001
ACH-000234,0.221303315796
ACH-000235,0.0465202799046
ACH-000237,-0.08850617982310001
ACH-000238,-0.030487348632400005
ACH-000243,-0.11555819087099999
ACH-000244,-0.151161694174
ACH-000246,-0.0384421442521
ACH-000248,-0.126431642972
ACH-000250,0.0787808740847
ACH-000251,-0.082428210697
ACH-000253,0.07686241779950001
ACH-000255,-0.244464457415
ACH-000256,-0.0700024104316
ACH-000257,0.165368338467
ACH-000258,-0.175550157445
ACH-000259,-0.0153534521037
ACH-000260,-0.11529604639499999
ACH-000261,-0.0317462846973
ACH-000262,-0.161498000247
ACH-000263,-0.013966340103400001
ACH-000264,-0.341525901678
ACH-000265,-0.17015413982
ACH-000266,-0.0604690291586
ACH-000272,-0.0747209471788
ACH-000273,-0.0411100238889
ACH-000274,-0.0252063602083
ACH-000277,0.0107515587099
ACH-000278,-0.290029141901
ACH-000279,-0.041353839030699995
ACH-000280,-0.178465222649
ACH-000281,0.08797415465910001
ACH-000288,-0.0415843190325
ACH-000291,-0.158148164126
ACH-000293,0.10165953101900001
ACH-000294,-0.09493824631539999
ACH-000295,0.119823489708
ACH-000296,-0.135834241022
ACH-000302,-0.239160578724
ACH-000304,-0.22778886913199997
ACH-000307,0.00240176105939
ACH-000308,-0.0398696560125
ACH-000310,-0.0658896090272
ACH-000311,-0.015898563520899998
ACH-000312,-0.0538414724655
ACH-000315,-0.120775024001
ACH-000316,-0.006782080062180001
ACH-000317,0.194920757463
ACH-000318,0.050561754267800005
ACH-000319,-0.034569205439199995
ACH-000320,-0.211124905691
ACH-000322,-0.279849378974
ACH-000323,-0.199283548377
ACH-000324,-0.00250714632355
ACH-000329,0.059633275291300004
ACH-000330,-0.12251617333699999
ACH-000331,0.0405959280636
ACH-000332,-0.021058439070200004
ACH-000334,-0.059150258224300006
ACH-000335,0.00882275094293
ACH-000336,0.0994076464027
ACH-000337,-0.0556233350445
ACH-000339,-0.0802949374233
ACH-000341,-0.460394472541
ACH-000348,-0.0446651693664
ACH-000350,-0.0901952980165
ACH-000352,-0.0705423683337
ACH-000356,0.18983225912700002
ACH-000361,-0.133762848829
ACH-000362,-0.09987358901860001
ACH-000363,-0.025211513925900004
ACH-000364,0.0732248648313
ACH-000365,-0.070258429065
ACH-000366,0.040648358423699994
ACH-000368,0.0324526759458
ACH-000374,0.155408902392
ACH-000375,0.0487928100827
ACH-000376,-0.07176927614749999
ACH-000381,-0.159842779229
ACH-000383,-0.0363764938847
ACH-000387,-0.059479200283500004
ACH-000389,-0.092088717441
ACH-000390,-0.15186420691299998
ACH-000393,-0.317080209736
ACH-000395,-0.033927489363799995
ACH-000397,0.0694423128755
ACH-000401,0.0656920533892
ACH-000402,0.11711259531099999
ACH-000403,-0.07557507313360001
ACH-000404,0.04655692687969999
ACH-000406,-0.144736320515
ACH-000407,-0.0760250866168
ACH-000408,-0.100236677891
ACH-000410,-0.034103682663
ACH-000411,0.00724412216853
ACH-000414,-0.0532447840754
ACH-000415,0.0883666973731
ACH-000416,-0.05446109808209999
ACH-000420,-0.23662079448800002
ACH-000421,-0.19957537407499998
ACH-000424,0.0044071396681199995
ACH-000425,-0.214640048616
ACH-000426,-0.0171480793008
ACH-000427,0.0363880797589
ACH-000433,-0.184856703885
ACH-000436,0.0670450247926
ACH-000444,-0.168844913403
ACH-000445,-0.110080009184
ACH-000448,-0.125290353703
ACH-000450,-0.109365229854
ACH-000452,-0.0498413814149
ACH-000454,0.0373214445511
ACH-000458,0.0534124991537
ACH-000459,-0.103412894133
ACH-000460,-0.057136066723499995
ACH-000461,-0.253881198832
ACH-000463,0.008806468526370001
ACH-000464,-0.17993523342300002
ACH-000466,0.0611146941582
ACH-000467,-0.0675817548621
ACH-000468,-0.0203953025972
ACH-000469,-0.117899479554
ACH-000470,-0.206718578443
ACH-000471,-0.106876008605
ACH-000472,-0.179833767531
ACH-000473,-0.055090814763400005
ACH-000475,-0.156209088212
ACH-000476,0.0870508218723
ACH-000477,-0.116395218653
ACH-000480,-0.0652705060048
ACH-000481,-0.060934562322899996
ACH-000483,-0.0972089361134
ACH-000484,0.0140893183151
ACH-000485,0.0663409956834
ACH-000486,-0.181498268112
ACH-000487,-0.00417861151616
ACH-000488,-0.102113758191
ACH-000490,0.023468743697099996
ACH-000491,0.052867628117699995
ACH-000495,0.180838263031
ACH-000496,-0.0772087759198
ACH-000499,-0.334454160243
ACH-000500,0.044996120608699994
ACH-000502,-0.13790264492100002
ACH-000503,0.19251233648
ACH-000505,-0.09736189804610001
ACH-000507,-0.0493335553665
ACH-000510,-0.122932471466
ACH-000511,-0.17196338798
ACH-000512,-0.161196209466
ACH-000516,-0.119947110343
ACH-000517,-0.213363095022
ACH-000518,0.13142027449899998
ACH-000520,-0.0734483546772
ACH-000521,0.0903449404774
ACH-000522,0.050086896425
ACH-000524,-0.0948127212984
ACH-000527,-0.0396920824774
ACH-000528,-0.046731115999600004
ACH-000537,0.0511462989351
ACH-000541,-0.179871384379
ACH-000542,-0.051471181831599995
ACH-000544,-0.011594557422499999
ACH-000545,0.0745827731208
ACH-000547,-0.0171774826326
ACH-000548,0.144124858328
ACH-000549,0.158060288114
ACH-000550,0.1375253705
ACH-000552,-0.0698086097556
ACH-000556,0.00835875823618
ACH-000557,-0.0197342877009
ACH-000570,-0.175144591316
ACH-000571,-0.318422204657
ACH-000573,-0.10860375059
ACH-000576,-0.129286958777
ACH-000580,0.14035052031099998
ACH-000584,0.00343231440076
ACH-000585,0.0495036997329
ACH-000588,-0.0320882917735
ACH-000589,0.00689151938251
ACH-000591,-0.07269823606539999
ACH-000593,0.0456344729618
ACH-000600,0.158163389315
ACH-000601,-0.190576260022
ACH-000604,-0.011964539947299999
ACH-000605,-0.024489907875599997
ACH-000606,-0.0207700358215
ACH-000608,-0.183347273899
ACH-000614,0.0731231152105
ACH-000616,-0.185039521655
ACH-000618,-0.12677366430700002
ACH-000619,-0.21957301471000001
ACH-000620,0.047371376055
ACH-000621,-0.260168249026
ACH-000622,-0.15284535719599998
ACH-000623,-0.326025362288
ACH-000624,-0.14143953891799999
ACH-000627,-0.184334829771
ACH-000630,-0.0555213112538
ACH-000632,-0.0747462820235
ACH-000633,-0.024852873368999998
ACH-000637,-0.35136996818800004
ACH-000638,-0.131128223076
ACH-000646,0.19694540154100001
ACH-000647,-0.173370569991
ACH-000648,0.326809191313
ACH-000649,-0.00294334014213
ACH-000651,-0.0481766528711
ACH-000652,-0.16803244883000001
ACH-000653,-0.0225394877913
ACH-000657,-0.040058780476099995
ACH-000658,-0.133761596405
ACH-000661,0.07661036228569999
ACH-000662,0.165979823852
ACH-000663,-0.0670818091724
ACH-000665,-0.347132191798
ACH-000671,-0.17101209622400002
ACH-000673,-0.0954143525488
ACH-000676,0.022009854804700003
ACH-000677,-0.142759500382
ACH-000681,0.0374675523946
ACH-000682,-0.024604420191599998
ACH-000683,0.0137600760347
ACH-000684,0.196656875011
ACH-000688,-0.06747944596540001
ACH-000693,-0.0355464211989
ACH-000694,-0.10295096746200001
ACH-000695,-0.0804245316779
ACH-000696,-0.14732140226
ACH-000697,-0.027138971693799998
ACH-000699,-0.0675377412939
ACH-000701,0.149678993391
ACH-000706,-0.17305106282299998
ACH-000711,-0.125903791193
ACH-000713,0.0836094328615
ACH-000714,-0.299351727952
ACH-000718,0.00044418139713699997
ACH-000720,-0.0810178708873
ACH-000721,-0.109995342448
ACH-000724,0.174985097305
ACH-000725,-0.242382607056
ACH-000732,-0.159157028937
ACH-000734,-0.0442924345416
ACH-000735,-0.11064191730799999
ACH-000736,0.038581377872699996
ACH-000738,0.0138911861244
ACH-000746,-0.125298985097
ACH-000747,-0.166189462579
ACH-000748,-0.109570665044
ACH-000753,-0.0109044858497
ACH-000756,-0.163837432106
ACH-000757,-0.254418603874
ACH-000758,-0.035193570375599996
ACH-000760,-0.017440041726500002
ACH-000763,-0.149400869835
ACH-000764,0.18333582694699999
ACH-000765,-0.15920460896
ACH-000766,-0.21003638379200001
ACH-000767,-0.08993114531739999
ACH-000768,-0.13990800000999998
ACH-000769,-0.166211602167
ACH-000770,-0.237789105401
ACH-000771,0.0188766814108
ACH-000773,-0.0109416348975
ACH-000776,-0.316772597848
ACH-000777,-0.23138535250700001
ACH-000778,-0.179512843251
ACH-000781,-0.217719360991
ACH-000782,-0.187166414153
ACH-000783,0.0297891041632
ACH-000784,0.00244394771759
ACH-000785,0.0162191740053
ACH-000787,-0.129745952533
ACH-000788,-0.0906668294455
ACH-000791,-0.230944908488
ACH-000792,-0.0388633546164
ACH-000794,0.032200717746700004
ACH-000796,0.06609150483609999
ACH-000799,-0.09100637691880001
ACH-000800,-0.4221323139
ACH-000802,-0.0131747228716
ACH-000804,-0.257075624206
ACH-000805,-0.07731014458789999
ACH-000809,-0.0924602025457
ACH-000810,0.027384101206700002
ACH-000811,0.006034586714680001
ACH-000817,-0.465554092707
ACH-000819,-0.0914878025587
ACH-000820,-0.0106736186153
ACH-000821,-0.267657849273
ACH-000822,-0.0389061382573
ACH-000823,0.0183815868735
ACH-000824,0.11771070332999999
ACH-000827,-0.0315350119924
ACH-000829,0.010196292590399999
ACH-000831,-0.12285148729699999
ACH-000832,-0.101099450771
ACH-000833,0.0150357701815
ACH-000834,-0.033029421735900004
ACH-000835,-0.131775430258
ACH-000836,0.0038387438746
ACH-000837,-0.12688409948100002
ACH-000838,-0.176446978968
ACH-000839,-0.0600696892489
ACH-000840,0.126092477108
ACH-000841,-0.121152142997
ACH-000843,-0.0484268636895
ACH-000846,-0.0810809342796
ACH-000847,0.22636348560800001
ACH-000848,0.11995571034800001
ACH-000849,0.0788669408731
ACH-000851,-0.045383773805800005
ACH-000855,0.147658780855
ACH-000856,-0.205250171554
ACH-000858,0.0339765145442
ACH-000859,-0.12627838349099998
ACH-000861,-0.145183176041
ACH-000862,-0.119044495712
ACH-000865,-0.0727555926464
ACH-000866,-0.0644066638844
ACH-000867,-0.128708446712
ACH-000869,0.0403345147577
ACH-000872,-0.26798909560600004
ACH-000873,-0.06411193872410001
ACH-000876,-0.0265367690525
ACH-000878,0.0369200417042
ACH-000880,-0.170055016959
