,DIS3L (115752)
ACH-000277,-0.0572088011274
ACH-000278,-0.263294429217
ACH-000279,-0.307150659427
ACH-000280,-0.297096904193
ACH-000281,-0.396010261355
ACH-000288,-0.224416915517
ACH-000291,-0.241448374399
ACH-000293,-0.25353613384
ACH-000294,-0.238709956411
ACH-000295,-0.132460423643
ACH-000296,-0.128037580098
ACH-000302,-0.230007885715
ACH-000304,-0.279330859604
ACH-000307,-0.43577106251599995
ACH-000308,-0.241970361763
ACH-000310,-0.318709069106
ACH-000311,-0.308470392548
ACH-000312,-0.24441492259599998
ACH-000315,-0.370067903582
ACH-000316,-0.06878323390879999
ACH-000317,-0.07530311473569999
ACH-000318,-0.40391705950199996
ACH-000319,-0.37528057254600006
ACH-000320,-0.145409554172
ACH-000322,0.0122702768254
ACH-000323,-0.048456739361800005
ACH-000324,-0.371208065485
ACH-000329,-0.1839578122
ACH-000330,-0.231367640403
ACH-000331,-0.30729557187600004
ACH-000332,-0.2871466353
ACH-000334,-0.231650534498
ACH-000335,-0.22116082754799998
ACH-000336,0.10332749163999999
ACH-000337,-0.282148199599
ACH-000339,-0.0947907636136
ACH-000341,-0.07111306747530001
ACH-000348,-0.215410333028
ACH-000350,-0.431257526083
ACH-000352,-0.474867425233
ACH-000356,-0.470365972698
ACH-000361,-0.608290634875
ACH-000362,-0.390622412007
ACH-000363,-0.20036611386
ACH-000364,-0.316017227901
ACH-000365,-0.9259825400399999
ACH-000366,-0.19264562919599998
ACH-000368,-0.277140903688
ACH-000374,-0.253739119976
ACH-000375,-0.317965642728
ACH-000376,-0.400193483803
ACH-000381,-0.45498244528399995
ACH-000383,-0.372862114337
ACH-000387,-0.45284143541599997
ACH-000389,-0.20750605049100002
ACH-000390,-0.329207663293
ACH-000393,-0.25699889738299997
ACH-000395,-0.276461287861
ACH-000397,-0.08010712315310001
ACH-000401,-0.40163003059
ACH-000402,-0.170198832258
ACH-000403,-0.318670769245
ACH-000404,-0.0511429012199
ACH-000406,-0.231483968185
ACH-000407,-0.34315450277500004
ACH-000408,-0.536110863113
ACH-000410,-0.32206922606
ACH-000411,-0.286029329519
ACH-000414,-0.284644788247
ACH-000415,-0.36729318899
ACH-000416,-0.294870082599
ACH-000420,-0.33266416546300004
ACH-000421,-0.328772923707
ACH-000424,-0.251437333554
ACH-000425,-0.321393286954
ACH-000426,-0.0820900980911
ACH-000427,-0.555499100004
ACH-000433,-0.374005350214
ACH-000436,-0.284953134524
ACH-000444,-0.244045574198
ACH-000445,-0.290469940004
ACH-000448,-0.250381103415
ACH-000450,-0.155635300584
ACH-000452,-0.500914249512
ACH-000454,-0.265531194834
ACH-000458,-0.103196973112
ACH-000459,-0.0844060362678
ACH-000460,-0.212772102392
ACH-000461,-0.44711973806500005
ACH-000463,-0.27300202543900004
ACH-000464,-0.6008556208560001
ACH-000466,-0.09344884633739999
ACH-000467,-0.201703275201
ACH-000468,-0.21951885211199998
ACH-000469,-0.23989064946999997
ACH-000470,-0.375230410422
ACH-000471,-0.171616940404
ACH-000472,-0.30714312676
ACH-000473,-0.020074091043
ACH-000475,-0.190436600442
ACH-000476,-0.22933427500599998
ACH-000477,-0.240222391015
ACH-000480,-0.297784877916
ACH-000481,-0.418853144292
ACH-000483,-0.45815856904700003
ACH-000484,-0.283891579612
ACH-000485,-0.26738451176899997
ACH-000486,-0.481741798807
ACH-000487,-0.07640275448910001
ACH-000488,-0.141595299412
ACH-000490,-0.23668498617
ACH-000491,-0.35396763790200003
ACH-000495,-0.32813064634
ACH-000496,-0.43703664768600003
ACH-000499,-0.39656564520800003
ACH-000500,-0.876848251044
ACH-000502,-0.220723627617
ACH-000503,-0.057080805160400004
ACH-000505,-0.303862374687
ACH-000507,-0.239243186897
ACH-000510,-0.150933448473
ACH-000511,-0.21349963204599998
ACH-000512,0.0610926320924
ACH-000516,-0.25820796931699996
ACH-000517,-0.293433703215
ACH-000518,-0.331155606588
ACH-000520,-0.36168407925800006
ACH-000521,-0.187412463706
ACH-000522,-0.403646791372
ACH-000524,-0.212587598279
ACH-000527,-0.315707170424
ACH-000528,-0.23632878100000002
ACH-000537,-0.49962698936800004
ACH-000541,-0.404262162533
ACH-000542,-0.342184661999
ACH-000544,-0.269717689304
ACH-000545,-0.39509615952699995
ACH-000547,-0.741075981699
ACH-000548,-0.32259231069899996
ACH-000549,-0.2926700123
ACH-000550,-0.201414995069
ACH-000552,-0.176714068397
ACH-000556,-0.136920857498
ACH-000557,-0.135961087506
ACH-000570,-0.372831900778
ACH-000571,-0.35754239283100003
ACH-000573,-0.215762192949
ACH-000576,-0.214240882196
ACH-000580,-0.133892647348
ACH-000584,-0.211194562764
ACH-000585,-0.357822674868
ACH-000588,-0.0792833199056
ACH-000589,-0.21520811735999998
ACH-000591,-0.418005933515
ACH-000593,-0.23223833362100002
ACH-000600,-0.151538610854
ACH-000601,-0.17942910923799998
ACH-000604,-0.377262053042
ACH-000605,-0.245022130871
ACH-000606,-0.471568364699
ACH-000608,-0.409993941788
ACH-000614,-0.325338117089
ACH-000616,-0.0838249861037
ACH-000618,-0.17120503323800002
ACH-000619,-0.467964882285
ACH-000620,-0.374644845934
ACH-000621,-0.232167891824
ACH-000622,-0.228701874516
ACH-000623,-0.15021634092800001
ACH-000624,-0.259181414592
ACH-000627,-0.1711087163
ACH-000630,-0.179464381952
ACH-000632,-0.440467283191
ACH-000633,-0.222468413009
ACH-000637,-0.0147216823555
ACH-000638,-0.33274948456
ACH-000646,-0.46399983160400005
ACH-000647,-0.287482818983
ACH-000648,-0.254864040854
ACH-000649,-0.407645492637
ACH-000651,-0.258348215924
ACH-000652,-0.27448067818599997
ACH-000653,-0.0715524304782
ACH-000657,-0.183934695225
ACH-000658,-0.103630126409
ACH-000661,-0.21877870364
ACH-000662,-0.127592409381
ACH-000663,-0.211304580047
ACH-000665,-0.365896209124
ACH-000671,-0.415156173244
ACH-000673,-0.222151764084
ACH-000676,-0.415344570979
ACH-000677,-0.240419788139
ACH-000681,-0.324296053976
ACH-000682,-0.22368062028799998
ACH-000683,-0.275785957967
ACH-000684,-0.20849059349500002
ACH-000688,-0.148504889074
ACH-000693,-0.24320477342799998
ACH-000694,-0.31261392098499996
ACH-000695,-0.06228420443799999
ACH-000696,-0.223133126763
ACH-000697,-0.112165247205
ACH-000699,-0.294293555428
ACH-000701,-0.313845194427
ACH-000706,-0.21355045441
ACH-000711,-0.35582962195600004
ACH-000713,-0.196883120007
ACH-000714,-0.133835654277
ACH-000718,-0.25655047979699996
ACH-000720,-0.256463139588
ACH-000721,-0.382014865853
ACH-000724,-0.113607875761
ACH-000725,-0.509191885111
ACH-000732,-0.4841758050399999
ACH-000734,-0.267753109444
ACH-000735,-0.36070319576399995
ACH-000736,-0.400254485963
ACH-000738,-0.340865938507
ACH-000746,-0.276880255327
ACH-000747,-0.301660874348
ACH-000748,-0.385659666609
ACH-000753,-0.305178134518
ACH-000756,-0.273958318559
ACH-000757,-0.663505870691
ACH-000758,-0.156524964247
ACH-000760,-0.403577485614
ACH-000763,-0.41463183579999996
ACH-000764,-0.220288958784
ACH-000765,-0.151707899616
ACH-000766,-0.147528209612
ACH-000767,-0.246544742367
ACH-000768,-0.148586783243
ACH-000769,-0.195929850604
ACH-000770,-0.148527755766
ACH-000771,-0.394960371648
ACH-000773,-0.244763200099
ACH-000776,-0.126761943154
ACH-000777,-0.29788668701
ACH-000778,-0.24225086521699998
ACH-000781,-0.318839818397
ACH-000782,-0.290449649367
ACH-000783,-0.24570721074700003
ACH-000784,-0.369266498127
ACH-000785,-0.345999928995
ACH-000787,-0.26109870496
ACH-000788,-0.27209830445
ACH-000791,-0.304415559457
ACH-000792,-0.0475754406697
ACH-000794,-0.456223109745
ACH-000796,-0.301409052453
ACH-000799,-0.482563022251
ACH-000800,-0.10410807558
ACH-000802,-0.35164704176399997
ACH-000804,-0.264076396336
ACH-000805,-0.979656615716
ACH-000809,-0.368430980827
ACH-000810,-0.422657184022
ACH-000811,-0.40274624249700003
ACH-000817,-0.24008876861900003
ACH-000819,-0.289444604331
ACH-000820,-0.22708719429000002
ACH-000821,0.186836661886
ACH-000822,-0.287626124525
ACH-000823,-0.24231610918699997
ACH-000824,-0.24028199554299998
ACH-000827,-0.359062594379
ACH-000829,-0.23678539922699998
ACH-000831,-0.260402895893
ACH-000832,-0.6245279338949999
ACH-000833,-0.174044791622
ACH-000834,-0.312268470703
ACH-000835,-0.288629505918
ACH-000836,-0.264968839693
ACH-000837,-0.324948706482
ACH-000838,-0.326184904637
ACH-000839,-0.456367486913
ACH-000840,-0.20175497889199998
ACH-000841,-0.272979230416
ACH-000843,-0.17605611982
ACH-000846,-0.23039782980300003
ACH-000847,-0.289031178394
ACH-000848,-0.642870538193
ACH-000849,-0.231747460013
ACH-000851,-0.333494905071
ACH-000855,-0.22003384047400001
ACH-000856,-0.313086374749
ACH-000858,-0.18901553436500002
ACH-000859,-0.192487021436
ACH-000861,-0.36024813328500005
ACH-000862,-0.297837234209
ACH-000865,-0.353490192447
ACH-000866,-0.288936488927
ACH-000867,-0.276483576212
ACH-000869,-0.347895578332
ACH-000872,-0.362831441812
ACH-000873,-0.390531453091
ACH-000876,-0.201499779548
ACH-000878,-0.23281067088399998
ACH-000880,-0.302865065644
ACH-000881,-0.220567387332
ACH-000882,-0.231729686611
ACH-000884,-0.33619795549599996
ACH-000885,-0.459957045289
ACH-000887,-0.339303158883
ACH-000888,-0.190150899954
ACH-000889,-0.13981765239
ACH-000890,-0.00638991028851
ACH-000896,-0.27276785079599997
ACH-000898,-0.34942544675
ACH-000900,-0.3261510143
ACH-000901,-0.259431887308
ACH-000905,-0.24819271870999998
ACH-000906,-0.249248382835
ACH-000907,-0.261569473155
ACH-000910,-0.47708422834799996
ACH-000911,-0.239408824393
ACH-000912,-0.42934945041
ACH-000913,-0.25263770319699996
ACH-000915,-0.25955542013599997
ACH-000916,-0.302855181834
ACH-000917,-0.165522474895
ACH-000921,-0.318609395641
ACH-000924,-0.18787554781500002
ACH-000926,-0.44819697772100003
ACH-000928,-0.10904603981699999
ACH-000929,-0.27397485549600004
ACH-000932,-0.51348556544
ACH-000935,-0.35261531073700003
ACH-000936,-0.16585066021199998
ACH-000937,-0.408164577571
ACH-000938,-0.301100460167
ACH-000939,-0.28812096421
ACH-000941,-0.304336365376
ACH-000943,-0.258311982319
ACH-000946,-0.366627694344
ACH-000947,-0.363521767338
ACH-000948,-0.519035260188
ACH-000950,-0.47959085335600005
ACH-000953,-0.26031156412900003
ACH-000957,-0.41261723192
ACH-000958,-0.44764107929700003
ACH-000960,-0.47643875772600003
ACH-000963,-0.6280777390460001
ACH-000968,-0.33513828805
ACH-000969,-0.31007593674
ACH-000973,-0.368065300562
ACH-000974,-0.287350729306
ACH-000975,-0.294985156513
ACH-000976,-0.279740186527
ACH-000978,-0.44304565923
ACH-000980,-0.337101686099
ACH-000984,-0.556982680426
ACH-000986,-0.421688657777
ACH-000988,-0.519754167109
ACH-000993,-0.376838199713
ACH-000994,-0.423892868933
ACH-000996,-0.20693756603500002
ACH-001001,-0.22340792147900002
ACH-001020,-0.733930439832
ACH-001028,-0.41059262327299995
ACH-001031,-0.251264115051
ACH-001038,-0.271821842787
ACH-001048,-0.0696910086128
ACH-001050,-0.374009069398
ACH-001053,-0.16815111265500002
ACH-001054,-0.08275978079139999
ACH-001061,-0.43031644472900005
ACH-001067,-0.149967471351
ACH-001075,-0.145928400589
ACH-001096,-0.152885088021
ACH-001128,0.283173276311
ACH-001134,-0.16634087507099998
ACH-001151,-0.33606493454999997
ACH-001163,-0.501363287738
ACH-001164,-0.192112942137
ACH-001173,-0.152887862561
ACH-001183,-0.236347923963
ACH-001184,-0.392138314737
ACH-001190,-0.4278432369
ACH-001192,-0.558346520433
ACH-001193,-0.1160793619
ACH-001196,-0.14318173329199999
ACH-001197,-0.293870143571
ACH-001205,-0.192345958559
ACH-001211,-0.3068853652
ACH-001212,0.030218288229099995
ACH-001228,-0.31051824625
ACH-001232,-0.226803582042
ACH-001239,-0.40165155642300004
ACH-001274,-0.375133865178
ACH-001275,-0.228430387525
ACH-001277,-0.268483712463
ACH-001278,-0.185516600603
ACH-001280,-0.301796829343
ACH-001283,-0.34641397448899997
ACH-001289,-0.20454620253
ACH-001295,-0.205678163391
ACH-001300,-0.400573486413
ACH-001301,0.015115422906500002
ACH-001302,-0.21045617434799999
ACH-001303,-0.316522117452
ACH-001306,-0.232077351335
ACH-001318,-0.06384153147390001
ACH-001322,-0.585881545678
ACH-001328,-0.365425248839
ACH-001332,-0.355034326391
ACH-001333,-0.112633339604
ACH-001336,-0.227698753457
ACH-001340,-0.17102020800599999
ACH-001346,-0.5750232320499999
ACH-001353,-0.290323703636
ACH-001354,-0.555454903241
ACH-001367,-0.713627889323
ACH-001368,-0.251527522564
ACH-001374,-0.28723919791200003
ACH-001375,-0.243117117868
ACH-001377,-0.293988008678
ACH-001380,-0.452838013839
ACH-001391,-0.390621036399
ACH-001407,-0.435742169902
ACH-001408,-0.286211571521
ACH-001413,-0.285740104269
ACH-001430,-0.092725853922
ACH-001431,-0.47935788571000004
ACH-001450,-1.13654499523
ACH-001496,-0.181115906507
ACH-001500,-0.226930437508
ACH-001521,-0.299705113426
ACH-001523,-0.143085338572
ACH-001532,-0.206522742141
ACH-001536,-0.397068053253
ACH-001550,-0.229414596925
ACH-001552,-0.311816986151
ACH-001554,-0.49489239857199996
ACH-001645,-0.388353991081
ACH-001654,-0.651913851839
ACH-001715,-0.305216472261
ACH-001735,-0.22061434669
ACH-001736,-0.248119863854
ACH-001737,0.27725650245
ACH-001740,-0.0446641429684
ACH-001745,-0.19543046830699998
ACH-001750,-0.181269204697
ACH-001765,-0.455985558776
ACH-001956,-0.26517690869000005
ACH-001957,-0.259827177331
