,NUTF2 (10204)
ACH-000004,-1.4651811458500001
ACH-000007,-0.896129032589
ACH-000009,-1.27650576761
ACH-000011,-1.15881254906
ACH-000012,-1.25442229134
ACH-000013,-1.38715647807
ACH-000014,-1.0313437057
ACH-000015,-1.16693224225
ACH-000017,-1.14746140222
ACH-000018,-0.922625734424
ACH-000019,-1.18835474399
ACH-000021,-1.3847110803600002
ACH-000022,-1.18473268354
ACH-000025,-1.32913045778
ACH-000028,-1.14465453029
ACH-000030,-1.3614818147499999
ACH-000035,-1.02307526233
ACH-000036,-0.998711003059
ACH-000037,-0.941162931909
ACH-000039,-1.4847238262
ACH-000040,-1.24682662897
ACH-000041,-1.3653409742700002
ACH-000042,-1.15663524161
ACH-000045,-1.3502048441699999
ACH-000047,-1.2274863244
ACH-000052,-1.3680887592
ACH-000053,-1.26249632371
ACH-000054,-1.26538021471
ACH-000055,-1.27925946589
ACH-000060,-1.0234384215999999
ACH-000067,-1.07537605792
ACH-000070,-1.24936953242
ACH-000075,-1.3672783687999999
ACH-000078,-1.23792417797
ACH-000082,-1.5511135963
ACH-000085,-1.21410094383
ACH-000086,-1.03557172373
ACH-000087,-1.35872643977
ACH-000092,-1.31597643761
ACH-000095,-1.44639830213
ACH-000097,-1.24097012235
ACH-000098,-1.4142677086500002
ACH-000099,-1.28873756908
ACH-000108,-1.0546213148299999
ACH-000113,-1.2496249393899999
ACH-000115,-1.8583747725599997
ACH-000116,-0.969615648221
ACH-000118,-0.9683681024959999
ACH-000120,-1.11535329443
ACH-000123,-1.20633579149
ACH-000127,-1.1699901972799998
ACH-000128,-1.30232754262
ACH-000132,-1.49344457786
ACH-000133,-1.0147136244200001
ACH-000137,-1.23199462443
ACH-000138,-1.12636262661
ACH-000142,-1.3949055353100002
ACH-000143,-0.908732255224
ACH-000146,-1.4186523941
ACH-000148,-1.3535520407600001
ACH-000150,-0.7328601098649999
ACH-000152,-1.33102288083
ACH-000153,-1.3947692757700003
ACH-000159,-1.26512518859
ACH-000160,-1.59512332883
ACH-000163,-0.990103097568
ACH-000167,-1.64972645886
ACH-000168,-1.18623662745
ACH-000169,-1.2578243135200002
ACH-000178,-1.30279075783
ACH-000182,-1.36254732525
ACH-000183,-1.03178863497
ACH-000188,-1.1720638690799998
ACH-000189,-1.21572274355
ACH-000190,-1.05954979921
