,TP53I13 (90313)
ACH-000004,-0.13673056939300002
ACH-000007,-0.298249387714
ACH-000009,-0.425182425111
ACH-000011,-0.211747003845
ACH-000012,-0.259812946725
ACH-000013,-0.239993405255
ACH-000014,-0.22959915510200002
ACH-000015,-0.055489476177
ACH-000017,-0.570963593508
ACH-000018,-0.179652750971
ACH-000019,-0.40570193047799996
ACH-000021,-0.165294391228
ACH-000022,-0.0816227235367
ACH-000025,-0.134601067779
ACH-000028,-0.434758147632
ACH-000030,-0.318982525457
ACH-000035,-0.33854222785300003
ACH-000036,-0.08335687990969999
ACH-000037,-0.21980305731400002
ACH-000039,-0.08789287223020001
ACH-000040,-0.110945590298
ACH-000041,-0.27814687683
ACH-000042,-0.14431945133
ACH-000045,0.0384334051534
ACH-000047,-0.153408819399
ACH-000052,-0.263975237124
ACH-000053,-0.38701846024400005
ACH-000054,-0.29762062214699997
ACH-000055,-0.10579659490700001
ACH-000060,-0.324072255041
ACH-000067,-0.398318716031
ACH-000070,-0.0588418130186
ACH-000075,-0.0567778674106
ACH-000078,-0.280336161731
ACH-000082,-0.19010803247000002
ACH-000085,-0.150883084683
ACH-000086,-0.261544340649
ACH-000087,-0.22570208623799998
ACH-000092,-0.24798024462699997
ACH-000095,-0.178571841167
ACH-000097,-0.243796270616
ACH-000098,-0.238579817966
ACH-000099,-0.101944134878
ACH-000108,-0.023854475386099996
ACH-000113,-0.20980086996
ACH-000115,-0.21856459883999999
ACH-000116,-0.24448198239900001
ACH-000118,-0.0781226807857
ACH-000120,-0.09895848913239999
ACH-000123,-0.131416322192
ACH-000127,-0.086287237739
ACH-000128,-0.163189583913
ACH-000132,-0.221797268889
ACH-000133,-0.16319503103900002
ACH-000137,-0.23818959080200003
ACH-000138,-0.210970537862
ACH-000142,-0.111970330464
ACH-000143,-0.47074356652800003
ACH-000146,-0.177005090645
ACH-000148,-0.320391026879
ACH-000150,0.0476688566958
ACH-000152,-0.037573459717800003
ACH-000153,-0.24600271824099998
ACH-000159,-0.127796533758
ACH-000160,-0.181381866239
ACH-000163,-0.128602821009
ACH-000167,-0.488510481453
ACH-000168,-0.28520303194
ACH-000169,-0.158742932247
ACH-000178,-0.083574157489
ACH-000182,-0.161116399657
ACH-000183,-0.154375230208
ACH-000188,-0.207585259931
ACH-000189,-0.239206657229
ACH-000190,-0.29594367741300004
ACH-000198,-0.11225609471300001
ACH-000204,-0.338261326808
ACH-000206,-0.18406567656599998
ACH-000207,-0.06516510313900001
ACH-000211,-0.216485168044
ACH-000215,-0.284894286015
ACH-000221,-0.305154410561
ACH-000222,-0.228580779098
