,PUS1 (80324)
ACH-000004,-0.44857294951000004
ACH-000007,-0.322585453753
ACH-000009,-0.422887966263
ACH-000011,-0.116988996901
ACH-000012,-0.275143344169
ACH-000013,-0.253046430584
ACH-000014,-0.08749344133419999
ACH-000015,-0.317756889786
ACH-000017,-0.239079715011
ACH-000018,-0.109704579705
ACH-000019,-0.19120006981499998
ACH-000021,-0.315096731771
ACH-000022,-0.246273440658
ACH-000025,-0.394244350282
ACH-000028,-0.11476351079000002
ACH-000030,-0.22533072866099998
ACH-000035,-0.114641390668
ACH-000036,-0.162195644791
ACH-000037,-0.599450814147
ACH-000039,-0.392200536628
ACH-000040,-0.45581629954499997
ACH-000041,-0.306647611092
ACH-000042,-0.296948570085
ACH-000045,-0.923941639656
ACH-000047,-0.44068699148199997
ACH-000052,-0.484880361715
ACH-000053,-0.0784246664083
ACH-000054,-0.210984153135
ACH-000055,-0.297357336493
ACH-000060,-0.280869217868
ACH-000067,-0.27312316256700003
ACH-000070,-0.435445928574
ACH-000075,-0.09021740036689999
ACH-000078,-0.33478508008900004
ACH-000082,-0.185335723869
ACH-000085,0.00672087885907
ACH-000086,-0.267447451098
ACH-000087,-0.399098693638
ACH-000092,-0.272993803458
ACH-000095,-0.39659591145900003
ACH-000097,-0.226983978631
ACH-000098,-0.292092024415
ACH-000099,-0.213225309233
ACH-000108,-0.27453639330400004
ACH-000113,-0.846143218299
ACH-000115,-0.343312693314
ACH-000116,-0.200027190509
ACH-000118,-0.203797767538
ACH-000120,-0.30987494673099997
ACH-000123,-0.22406098086800003
ACH-000127,-0.17239483475900003
ACH-000128,-0.20996009878199998
ACH-000132,-0.254283579478
ACH-000133,-0.30771297777
ACH-000137,-0.278029795049
ACH-000138,-0.248955828915
ACH-000142,-0.147118984598
ACH-000143,-0.657523474388
ACH-000146,-0.43538208186599997
ACH-000148,-0.222845142405
ACH-000150,-0.308620848846
ACH-000152,-0.44700253664899997
ACH-000153,-0.327742254957
ACH-000159,-0.269114075241
ACH-000160,-0.158705533792
ACH-000163,-0.24953859290199998
ACH-000167,-0.29249295221500005
ACH-000168,-0.315156146486
ACH-000169,-0.251438857194
ACH-000178,-0.165727006362
ACH-000182,-0.29526781484700004
ACH-000183,-0.306218742065
ACH-000188,-0.215145553162
ACH-000189,-0.22046025886999998
ACH-000190,-0.50355717716
ACH-000198,-0.305519336831
ACH-000204,-0.38407791975100003
ACH-000206,-0.03797623763769999
ACH-000207,-0.256684077304
ACH-000211,-0.398673189975
ACH-000215,-0.303418018758
ACH-000221,-0.15291314756
ACH-000222,-0.34585608066
ACH-000223,-0.254756327706
ACH-000226,-0.153455031864
ACH-000227,-0.0943686758113
ACH-000228,-0.154019756318
ACH-000231,-0.237479621978
ACH-000232,-0.427404096045
ACH-000233,-0.30502794478100004
ACH-000234,-0.179131537586
ACH-000235,-0.207742130436
ACH-000237,-0.197925589582
ACH-000238,-0.252759457674
ACH-000243,-0.180291924542
ACH-000244,-0.0779473649285
ACH-000246,-0.196476518841
ACH-000248,-0.11474455271299999
ACH-000250,-0.14651475522
ACH-000251,-0.150713077868
ACH-000253,-0.175238617962
ACH-000255,-0.171325098301
ACH-000256,-0.0949293960805
ACH-000257,-0.449342011781
ACH-000258,-0.449666872223
ACH-000259,-0.286500712371
ACH-000260,-0.112190365469
ACH-000261,-0.25770710849899997
ACH-000262,0.018937460050099997
ACH-000263,-0.217897789786
ACH-000264,-0.131240284241
ACH-000265,-0.399787919364
ACH-000266,-0.304892502546
ACH-000272,-0.215540667888
ACH-000273,-0.35456166850500004
ACH-000274,-0.24431002841999996
ACH-000277,-0.08368194044289999
ACH-000278,-0.18071596203600002
ACH-000279,-0.34550575982299997
ACH-000280,-0.08237384117110001
ACH-000281,-0.333647463646
ACH-000288,-0.29006242959399997
ACH-000291,-0.492415509634
ACH-000293,0.0344914373801
ACH-000294,-0.204864749796
ACH-000295,-0.510082875405
ACH-000296,-0.102529605087
ACH-000302,-0.247035282951
ACH-000304,-0.306544267554
ACH-000307,-0.354921467108
ACH-000308,-0.325863869716
ACH-000310,-0.406808517261
ACH-000311,-0.07292898152760001
ACH-000312,-0.211520558004
ACH-000315,-0.233529409894
ACH-000316,-0.253614853207
ACH-000317,-0.432283569908
ACH-000318,-0.316578594516
ACH-000319,-0.157254977553
ACH-000320,-0.17345103645100002
ACH-000322,-0.464607975942
ACH-000323,-0.284677283336
ACH-000324,-0.201629373022
ACH-000329,-0.302841916706
ACH-000330,-0.308906845926
ACH-000331,-0.186985630632
ACH-000332,-0.263213702476
ACH-000334,-0.24641875429
ACH-000335,-0.24904115449099998
ACH-000336,-0.372497894393
ACH-000337,-0.376295032678
