,B3GNT3 (10331)
ACH-000004,-0.3241511963
ACH-000007,-0.258656187287
ACH-000009,-0.139227395135
ACH-000011,-0.26850999171
ACH-000012,-0.38635806966700004
ACH-000013,-0.338749677448
ACH-000014,-0.1758670541
ACH-000015,-0.397509794023
ACH-000017,-0.195293323939
ACH-000018,-0.592471253493
ACH-000019,-0.469486784511
ACH-000021,-0.49333651891999997
ACH-000022,-0.308363478373
ACH-000025,-0.42543410729500003
ACH-000028,-0.37455705713
ACH-000030,-0.38510616729900005
ACH-000035,-0.634938925806
ACH-000036,-0.273013907552
ACH-000037,-0.299904452357
ACH-000039,-0.560334657085
ACH-000040,-0.33546551154300003
ACH-000041,-0.408484523256
ACH-000042,-0.43672283545
ACH-000045,-0.338836696131
ACH-000047,-0.29035645515999997
ACH-000052,-0.48997263803999996
ACH-000053,-0.318275974884
ACH-000054,-0.27033634092500003
ACH-000055,-0.502101855331
ACH-000060,-0.363277103288
ACH-000067,-0.327428037712
ACH-000070,-0.396441335063
ACH-000075,-0.420644268922
ACH-000078,-0.344136721488
ACH-000082,-0.25965467424600003
ACH-000085,-0.521235633698
ACH-000086,-0.451153854758
ACH-000087,-0.127261718574
ACH-000092,-0.38807958176
ACH-000095,-0.375538989117
ACH-000097,-0.44927914474299996
ACH-000098,-0.317787545974
ACH-000099,-0.331965771615
ACH-000108,-0.303270906749
ACH-000113,-0.371777290665
ACH-000115,-0.429670656039
ACH-000116,-0.682338149507
ACH-000118,-0.313988003685
ACH-000120,-0.37119718992399997
ACH-000123,-0.373660768921
ACH-000127,-0.461428648146
ACH-000128,-0.42418264133699995
ACH-000132,-0.34099907644
ACH-000133,-0.289187804027
ACH-000137,-0.448205950304
ACH-000138,-0.344897382061
ACH-000142,-0.20622353695
ACH-000143,-0.264368789431
ACH-000146,-0.390233301871
ACH-000148,-0.296744421217
ACH-000150,-0.553333938521
ACH-000152,-0.574634053946
ACH-000153,-0.27207044764000005
ACH-000159,-0.350818017697
ACH-000160,-0.237431987762
ACH-000163,-0.47224621611400003
ACH-000167,-0.529790083213
ACH-000168,-0.487578528555
ACH-000169,-0.299656235195
ACH-000178,-0.37564801791100005
ACH-000182,-0.306155429689
ACH-000183,-0.305508762724
ACH-000188,-0.544694907783
ACH-000189,-0.3478742051
ACH-000190,-0.147260966627
ACH-000198,-0.158276096117
ACH-000204,-0.444924474848
ACH-000206,-0.360675263588
ACH-000207,-0.58052334178
ACH-000211,-0.401214725177
ACH-000215,-0.35713181259300003
ACH-000221,-0.445987818617
ACH-000222,-0.104195263476
ACH-000223,-0.39810926370099997
ACH-000226,-0.46222065096799997
ACH-000227,-0.41606046329400004
ACH-000228,-0.478080390049
