,WRB (7485)
ACH-000231,-1.0258654356499999
ACH-000232,-0.6632989565199999
ACH-000233,-0.8853215447339999
ACH-000234,-0.98628356975
ACH-000235,-0.837516341162
ACH-000237,-0.639030835929
ACH-000238,-1.0675274454500001
ACH-000243,-0.769554127146
ACH-000244,-0.712196134482
ACH-000246,-0.886429921019
ACH-000248,-1.1346384744700002
ACH-000250,-1.2088838108600002
ACH-000251,-0.317963464867
ACH-000253,-0.89149576362
ACH-000255,-0.33397399863
ACH-000256,-0.22476015133299998
ACH-000257,-0.980742936918
ACH-000258,-0.957409141898
ACH-000259,-0.8396162472930001
ACH-000260,-0.459217035252
ACH-000261,-0.488583939653
ACH-000262,-0.928688130795
ACH-000263,-0.622064076046
ACH-000264,-0.7022313631010001
ACH-000265,-0.305783651979
ACH-000266,-0.115930408618
ACH-000272,-1.21585638555
ACH-000273,-1.17587634729
ACH-000274,-0.0762095019949
ACH-000277,-0.883073771003
ACH-000278,-0.954246221838
ACH-000279,-1.0397400614399999
ACH-000280,-0.768166834953
ACH-000281,-0.6043085033860001
ACH-000288,-0.9844947437520001
ACH-000291,-0.32825694088199997
ACH-000293,-0.497233886624
ACH-000294,-1.00124142355
ACH-000295,-0.663476524454
ACH-000296,-1.01963097271
ACH-000302,-0.205097135475
ACH-000304,-0.7366642446770001
ACH-000307,-1.00085657028
ACH-000308,-0.287424320754
ACH-000310,-0.314102129367
ACH-000311,-0.6747869441490001
ACH-000312,-0.517243054203
ACH-000315,-0.72268527896
ACH-000316,-0.301854717826
ACH-000317,-0.9128309746590001
ACH-000318,-1.01957871587
ACH-000319,-0.28032731617199996
ACH-000320,-0.491515587909
ACH-000322,-0.7857930458110001
ACH-000323,-0.19521605995400002
ACH-000324,-0.983726083431
ACH-000329,-0.49453406837499997
ACH-000330,-0.587882013051
ACH-000331,-0.843120778018
ACH-000332,-0.509465300978
ACH-000334,-0.521676410974
ACH-000335,-0.9856651151010001
ACH-000336,-0.674762117115
ACH-000337,-0.457198410627
ACH-000339,-0.31031732071999996
ACH-000341,-0.287006118752
ACH-000348,-0.485415903735
ACH-000350,-0.900894978734
ACH-000352,-0.36920245233300003
ACH-000356,-0.865298675372
ACH-000361,-0.29556690428800003
ACH-000362,-0.753767428585
ACH-000363,-0.253472185649
ACH-000364,-0.996189533717
ACH-000365,-0.6788988807549999
ACH-000366,-0.474612206456
ACH-000368,-0.9800064896449999
ACH-000374,-0.27926651649399997
ACH-000375,-0.719425041463
ACH-000376,-1.05283261463
ACH-000381,-1.0069265208
ACH-000383,-0.5154206224419999
ACH-000387,-0.734957889093
ACH-000389,-1.0093661782899999
ACH-000390,-1.12826277987
ACH-000393,-0.12028135810799999
ACH-000395,-0.844522882878
ACH-000397,-0.757938987243
ACH-000401,-1.0300680405
ACH-000402,-0.45921660238399997
ACH-000403,-0.849130716282
ACH-000404,-0.76408700308
ACH-000406,-0.738390337884
ACH-000407,-0.79921277678
ACH-000408,-0.844338854022
ACH-000410,-0.35597777102899997
ACH-000411,-0.997282604395
ACH-000414,-0.777576774478
ACH-000415,-0.9740206508939999
ACH-000416,-0.209121989173
ACH-000420,-0.943365201395
ACH-000421,-0.28789030104200003
ACH-000424,-0.7509848266949999
ACH-000425,-1.0298692862999999
ACH-000426,-0.42428935866499995
ACH-000427,-0.9968789519660001
ACH-000433,-0.8777228072490001
ACH-000436,-0.17003856938499998
ACH-000444,-1.26067660276
ACH-000445,-1.06434489116
ACH-000448,-0.6980629683059999
ACH-000450,-0.666673464642
ACH-000452,-0.743962342668
ACH-000454,-0.977372488811
ACH-000458,-0.9468570330600001
ACH-000459,-1.06040833917
ACH-000460,-0.6491405312399999
ACH-000461,-0.6699905718270001
ACH-000463,-0.8133607860259999
ACH-000464,-0.9096015171200001
ACH-000466,-0.6204305149530001
ACH-000467,-0.576881165723
ACH-000468,-0.488870041771
ACH-000469,-0.900210752348
ACH-000470,-0.596675148349
ACH-000471,-1.28182192183
ACH-000472,-0.7037231293430001
ACH-000473,-0.765361486134
ACH-000475,-0.812182705393
ACH-000476,-0.540489893645
ACH-000477,-0.46357202342500003
ACH-000480,-1.20465636236
ACH-000481,-0.796365591479
ACH-000483,-0.52641856137
ACH-000484,-1.08935060531
ACH-000485,-0.383110061976
ACH-000486,-1.0422675115200002
ACH-000487,-0.369896840751
ACH-000488,-0.606809691931
ACH-000490,-0.754338653452
ACH-000491,-1.18706795703
ACH-000495,-1.33641220964
ACH-000496,-1.02047251185
ACH-000499,-0.804371522457
ACH-000500,-0.988522933148
ACH-000502,-0.0914948367815
ACH-000503,-0.9284856288240001
ACH-000505,-0.304920138827
ACH-000507,-0.7404727969239999
ACH-000510,-0.6508544302220001
ACH-000511,-0.45338108290299994
ACH-000512,-0.9174430489000001
ACH-000516,-0.318867470875
ACH-000517,-0.41737698547200003
ACH-000518,-0.742894049552
ACH-000520,-0.6882491701829999
ACH-000521,-1.0990252670899998
ACH-000522,-0.47579406048999995
ACH-000524,-0.391672313398
ACH-000527,-0.90744695263
ACH-000528,-1.21789716671
ACH-000537,-1.0787429315100001
ACH-000541,-0.603387262989
ACH-000542,-0.480393879726
ACH-000544,-1.1008647031799998
ACH-000545,-0.944988609959
ACH-000547,-0.716590424067
ACH-000548,-0.774397264583
ACH-000549,-0.743501843807
ACH-000550,-0.49903557208000004
ACH-000552,-1.13863634658
ACH-000556,-0.16793932306200002
ACH-000557,-1.2765194165
ACH-000570,-1.1013235203
ACH-000571,-0.34052474655000003
ACH-000573,-1.1637740616399999
ACH-000576,-0.710112042926
ACH-000580,-0.456399125093
ACH-000584,-0.756845849253
ACH-000585,-1.02479988919
ACH-000588,-0.670109314741
ACH-000589,-0.47139237265
ACH-000591,-0.723417986838
ACH-000593,-0.89348527422
ACH-000600,-0.881063154761
ACH-000601,-0.572410745924
ACH-000604,-0.565583814814
ACH-000605,-0.8224325498839999
ACH-000606,-1.05341913278
ACH-000608,-0.970939078692
ACH-000614,-0.45699041980599997
ACH-000616,-0.660538505922
ACH-000618,-1.0988046897100001
ACH-000619,-0.7230066486300001
ACH-000620,-0.756733956639
ACH-000621,-0.16464266236300001
ACH-000622,-0.7317122624519999
ACH-000623,-0.8814032314210001
ACH-000624,-1.1222432865
ACH-000627,-1.06571917386
ACH-000630,-0.871174613013
ACH-000632,-0.699532957017
ACH-000633,-0.422334660053
ACH-000637,-0.6690144057490001
ACH-000638,-0.839172857807
ACH-000646,-0.7206878249869999
ACH-000647,-1.32198363323
ACH-000648,-0.820965748652
ACH-000649,-0.961389044684
ACH-000651,-0.306917474422
ACH-000652,-1.1223993259
ACH-000653,-0.6944586684370001
ACH-000657,-0.70061807036
ACH-000658,-0.945483446141
ACH-000661,-0.664119517776
ACH-000662,-0.668058408284
ACH-000663,-0.551200211479
ACH-000665,-0.353524757631
ACH-000671,-1.31270161889
ACH-000673,-0.851465125204
ACH-000676,-0.370952386004
ACH-000677,-0.48384042826800006
ACH-000681,-0.868533998396
ACH-000682,-0.6400045977090001
ACH-000683,-1.1566438685200002
ACH-000684,-1.33734147485
ACH-000688,-0.301698608024
ACH-000693,-0.9235638174259999
ACH-000694,-1.06414130734
ACH-000695,-0.28022768536
ACH-000696,-0.356529208884
ACH-000697,-0.557021662678
ACH-000699,-0.391428014291
ACH-000701,-0.640522923391
ACH-000706,-0.677930729788
ACH-000711,-0.952722567677
ACH-000713,-0.532102749916
ACH-000714,-0.40309875198
ACH-000718,-0.992210989789
ACH-000720,-0.644325862532
ACH-000721,-0.837039443554
ACH-000724,-0.9528957658130001
ACH-000725,-0.755878087422
ACH-000732,-0.820599797724
ACH-000734,-0.859887681743
ACH-000735,-0.616260326322
ACH-000736,-0.983809809447
ACH-000738,-0.663027237863
ACH-000746,-1.1921663594
ACH-000747,-0.591143334314
ACH-000748,-0.0396987225699
ACH-000753,-0.918246957733
ACH-000756,-0.399273332606
ACH-000757,-0.280759366852
ACH-000758,-0.640187030882
ACH-000760,-0.940717334157
ACH-000763,-0.24625093418400001
ACH-000764,-0.77667021125
ACH-000765,-0.562382840502
ACH-000766,-0.425090679215
ACH-000767,-0.164719117453
ACH-000768,-0.6535349338750001
ACH-000769,-0.970649500891
ACH-000770,-0.668429610568
ACH-000771,-0.901705797158
ACH-000773,-0.992886340933
ACH-000776,-0.884765808402
ACH-000777,-1.00008170889
ACH-000778,-0.559706405271
ACH-000781,-0.7953631269820001
ACH-000782,-0.44546976292900003
ACH-000783,-0.41060758803099995
ACH-000784,-0.98093533528
ACH-000785,-0.643239731853
ACH-000787,-1.20032503303
ACH-000788,-1.06250010547
ACH-000791,-0.794968217168
ACH-000792,-0.827042907806
ACH-000794,-0.552333260745
ACH-000796,-0.8485675701209999
ACH-000799,-0.622552849694
ACH-000800,-0.691950766384
ACH-000802,-1.1085554789399998
ACH-000804,-0.6685940383060001
ACH-000805,-0.505944325605
ACH-000809,-0.853720043896
ACH-000810,-0.34616713618100003
ACH-000811,-0.3625576547
ACH-000817,-0.285323854111
ACH-000819,-0.898766629063
ACH-000820,-1.26589873942
ACH-000821,-0.597743322092
ACH-000822,-0.132214122941
ACH-000823,-0.935285321195
ACH-000824,-0.775088722819
ACH-000827,-0.926871498151
ACH-000829,-0.7030103808310001
ACH-000831,-0.501871039856
ACH-000832,-0.9260947963449999
ACH-000833,-0.19811020026999998
ACH-000834,-0.921233670825
ACH-000835,-0.274281884608
ACH-000836,-0.945122432546
ACH-000837,-0.805916863675
ACH-000838,-1.07034056607
ACH-000839,-1.24322986892
ACH-000840,-0.21618860856
ACH-000841,-0.781334797769
ACH-000843,-0.767818205434
ACH-000846,-0.281886863451
ACH-000847,-0.84823400147
ACH-000848,-0.72260546635
ACH-000849,-0.622207048776
ACH-000851,-0.37913512722
ACH-000855,-1.03975463683
ACH-000856,-0.755887763968
ACH-000858,-0.886458095608
ACH-000859,-0.939180166724
ACH-000861,-0.279385224289
ACH-000862,-0.6939257041269999
ACH-000865,-0.660268138443
ACH-000866,-0.841540040315
ACH-000867,-0.281117058421
ACH-000869,-0.520608732154
ACH-000872,-0.620018844059
ACH-000873,-0.8561152515970001
ACH-000876,-0.12056497736199999
ACH-000878,-0.69063983045
ACH-000880,-1.1383443766799999
ACH-000881,-0.803671009101
ACH-000882,-1.0868927729200002
ACH-000884,-0.810059952271
ACH-000885,-0.7003141204469999
ACH-000887,-1.1384362402
ACH-000888,-0.54607390962
ACH-000889,-0.582794673471
ACH-000890,-0.507796348869
ACH-000896,-1.0450062911799998
ACH-000898,-0.71922971608
ACH-000900,-0.5113935448879999
ACH-000901,-0.34413179737099997
ACH-000905,-0.888015447157
ACH-000906,-0.201512273801
ACH-000907,-0.945526205619
ACH-000910,-0.629565788926
ACH-000911,-0.438118635735
ACH-000912,-0.295181907229
ACH-000913,-0.509656316531
ACH-000915,-0.45252641951000006
ACH-000916,-0.333901478885
ACH-000917,-1.20937787306
ACH-000921,-0.8196565830949999
ACH-000924,-0.56199556078
ACH-000926,-0.814371250563
ACH-000928,-0.7715306507299999
ACH-000929,-0.725531446045
ACH-000932,-0.5294687070440001
ACH-000935,-0.655447843221
ACH-000936,-0.462532108605
ACH-000937,-0.842557125601
ACH-000938,-0.682269088773
ACH-000939,-0.40791866334
ACH-000941,-0.835162486663
ACH-000943,-0.7762095662809999
ACH-000946,-0.23136360660799998
ACH-000947,-1.06969310099
ACH-000948,-0.77611329707
ACH-000950,-0.35987953433799996
ACH-000953,-0.228684962919
ACH-000957,-0.15292929811
ACH-000958,-0.847968080531
ACH-000960,-0.55694044577
ACH-000963,-0.5209327070709999
ACH-000968,-0.6051072573740001
ACH-000969,-0.5018551099580001
ACH-000973,-0.513530292862
ACH-000974,-0.48976024787100003
ACH-000975,-0.198552420748
ACH-000976,-1.07229716002
ACH-000978,-0.754106860539
ACH-000980,-0.512872693471
ACH-000984,-0.45553060090400005
ACH-000986,-0.777400215835
ACH-000988,-0.379201490026
ACH-000993,-0.8059721767069999
ACH-000994,-0.36401483116300004
ACH-000996,-0.342788385714
ACH-001001,-0.187434136316
ACH-001020,-0.516459799799
ACH-001028,-0.754746780783
ACH-001031,-0.5949992051690001
ACH-001038,-1.00612322626
ACH-001048,-0.905836382927
ACH-001050,-0.871474202876
ACH-001053,-0.915729418732
ACH-001054,-1.0253552174
ACH-001061,-0.6526504606669999
ACH-001067,-0.7576722583519999
ACH-001075,-0.961403682303
ACH-001096,-0.8594512388140001
ACH-001128,-0.8157405437440001
ACH-001134,-0.6353956480080001
ACH-001151,-0.32537010031
ACH-001163,-0.44794539409100004
ACH-001164,-0.426890176358
ACH-001173,-0.239302911867
ACH-001183,-0.7158761015539999
ACH-001184,-0.70141824995
ACH-001190,-0.352648114128
ACH-001192,-0.71919538823
ACH-001193,-0.859809710232
ACH-001196,-0.541298858822
ACH-001197,-0.48850179545
ACH-001205,-0.898698932846
ACH-001211,-1.1795501521
ACH-001212,-0.943339740845
ACH-001228,-0.9228654113160001
ACH-001232,-1.2082948578200001
ACH-001239,-0.605742753525
ACH-001274,-0.459689511131
ACH-001275,-0.544226585208
ACH-001277,-0.6044094937919999
ACH-001278,-0.943232653162
ACH-001280,-0.525519671921
ACH-001283,-0.822471099166
ACH-001289,-0.20436670069200003
ACH-001295,-0.9899898389470001
ACH-001300,-0.9369830756540001
ACH-001301,-0.7966517146459999
ACH-001302,-0.297923830663
ACH-001303,-0.17866098557399998
ACH-001306,-0.3658527476199999
ACH-001318,-0.848566967962
ACH-001322,-0.7810465421799999
ACH-001328,-0.499215099841
ACH-001332,-0.668830567478
ACH-001333,-0.372487771656
ACH-001336,-0.775160291926
ACH-001340,-0.863163855797
ACH-001346,-0.439164266479
ACH-001353,-0.867587733372
ACH-001354,-0.9612869200830001
ACH-001367,-1.43597159602
ACH-001368,-0.36305757728
ACH-001374,-0.993040568382
ACH-001375,-0.932219164393
ACH-001377,-0.644227150629
ACH-001380,-0.7211250532800001
ACH-001391,-0.489998299466
ACH-001407,-0.708454400909
ACH-001408,-0.772167037706
ACH-001413,-0.348757109419
ACH-001430,-0.633139060856
ACH-001431,-0.794783545203
ACH-001450,-0.563691888206
ACH-001496,-0.334622148868
ACH-001500,-0.7986871625149999
ACH-001521,-1.3961198988899999
ACH-001523,-1.05605380411
ACH-001532,-0.679624511506
ACH-001536,-0.866175288027
ACH-001550,-0.6720831002240001
ACH-001552,-0.704268585264
ACH-001554,-0.820613271345
ACH-001645,-0.252264881492
ACH-001654,0.0143001683283
ACH-001715,-0.488704103223
ACH-001735,-0.402800103919
ACH-001736,-0.753824060394
ACH-001737,-0.704811264059
ACH-001740,-0.491098515603
ACH-001745,-0.355255986787
ACH-001750,-0.47320197010799997
ACH-001765,-0.462101270144
ACH-001956,-0.589966033895
ACH-001957,-0.565284045133
