,RXRB (6257)
ACH-000004,-0.325586527234
ACH-000007,0.19264464924000002
ACH-000009,0.09151826071949999
ACH-000011,0.155345967201
ACH-000012,0.0978034242344
ACH-000013,0.0208826597687
ACH-000014,0.18089937855399998
ACH-000015,-0.023945128633500002
ACH-000017,0.164657071816
ACH-000018,-0.0891360714192
ACH-000019,-0.0244454774606
ACH-000021,-0.022717654062700002
ACH-000022,-0.0861089856892
ACH-000025,-0.07707201443539999
ACH-000028,0.185943861351
ACH-000030,-0.0024403921795300002
ACH-000035,0.0380566943515
ACH-000036,0.278682705737
ACH-000037,-0.39692214443400003
ACH-000039,-0.021944596590400003
ACH-000040,-0.19881275662599998
ACH-000041,0.0760502225545
ACH-000042,0.0376306403225
ACH-000045,0.117722376647
ACH-000047,-0.13148955463300002
ACH-000052,0.192852382052
ACH-000053,0.21672614138799998
ACH-000054,-0.0451315348089
ACH-000055,-0.06847231677559999
ACH-000060,0.265996013767
ACH-000067,-0.193964888649
ACH-000070,0.265263675035
ACH-000075,-0.0758221858395
ACH-000078,-0.01698366558
ACH-000082,-0.13658116440600002
ACH-000085,0.0208775522801
ACH-000086,0.0862250556951
ACH-000087,-0.402478520083
ACH-000092,0.0265276669285
ACH-000095,-0.109788943739
ACH-000097,-0.0619247037687
ACH-000098,0.0556314947061
ACH-000099,0.040106246114300005
ACH-000108,-0.271177046512
ACH-000113,-0.203766706458
ACH-000115,0.0205778763126
ACH-000116,0.033485957641
ACH-000118,-0.229151478244
ACH-000120,-0.0213399825414
ACH-000123,0.0363264477399
ACH-000127,-0.00148540768511
ACH-000128,0.00616269960953
ACH-000132,-0.108103063565
ACH-000133,0.0612745856173
ACH-000137,-0.25950372441999997
ACH-000138,-0.159564583861
ACH-000142,-0.0247961531316
ACH-000143,-0.10854096399900001
ACH-000146,0.17071554952999998
ACH-000148,0.0197308398213
ACH-000150,0.0434480482553
ACH-000152,0.15428355927100001
ACH-000153,0.0615862124089
ACH-000159,0.10734291565199999
ACH-000160,-0.145382616318
ACH-000163,0.056891259120500005
ACH-000167,-0.124555227903
ACH-000168,0.045964252818099995
ACH-000169,-0.055667821859
ACH-000178,0.151239809837
ACH-000182,-0.09277134565089999
ACH-000183,0.0724458101425
ACH-000188,0.0991531407195
ACH-000189,-0.027067749085599998
ACH-000190,0.211607317953
ACH-000198,0.016339684152
ACH-000204,0.04944278242859999
ACH-000206,-0.146126929784
ACH-000207,-0.155092054388
ACH-000211,0.0689494091665
ACH-000215,0.044455967501999996
ACH-000221,0.08812944513049999
ACH-000222,0.11238464498800001
ACH-000223,-0.11811388856300001
ACH-000226,-0.0279791372663
ACH-000227,0.235674956868
ACH-000228,-0.100985751515
ACH-000231,-0.0429400691249
ACH-000232,0.13948890241599998
ACH-000233,0.0206545016988
ACH-000234,-0.0854146963181
ACH-000235,0.101826301165
ACH-000237,-0.0201147661537
ACH-000238,-0.109853336348
ACH-000243,-0.017290722081099996
ACH-000244,0.011865397044600002
ACH-000246,0.13288418466399998
ACH-000248,-0.0486999144605
ACH-000250,-0.0452929661084
ACH-000251,0.230618805493
ACH-000253,-0.132134019371
ACH-000255,-0.0717585190461
ACH-000256,0.0333658548929
ACH-000257,-0.20836843749899997
ACH-000258,0.076837931467
ACH-000259,-0.156659514272
ACH-000260,0.153725333693
ACH-000261,-0.0663420380421
ACH-000262,0.072875024072
ACH-000263,-0.182072684003
ACH-000264,-0.100695453022
ACH-000265,-0.150433253614
ACH-000266,-0.111382464627
ACH-000272,-0.00835032594544
ACH-000273,0.0366567591555
ACH-000274,0.011714629941200002
ACH-000277,-0.00623313802738
ACH-000278,-0.0137068199389
ACH-000279,-0.182053143805
ACH-000280,-0.0521493753239
ACH-000281,-0.0005973762752259999
ACH-000288,0.0147063883297
ACH-000291,-0.0998453973307
ACH-000293,-0.0561602519191
ACH-000294,0.12599263817700002
ACH-000295,0.369579160678
ACH-000296,-0.0643112271275
ACH-000302,-0.0151228819214
ACH-000304,-0.197293862086
ACH-000307,0.0521514096423
ACH-000308,-0.0976545789685
ACH-000310,-0.036328869989
ACH-000311,-0.07059034204510001
ACH-000312,-0.0670729126394
ACH-000315,0.123492265128
ACH-000316,-0.128033106485
ACH-000317,-0.234016086826
ACH-000318,-0.11654666679400001
ACH-000319,-0.175630061476
ACH-000320,-0.427896701564
ACH-000322,0.138827869167
ACH-000323,0.00243465108609
ACH-000324,-0.09439592285399999
ACH-000329,-0.0252111167099
ACH-000330,-0.13080028785800002
ACH-000331,-0.030492449506599996
ACH-000332,-0.09096295150689998
ACH-000334,0.11058335900699999
ACH-000335,-0.136578014759
ACH-000336,0.236187558936
ACH-000337,0.0511768275446
ACH-000339,0.10051807751399999
ACH-000341,-0.209400704216
ACH-000348,-0.013240085910399999
ACH-000350,0.141156534416
ACH-000352,0.027952156992799997
ACH-000356,-0.136561397235
ACH-000361,-0.190318582238
