,NOS1AP (9722)
ACH-000004,-0.445754917061
ACH-000007,-0.9469596891230001
ACH-000009,-0.66690930486
ACH-000011,-0.544733796314
ACH-000012,-0.583288561478
ACH-000013,-0.36044067766099996
ACH-000014,-0.47289359332599995
ACH-000015,-0.371227559171
ACH-000017,-0.7919388836040001
ACH-000018,-0.518062211462
ACH-000019,-0.680903709791
ACH-000021,-0.588844447638
ACH-000022,-0.391007782491
ACH-000025,-0.41553648069300003
ACH-000028,-0.467323351198
ACH-000030,-0.40693704417599996
ACH-000035,-0.502086674451
ACH-000036,-0.520715202677
ACH-000037,-1.26474376759
ACH-000039,-0.477198122473
ACH-000040,-0.7543555665839999
ACH-000041,-0.545011162922
ACH-000042,-0.60966987061
ACH-000045,-0.40716117375699995
ACH-000047,-0.594707652939
ACH-000052,-0.32081228634
ACH-000053,-0.617278889153
ACH-000054,-0.578025048095
ACH-000055,-0.471450499015
ACH-000060,-0.520938763657
ACH-000067,-0.579778312976
ACH-000070,-0.6874833517910001
ACH-000075,-0.604139807145
ACH-000078,-0.896614739225
ACH-000082,-0.680554043865
ACH-000085,-0.424029488512
ACH-000086,-0.558683380033
ACH-000087,-0.615323892505
ACH-000092,-0.7291091373559999
ACH-000095,-0.671045289986
ACH-000097,-0.5242385057469999
ACH-000098,-0.5186550443379999
ACH-000099,-0.7986866109440001
ACH-000108,-0.547096632798
ACH-000113,-0.478434618016
ACH-000115,-0.370300817322
ACH-000116,-0.43771812275399996
ACH-000118,-0.504093862786
ACH-000120,-0.355543010988
ACH-000123,-0.5559384906620001
ACH-000127,-0.504984595818
ACH-000128,-0.616823158545
ACH-000132,-0.610561939472
ACH-000133,-0.791905003364
ACH-000137,-0.638646852124
ACH-000138,-0.283158845324
ACH-000142,-0.566583178816
ACH-000143,-0.333367170959
ACH-000146,-0.500480914035
ACH-000148,-0.734726522338
ACH-000150,-0.449160832139
ACH-000152,-0.5690071399459999
ACH-000153,-0.42791140162
ACH-000159,-0.588797098665
ACH-000160,-0.441101025423
ACH-000163,-0.577571511317
ACH-000167,-0.600510392738
ACH-000168,-0.39888567707500006
ACH-000169,-0.638037953158
ACH-000178,-0.440549923437
ACH-000182,-0.549731459853
ACH-000183,-0.5092041615339999
ACH-000188,-0.75097817308
ACH-000189,-0.28912204380600004
ACH-000190,-0.60564800529
ACH-000198,-0.449739327812
ACH-000204,-0.763766804404
ACH-000206,-0.34385557226999997
ACH-000207,-0.312696677385
ACH-000211,-0.558837599926
ACH-000215,-0.6679313791
ACH-000221,-0.37440088007700006
ACH-000222,-0.387918776914
ACH-000223,-0.707978473226
ACH-000226,-0.6045178373960001
ACH-000227,-0.784009674271
ACH-000228,-0.692442511154
ACH-000231,-0.671121075971
ACH-000232,-0.760811680043
ACH-000233,-0.544207490076
ACH-000234,-0.5880138785100001
ACH-000235,-0.5378320860600001
ACH-000237,-0.636136891579
ACH-000238,-0.718709339648
ACH-000243,-0.473748647406
ACH-000244,-0.5789473289029999
ACH-000246,-0.5239133196010001
ACH-000248,-0.6463796165160001
ACH-000250,-0.577945460783
ACH-000251,-0.505386363054
ACH-000253,-0.7953322811399999
ACH-000255,-0.6773333240889999
ACH-000256,-0.484000724757
ACH-000257,-0.680129310793
ACH-000258,-0.8672544541580001
ACH-000259,-0.663144280675
ACH-000260,-0.420964143181
ACH-000261,-0.544290569471
ACH-000262,-0.373497856069
ACH-000263,-0.5306378279990001
ACH-000264,-0.691429891535
ACH-000265,-0.46866523746699995
ACH-000266,-0.666217644804
ACH-000272,-0.5767859652539999
ACH-000273,-0.678080981997
ACH-000274,-0.749726927031
ACH-000277,-0.601857713875
ACH-000278,-0.579249423236
ACH-000279,-0.585324277596
ACH-000280,-0.439912261165
ACH-000281,-0.650918177894
ACH-000288,-0.585947016921
ACH-000291,-0.352187337451
ACH-000293,-0.554416622737
ACH-000294,-0.33956254220700005
ACH-000295,-0.650537001718
ACH-000296,-0.586462137237
ACH-000302,-0.446950632914
ACH-000304,-0.720873074567
ACH-000307,-0.418240751694
ACH-000308,-0.567403637902
ACH-000310,-0.6399383509650001
ACH-000311,-0.507909155226
ACH-000312,-0.6989850297169999
ACH-000315,-0.40680303851300004
ACH-000316,-0.5030767672909999
ACH-000317,-0.49691424058999994
ACH-000318,-0.6068927988939999
ACH-000319,-0.530896118143
ACH-000320,-0.65638061057
ACH-000322,-0.726659152456
ACH-000323,-0.291649011136
ACH-000324,-0.5273697263279999
ACH-000329,-0.841602548171
ACH-000330,-0.33814627301100003
ACH-000331,-0.7504925804770001
