,VWA9 (81556)
ACH-000004,-0.565066847732
ACH-000007,-0.372760762684
ACH-000009,-0.8212780318100001
ACH-000011,-0.632690016332
ACH-000012,-0.9510274422399999
ACH-000013,-0.309943419998
ACH-000014,-0.930556829483
ACH-000015,-0.5616550222950001
ACH-000017,-0.542794243751
ACH-000018,-1.00697189773
ACH-000019,-1.0273030503899998
ACH-000021,-0.35077196378200004
ACH-000022,-0.5555372479330001
ACH-000025,-0.679347422612
ACH-000028,-0.774606485872
ACH-000030,-0.474745488357
ACH-000035,-0.7595528072669999
ACH-000036,-0.863841857604
ACH-000037,-0.605242974503
ACH-000039,-0.7630501541949999
ACH-000040,-0.6087077947899999
ACH-000041,-0.299336149305
ACH-000042,-0.627038580549
ACH-000045,-0.687192254311
ACH-000047,-0.668370367937
ACH-000052,-0.590384998105
ACH-000053,-0.7937395361130001
ACH-000054,-0.186015537045
ACH-000055,-0.7398388002249999
ACH-000060,-0.47471301005000005
ACH-000067,-0.888901784653
ACH-000070,-0.53908046486
ACH-000075,-0.671719350375
ACH-000078,-0.854137779041
ACH-000082,-0.937382394222
ACH-000085,-0.364126788429
ACH-000086,-1.19904479899
ACH-000087,-0.8310845663009999
ACH-000092,-0.528520408832
ACH-000095,-0.59111218326
ACH-000097,-1.0770770923100002
ACH-000098,-0.12975631996200002
ACH-000099,-0.8032342740880001
ACH-000108,-0.752698093103
ACH-000113,-0.551221173886
ACH-000115,-0.766153128714
ACH-000116,-0.812715881776
ACH-000118,-0.923003409444
ACH-000120,-0.701695299047
ACH-000123,-0.8662553517980001
ACH-000127,-0.8109579401929999
ACH-000128,-0.646003663799
ACH-000132,-0.693111812264
ACH-000133,-0.608281478435
ACH-000137,-0.8572174939749999
ACH-000138,-0.904657592817
ACH-000142,-0.788551065308
ACH-000143,-0.543645261052
ACH-000146,-0.565594020225
ACH-000148,-0.731535733803
ACH-000150,-0.0808046172062
ACH-000152,-1.03971713752
ACH-000153,-0.646665634578
ACH-000159,-0.720230981965
ACH-000160,-0.514888290545
ACH-000163,-0.751058273083
ACH-000167,-0.531498497802
ACH-000168,-0.5358714321410001
ACH-000169,-0.617708402469
ACH-000178,-0.7695443609360001
ACH-000182,-0.9505276073280001
ACH-000183,-0.8672958004279999
ACH-000188,-0.934929479428
ACH-000189,-0.770080106419
ACH-000190,-0.693782556879
ACH-000198,-0.905357353483
ACH-000204,-0.8592476599259999
ACH-000206,-0.578964071725
ACH-000207,-0.811044834169
ACH-000211,-0.92126666825
ACH-000215,-0.9403524574809999
ACH-000221,-0.792842012367
ACH-000222,-0.599911596865
ACH-000223,-0.772488013284
ACH-000226,-0.9078112611579999
ACH-000227,-0.9024679768420001
ACH-000228,-0.850551155106
ACH-000231,-0.9501550028970001
ACH-000232,-0.611114138376
ACH-000233,-0.580937295512
ACH-000234,-0.914557125519
ACH-000235,-0.697087175436
ACH-000237,-0.84767183131
ACH-000238,-0.62603736335
ACH-000243,-0.964399457711
ACH-000244,-0.687679386066
ACH-000246,-0.868927699504
