,PRL (5617)
ACH-000004,0.052876017702900006
ACH-000007,0.171705771406
ACH-000009,0.179500844242
ACH-000011,-0.0272793097675
ACH-000012,0.0724187481733
ACH-000013,0.00232588665302
ACH-000014,0.040302908703000004
ACH-000015,0.149264298668
ACH-000017,-0.13941244996899999
ACH-000018,0.19652692106800002
ACH-000019,-0.0639450542726
ACH-000021,0.045734601948999996
ACH-000022,0.040002287137699995
ACH-000025,-0.0630040702152
ACH-000028,0.221004158519
ACH-000030,0.0914269047241
ACH-000035,0.312204466619
ACH-000036,0.00017253897510599995
ACH-000037,0.188441549843
ACH-000039,0.12379486309900001
ACH-000040,0.07920920094169999
ACH-000041,-0.0565183817689
ACH-000042,0.161486781831
ACH-000045,0.0112995668819
ACH-000047,0.0325716710568
ACH-000052,-0.25316528408100003
ACH-000053,0.08760727123019998
ACH-000054,0.0438165942424
ACH-000055,-0.102633973918
ACH-000060,-0.175854574122
ACH-000067,0.189813356795
ACH-000070,0.104543671627
ACH-000075,0.0927351844603
ACH-000078,-0.18998043888799998
ACH-000082,0.12993124747999998
ACH-000085,-0.054884367444400006
ACH-000086,0.20891598516899998
ACH-000087,0.122162149735
ACH-000092,0.223583112408
ACH-000095,0.00214183833255
ACH-000097,0.00580695795036
ACH-000098,0.045864920388000004
ACH-000099,-0.109595795562
ACH-000108,0.20868059902199998
ACH-000113,0.07222901042610001
ACH-000115,0.0515924581458
ACH-000116,0.009263804426580001
ACH-000118,0.0662528142428
ACH-000120,0.100765861098
ACH-000123,0.164804578875
ACH-000127,-0.0607988862583
ACH-000128,0.0589226146792
ACH-000132,0.0542748023474
ACH-000133,0.137840208186
ACH-000137,0.108006255429
ACH-000138,0.126003290065
ACH-000142,0.08291176914369999
ACH-000143,-0.032395406110200003
ACH-000146,0.0934456517994
ACH-000148,0.12677526502
ACH-000150,0.16919059004599998
ACH-000152,0.07931251893260001
ACH-000153,-0.040672430241499996
ACH-000159,0.0832261525151
ACH-000160,0.144473491168
ACH-000163,0.256226271579
