,LCE6A (448835)
ACH-000004,-0.254186625701
ACH-000007,-0.36091333132
ACH-000009,-0.47024349257299997
ACH-000011,-0.256553707021
ACH-000012,-0.130615863472
ACH-000013,-0.17641495205200003
ACH-000014,-0.0377511011146
ACH-000015,-0.182919584064
ACH-000017,-0.028421342281299996
ACH-000018,0.0199574205694
ACH-000019,-0.448542828983
ACH-000021,-0.157189023229
ACH-000022,-0.0420264853336
ACH-000025,-0.0881032562376
ACH-000028,-0.26635358398200004
ACH-000030,-0.138644280601
ACH-000035,-0.26986347432700003
ACH-000036,0.025827274853099998
ACH-000037,-0.0484969136033
ACH-000039,-0.0159924653813
ACH-000040,-0.133453186171
ACH-000041,0.00168008324291
ACH-000042,-0.166621536933
ACH-000045,-0.041548661447699996
ACH-000047,-0.0878712731649
ACH-000052,-0.34058044329899995
ACH-000053,-0.08708448522939999
ACH-000054,-0.155310944385
ACH-000055,0.08569953632210002
ACH-000060,-0.0695379797862
ACH-000067,-0.254036907732
ACH-000070,-0.0225864874346
ACH-000075,-0.444229124573
ACH-000078,-0.150925845908
ACH-000082,-0.127690015713
ACH-000085,-0.17967302596700002
ACH-000086,-0.341970858227
ACH-000087,-0.134790601979
ACH-000092,-0.0652162584623
ACH-000095,-0.0409319890076
ACH-000097,-0.287945524233
ACH-000098,-0.132132740779
ACH-000099,-0.0822900053063
ACH-000108,-0.0912114971857
ACH-000113,-0.182993125295
ACH-000115,-0.0851544019395
ACH-000116,-0.0967316290855
ACH-000118,-0.15332756358
ACH-000120,-0.256448078897
ACH-000123,-0.119850830532
ACH-000127,-0.09525588378789998
ACH-000128,-0.0922873276554
ACH-000132,-0.0031860877500100005
ACH-000133,-0.046349820095899996
ACH-000137,-0.204216463705
ACH-000138,-0.10200510280200001
ACH-000142,-0.208581949422
ACH-000143,0.0345787621973
ACH-000146,-0.0453341754351
ACH-000148,-0.279907045599
ACH-000150,-0.08284776426
ACH-000152,-0.0720004607635
ACH-000153,-0.201606817701
ACH-000159,-0.15171682858899999
ACH-000160,0.0440618009148
ACH-000163,-0.295528275165
ACH-000167,-0.0035254728779699996
ACH-000168,-0.11870631954000002
ACH-000169,-0.12441239238
ACH-000178,-0.17359160140799998
ACH-000182,-0.124238288015
ACH-000183,-0.14757289195
ACH-000188,-0.14855587715500002
ACH-000189,0.00108185640465
ACH-000190,-0.09034812049589999
ACH-000198,-0.116369975342
ACH-000204,-0.6362985632670001
ACH-000206,0.0767374040971
ACH-000207,-0.021784922471099998
ACH-000211,-0.15702278464400002
ACH-000215,-0.155786241671
ACH-000221,-0.219765480809
ACH-000222,-0.0863116890773
ACH-000223,-0.06597102518009999
ACH-000226,-0.161937058857
ACH-000227,0.0660241280727
ACH-000228,-0.194983508381
ACH-000231,-0.102276138057
ACH-000232,-0.164643242152
ACH-000233,-0.129327814021
ACH-000234,-0.0632806936416
ACH-000235,-0.0927703913261
ACH-000237,-0.17940184025800002
ACH-000238,-0.10443717114600001
ACH-000243,-0.124474238726
ACH-000244,-0.18923959757800002
ACH-000246,-0.08587799501269999
ACH-000248,-0.106446976676
ACH-000250,-0.068750936233
ACH-000251,-0.14534778944399998
ACH-000253,0.010293865955700001
ACH-000255,-0.168688763345
