,LECT1 (11061)
ACH-000004,0.03499986799719999
ACH-000007,-0.225039503601
ACH-000009,0.10375025984200001
ACH-000011,0.05802342384650001
ACH-000012,-0.156387891129
ACH-000013,-0.09550923285599999
ACH-000014,-0.0976364937472
ACH-000015,-0.0522768524646
ACH-000017,0.0777612192323
ACH-000018,-0.223637577224
ACH-000019,0.014668550787500002
ACH-000021,0.050398267904
ACH-000022,0.0403541145262
ACH-000025,0.0275569297793
ACH-000028,0.14717821292199998
ACH-000030,-0.0159210780231
ACH-000035,-0.053672078595400005
ACH-000036,0.263080253744
ACH-000037,-0.289231295578
ACH-000039,0.0286388293051
ACH-000040,0.0508749779575
ACH-000041,0.00938920833414
ACH-000042,-0.0230539069814
ACH-000045,0.215761983967
ACH-000047,-0.0413237972101
ACH-000052,0.000994810301753
ACH-000053,0.06374309102350001
ACH-000054,0.0139668146168
ACH-000055,0.11581000799499999
ACH-000060,-0.115809345003
ACH-000067,-0.00922132363765
ACH-000070,-0.34646111056199996
ACH-000075,-0.129661420984
ACH-000078,0.160460869056
ACH-000082,-0.0534071289615
ACH-000085,-0.036920304129
ACH-000086,-0.184785172593
ACH-000087,-0.14688404654200002
ACH-000092,0.00846555840357
ACH-000095,-0.0656296283383
ACH-000097,0.044265107207000005
ACH-000098,-0.00290195772016
ACH-000099,0.0265961898058
ACH-000108,-0.05161035044890001
ACH-000113,0.125344968112
ACH-000115,0.18567873460499998
ACH-000116,-0.18715200848000002
ACH-000118,0.0549095664845
ACH-000120,-0.128590202117
ACH-000123,0.21256643163699998
ACH-000127,0.011051038316899998
ACH-000128,-0.144312954277
ACH-000132,-0.189033859733
ACH-000133,0.0343278566737
ACH-000137,0.18220037926399998
ACH-000138,0.144842457471
ACH-000142,-0.0523164558373
ACH-000143,0.11086351679400001
ACH-000146,0.015649341665
ACH-000148,0.00755186876688
ACH-000150,0.050895634224100005
ACH-000152,0.011036843397500001
ACH-000153,0.24876955115200003
ACH-000159,-0.0790126134855
ACH-000160,0.0713335079676
ACH-000163,0.00186558765204
ACH-000167,0.300830715614
ACH-000168,0.258323434639
ACH-000169,0.00959564424603
ACH-000178,0.0385523420431
ACH-000182,-0.055283091729499995
ACH-000183,0.169546525506
ACH-000188,0.060572970510400004
ACH-000189,0.180155549379
ACH-000190,0.23851774891199998
ACH-000198,-0.116665623715
ACH-000204,0.0993090249155
ACH-000206,-0.0533446041294
ACH-000207,0.174682930484
ACH-000211,0.0188082253658
ACH-000215,0.0153926029059
ACH-000221,0.08663278413639999
ACH-000222,0.26959109875799997
ACH-000223,-0.0741413920065
ACH-000226,0.0603470232778
ACH-000227,-0.08147503468169999
ACH-000228,-0.0579232246981
ACH-000231,0.108800517436
ACH-000232,-0.00439306165822
ACH-000233,0.0314110105096
ACH-000234,0.141620147521
ACH-000235,0.13633231569
ACH-000237,-0.0105324828367
ACH-000238,-0.110281339125
ACH-000243,0.243072594523
ACH-000244,0.283931670844
ACH-000246,-0.0377546944576
ACH-000248,0.0191441815468
ACH-000250,0.0446726509191
ACH-000251,-0.0166838095801
ACH-000253,0.102415446008
ACH-000255,0.00600672088213
ACH-000256,-0.035498602073699995
ACH-000257,-0.261578564829
ACH-000258,-0.0316353532626
ACH-000259,0.0172258290725
ACH-000260,0.133499836351
ACH-000261,0.0468267491679
ACH-000262,0.0854710250082
ACH-000263,0.162368378003
ACH-000264,0.048350537940100004
ACH-000265,-0.0338445749955
ACH-000266,0.059812191995299996
ACH-000272,0.106323023047
ACH-000273,0.0130215335289
ACH-000274,-0.041315281132999995
ACH-000277,0.237921382128
ACH-000278,-0.012444992411400001
ACH-000279,-0.017644060793299998
ACH-000280,-0.00796838530533
ACH-000281,-0.19090754350900002
ACH-000288,-0.0530596928984
ACH-000291,-0.103742740338
ACH-000293,-0.0724145511423
ACH-000294,0.0158489361305
ACH-000295,-0.174112936635
ACH-000296,0.0468945371599
ACH-000302,0.0314525258577
ACH-000304,0.265026582651
ACH-000307,0.0427809885724
ACH-000308,-0.06973613769730001
ACH-000310,0.0529858080751
ACH-000311,0.21641034618799998
ACH-000312,0.218714367692
ACH-000315,-0.156793266254
ACH-000316,-0.048682874036999994
ACH-000317,0.110597792631
ACH-000318,0.045242249781400005
ACH-000319,0.17681360403700003
ACH-000320,0.289984243006
ACH-000322,-0.186343574313
ACH-000323,0.0102449991788
ACH-000324,0.017863610523400002
ACH-000329,0.12476739498299999
ACH-000330,0.24749097164900002
ACH-000331,0.0061700106912700005
ACH-000332,0.120327934135
ACH-000334,0.432411541937
ACH-000335,0.285342598525
ACH-000336,-0.0413803807889
ACH-000337,0.20095062628899998
ACH-000339,0.0552999352439
ACH-000341,0.0184955261773
ACH-000348,0.0412979597076
ACH-000350,-0.00318910426404
ACH-000352,0.039113699012800006
ACH-000356,0.324370322099
ACH-000361,0.110800607235
ACH-000362,0.07802116199680001
ACH-000363,-0.010042815297
ACH-000364,0.056826853903800004
ACH-000365,-0.107302925592
ACH-000366,-0.0720422604602
ACH-000368,-0.08980957222010001
ACH-000374,-0.21378273189199998
ACH-000375,-0.014942485738699999
ACH-000376,-0.0440799958931
