,PHIP (55023)
ACH-000004,-0.35776370428800003
ACH-000007,-0.260015770287
ACH-000009,-0.12888639358200002
ACH-000011,-0.235880105297
ACH-000012,-0.141489803328
ACH-000013,-0.656490719538
ACH-000014,-0.163871820134
ACH-000015,-0.604654827661
ACH-000017,-0.26209061443799997
ACH-000018,0.0638134037393
ACH-000019,-0.372396040983
ACH-000021,-0.42677388507700004
ACH-000022,0.0165791429836
ACH-000025,-0.012855011959799998
ACH-000028,-0.150379535779
ACH-000030,-0.200707202697
ACH-000035,0.0824302617921
ACH-000036,-0.177909047875
ACH-000037,-0.195494352577
ACH-000039,-0.374299209821
ACH-000040,0.153509399545
ACH-000041,-0.437905461382
ACH-000042,-0.28068027122699996
ACH-000045,-0.225604568815
ACH-000047,-0.225879848149
ACH-000052,-0.0240623828111
ACH-000053,-0.23877144442099998
ACH-000054,0.058059088341899996
ACH-000055,-0.397001468011
ACH-000060,-0.394100604324
ACH-000067,-0.148465624904
ACH-000070,0.04602456226369999
ACH-000075,-0.0133896567053
ACH-000078,0.039283237086999996
ACH-000082,-0.111930406932
ACH-000085,0.192706894504
ACH-000086,-0.036102710902
ACH-000087,-0.22566717214
ACH-000092,-0.22178409822200001
ACH-000095,-0.144796254444
ACH-000097,-0.119249011071
ACH-000098,-0.348250970142
ACH-000099,0.047979751545400004
ACH-000108,-0.12724315635199998
ACH-000113,-0.197373131736
ACH-000115,-0.408739597625
ACH-000116,-0.158515715999
ACH-000118,-0.32625310159800003
ACH-000120,-0.272740390071
ACH-000123,-0.559479885801
ACH-000127,-0.43126218464500005
ACH-000128,-0.165623765147
ACH-000132,-0.42938397372299997
ACH-000133,-0.18931553542100002
ACH-000137,-0.0044279727165900005
ACH-000138,-0.0156677981136
ACH-000142,-0.202464654976
ACH-000143,-0.5414763781090001
ACH-000146,-0.260621188194
ACH-000148,-0.159086274511
ACH-000150,-0.5728415943990001
ACH-000152,-0.126464322592
ACH-000153,-0.0639063713516
ACH-000159,-0.13205522447899998
ACH-000160,0.08308392880910001
ACH-000163,-0.144445656415
ACH-000167,0.39955691627499995
ACH-000168,-0.018974434205900004
ACH-000169,0.0302211625087
ACH-000178,-0.22187377871999997
ACH-000182,-0.131861202024
ACH-000183,-0.09506017631210001
ACH-000188,0.037759820655400005
ACH-000189,0.0759289285806
ACH-000190,0.0532868956245
ACH-000198,-0.38605164152800003
ACH-000204,-0.075035346004
ACH-000206,-0.238726681468
ACH-000207,-0.186179124065
ACH-000211,0.0099575431501
ACH-000215,0.0649492831548
ACH-000221,-0.533821613777
ACH-000222,-0.0547479485784
ACH-000223,-0.235384736987
ACH-000226,-0.328746256674
ACH-000227,-0.134712650817
ACH-000228,-0.18834577951200002
ACH-000231,-0.260257543266
ACH-000232,0.176562521786
ACH-000233,-0.31525545569
ACH-000234,0.018191785894
ACH-000235,-0.357428500402
ACH-000237,0.00144310259055
ACH-000238,0.0649738765087
ACH-000243,-0.17040373526099997
ACH-000244,-0.035325676777699995
ACH-000246,-0.32430691806
ACH-000248,-0.293399672938
ACH-000250,-0.125454800491
ACH-000251,0.190622107487
ACH-000253,-0.310117563745
ACH-000255,-0.17573574380600002
ACH-000256,-0.287686905996
ACH-000257,-0.148751289467
ACH-000258,-0.037674795421599995
ACH-000259,-0.152580769836
ACH-000260,-0.11058085475500001
ACH-000261,-0.312757756122
ACH-000262,-0.0297569765564
ACH-000263,-0.511676027648
ACH-000264,-0.0790187141412
ACH-000265,-0.226893514461
ACH-000266,-0.073938372009
ACH-000272,-0.296368533459
ACH-000273,-0.20215753909899997
ACH-000274,-0.0451681619239
ACH-000277,-0.43569652318999996
ACH-000278,-0.533848381979
ACH-000279,-0.186297110456
ACH-000280,0.134364237478
ACH-000281,-0.0833219698098
ACH-000288,-0.211328601378
ACH-000291,-0.137433356007
ACH-000293,-0.197225105633
ACH-000294,-0.638123055553
ACH-000295,-0.5183909282720001
ACH-000296,0.0937200753043
ACH-000302,-0.519658722807
ACH-000304,-0.042844847415800004
ACH-000307,-0.029039860516900003
ACH-000308,-0.25637604264499997
ACH-000310,-0.040564867603
ACH-000311,-0.13807128335899999
ACH-000312,0.111260040245
ACH-000315,-0.368409007052
ACH-000316,-0.18699281314599997
ACH-000317,-0.47305986487199997
ACH-000318,0.102801264061
ACH-000319,-0.12143585371
ACH-000320,-0.12013406070900001
ACH-000322,0.11806196699999999
ACH-000323,0.0536533023231
ACH-000324,-0.15567898790100002
ACH-000329,-0.154075197903
ACH-000330,-0.146965036279
ACH-000331,-0.0205682421574
ACH-000332,-0.00942379937897
ACH-000334,-0.62083295554
ACH-000335,-0.166694652678
ACH-000336,-0.243240189234
ACH-000337,-0.42786091906400003
ACH-000339,-0.09285204758919999
ACH-000341,-0.255558652053
ACH-000348,-0.297770480159
ACH-000350,0.08295566403639999
ACH-000352,-0.032682565737099996
ACH-000356,0.17780783617100002
ACH-000361,0.0413084687491
ACH-000362,-0.0951038653454
ACH-000363,-0.0756606657416
ACH-000364,-0.0561178389703
ACH-000365,-0.124134945518
ACH-000366,-0.136079260089
ACH-000368,0.008997158143129999
ACH-000374,-0.045259781269500005
ACH-000375,-0.24535837818000003
ACH-000376,0.006584520767520001
ACH-000381,-0.0691502549817
ACH-000383,-0.06481605925459999
ACH-000387,-0.474121897118
ACH-000389,-0.20160004674
ACH-000390,-0.14355363660599998
ACH-000393,-0.22575424126200003
ACH-000395,-0.0722428048444
ACH-000397,-0.394010171603
ACH-000401,-0.0995219931662
ACH-000402,-0.310337028626
ACH-000403,-0.243738764519
ACH-000404,-0.286783347629
ACH-000406,-0.121509603486
ACH-000407,-0.38690678458800004
ACH-000408,-0.167471103386
ACH-000410,-0.25827581843499997
ACH-000411,-0.384609694873
ACH-000414,-0.213173532148
ACH-000415,-0.12318301530200002
ACH-000416,-0.0455131197274
ACH-000420,-0.203033333896
ACH-000421,-0.05445544659519999
ACH-000424,-0.102621306101
ACH-000425,-0.0260353484655
ACH-000426,-0.16733312186899998
ACH-000427,-0.06493329998599999
ACH-000433,-0.25601606194800003
ACH-000436,-0.05139389512130001
ACH-000444,-0.051836827028800006
ACH-000445,-0.236998376032
ACH-000448,-0.00989981412808
ACH-000450,-0.0934734340412
ACH-000452,-0.461436370562
ACH-000454,-0.135473103241
ACH-000458,-0.0658161069057
ACH-000459,-0.19050871331900002
ACH-000460,0.0278404635293
ACH-000461,0.037799522611599995
ACH-000463,0.035920834085400005
ACH-000464,0.08292194020680001
ACH-000466,-0.241435882227
ACH-000467,-0.277920218757
ACH-000468,-0.215284867843
ACH-000469,-0.19837393963799999
ACH-000470,-0.20847307432700002
ACH-000471,-0.132164287112
ACH-000472,-0.0243966723837
ACH-000473,-0.0611463881589
ACH-000475,-0.114470112851
ACH-000476,0.000624389387487
ACH-000477,-0.120430056885
ACH-000480,-0.248489977395
ACH-000481,-0.159659620704
ACH-000483,-0.381260982705
ACH-000484,-0.420661038509
ACH-000485,0.0745494438965
ACH-000486,-0.240606465427
ACH-000487,-0.041289970878199994
ACH-000488,0.05085282316840001
ACH-000490,0.0821639614244
ACH-000491,-0.0191887461006
ACH-000495,0.262884561515
ACH-000496,-0.097642627612
ACH-000499,-0.0832535851469
ACH-000500,0.226623217782
ACH-000502,-0.182163454894
ACH-000503,-0.141609955029
ACH-000505,-0.208613373948
ACH-000507,-0.0358922871444
ACH-000510,-0.213285375858
ACH-000511,-0.217019923546
ACH-000512,-0.0107778567355
ACH-000516,-0.08286183193010001
ACH-000517,-0.203921031851
ACH-000518,-0.103606225922
ACH-000520,-0.428501199603
ACH-000521,-0.0616320008967
ACH-000522,0.0528857622329
ACH-000524,-0.390484077315
ACH-000527,-0.162490238958
ACH-000528,-0.137846506926
ACH-000537,-0.124908806139
ACH-000541,-0.154041250603
ACH-000542,-0.32203105826
ACH-000544,-0.292996656283
ACH-000545,-0.305648081217
ACH-000547,-0.0113357493643
ACH-000548,-0.0236189497992
ACH-000549,0.00410621368003
ACH-000550,-0.102945262533
ACH-000552,0.353581241165
ACH-000556,-0.19002093964699998
ACH-000557,0.0998276287089
ACH-000570,-0.318099844969
ACH-000571,0.0911880261833
ACH-000573,-0.114054681198
ACH-000576,-0.969455342093
ACH-000580,-0.35148085303000004
ACH-000584,0.06184527345919999
ACH-000585,-0.221348387149
ACH-000588,-0.5161507973780001
ACH-000589,-0.15296907332100002
ACH-000591,-0.372594166219
ACH-000593,-0.055627831816499995
ACH-000600,0.073725445277
ACH-000601,-0.19694810940699997
ACH-000604,-0.25108308163000004
ACH-000605,-0.33767910013700003
ACH-000606,-0.18104813822500002
ACH-000608,-0.265161612599
ACH-000614,-0.26874927957600003
ACH-000616,-0.183411197979
ACH-000618,0.028969560255299998
ACH-000619,-0.0608230911649
ACH-000620,-0.34061343679399997
ACH-000621,-0.32637712775
ACH-000622,-0.315504455764
ACH-000623,-0.09432550596719999
ACH-000624,-0.0347194598248
ACH-000627,-0.105236415993
ACH-000630,-0.36424085689900004
ACH-000632,-0.22013546752399998
ACH-000633,0.00367722776302
ACH-000637,-0.261421240904
ACH-000638,-0.172847601105
ACH-000646,-0.21574460647
ACH-000647,-0.20307578313000002
ACH-000648,-0.276845735584
ACH-000649,-0.0378757263615
ACH-000651,-0.12031925945800001
ACH-000652,-0.119924697559
ACH-000653,-0.046454967509199994
ACH-000657,-0.325067253795
ACH-000658,0.0979254124908
ACH-000661,0.005452077660410001
ACH-000662,-0.0072787609432899995
ACH-000663,0.258048859762
ACH-000665,-0.148321137092
ACH-000671,-0.056817776327599996
ACH-000673,-0.114429911594
ACH-000676,-0.07334442877510002
ACH-000677,-0.416488587077
ACH-000681,-0.120897831674
ACH-000682,-0.117807405651
ACH-000683,-0.23494866026900002
ACH-000684,-0.0704928575648
ACH-000688,-0.0107687194157
ACH-000693,-0.0989312254336
ACH-000694,-0.113709260261
ACH-000695,-0.48286974437299995
ACH-000696,-0.062308888984400006
ACH-000697,-0.313602575328
ACH-000699,-0.21385585791900003
ACH-000701,-0.104114786983
ACH-000706,-0.336558518447
ACH-000711,-0.103484886607
ACH-000713,-0.428994590262
ACH-000714,-0.435979318207
ACH-000718,-0.151742642476
ACH-000720,-0.0986633775007
ACH-000721,-0.102023636215
ACH-000724,0.221534067192
ACH-000725,-0.27597974066
ACH-000732,-0.37293914649899995
ACH-000734,-0.21514617619600002
ACH-000735,-0.04920830650090001
ACH-000736,-0.14796496735099998
ACH-000738,-0.20573329142299998
ACH-000746,-0.153108194109
ACH-000747,-0.114388270033
ACH-000748,-0.046567700143200004
ACH-000753,-0.09806342361300001
ACH-000756,-0.11597661643200001
ACH-000757,-0.301569590991
ACH-000758,-0.0551753036696
ACH-000760,-0.183167558492
ACH-000763,-0.443044139899
ACH-000764,-0.324361839486
ACH-000765,-0.359773849916
ACH-000766,-0.06916342332719999
ACH-000767,0.0975348898178
ACH-000768,-0.19290883457000002
ACH-000769,-0.189119310662
ACH-000770,-0.0314225876579
ACH-000771,-0.113733942439
ACH-000773,-0.704115858602
ACH-000776,-0.00516476145414
ACH-000777,-0.0947981456086
ACH-000778,-0.19307389053500001
ACH-000781,-0.149410922658
ACH-000782,-0.24388194132899998
ACH-000783,-0.12168429054800001
ACH-000784,0.0307081525743
ACH-000785,-0.5664473741920001
ACH-000787,-0.131582381812
ACH-000788,-0.0983212289287
ACH-000791,-0.20292516186999998
ACH-000792,-0.08628678753329999
ACH-000794,-0.188847122372
ACH-000796,-0.416821723463
ACH-000799,0.20626955148899997
ACH-000800,-0.12506292192
ACH-000802,-0.0415880083816
ACH-000804,-0.31655180056
ACH-000805,-0.0456150028464
ACH-000809,-0.131802217251
ACH-000810,-0.141295697607
ACH-000811,-0.116235514121
ACH-000817,-0.170206195582
ACH-000819,-0.140506870062
ACH-000820,-0.171690096451
ACH-000821,-0.187963512847
ACH-000822,-0.45552401427100003
ACH-000823,-0.04682662822980001
ACH-000824,-0.043747538065700003
ACH-000827,-0.155864339509
ACH-000829,-0.004316402542890001
ACH-000831,-0.129223988027
ACH-000832,-0.154782332217
ACH-000833,0.167590718895
ACH-000834,-0.07672805908430001
ACH-000835,-0.016302091394
ACH-000836,0.08730755568830001
ACH-000837,-0.196393126939
ACH-000838,-0.08519658309839999
ACH-000839,-0.193200504203
ACH-000840,-0.42958843709600003
ACH-000841,0.061226272161999995
ACH-000843,-0.108195160724
ACH-000846,-0.060715654370599996
ACH-000847,0.051224721816999996
ACH-000848,-0.146443441484
ACH-000849,-0.452143542016
ACH-000851,-0.331446685703
ACH-000855,-0.100936127502
ACH-000856,-0.0629082355872
ACH-000858,-0.17142092257
ACH-000859,-0.0553350810714
ACH-000861,-0.146122461199
ACH-000862,-0.06281827943530001
ACH-000865,0.0462717565089
ACH-000866,-0.282534928631
ACH-000867,-0.122859374935
ACH-000869,-0.30018299342
ACH-000872,-0.389191585972
ACH-000873,-0.34289503693400003
ACH-000876,-0.18074183820999998
ACH-000878,-0.253164011061
ACH-000880,-0.34450753371200005
ACH-000881,-0.045494529076
ACH-000882,-0.0485642552762
ACH-000884,-0.036993380856
ACH-000885,-0.234911132088
ACH-000887,-0.0247327236387
ACH-000888,-0.171996122823
ACH-000889,0.0108437753883
ACH-000890,-0.110022997716
ACH-000896,-0.226643549307
ACH-000898,-0.23683667932900002
ACH-000900,-0.40551343666
ACH-000901,-0.357164771495
ACH-000905,0.00777662530822
ACH-000906,-0.315061892752
ACH-000907,-0.186514858074
ACH-000910,-0.0688456091562
ACH-000911,-0.376945082968
ACH-000912,-0.11790618072100001
ACH-000913,-0.32900047406800004
ACH-000915,0.015284458689299998
ACH-000916,-0.294908945467
ACH-000917,-0.34952135186300004
ACH-000921,-0.0119971579569
ACH-000924,-0.0903906549161
ACH-000926,-0.0616628070782
ACH-000928,-0.34257110044100003
ACH-000929,-0.38959852522699995
ACH-000932,-0.501747197831
ACH-000935,-0.26473330148
ACH-000936,-0.144302205123
ACH-000937,-0.461642964427
ACH-000938,0.152897141978
ACH-000939,0.432074761791
ACH-000941,-0.198272546817
ACH-000943,-0.26191488410999997
ACH-000946,-0.273583427966
ACH-000947,-0.248600612864
ACH-000948,-0.14691041427
ACH-000950,-0.132081572113
ACH-000953,-0.051041360450999995
ACH-000957,-0.126141308864
ACH-000958,-0.46413682001699996
ACH-000960,-0.07594417167430001
ACH-000963,-0.153364063531
ACH-000968,0.0165984408444
ACH-000969,-0.117165164071
ACH-000973,-0.402014120094
ACH-000974,-0.21972567057700002
ACH-000975,-0.238940306005
ACH-000976,-0.244004380512
ACH-000978,-0.0982227178715
ACH-000980,-0.135162478122
ACH-000984,-0.506063658099
ACH-000986,-0.253293499965
ACH-000988,-0.182069319023
ACH-000993,-0.345292123204
ACH-000994,-0.44482722163599997
ACH-000996,-0.432202408339
ACH-001001,-0.0516265830423
ACH-001020,-0.0742660589046
ACH-001028,0.044305289943900004
ACH-001031,-0.774306564791
ACH-001038,-0.188304553231
ACH-001048,-0.289868042334
ACH-001050,0.07084609583599999
ACH-001053,-0.0564730396305
ACH-001054,-0.26749565422
ACH-001061,0.0407580811012
ACH-001067,-0.00848734070528
ACH-001075,-0.103777910378
ACH-001096,0.038619461021
ACH-001128,0.745185614155
ACH-001134,-0.52018640999
ACH-001151,-0.294637584084
ACH-001163,-0.550024060531
ACH-001164,-0.26783210313
ACH-001173,-0.0653200346067
ACH-001183,-0.10620189806399999
ACH-001184,-0.37139340034900004
ACH-001190,0.04976823303880001
ACH-001192,-0.039063765749199994
ACH-001193,-0.00488256184428
ACH-001196,-0.155273391858
ACH-001197,-0.359128248539
ACH-001205,-0.26515345208
ACH-001211,-0.105436039984
ACH-001212,-0.411287984882
ACH-001228,-0.18703422769900002
ACH-001232,-0.148553158775
ACH-001239,-0.0657847029171
ACH-001274,0.21344562829799998
ACH-001275,-0.291985036445
ACH-001277,-0.20202161394200002
ACH-001278,-0.568066803745
ACH-001280,-0.0281797681127
ACH-001283,0.010082003924
ACH-001289,-0.281825992835
ACH-001295,-0.048678976285100005
ACH-001300,0.0592309800908
ACH-001301,-0.325464499665
ACH-001302,-0.5930288801870001
ACH-001303,0.390870553693
ACH-001306,-0.08400261572289999
ACH-001318,-0.151695322339
ACH-001322,-0.337237460841
ACH-001328,0.155554762086
ACH-001332,-0.493592088088
ACH-001333,-0.281826926502
