,PHIP (55023)
ACH-001336,-0.133022131306
ACH-001340,-0.33397602161
ACH-001346,-0.192814653302
ACH-001353,-0.0826601476224
ACH-001354,-0.113702707971
ACH-001367,-0.0625827093863
ACH-001368,-0.18318650120299998
ACH-001374,-0.356632391434
ACH-001375,0.0650214504696
ACH-001377,0.053163062059199996
ACH-001380,-0.26057250906199997
ACH-001391,-0.162915698056
ACH-001407,-0.400591929466
ACH-001408,-0.338297360919
ACH-001413,-0.0742215840013
ACH-001430,-0.298186496923
ACH-001431,-0.00600079444621
ACH-001450,0.0133561488249
ACH-001496,0.013049899328900001
ACH-001500,-0.16930268429200002
ACH-001521,0.057788711454
ACH-001523,-0.23816145288499999
ACH-001532,-0.606120544752
ACH-001536,-0.0898859031748
ACH-001550,0.0653693380071
ACH-001552,-0.172591719233
ACH-001554,-0.255487273515
ACH-001645,-0.104208104383
ACH-001654,-0.05210540742190001
ACH-001715,-0.23716664255699998
ACH-001735,-0.14374703488600002
ACH-001736,0.136153323982
ACH-001737,-0.337586760277
ACH-001740,-0.0866882840133
ACH-001745,-0.108488365432
ACH-001750,-0.17551152254799998
ACH-001765,-0.085493741812
ACH-001956,0.042871018270800004
ACH-001957,-0.247930686123
