,ARL2BP (23568)
ACH-000004,-0.09224658120349999
ACH-000007,0.0550883576705
ACH-000009,-0.115334732408
ACH-000011,0.15326902024800002
ACH-000012,-0.113850810264
ACH-000013,0.038428964933699995
ACH-000014,-0.15483799324
ACH-000015,0.285970181576
ACH-000017,-0.159708277545
ACH-000018,-0.132986071559
ACH-000019,-0.166443452726
ACH-000021,-0.0534892212415
ACH-000022,0.111075373054
ACH-000025,-0.0035384309993099997
ACH-000028,-0.07967682150210001
ACH-000030,0.0246467727105
ACH-000035,-0.264686199888
ACH-000036,-0.12132504833499999
ACH-000037,-0.510628481754
ACH-000039,-0.029432229428500004
ACH-000040,-0.19254115372400002
ACH-000041,-0.0143625988321
ACH-000042,-0.179067662903
ACH-000045,0.0744429240782
ACH-000047,-0.168558615369
ACH-000052,-0.118481791611
ACH-000053,-0.07810134854669999
ACH-000054,-0.105434731445
ACH-000055,0.0328423336591
ACH-000060,-0.07219395355439999
ACH-000067,-0.0823266898993
ACH-000070,0.21203191375100003
ACH-000075,-0.653381797596
ACH-000078,-0.0739864364687
ACH-000082,-0.0665483376176
ACH-000085,0.235176569973
ACH-000086,-0.13160468469699999
ACH-000087,-0.0305523604464
ACH-000092,-0.0625877024186
ACH-000095,-0.0270578878618
ACH-000097,-0.214962264755
ACH-000098,-0.0376734832239
ACH-000099,-0.277029523272
ACH-000108,0.04293286617869999
ACH-000113,-0.17310041185
ACH-000115,0.130512010461
ACH-000116,0.055911006431
ACH-000118,-0.12308193632999999
ACH-000120,-0.207482998303
ACH-000123,0.07576917085410001
ACH-000127,-0.0387539331717
ACH-000128,0.061878188347
ACH-000132,-0.39939073583000007
ACH-000133,-0.12996922677300002
ACH-000137,-0.101466144389
ACH-000138,-0.178166199892
ACH-000142,0.0803012864681
ACH-000143,0.0495970222554
ACH-000146,0.114026506325
ACH-000148,-0.08547192690479999
ACH-000150,-0.00637230126653
ACH-000152,-0.153050369958
ACH-000153,0.0919325672359
ACH-000159,-0.121910185228
ACH-000160,0.23974378052700002
ACH-000163,0.18986741815000002
ACH-000167,0.31861427439199996
ACH-000168,-0.16092400259700002
ACH-000169,0.125126999765
ACH-000178,-0.0046244395268000005
ACH-000182,-0.09159108355830001
ACH-000183,0.110067724374
ACH-000188,-0.0459339249423
ACH-000189,0.21614535591200001
ACH-000190,0.18841299610599999
ACH-000198,0.06600868692169999
ACH-000204,-0.34720576575400003
ACH-000206,-0.119080986555
ACH-000207,0.098996836369
ACH-000211,-0.063117784298
ACH-000215,-0.011451843152000001
ACH-000221,0.0246174020335
ACH-000222,-0.18313212971
ACH-000223,-0.351223083416
ACH-000226,-0.0935742100565
ACH-000227,-0.293990713162
ACH-000228,-0.007178491618939999
ACH-000231,0.039318775648199994
ACH-000232,-0.10069309681399999
ACH-000233,0.0073804919543999994
ACH-000234,-0.048706493515099994
ACH-000235,-0.144964661762
ACH-000237,-0.166027487281
ACH-000238,-0.00669780589908
ACH-000243,-0.203971763457
ACH-000244,-0.153717662437
ACH-000246,-0.175539500645
ACH-000248,-0.116654385737
ACH-000250,-0.0336963142708
ACH-000251,0.091500807771
ACH-000253,0.023277753512900002
ACH-000255,-0.134216877169
ACH-000256,0.103287906264
ACH-000257,-0.108006734587
ACH-000258,-0.09042546143680001
ACH-000259,-0.138824989647
ACH-000260,0.0062923152408800006
ACH-000261,-0.236461015521
ACH-000262,-0.389502026565
ACH-000263,-0.0913782953557
ACH-000264,-0.220968060856
ACH-000265,0.06790131235460001
ACH-000266,-0.286593397275
ACH-000272,-0.116932545513
ACH-000273,-0.1753283718
ACH-000274,0.0147746665958
ACH-000277,0.133965491247
ACH-000278,-0.00914525418709
ACH-000279,0.10318109703400001
ACH-000280,0.1589833324
ACH-000281,-0.217892539285
ACH-000288,-0.208990046438
ACH-000291,0.0800068784795
ACH-000293,-0.0907778650127
ACH-000294,0.182976498792
ACH-000295,-0.023802551841
ACH-000296,-0.228267592946
ACH-000302,-0.0623767534569
ACH-000304,0.0898640238699
ACH-000307,0.0788566199473
ACH-000308,-0.0752187393111
ACH-000310,-0.112725340769
ACH-000311,-0.149971237391
ACH-000312,-0.185074755565
ACH-000315,0.266217376089
ACH-000316,-0.0479501527827
ACH-000317,0.10495502098300001
ACH-000318,-0.0526575297134
ACH-000319,-0.254112736777
ACH-000320,-0.461582245237
ACH-000322,-0.422600740445
ACH-000323,0.0771089133491
ACH-000324,0.0069556399392899995
ACH-000329,-0.185462996908
ACH-000330,-0.108608820066
ACH-000331,-0.0916654019666
ACH-000332,-0.053679514827899996
ACH-000334,0.0179984548395
ACH-000335,-0.0382874380382
ACH-000336,-0.196500552872
ACH-000337,-0.40542818363099997
ACH-000339,-0.0418332331162
ACH-000341,-0.0337503377525
ACH-000348,-0.142584977201
ACH-000350,0.11086686858799999
ACH-000352,-0.0464051006138
ACH-000356,-0.14208071930900001
ACH-000361,0.0379282226959
ACH-000362,0.0890190171972
ACH-000363,-0.00208961341348
ACH-000364,-0.14939828328500002
ACH-000365,-0.0258609820016
ACH-000366,0.0757220496901
ACH-000368,-0.187213688096
ACH-000374,-0.129772002097
ACH-000375,-0.08641513533739999
ACH-000376,0.175145662874
ACH-000381,-0.118206403894
ACH-000383,-0.056060498201900004
ACH-000387,0.0705599452503
ACH-000389,-0.131904196725
ACH-000390,-0.141467435482
ACH-000393,-0.14957350910999997
ACH-000395,-0.186615212471
ACH-000397,-0.0662192965467
ACH-000401,0.012173005967700002
ACH-000402,-0.273075055813
ACH-000403,-0.18793040649
ACH-000404,0.10726862256200001
ACH-000406,-0.0218397136075
ACH-000407,-0.10102173887499999
ACH-000408,0.132002345203
ACH-000410,-0.0907269595761
ACH-000411,-0.49116519690899996
ACH-000414,-0.17882518339499998
ACH-000415,0.08694464677819999
ACH-000416,-0.048796463833499996
ACH-000420,0.061958022942699996
ACH-000421,0.0421178953768
ACH-000424,0.031174887813300002
ACH-000425,-0.0181175920175
ACH-000426,0.26625598739399997
ACH-000427,-0.197989334633
ACH-000433,-0.23118793937600002
ACH-000436,-0.18304928137600002
ACH-000444,-0.060354253142
ACH-000445,0.0427875604579
ACH-000448,-0.057565353004
ACH-000450,0.0575302066716
ACH-000452,0.018428178857599998
ACH-000454,-0.00667145945893
ACH-000458,0.188036609107
ACH-000459,0.250969814899
ACH-000460,-0.19310472840300003
ACH-000461,0.07618376533610001
ACH-000463,-0.325997408847
ACH-000464,-0.161521834882
ACH-000466,-0.20319901465799997
ACH-000467,-0.21918930553399998
ACH-000468,0.241428752276
ACH-000469,-0.018539451487599997
ACH-000470,0.0192248618508
ACH-000471,-0.0996367291158
ACH-000472,-0.12456886374399999
ACH-000473,0.211839516938
ACH-000475,-0.0810968371836
ACH-000476,-0.104065411412
ACH-000477,0.0419442109722
ACH-000480,7.38384446278e-05
ACH-000481,0.0520605597018
ACH-000483,-0.005984726168899999
ACH-000484,-0.158136045835
ACH-000485,-0.225745211105
ACH-000486,-0.215516497797
ACH-000487,0.0658260042687
ACH-000488,-0.124540010508
ACH-000490,-0.09268094544050001
ACH-000491,0.137835349348
ACH-000495,-0.038196652277599996
ACH-000496,-0.0617900480726
ACH-000499,0.0122387463965
ACH-000500,0.556323225336
ACH-000502,-0.201803671653
ACH-000503,0.137122041851
ACH-000505,-0.08929764175280001
ACH-000507,-0.170376898479
ACH-000510,0.09423123962819999
ACH-000511,-0.116276182714
ACH-000512,0.011042678741399999
ACH-000516,-0.172504922148
ACH-000517,-0.08681201615970001
ACH-000518,0.144733566773
ACH-000520,-0.31924127868
ACH-000521,-0.180047599828
ACH-000522,-0.289057412907
ACH-000524,-0.044207823054400006
ACH-000527,-0.125654587273
ACH-000528,-0.021409819590500003
ACH-000537,0.0275921524024
ACH-000541,-0.142606781917
ACH-000542,-0.138325783677
ACH-000544,0.06928643569460001
ACH-000545,-0.12319862973300001
ACH-000547,-0.057578412141000006
ACH-000548,-0.300324969174
ACH-000549,-0.22348391002700002
ACH-000550,-0.222667922131
ACH-000552,0.017155195992
ACH-000556,-0.105376791668
ACH-000557,0.106064079432
ACH-000570,0.0569203218513
ACH-000571,-0.129837119345
ACH-000573,-0.01605930455
ACH-000576,0.0183744145531
ACH-000580,0.0928417038493
ACH-000584,0.0466929092237
ACH-000585,-0.061302256548499995
ACH-000588,-0.00438155791783
