,HADHB (3032)
ACH-000004,0.00557948632276
ACH-000007,0.037171568450800004
ACH-000009,-0.142646403003
ACH-000011,-0.0682317559069
ACH-000012,-0.00271602438134
ACH-000013,-0.0786899146606
ACH-000014,-0.206286606077
ACH-000015,-0.117254219702
ACH-000017,-0.09491870784489999
ACH-000018,-0.15156983453
ACH-000019,0.0023586701375799997
ACH-000021,0.0285183611235
ACH-000022,-0.1297232017
ACH-000025,-0.151680425969
ACH-000028,-0.403288637663
ACH-000030,-0.0299957518192
ACH-000035,-0.200645535398
ACH-000036,0.004992534739380001
ACH-000037,0.040675602269
ACH-000039,-0.202516483292
ACH-000040,-0.0195870311618
ACH-000041,-0.185643015974
ACH-000042,0.0713087656686
ACH-000045,0.22094142307300002
ACH-000047,-0.18086587074299998
ACH-000052,0.0379467514652
ACH-000053,0.0119265585632
ACH-000054,0.00887376079319
ACH-000055,-0.210845919771
ACH-000060,0.013536988547399998
ACH-000067,0.122529859813
ACH-000070,0.106294077918
ACH-000075,0.10426403778799999
ACH-000078,-0.204013891096
ACH-000082,0.170886443202
ACH-000085,-0.052909550203099995
ACH-000086,-0.0231351146888
ACH-000087,0.220777713603
ACH-000092,-0.145473302588
ACH-000095,0.011955951049799999
ACH-000097,-0.104814951876
ACH-000098,-0.008118169039379999
ACH-000099,-0.0678631808487
ACH-000108,-0.0817262621152
ACH-000113,-0.296224155797
ACH-000115,-0.0590134696902
ACH-000116,-0.274604054981
ACH-000118,-0.046424798689
ACH-000120,-0.0965921325282
ACH-000123,-0.04914860251
ACH-000127,-0.09781844315860001
ACH-000128,0.12299489880799999
ACH-000132,-0.143810485213
ACH-000133,0.041122642580499996
ACH-000137,-0.0784604868041
ACH-000138,-0.145384479265
ACH-000142,-0.0651964359298
ACH-000143,-0.0317656601388
ACH-000146,-0.256976907677
ACH-000148,0.0562883582917
ACH-000150,-0.021364724487099997
ACH-000152,-0.137667680627
ACH-000153,0.0009016412985179999
ACH-000159,-0.184423190615
ACH-000160,-0.0339238938941
ACH-000163,-0.0051309169911699995
ACH-000167,0.0344956058631
ACH-000168,-0.0903111948037
ACH-000169,0.0506759581345
ACH-000178,-0.008885344754290002
ACH-000182,-0.08539773627419998
ACH-000183,-0.15731525300000002
ACH-000188,0.141951483945
ACH-000189,-0.24907887484000002
ACH-000190,0.014305955983599999
ACH-000198,0.08560459371960001
ACH-000204,0.08519766417480001
ACH-000206,-0.141338647605
ACH-000207,-0.0328782767645
ACH-000211,0.0450651125644
ACH-000215,-0.161811372064
ACH-000221,-0.144651470093
ACH-000222,-0.132763891717
ACH-000223,-0.142483260246
ACH-000226,-0.09743534678960002
ACH-000227,-0.315499524686
ACH-000228,-0.0072348581854899995
ACH-000231,-0.032647170814799994
ACH-000232,-0.102891740785
ACH-000233,0.0149546001413
ACH-000234,0.08147131626160001
ACH-000235,-0.0624211644168
ACH-000237,0.127546747889
ACH-000238,-0.38379067836400005
ACH-000243,-0.238237138215
ACH-000244,0.0178189894766
ACH-000246,0.00190339359215
ACH-000248,0.0564242930243
ACH-000250,-0.038184213112199994
ACH-000251,0.0251305840624
ACH-000253,-0.0172980309212
ACH-000255,0.0955552100416
ACH-000256,-0.0247700413865
ACH-000257,-0.075745283137
ACH-000258,-0.214295486079
ACH-000259,-0.374601926224
ACH-000260,-0.0111420318958
ACH-000261,-0.0821516693687
ACH-000262,0.060759853271199996
ACH-000263,-0.0236704888484
ACH-000264,-0.0452532838705
ACH-000265,-0.0530378407544
ACH-000266,-0.0764241845665
ACH-000272,-0.168590158042
ACH-000273,-0.0103156938279
ACH-000274,-0.150486132331
ACH-000277,-0.30954954115600003
ACH-000278,0.00809075072872
ACH-000279,-0.00360812431058
ACH-000280,0.1631407998
ACH-000281,-0.362868348957
ACH-000288,-0.0744437441595
ACH-000291,-0.135060702492
ACH-000293,-0.142444088549
ACH-000294,0.08932746329060001
ACH-000295,-0.148544301871
ACH-000296,-0.152863749265
ACH-000302,0.0180740028464
ACH-000304,0.25071074501400004
ACH-000307,0.0175324419937
ACH-000308,0.0962279554388
ACH-000310,-0.21748784848400002
ACH-000311,-0.0530141319938
ACH-000312,-0.112441343667
ACH-000315,0.10641712156500001
ACH-000316,0.018408592858799998
ACH-000317,-0.143673151674
ACH-000318,0.036492747969
ACH-000319,0.13889532238500002
ACH-000320,0.22030432625100002
ACH-000322,0.0418379350336
ACH-000323,-0.16010888513
ACH-000324,-0.0563802919197
ACH-000329,0.19406813036200002
ACH-000330,-0.0710373652555
ACH-000331,-0.278197772096
ACH-000332,-0.067073087903
ACH-000334,-0.13614926756100001
ACH-000335,-0.22699397565999999
ACH-000336,0.18921691298300003
ACH-000337,-0.220109098193
ACH-000339,0.113092793977
ACH-000341,-0.23178449687600003
ACH-000348,-0.101005316515
ACH-000350,-0.07923296110849999
ACH-000352,-0.053584139242400006
ACH-000356,-0.00019414034062400002
ACH-000361,-0.19394747651099997
ACH-000362,-0.20004144082400002
ACH-000363,0.0682852676085
ACH-000364,-0.168772715753
ACH-000365,0.08770263075380001
ACH-000366,0.0656768944616
ACH-000368,0.181656108387
ACH-000374,-0.0903087584118
ACH-000375,-0.258119891298
ACH-000376,-0.174941880766
ACH-000381,-0.29389899309399997
ACH-000383,-0.0633396802274
ACH-000387,-0.145502696244
ACH-000389,-0.236516257137
ACH-000390,-0.11205835604900001
ACH-000393,0.14593782774800002
ACH-000395,-0.0359105939645
ACH-000397,-0.0191950857583
ACH-000401,0.030094310351
ACH-000402,-0.487031990461
ACH-000403,-0.058809143983500005
