,GARS (2617)
ACH-000004,-1.16482887943
ACH-000007,-0.7770648494399999
ACH-000009,-0.979641293999
ACH-000011,-0.956805641289
ACH-000012,-1.08279492605
ACH-000013,-1.31183508005
ACH-000014,-1.2802613657700002
ACH-000015,-1.2463342349700002
ACH-000017,-0.9556646113580001
ACH-000018,-1.19709944357
ACH-000019,-0.932124159511
ACH-000021,-1.01427301168
ACH-000022,-1.17192331727
ACH-000025,-0.9787738183329999
ACH-000028,-1.02485618881
ACH-000030,-0.963084298107
ACH-000035,-1.19038080851
ACH-000036,-0.953618807641
ACH-000037,-0.268316750735
ACH-000039,-1.4251068241299998
ACH-000040,-1.16824355172
ACH-000041,-1.59017905029
ACH-000042,-1.09075910304
ACH-000045,-1.2313395130299998
ACH-000047,-1.05121407471
ACH-000052,-1.05358984363
ACH-000053,-1.19027529425
ACH-000054,-1.1190318151899998
ACH-000055,-1.1683118835500002
ACH-000060,-1.1311125872299999
ACH-000067,-1.10386023862
ACH-000070,-1.32987819431
ACH-000075,-1.10994442559
ACH-000078,-1.2549946055399999
ACH-000082,-1.5650529146599998
ACH-000085,-1.02870490226
ACH-000086,-0.925175603455
ACH-000087,-1.15302090674
ACH-000092,-0.8875178782950001
ACH-000095,-1.21595262324
ACH-000097,-1.16200641544
ACH-000098,-1.15107836242
ACH-000099,-1.1408891017799998
ACH-000108,-0.9754613894799999
ACH-000113,-1.06960774689
ACH-000115,-1.90851785789
ACH-000116,-1.24083671404
ACH-000118,-1.0779580629799999
ACH-000120,-1.3231596822799998
ACH-000123,-1.1703649356
ACH-000127,-1.23449956452
ACH-000128,-1.46960321676
ACH-000132,-1.07137575359
ACH-000133,-0.969200038276
ACH-000137,-0.8633290968809999
ACH-000138,-1.31040245922
ACH-000142,-0.9080283868060001
ACH-000143,-0.958632754878
ACH-000146,-1.2343604939700001
ACH-000148,-1.31859459276
ACH-000150,-0.978325656221
ACH-000152,-1.01903360861
ACH-000153,-1.26954476452
ACH-000159,-0.95109193009
ACH-000160,-1.7277000980000001
ACH-000163,-1.25757519103
ACH-000167,-1.7152770754299997
ACH-000168,-1.0037102962
ACH-000169,-0.993912250811
ACH-000178,-1.0220041877700001
ACH-000182,-1.0930633192299999
ACH-000183,-0.7700593953650001
ACH-000188,-1.02442802793
ACH-000189,-0.811406447802
ACH-000190,-1.17596865773
ACH-000198,-1.03737640485
ACH-000204,-1.26014831169
ACH-000206,-1.44982381164
ACH-000207,-1.43184863616
ACH-000211,-1.17220390086
ACH-000215,-0.967950263563
ACH-000221,-1.14680792114
ACH-000222,-1.2065399023899999
ACH-000223,-1.15965703754
ACH-000226,-0.985284638751
ACH-000227,-1.1412713481899999
ACH-000228,-1.28175433951
ACH-000231,-0.9380366957449999
ACH-000232,-1.15941170879
ACH-000233,-1.23194590848
ACH-000234,-1.2381727476100002
ACH-000235,-1.20856649538
ACH-000237,-1.0
ACH-000238,-1.2652169515
ACH-000243,-1.02882449589
ACH-000244,-1.23121849755
ACH-000246,-1.1674985318200002
ACH-000248,-1.04414718112
ACH-000250,-1.06783367842
ACH-000251,-0.935834028468
ACH-000253,-1.1391438759799999
ACH-000255,-0.733356604445
ACH-000256,-1.08319644164
ACH-000257,-1.42243478791
ACH-000258,-0.813098913574
ACH-000259,-1.11374992487
ACH-000260,-1.0533476127399999
ACH-000261,-0.9340763666040001
ACH-000262,-0.6594637854609999
ACH-000263,-1.00913406363
ACH-000264,-1.1398182767799998
ACH-000265,-1.2039002568100001
ACH-000266,-1.04746569455
ACH-000272,-1.05684244157
ACH-000273,-0.886708554175
ACH-000274,-1.31945334184
ACH-000277,-1.22845097521
ACH-000278,-1.0221434383499999
ACH-000279,-1.1132740034100002
ACH-000280,-1.13786084745
ACH-000281,-1.00530888678
ACH-000288,-1.20950148502
ACH-000291,-1.36641948335
ACH-000293,-0.9682281080859999
ACH-000294,-1.44389772009
ACH-000295,-1.20469661311
ACH-000296,-0.972567913703
ACH-000302,-1.24329253912
ACH-000304,-0.8103825910340001
ACH-000307,-0.925053117845
ACH-000308,-1.1963751982200002
ACH-000310,-1.5548294653499999
ACH-000311,-1.10646626477
ACH-000312,-1.42447440027
ACH-000315,-0.8726605475239999
ACH-000316,-0.954528390045
ACH-000317,-0.7161045925589999
ACH-000318,-1.05008067249
ACH-000319,-0.826810206711
ACH-000320,-1.41284203477
ACH-000322,-1.1314871688500001
ACH-000323,-1.03357528326
ACH-000324,-1.2328645292
ACH-000329,-1.35507247417
ACH-000330,-1.3670616963799997
ACH-000331,-1.08746420298
ACH-000332,-0.8211911521940001
ACH-000334,-1.2482642236100001
ACH-000335,-0.887825346068
ACH-000336,-1.15750590218
ACH-000337,-0.8724999473139999
ACH-000339,-1.1064944739700002
ACH-000341,-1.37039299808
ACH-000348,-1.2958838742799998
ACH-000350,-1.46358715971
ACH-000352,-1.28801711743
ACH-000356,-1.02873720424
ACH-000361,-1.1664164240000001
ACH-000362,-1.1696157360600001
ACH-000363,-1.03408219354
ACH-000364,-1.23481531931
ACH-000365,-1.1846545502099999
ACH-000366,-1.22706422449
ACH-000368,-0.90309195567
ACH-000374,-1.29961119472
ACH-000375,-0.907224843191
ACH-000376,-1.17033677645
ACH-000381,-1.0536114006
ACH-000383,-1.34186046126
ACH-000387,-1.1552532797
ACH-000389,-0.821288751688
ACH-000390,-1.31837534387
ACH-000393,-1.39771444212
ACH-000395,-1.6128134502200002
ACH-000397,-1.0482089505399999
ACH-000401,-1.06876426642
ACH-000402,-1.3250005458
ACH-000403,-1.15450710517
ACH-000404,-1.26084952577
ACH-000406,-1.1323979255299998
ACH-000407,-1.02450150299
ACH-000408,-1.1137692470899998
ACH-000410,-1.06827859062
ACH-000411,-0.9342277541830001
ACH-000414,-1.5333325710299999
ACH-000415,-1.37039436049
ACH-000416,-0.937049906107
ACH-000420,-1.1625992575700002
ACH-000421,-1.1024105001200002
ACH-000424,-1.27033865034
ACH-000425,-0.9851464128949999
ACH-000426,-0.836736879669
ACH-000427,-1.27522634954
ACH-000433,-1.06649462454
ACH-000436,-0.927714959181
ACH-000444,-1.0880983018100001
ACH-000445,-0.7103062529359999
ACH-000448,-0.961102777259
ACH-000450,-1.48576063553
ACH-000452,-1.24304041373
ACH-000454,-0.908522509988
ACH-000458,-1.13967053778
ACH-000459,-0.569303300651
ACH-000460,-1.05244281394
ACH-000461,-1.2871423555500001
ACH-000463,-1.17037233869
ACH-000464,-1.3626863338600002
ACH-000466,-1.07641108045
ACH-000467,-1.1896371570200002
ACH-000468,-1.29085665418
ACH-000469,-1.0907806701
ACH-000470,-1.1321998055
ACH-000471,-1.09142009831
ACH-000472,-1.33614364419
ACH-000473,-1.1277687245499999
ACH-000475,-1.21377677135
ACH-000476,-1.17241885515
ACH-000477,-1.3510973499
ACH-000480,-1.3742341901700001
ACH-000481,-0.957069303781
ACH-000483,-1.20070205532
ACH-000484,-0.705778115863
ACH-000485,-1.19966913521
ACH-000486,-1.15186742093
ACH-000487,-1.33884692037
ACH-000488,-1.05738053434
ACH-000490,-1.25663558819
ACH-000491,-1.3875340089200001
ACH-000495,-0.753106778432
ACH-000496,-1.0490048714
ACH-000499,-0.7985720876260001
ACH-000500,-0.9263581570999999
ACH-000502,-1.4138090573700002
ACH-000503,-0.9706068148450001
ACH-000505,-1.25947896754
ACH-000507,-1.1557087395
ACH-000510,-1.21243956136
ACH-000511,-0.979986223163
ACH-000512,-1.05800054141
ACH-000516,-1.25549282809
ACH-000517,-0.9211365443089999
ACH-000518,-1.12417249392
ACH-000520,-0.9643641137119999
ACH-000521,-1.32081193989
ACH-000522,-1.22765096335
ACH-000524,-1.5311895143599998
ACH-000527,-1.0046124059100001
ACH-000528,-1.1531597614799998
ACH-000537,-0.976265964287
ACH-000541,-0.935197650204
ACH-000542,-1.18242467661
ACH-000544,-0.990793475608
ACH-000545,-1.32737043055
ACH-000547,-1.14271741533
ACH-000548,-1.0521820243
ACH-000549,-1.08789911516
ACH-000550,-1.23647353705
ACH-000552,-1.03087173611
ACH-000556,-1.24315026711
ACH-000557,-1.8142904801099997
ACH-000570,-0.844485435244
ACH-000571,-1.68392609926
ACH-000573,-1.1269033455
ACH-000576,-1.02107489616
ACH-000580,-1.21313857318
ACH-000584,-1.32472966998
ACH-000585,-1.23165753843
ACH-000588,-1.28089964581
ACH-000589,-1.20960326964
ACH-000591,-0.8467073472550001
ACH-000593,-1.33954203456
ACH-000600,-1.0789506741
ACH-000601,-1.0279472660299998
ACH-000604,-1.62044460543
ACH-000605,-1.23622941756
ACH-000606,-1.14191833124
ACH-000608,-0.8478990709020001
ACH-000614,-1.51392037681
ACH-000616,-1.4093535054100002
ACH-000618,-1.04668481094
ACH-000619,-1.06756337223
ACH-000620,-1.22250589317
ACH-000621,-1.19361691513
ACH-000622,-1.34328646616
ACH-000623,-1.15114573724
ACH-000624,-1.1278631346999999
ACH-000627,-1.05711448433
ACH-000630,-1.1350457093700002
ACH-000632,-1.54049203969
ACH-000633,-1.0127195328799998
ACH-000637,-1.2633147275499998
ACH-000638,-1.07703307466
ACH-000646,-1.17924428237
ACH-000647,-0.883558434046
ACH-000648,-0.955657705986
ACH-000649,-1.01390527547
ACH-000651,-1.31509791238
ACH-000652,-1.0559149165700001
ACH-000653,-1.10432622712
ACH-000657,-1.26234215755
ACH-000658,-1.1829224891299999
ACH-000661,-1.35369063204
ACH-000662,-0.899629326012
ACH-000663,-1.26614281418
ACH-000665,-0.9436379845739999
ACH-000671,-1.0
ACH-000673,-1.03225813974
ACH-000676,-1.17152823837
ACH-000677,-1.2591211722
ACH-000681,-1.16706200734
ACH-000682,-1.0971458845
ACH-000683,-1.3841815936300002
ACH-000684,-1.27353924669
ACH-000688,-1.01670043991
ACH-000693,-0.8996612515350001
ACH-000694,-1.25854681359
ACH-000695,-1.11317404821
ACH-000696,-1.2431561925
ACH-000697,-0.873166357863
ACH-000699,-1.42143515456
ACH-000701,-0.7845345420209999
ACH-000706,-1.19794134755
ACH-000711,-1.07075267583
ACH-000713,-1.24531478415
ACH-000714,-1.0334815235500001
ACH-000718,-1.11722285028
ACH-000720,-1.05947661144
ACH-000721,-1.06800232716
ACH-000724,-1.03792796656
ACH-000725,-0.8761982845909999
ACH-000732,-1.22701057713
ACH-000734,-1.25647661235
ACH-000735,-1.11539461983
ACH-000736,-1.0474114261299998
ACH-000738,-0.8894622564519999
ACH-000746,-1.13576212221
ACH-000747,-1.21750276332
ACH-000748,-1.29255737329
ACH-000753,-1.4226785985100001
ACH-000756,-0.8295681030600001
ACH-000757,-1.1829855863
ACH-000758,-0.982202500616
ACH-000760,-1.1805916323399999
ACH-000763,-1.1207386631899998
ACH-000764,-1.07771301725
ACH-000765,-1.19867639332
ACH-000766,-1.05072365665
ACH-000767,-1.4104336405700002
ACH-000768,-0.9266747363400001
ACH-000769,-1.07895788785
ACH-000770,-1.2840447283499998
ACH-000771,-0.976687904067
ACH-000773,-0.99599842843
ACH-000776,-1.04798065108
ACH-000777,-1.2009215333
ACH-000778,-2.21014498411
ACH-000781,-1.09664935642
ACH-000782,-1.51031810803
ACH-000783,-1.3387896100399999
ACH-000784,-1.09435614643
ACH-000785,-0.966148541775
ACH-000787,-1.10857907005
