,MRPL1 (65008)
ACH-000004,-0.45239034059100003
ACH-000007,-0.585680045681
ACH-000009,-0.387889323739
ACH-000011,-0.13106213701400002
ACH-000012,-0.363784510153
ACH-000013,-0.441405644419
ACH-000014,-0.41440455299400003
ACH-000015,-0.562821185584
ACH-000017,-0.427987267029
ACH-000018,-0.264949819317
ACH-000019,-0.52728074455
ACH-000021,-0.459692022073
ACH-000022,-0.692320747191
ACH-000025,-0.384820792702
ACH-000028,-0.786299850337
ACH-000030,-0.342845099147
ACH-000035,-0.526400597441
ACH-000036,-0.20645588701099998
ACH-000037,-0.5976617784699999
ACH-000039,-0.523234358847
ACH-000040,-0.232945470424
ACH-000041,-0.399646889907
ACH-000042,-0.530262661179
ACH-000045,-0.239889736849
ACH-000047,-0.314420018958
ACH-000052,-0.372423717875
ACH-000053,-0.287397464603
ACH-000054,-0.533010191964
ACH-000055,-0.271570395526
ACH-000060,-0.594746748604
ACH-000067,-0.474183438025
ACH-000070,-0.541119365708
ACH-000075,-0.49728609442500005
ACH-000078,-0.5399341400909999
ACH-000082,-0.401983083156
ACH-000085,-0.491925573014
ACH-000086,-0.42749939162699996
ACH-000087,-0.589656698475
ACH-000092,-0.36353411491300003
ACH-000095,-0.291108402552
ACH-000097,-0.512676491574
ACH-000098,-0.336583534578
ACH-000099,-0.542975793603
ACH-000108,-0.399050421928
ACH-000113,-0.848891049213
ACH-000115,-0.042630055287699996
ACH-000116,-0.47225920123000004
ACH-000118,-0.6486682704300001
ACH-000120,-0.330823897556
ACH-000123,-0.520322749825
ACH-000127,-0.504056437928
ACH-000128,-0.740255632687
ACH-000132,-0.394269802375
ACH-000133,-0.545437329434
ACH-000137,-0.575793983073
ACH-000138,-0.291070633786
ACH-000142,-0.42082968880800004
ACH-000143,-0.582882175068
ACH-000146,-0.327019220815
ACH-000148,-0.433914202505
ACH-000150,-0.6296140074350001
ACH-000152,-0.387834701743
ACH-000153,-0.543694094843
ACH-000159,-0.560975782535
ACH-000160,-0.779015186381
ACH-000163,-0.383565289039
ACH-000167,-0.53459371013
ACH-000168,-0.196336350972
ACH-000169,-0.340369212616
ACH-000178,-0.28787389816
ACH-000182,-0.5602553998650001
ACH-000183,-0.04914300834290001
ACH-000188,-0.382509149312
ACH-000189,-0.496888760318
ACH-000190,-0.46644111563600005
ACH-000198,-0.22023291084600002
ACH-000204,-0.762344711734
ACH-000206,-0.48781438232100005
ACH-000207,-0.597953168161
ACH-000211,-0.44205075222199997
ACH-000215,-0.368977848176
ACH-000221,-0.8803746805930001
ACH-000222,-0.311688451155
ACH-000223,-0.537212380215
ACH-000226,-0.336849269034
ACH-000227,-0.260936479167
ACH-000228,-0.6067930586860001
ACH-000231,-0.28419158716
ACH-000232,-0.526999788535
ACH-000233,-0.455475708609
ACH-000234,-0.347248461155
ACH-000235,-0.288136980386
ACH-000237,-0.28850439943399997
ACH-000238,-0.40127834980599997
ACH-000243,-0.369039458494
ACH-000244,-0.40419769382200005
ACH-000246,-0.609382255421
