,KRCC1 (51315)
ACH-000004,-0.236368975779
ACH-000007,-0.10930298829500001
ACH-000009,-0.0799601802832
ACH-000011,-0.0427218983934
ACH-000012,-0.16832922468699998
ACH-000013,-0.0444635887176
ACH-000014,-0.12874027364
ACH-000015,-0.0703118239826
ACH-000017,-0.12208409456399999
ACH-000018,-0.11244639229100001
ACH-000019,-0.117178987673
ACH-000021,-0.12397744453500001
ACH-000022,0.0393961100764
ACH-000025,-0.276292465451
ACH-000028,-0.176206017535
ACH-000030,-0.1177599736
ACH-000035,-0.170852614239
ACH-000036,-0.15771990815099998
ACH-000037,-0.07906835125350001
ACH-000039,-0.19714824121599997
ACH-000040,-0.06436653606630001
ACH-000041,-0.16455559640200002
ACH-000042,-0.211852614824
ACH-000045,-0.0992721229919
ACH-000047,0.0233633285724
ACH-000052,-0.5307205237929999
ACH-000053,-0.0930287084331
ACH-000054,-0.20435103469000002
ACH-000055,0.126348446492
ACH-000060,-0.0636472691485
ACH-000067,-0.25769213038600003
ACH-000070,0.20979242982299998
ACH-000075,-0.330983189287
ACH-000078,0.00221504644015
ACH-000082,-0.042634184239800005
ACH-000085,-0.0171165009844
ACH-000086,-0.132477279047
ACH-000087,-0.10620227889
ACH-000092,-0.489036803722
ACH-000095,0.009315023166969999
ACH-000097,-0.11676050566
ACH-000098,-0.050041345955199996
ACH-000099,-0.0341413621129
ACH-000108,-0.05422422426469999
ACH-000113,-0.06719329122750001
ACH-000115,-0.129789078679
ACH-000116,-0.32866276817699996
ACH-000118,-0.202165297154
ACH-000120,-0.0397508984051
ACH-000123,-0.119495006941
ACH-000127,-0.0332769541948
ACH-000128,-0.17597061166499997
ACH-000132,-0.194355943852
ACH-000133,-0.173773159969
ACH-000137,-0.123821514692
ACH-000138,-0.24122191797400003
ACH-000142,0.027052014279400002
ACH-000143,-0.118331588019
ACH-000146,-0.12418811963300001
ACH-000148,0.0203330400772
ACH-000150,-0.07857890676030001
ACH-000152,-0.251784282548
ACH-000153,-0.0542289678359
ACH-000159,-0.170976823195
ACH-000160,-0.0765064654664
ACH-000163,-0.269759337757
ACH-000167,-0.19344673465599999
ACH-000168,0.028006232001299997
ACH-000169,0.045155570006
ACH-000178,0.00106943596931
ACH-000182,-0.146562421366
ACH-000183,-0.19439723623100003
ACH-000188,-0.179899303427
ACH-000189,0.197030840224
ACH-000190,-0.199314320555
ACH-000198,-0.0498454603316
ACH-000204,-0.19900425199299998
ACH-000206,0.181077440797
ACH-000207,-0.284508291832
ACH-000211,-0.10773788109600001
ACH-000215,-0.272409867642
ACH-000221,-0.300813974005
ACH-000222,0.04694751241930001
ACH-000223,-0.127622618788
ACH-000226,-0.140388825552
ACH-000227,-0.0107972927535
ACH-000228,-0.24024396077399998
ACH-000231,-0.138087213478
ACH-000232,-0.00556527487968
ACH-000233,-0.181000337606
ACH-000234,-0.109945625386
ACH-000235,-0.0257375823015
ACH-000237,-0.08563379538999999
ACH-000238,-0.0872708893339
ACH-000243,-0.08728221904780001
ACH-000244,-0.148114160538
ACH-000246,-0.151844088983
ACH-000248,-0.25167858495400003
ACH-000250,0.11749922535900001
ACH-000251,-0.10508516116399999
ACH-000253,-0.09268097439200002
ACH-000255,-0.028284310310299998
ACH-000256,-0.0898787035818
ACH-000257,0.12272400422299999
ACH-000258,-0.310865832136
ACH-000259,0.013178479170000002
ACH-000260,-0.101373382566
ACH-000261,-0.15344807532500002
ACH-000262,-0.0787395294595
ACH-000263,0.16079244297700002
ACH-000264,-0.0976589574856
ACH-000265,-0.303486142631
ACH-000266,-0.09006006401569999
ACH-000272,-0.133242780579
ACH-000273,-0.187917928688
ACH-000274,-0.0334330615034
ACH-000277,-0.159658790232
ACH-000278,-0.210294198663
ACH-000279,0.00265990099709
ACH-000280,0.0390625682735
ACH-000281,-0.08082557047069999
ACH-000288,-0.20089264924199998
ACH-000291,0.0381104460543
ACH-000293,-0.160195055709
ACH-000294,-0.155831293979
ACH-000295,-0.16412978412
ACH-000296,0.21417252033700002
ACH-000302,-0.0296322034093
ACH-000304,0.256354602321
ACH-000307,-0.126987744371
ACH-000308,-0.052443091702399997
ACH-000310,-0.0918311388287
ACH-000311,0.149518836948
ACH-000312,-0.00221064577039
ACH-000315,0.0931178844977
ACH-000316,-0.161269755258
ACH-000317,-0.127467408864
ACH-000318,-0.06101724064669999
ACH-000319,-0.16990984841499998
ACH-000320,0.0720151557295
ACH-000322,-0.054588640427699994
ACH-000323,-0.07889407801460001
ACH-000324,-0.18378223668699997
ACH-000329,0.09839069733539998
ACH-000330,-0.159331278227
ACH-000331,-0.0618108635062
ACH-000332,-0.07789360076270001
