,RSRP1 (57035)
ACH-000004,-0.203639991078
ACH-000007,-0.00621467193542
ACH-000009,0.123075474937
ACH-000011,0.11536957345200001
ACH-000012,0.217667921644
ACH-000013,-0.114408376751
ACH-000014,0.286270244789
ACH-000015,0.0799861043025
ACH-000017,-0.0405599500869
ACH-000018,0.0470330168047
ACH-000019,-0.647079387675
ACH-000021,0.0764686087715
ACH-000022,-0.0042026229598
ACH-000025,0.254261103537
ACH-000028,0.0300685831937
ACH-000030,0.17916633767700002
ACH-000035,-0.0983266881618
ACH-000036,0.07143478865189999
ACH-000037,-0.22700197897799998
ACH-000039,-0.047389443679800004
ACH-000040,-0.000533134185011
ACH-000041,-0.00854257392303
ACH-000042,0.140279574488
ACH-000045,-0.17052762196199997
ACH-000047,0.08767827051010002
ACH-000052,0.057334106854800004
ACH-000053,-0.0422352673767
ACH-000054,0.108176819285
ACH-000055,0.0886068817003
ACH-000060,0.04916659252259999
ACH-000067,-0.030518596929200004
ACH-000070,0.20792283138099998
ACH-000075,-0.0264812924206
ACH-000078,0.10821209443
ACH-000082,0.04679338128069999
ACH-000085,-0.0124087159266
ACH-000086,0.0826159936828
ACH-000087,0.0407597563806
ACH-000092,-0.0535405946021
ACH-000095,0.072138771841
ACH-000097,0.00024232781590900003
ACH-000098,-0.037284300811199995
ACH-000099,0.103627701774
ACH-000108,0.17688954091200002
ACH-000113,-0.07062743854810001
ACH-000115,0.20153057220800003
ACH-000116,0.149964782299
ACH-000118,0.16243694662
ACH-000120,-0.043288202345400005
ACH-000123,0.0532128520431
ACH-000127,-0.074640357869
ACH-000128,0.0582478389492
ACH-000132,-0.0325888454233
ACH-000133,0.08437296429739999
ACH-000137,-0.27636475943000005
ACH-000138,0.0241705231648
ACH-000142,0.34696376633299997
ACH-000143,0.0150903115757
ACH-000146,0.129561791855
ACH-000148,0.046588688923699995
ACH-000150,-0.229821253011
ACH-000152,-0.0806544067869
ACH-000153,-0.447038524158
ACH-000159,0.022105491902799996
ACH-000160,-0.10969776105799998
ACH-000163,-0.00807969929854
ACH-000167,-0.0316519416295
ACH-000168,0.10347478388499999
ACH-000169,0.0560121331881
ACH-000178,0.045903502889400004
ACH-000182,0.18989567374000002
ACH-000183,-0.121048524438
ACH-000188,0.0033994342161
ACH-000189,0.126716516916
ACH-000190,-0.316824238429
ACH-000198,0.006995631479050001
ACH-000204,0.13277098699999998
ACH-000206,-0.18942383305500002
ACH-000207,0.225946716967
ACH-000211,0.0183828319676
ACH-000215,-0.0593691812715
ACH-000221,0.300651582126
ACH-000222,0.00686000887719
ACH-000223,0.163135935904
ACH-000226,0.07727615461080001
ACH-000227,0.0956037711817
ACH-000228,-0.09612711290960001
ACH-000231,-0.021020270598900003
ACH-000232,0.201370738964
ACH-000233,-0.0666179391422
ACH-000234,0.22013605438900002
ACH-000235,0.125557412989
ACH-000237,0.0114147920441
ACH-000238,-0.12815883871
ACH-000243,0.108315068932
ACH-000244,-0.204283537134
ACH-000246,0.0341094668113
ACH-000248,-0.11955003140699999
ACH-000250,0.080296780424
ACH-000251,-0.331011078795
ACH-000253,-0.0304839125538
ACH-000255,0.08199241740669999
ACH-000256,-0.00574645967844
ACH-000257,-0.344740716045
ACH-000258,0.11427676235999999
ACH-000259,0.0421517491949
ACH-000260,0.0654448175641
ACH-000261,-0.056110169268699994
ACH-000262,-0.167644718394
ACH-000263,-0.561380323125
ACH-000264,-0.115252925942
ACH-000265,0.111020536096
ACH-000266,0.113035761629
ACH-000272,-0.16130462963300002
ACH-000273,0.204213700926
ACH-000274,-0.035047410571400005
ACH-000277,-0.00271443493838
ACH-000278,0.0652690697893
ACH-000279,0.0183424254887
ACH-000280,0.10600272317500001
ACH-000281,0.351474527624
ACH-000288,-0.016561371606000002
ACH-000291,-0.25447852048700004
ACH-000293,-0.031129904367900002
ACH-000294,0.13287504270300002
ACH-000295,0.16828370688000002
ACH-000296,-0.00657467332754
ACH-000302,0.0564273408084
ACH-000304,0.0896592289511
ACH-000307,0.17091614484
ACH-000308,0.007568999318779999
ACH-000310,-0.16637428407299998
ACH-000311,-0.133565820694
ACH-000312,0.0764442816865
ACH-000315,0.18806853551
