,NES (10763)
ACH-000783,-0.5382288539810001
ACH-000784,-0.25957527752099996
ACH-000785,-0.276707707126
ACH-000787,-0.321675562896
ACH-000788,-0.261902162875
ACH-000791,-0.380136297689
ACH-000792,-0.26712254733699997
ACH-000794,-0.161287560921
ACH-000796,-0.144226027639
ACH-000799,-0.48987212317
ACH-000800,-0.48709118606299995
ACH-000802,-0.34415812931100004
ACH-000804,-0.07601042050210001
ACH-000805,-0.291270047188
ACH-000809,-0.21790612351799998
ACH-000810,-0.390979281006
ACH-000811,-0.274378625096
ACH-000817,-0.251316942085
ACH-000819,-0.164257703695
ACH-000820,-0.461751515502
ACH-000821,-0.30438433028
ACH-000822,-0.31715986062199997
ACH-000823,-0.214792596404
ACH-000824,-0.523545771501
ACH-000827,-0.22756918246999996
ACH-000829,-0.0324476168766
ACH-000831,-0.154151149211
ACH-000832,-0.11607288331599999
ACH-000833,-0.19437137165899998
ACH-000834,-0.276983233674
ACH-000835,-0.289550933447
ACH-000836,-0.27067068791
ACH-000837,-0.176590759795
ACH-000838,-0.524755530767
ACH-000839,-0.128371604527
ACH-000840,-0.35183447698299997
ACH-000841,-0.307487928134
ACH-000843,-0.364677673419
ACH-000846,-0.278674234238
ACH-000847,-0.32877268948399996
ACH-000848,-0.08986335236680001
ACH-000849,0.029426633838900002
ACH-000851,-0.275897802317
ACH-000855,-0.324658910644
ACH-000856,-0.289838038288
ACH-000858,-0.273003987613
ACH-000859,-0.332180179237
ACH-000861,-0.394944487893
ACH-000862,-0.10709029931299999
ACH-000865,-0.364740298796
ACH-000866,-0.22758237491900002
ACH-000867,-0.300583180795
ACH-000869,-0.350694726617
ACH-000872,-0.228617462008
ACH-000873,-0.248591204648
ACH-000876,-0.19823409390299998
ACH-000878,0.0300352867041
ACH-000880,-0.062138251998100004
ACH-000881,-0.0322739464651
ACH-000882,-0.21465127465199998
ACH-000884,-0.259506443884
ACH-000885,-0.314639109023
ACH-000887,-0.243063988182
ACH-000888,-0.248770256582
ACH-000889,-0.428737397948
ACH-000890,-0.056748578696300005
ACH-000896,-0.26533293034600003
ACH-000898,-0.273906633642
ACH-000900,-0.488139232417
ACH-000901,-0.294582466132
ACH-000905,-0.359904684303
ACH-000906,-0.15760466634099998
ACH-000907,-0.284670675247
ACH-000910,-0.233791025153
ACH-000911,-0.209454931668
ACH-000912,-0.191227612946
ACH-000913,-0.34146527228600004
ACH-000915,-0.204130685926
ACH-000916,-0.0730190508853
ACH-000917,-0.301012048412
ACH-000921,-0.39314228307300003
ACH-000924,-0.33572875204400005
ACH-000926,-0.283242566368
ACH-000928,-0.313635839078
ACH-000929,-0.285293372945
ACH-000932,-0.281866913869
ACH-000935,-0.0597527718134
ACH-000936,-0.388600452726
ACH-000937,-0.273498013783
ACH-000938,-0.41231052646399996
ACH-000939,-0.358537241272
ACH-000941,-0.37191007706600004
ACH-000943,-0.278403190671
ACH-000946,-0.226571972801
ACH-000947,-0.455513328648
ACH-000948,-0.33770123267700003
ACH-000950,0.06489368752500001
ACH-000953,-0.277050302598
ACH-000957,0.0191710066337
ACH-000958,-0.137125819543
ACH-000960,-0.19068963639699998
ACH-000963,-0.068917005988
ACH-000968,-0.240295863086
ACH-000969,-0.142189758603
ACH-000973,-0.219013568515
ACH-000974,-0.251440917454
ACH-000975,-0.24319473394699997
ACH-000976,-0.206704149817
ACH-000978,-0.625498871071
ACH-000980,-0.291410084204
ACH-000984,-0.427089532148
ACH-000986,-0.346152057966
ACH-000988,-0.281839794837
ACH-000993,-0.06407945604500001
ACH-000994,-0.20564136377099998
ACH-000996,-0.141043928039
ACH-001001,-0.34530517559199997
ACH-001020,0.142640462488
ACH-001028,-0.266295898052
ACH-001031,-0.12225626805600001
ACH-001038,-0.270266487512
ACH-001048,-0.26383419989100004
ACH-001050,-0.144496855067
ACH-001053,-0.47284737650200004
ACH-001054,-0.455049679457
ACH-001061,-0.102427289412
ACH-001067,-0.14406553170800002
ACH-001075,-0.392410426015
ACH-001096,-0.43179853055600004
ACH-001128,0.110110245822
ACH-001134,-0.0677927381069
ACH-001151,-0.335514260013
ACH-001163,-0.598880632205
ACH-001164,-0.334346814608
ACH-001173,-0.110587981052
ACH-001183,-0.459683540411
ACH-001184,-0.0461076503474
ACH-001190,-0.19071147068500002
ACH-001192,-0.26769814514400003
ACH-001193,-0.247524161235
ACH-001196,0.104194068314
ACH-001197,-0.224283448952
ACH-001205,-0.26959521576900003
ACH-001211,-0.533794106422
ACH-001212,-0.486303045387
ACH-001228,-0.335542344078
ACH-001232,-0.11641609618799999
ACH-001239,-0.14548927783600002
ACH-001274,-0.112911187015
ACH-001275,-0.337937617919
ACH-001277,-0.47673697215000005
ACH-001278,-0.12111283711
ACH-001280,-0.37398393581999995
ACH-001283,-0.14046315487
ACH-001289,-0.254614148839
ACH-001295,-0.228280108161
ACH-001300,-0.270509542499
ACH-001301,-0.15443895622099998
ACH-001302,-0.32655793721500004
ACH-001303,-0.42104800357199995
ACH-001306,-0.334667464136
ACH-001318,-0.301247770869
ACH-001322,-0.17207199739300003
ACH-001328,-0.276839939916
ACH-001332,-0.392124793156
ACH-001333,-0.171777122308
ACH-001336,-0.30059033885499997
ACH-001340,-0.165327139994
ACH-001346,-0.229659817806
ACH-001353,-0.255440662626
ACH-001354,-0.382094656975
ACH-001367,-0.12413224339000002
ACH-001368,-0.331517348924
ACH-001374,-0.131958503307
ACH-001375,-0.135991501447
ACH-001377,-0.269972556342
ACH-001380,-0.151742070647
ACH-001391,-0.00866612936093
ACH-001407,-0.281509191314
ACH-001408,-0.167841879412
ACH-001413,-0.0514256705293
ACH-001430,-0.132077265301
ACH-001431,-0.329071222781
ACH-001450,-0.252325145102
ACH-001496,-0.24613519498199998
ACH-001500,-0.40620429325400004
ACH-001521,-0.23853059486900002
ACH-001523,-0.14239744092499998
ACH-001532,-0.24433332432100002
ACH-001536,-0.121195571748
ACH-001550,-0.09433927217530001
ACH-001552,-0.46608871365099996
ACH-001554,-0.17713593166400002
ACH-001645,-0.396687190504
ACH-001654,-0.240338620647
ACH-001715,-0.030689972853900002
ACH-001735,-0.161739009967
ACH-001736,-0.162777199348
ACH-001737,-0.16501368041699999
ACH-001740,-0.147993426382
ACH-001745,-0.0749351983713
ACH-001750,-0.0988764616248
ACH-001765,-0.30762970794100003
ACH-001956,-0.151310564137
ACH-001957,-0.208767471131
