,PDE4C (5143)
ACH-000004,-0.41419190412600004
ACH-000007,-0.169767668788
ACH-000009,-0.010123254723500001
ACH-000011,-0.0386081807578
ACH-000012,-0.280135818218
ACH-000013,-0.18499186559500003
ACH-000014,0.0322780473667
ACH-000015,-0.24008292379700003
ACH-000017,-0.36404837962
ACH-000018,-0.272738269569
ACH-000019,-0.313545069503
ACH-000021,-0.510699989817
ACH-000022,-0.366332578818
ACH-000025,-0.154145673318
ACH-000028,-0.16777104348
ACH-000030,-0.344484639337
ACH-000035,-0.148262776778
ACH-000036,-0.23710968041799999
ACH-000037,-0.0553389542518
ACH-000039,-0.113111052423
ACH-000040,-0.09510999710899999
ACH-000041,-0.188382413272
ACH-000042,-0.202482191569
ACH-000045,-0.292944060705
ACH-000047,-0.332133766504
ACH-000052,-0.17054071694400003
ACH-000053,-0.279235835321
ACH-000054,-0.24802661401099999
ACH-000055,-0.0036667029006599997
ACH-000060,0.0394879577046
ACH-000067,-0.0637806333257
ACH-000070,-0.06570442192
ACH-000075,-0.24010576364100003
ACH-000078,-0.28518527545
ACH-000082,-0.177408049036
ACH-000085,-0.0300209808665
ACH-000086,-0.23976296995700003
ACH-000087,-0.094544288652
ACH-000092,-0.10022805773499999
ACH-000095,-0.11000164548000001
ACH-000097,-0.0674517734004
ACH-000098,-0.15928376062799998
ACH-000099,-0.155744188098
ACH-000108,-0.19780713365699998
ACH-000113,-0.382160949973
ACH-000115,-0.25679463897
ACH-000116,-0.262652577725
ACH-000118,-0.101013917498
ACH-000120,-0.287923506098
ACH-000123,-0.135292606206
ACH-000127,-0.386153730387
ACH-000128,-0.355664299841
ACH-000132,-0.241734486359
ACH-000133,0.0735598287067
ACH-000137,-0.224654275703
ACH-000138,-0.279153692814
ACH-000142,-0.29036932684300004
ACH-000143,-0.190338160069
ACH-000146,-0.127562700105
ACH-000148,-0.183802992602
ACH-000150,-0.00333508773841
ACH-000152,-0.08005495246710001
ACH-000153,0.186419618365
ACH-000159,-0.15714049671299998
ACH-000160,-0.228014587569
ACH-000163,0.0250570024307
ACH-000167,0.055962084172
ACH-000168,0.0682544870914
ACH-000169,-0.235986587718
ACH-000178,-0.17229027159899998
ACH-000182,-0.135317930927
ACH-000183,-0.0483885773779
ACH-000188,-0.402909217622
ACH-000189,-0.165029019718
ACH-000190,-0.21960252024799998
ACH-000198,-0.135199551722
ACH-000204,-0.295714039227
ACH-000206,-0.134466948197
ACH-000207,-0.08641187874330002
ACH-000211,-0.151923953099
ACH-000215,-0.151462304416
ACH-000221,-0.284417536583
ACH-000222,-0.614581946498
ACH-000223,-0.172160602854
ACH-000226,-0.0569631988643
ACH-000227,0.24995068481199997
ACH-000228,-0.19434932802700003
ACH-000231,-0.13683059837300002
ACH-000232,-0.106469662281
ACH-000233,-0.288264884468
ACH-000234,-0.345262178096
ACH-000235,-0.236863837819
ACH-000237,-0.281935224257
ACH-000238,0.180592792871
ACH-000243,-0.265811083979
ACH-000244,-0.149116592504
ACH-000246,-0.127382017442
ACH-000248,-0.0682826093655
ACH-000250,-0.261586063601
ACH-000251,-0.666184567364
ACH-000253,-0.360620718624
ACH-000255,-0.336169556795
ACH-000256,-0.0132197504385
ACH-000257,-0.263413971928
ACH-000258,0.079990033693
ACH-000259,-0.17601165882
ACH-000260,-0.159764366521
ACH-000261,-0.0752820983919
ACH-000262,-0.273359123321
ACH-000263,-0.45178916385300005
ACH-000264,-0.15609670715600002
ACH-000265,-0.030768453709100002
ACH-000266,-0.209323500278
ACH-000272,-0.109241976119
ACH-000273,-0.0258310204378
ACH-000274,-0.166571710722
ACH-000277,-0.304409900907
ACH-000278,-0.22745223914299997
ACH-000279,0.0025629001518
ACH-000280,-0.2903211697
ACH-000281,-0.274231892366
ACH-000288,0.00754716800438
ACH-000291,-0.12851565015900002
ACH-000293,-0.320386314326
ACH-000294,-0.19335534881400002
ACH-000295,0.11373428918400001
ACH-000296,-0.343024185285
ACH-000302,-0.210754049916
ACH-000304,-0.06539147831190001
ACH-000307,-0.278681025599
ACH-000308,-0.238311854159
ACH-000310,-0.10034452362099999
ACH-000311,-0.062013846500599996
ACH-000312,-0.0725647997071
ACH-000315,-0.279197273016
ACH-000316,-0.229864243171
ACH-000317,-0.108750747917
ACH-000318,-0.243324685047
ACH-000319,-0.0697750266475
ACH-000320,-0.265862677784
ACH-000322,-0.206315122035
ACH-000323,-0.028546317566999997
ACH-000324,-0.0708849978022
ACH-000329,-0.294163772084
ACH-000330,-0.106942843358
ACH-000331,-0.129147159865
ACH-000332,-0.191291710976
ACH-000334,-0.0679823121074
ACH-000335,-0.111227454887
ACH-000336,-0.129716740033
ACH-000337,-0.30177442724500003
ACH-000339,-0.303588973589
ACH-000341,-0.35417889172899997
ACH-000348,-0.152242629606
ACH-000350,-0.025836130981200002
ACH-000352,-0.149308149438
ACH-000356,-0.207919113697
ACH-000361,-0.32700789258499996
ACH-000362,-0.276304271874
ACH-000363,-0.0415404671856
ACH-000364,0.0696796079062
ACH-000365,-0.161166132951
ACH-000366,-0.373341488786
ACH-000368,-0.13431883882200002
ACH-000374,-0.36009846462899997
ACH-000375,-0.143433795361
ACH-000376,0.226181507024
ACH-000381,-0.0480143123644
ACH-000383,-0.199597601377
ACH-000387,-0.183943093761
ACH-000389,-0.0396803536001
ACH-000390,-0.18808249304400002
ACH-000393,-0.22942879269400002
ACH-000395,-0.0023565808902600003
ACH-000397,-0.0768810218335
ACH-000401,-0.20084065404800003
ACH-000402,-0.24954110750599998
ACH-000403,-0.125535957025
ACH-000404,-0.420479350654
ACH-000406,-0.222705323324
ACH-000407,-0.077026942591
ACH-000408,-0.25115386869199996
ACH-000410,-0.27639079598
ACH-000411,-0.125483844317
ACH-000414,0.051045021122900006
ACH-000415,-0.332483746996
ACH-000416,-0.39012172768799996
ACH-000420,-0.244822758818
ACH-000421,-0.131144527353
ACH-000424,-0.15757752530400002
ACH-000425,-0.169532672987
ACH-000426,0.0502652877223
ACH-000427,-0.162549034692
ACH-000433,-0.011394639985799999
ACH-000436,-0.317160441337
ACH-000444,-0.107920603054
ACH-000445,-0.174467694302
ACH-000448,-0.159369840841
ACH-000450,-0.31537887589
ACH-000452,-0.204368631814
ACH-000454,-0.648767086823
ACH-000458,-0.39939917769
ACH-000459,-0.292847132502
ACH-000460,-0.13842976134999999
ACH-000461,-0.322849320323
ACH-000463,-0.174812600935
ACH-000464,0.11710883450300001
ACH-000466,-0.0323818183747
ACH-000467,-0.17687033659200002
ACH-000468,-0.445310072696
ACH-000469,-0.056418504873699996
ACH-000470,-0.27806868788600003
ACH-000471,-0.26335115757800004
ACH-000472,-0.20134649616300002
ACH-000473,-0.126166678213
ACH-000475,-0.19614611623300002
ACH-000476,0.18816975707400002
ACH-000477,-0.189215790356
ACH-000480,-0.524775813053
ACH-000481,-0.10991429382899999
ACH-000483,-0.32198359039200003
ACH-000484,0.10647365182600001
ACH-000485,-0.44984507803900003
ACH-000486,0.0021271978796300003
ACH-000487,-0.20156170145100002
ACH-000488,-0.162460000968
ACH-000490,-0.31421310737799996
ACH-000491,-0.0571782279423
ACH-000495,0.0347198727575
ACH-000496,-0.140344192921
ACH-000499,-0.048879544498
ACH-000500,-0.00515327277331
ACH-000502,-0.246216507797
ACH-000503,-0.233305131773
ACH-000505,-0.14086926833900001
ACH-000507,-0.203043071375
ACH-000510,-0.295528585834
ACH-000511,-0.267676072579
ACH-000512,-0.236555161618
ACH-000516,-0.125510119548
ACH-000517,-0.179062820125
ACH-000518,-0.172699671989
ACH-000520,-0.169383227804
ACH-000521,-0.09890749343010001
ACH-000522,-0.38362502442199997
ACH-000524,-0.210354122973
ACH-000527,-0.101232015864
ACH-000528,-0.0110680656941
ACH-000537,-0.237999736446
ACH-000541,0.000564224558595
ACH-000542,-0.142504522711
ACH-000544,-0.138198208579
ACH-000545,-0.471342739616
ACH-000547,-0.19352951099
ACH-000548,-0.136170588242
ACH-000549,-0.26562185700999996
ACH-000550,0.0989265584183
ACH-000552,-0.321305625158
ACH-000556,-0.392773781263
ACH-000557,-0.253683532419
ACH-000570,-0.10436950777000001
ACH-000571,-0.399341927806
ACH-000573,-0.011933335653
ACH-000576,-0.40789830513400005
ACH-000580,0.008139317573159999
ACH-000584,-0.115149635907
ACH-000585,-0.34265101945299997
ACH-000588,-0.06747972116119999
ACH-000589,-0.301624702065
ACH-000591,-0.277418804631
ACH-000593,-0.130478219054
ACH-000600,-0.186988707002
ACH-000601,-0.265445306633
ACH-000604,-0.0489120761027
ACH-000605,-0.223549334573
ACH-000606,0.0262300997837
ACH-000608,-0.264578092708
ACH-000614,6.91778200719e-05
ACH-000616,0.00114697628303
ACH-000618,-0.196162505789
ACH-000619,-0.153035761245
ACH-000620,-0.19294148367699998
ACH-000621,-0.239223275846
ACH-000622,-0.0100870754438
ACH-000623,-0.158235404114
ACH-000624,-0.22245457702
ACH-000627,-0.126402740386
ACH-000630,-0.186446685767
ACH-000632,-0.19539396182399998
ACH-000633,-0.261188400971
ACH-000637,-0.526830224916
ACH-000638,-0.09139642500350001
ACH-000646,-0.0162700450463
ACH-000647,-0.151491820373
ACH-000648,-0.216973927877
ACH-000649,-0.103628702215
ACH-000651,-0.152569740162
ACH-000652,-0.181216224727
ACH-000653,-0.257621818499
ACH-000657,-0.026002572498
ACH-000658,-0.236742750387
ACH-000661,-0.22649378341200002
ACH-000662,-0.042255384275
ACH-000663,-0.290999112136
ACH-000665,-0.25956535376
ACH-000671,-0.120167196906
ACH-000673,-0.122594567116
ACH-000676,-0.048137181089500006
ACH-000677,-0.340720621546
ACH-000681,-0.194114267324
ACH-000682,-0.34522953
ACH-000683,-0.201063178594
ACH-000684,-0.1641876662
ACH-000688,-0.041122676935099994
ACH-000693,-0.265583295455
ACH-000694,-0.219479262924
ACH-000695,-0.126622504986
ACH-000696,-0.11959239049499999
ACH-000697,-0.34868514149999996
ACH-000699,-0.17308004170000002
