,CXXC4 (80319)
ACH-000004,-0.0645099001254
ACH-000007,-0.242966627214
ACH-000009,0.018774769413400002
ACH-000011,0.0289923879313
ACH-000012,0.08889130551830002
ACH-000013,0.064812946105
ACH-000014,-0.011553908987
ACH-000015,-0.0905777598316
ACH-000017,-0.0518800413555
ACH-000018,0.04635127930769999
ACH-000019,-0.233538519707
ACH-000021,-0.0400310951221
ACH-000022,0.0164661202887
ACH-000025,0.0810375309491
ACH-000028,-0.062221018326699996
ACH-000030,-0.027865560236
ACH-000035,0.04766583528130001
ACH-000036,0.0287870716522
ACH-000037,-0.306100704011
ACH-000039,0.0539236132787
ACH-000040,-0.0987893976433
ACH-000041,-0.0523907283869
ACH-000042,-0.024259540543
ACH-000045,0.0377361019803
ACH-000047,-0.050292204511400006
ACH-000052,-0.34286890411700005
ACH-000053,0.07765250554
ACH-000054,-0.317889118666
ACH-000055,0.07903781636410001
ACH-000060,-0.0975624709142
ACH-000067,-0.020257634034
ACH-000070,-0.0713553367753
ACH-000075,-0.24886494547600002
ACH-000078,0.132746122414
ACH-000082,-0.00157378627857
ACH-000085,0.0297729367655
ACH-000086,0.137356234623
ACH-000087,-0.553917184006
ACH-000092,-0.10467463070699999
ACH-000095,-0.079082122413
ACH-000097,-0.0867961758057
ACH-000098,-0.09545254749849999
ACH-000099,-0.021904487419199998
ACH-000108,0.040745905041300004
ACH-000113,0.0628088633926
ACH-000115,-0.0466430015933
ACH-000116,-0.11239637223099999
ACH-000118,-0.0161275061802
ACH-000120,-0.18540274334600002
ACH-000123,-0.00217955655598
ACH-000127,-0.100114941424
ACH-000128,-0.061306924187000005
ACH-000132,-0.254752743715
ACH-000133,-0.009213319539559998
ACH-000137,-0.034716773113800004
ACH-000138,0.06833589287240001
ACH-000142,0.24056889478799998
ACH-000143,-0.34916104614699994
ACH-000146,-0.055010954323199995
ACH-000148,0.0543894785247
ACH-000150,0.144841570499
ACH-000152,-0.064926992874
ACH-000153,-0.0787088012103
ACH-000159,-0.100221988728
ACH-000160,-0.20028240078200002
ACH-000163,-0.0131145492071
ACH-000167,-0.233287988755
ACH-000168,0.414453265444
ACH-000169,0.0859490131424
ACH-000178,0.0202154062816
ACH-000182,-0.18311891702999997
ACH-000183,-0.0116052346199
ACH-000188,-0.177897375357
ACH-000189,-0.045889325210600004
ACH-000190,0.047365831485199995
ACH-000198,-0.06782221202159999
ACH-000204,-0.303856656111
ACH-000206,-0.100084506713
ACH-000207,0.21290695464899997
ACH-000211,-0.0882285867663
ACH-000215,-0.0461762699691
ACH-000221,-0.104076323405
ACH-000222,0.150933686352
ACH-000223,-0.09774078968000001
ACH-000226,0.0512473293564
ACH-000227,-0.15382774449
