,CTTNBP2 (83992)
ACH-000004,0.11500036019000001
ACH-000007,0.21249880117199998
ACH-000009,0.153522534021
ACH-000011,0.041405597267199994
ACH-000012,0.08768660953099999
ACH-000013,0.205593836316
ACH-000014,0.00554820303075
ACH-000015,0.090759267294
ACH-000017,0.042833520352800004
ACH-000018,0.325473652213
ACH-000019,0.15475980989
ACH-000021,-0.17569607510899998
ACH-000022,0.14039034007999998
ACH-000025,0.0313807738338
ACH-000028,0.09936114233210001
ACH-000030,0.05502990256990001
ACH-000035,-0.0217175310548
ACH-000036,0.18420215472100002
ACH-000037,-0.0216705529239
ACH-000039,0.055003084486499994
ACH-000040,0.0691100789952
ACH-000041,-0.15084062979
ACH-000042,0.0518563304166
ACH-000045,0.0877817486132
ACH-000047,0.0384961066525
ACH-000052,0.236150733067
ACH-000053,0.00456931081531
ACH-000054,0.10072064635700001
ACH-000055,0.0318054514296
ACH-000060,-0.17535946910300002
ACH-000067,0.13239483752999998
ACH-000070,-0.222344805515
ACH-000075,-0.027383599148400002
ACH-000078,0.24024373388
ACH-000082,0.0205969555985
ACH-000085,0.0502445123883
ACH-000086,0.155506236939
ACH-000087,0.0376806380989
ACH-000092,0.072650156068
ACH-000095,0.0298626752623
ACH-000097,0.108271740021
ACH-000098,0.054263603240800005
ACH-000099,0.16798734898200002
ACH-000108,-0.0750180785925
ACH-000113,0.08631863870670001
ACH-000115,-0.0338320509943
ACH-000116,0.000625424629147
ACH-000118,-0.0386351190453
ACH-000120,-0.007657223949
ACH-000123,0.0733036451407
ACH-000127,0.0655839473479
ACH-000128,0.179171912356
ACH-000132,-0.054585644475
ACH-000133,0.1545259208
ACH-000137,0.00444997005532
ACH-000138,0.09178727234060001
ACH-000142,0.16995287491900002
ACH-000143,0.289296408385
ACH-000146,0.11264704695599999
ACH-000148,0.08852945925619998
ACH-000150,0.12198020973099999
ACH-000152,-0.00141615026329
ACH-000153,0.350673212335
ACH-000159,0.08312650307189999
ACH-000160,0.0425773879527
ACH-000163,0.0733268702585
ACH-000167,-0.0016347977835
ACH-000168,0.100074841714
ACH-000169,0.185523366579
ACH-000178,-0.016129143552
ACH-000182,-0.132892130076
ACH-000183,-0.0174960662783
ACH-000188,-0.0582556830908
ACH-000189,0.244644828744
ACH-000190,0.013598315600399999
ACH-000198,0.051584951381800005
ACH-000204,0.30071761725900004
ACH-000206,0.191311859243
ACH-000207,-0.0776570505751
ACH-000211,0.14461084481
ACH-000215,0.22126089802499999
ACH-000221,0.123423015264
ACH-000222,0.256466766753
ACH-000223,0.0559595391849
ACH-000226,0.0741829557768
ACH-000227,0.145410015504
ACH-000228,0.129295689366
ACH-000231,0.08872681506560001
ACH-000232,0.00570521223015
ACH-000233,0.08116860633339999
ACH-000234,-0.0342336509577
ACH-000235,-0.0357075950578
ACH-000237,0.103848076368
ACH-000238,0.0548250600311
ACH-000243,-0.0382982395234
ACH-000244,-0.08598098493629999
ACH-000246,0.0629997619879
ACH-000248,-0.00691989150623
ACH-000250,0.0797726848231
ACH-000251,-0.163046232491
ACH-000253,0.101066079539
ACH-000255,0.13515332066299998
ACH-000256,0.23180018169
ACH-000257,-0.0406071023917
ACH-000258,-0.0168865587133
ACH-000259,0.14347832952
ACH-000260,0.00507233104728
ACH-000261,0.117112534356
ACH-000262,-0.213867669481
ACH-000263,0.12451555888699999
ACH-000264,0.0035952436758200004
ACH-000265,0.0721886913751
ACH-000266,0.0317955632326
ACH-000272,0.15554513444
ACH-000273,0.0951207689642
ACH-000274,0.09325189909389998
ACH-000277,0.20466009834600002
ACH-000278,0.0355091299859
ACH-000279,-0.0426665637739
ACH-000280,0.15452673094699998
ACH-000281,0.017751629789499998
ACH-000288,9.71291258325e-05
ACH-000291,0.075407993556
ACH-000293,-0.261857346057
ACH-000294,0.0827852178466
ACH-000295,0.149601109664
ACH-000296,-0.10182845211000001
ACH-000302,-0.007289251300999999
ACH-000304,0.313357763144
ACH-000307,0.09720414977910001
ACH-000308,0.0428059566122
ACH-000310,0.103861546217
ACH-000311,0.12303563582999999
ACH-000312,0.107806915303
ACH-000315,0.104591263455
ACH-000316,-0.295801278725
ACH-000317,0.0212316035992
ACH-000318,0.011210417394399999
ACH-000319,-0.08100717093019999
ACH-000320,0.13460015453
ACH-000322,0.038473719629599994
ACH-000323,-0.068759821436
ACH-000324,0.125267296721
ACH-000329,0.13704676708
ACH-000330,0.30940706831099996
ACH-000331,-0.0005140733758580001
ACH-000332,0.0668902601348
ACH-000334,-0.070866889359
ACH-000335,-0.160791828627
ACH-000336,0.0251233548679
ACH-000337,0.0239624103172
ACH-000339,0.0307399765983
ACH-000341,0.09023421836130001
ACH-000348,0.0901486553066
ACH-000350,0.278437046491
ACH-000352,0.0894730623924
ACH-000356,-0.330346935409
ACH-000361,0.121776275141
ACH-000362,0.168123361476
ACH-000363,0.0160198765292
ACH-000364,0.006339355345270001
ACH-000365,0.00510545019289
ACH-000366,0.029873997665200002
ACH-000368,0.04990813448130001
ACH-000374,-0.0132600912262
ACH-000375,-0.006265965671289999
ACH-000376,0.0822280724049
ACH-000381,-0.0389844291587
ACH-000383,0.023265127432099998
ACH-000387,0.0882715570333
ACH-000389,0.0198705359138
ACH-000390,0.0928577214802
ACH-000393,0.059427277594999994
ACH-000395,0.07432736429289999
ACH-000397,-0.020184324481900003
ACH-000401,0.130293480309
ACH-000402,0.0901764784148
ACH-000403,0.0177274932965
ACH-000404,0.349481267093
ACH-000406,0.034160377157900004
ACH-000407,0.058550021277099996
ACH-000408,0.176041113349
ACH-000410,0.144317322398
ACH-000411,0.132498308286
ACH-000414,-0.0595891920039
ACH-000415,0.206657173894
ACH-000416,0.0106845673771
ACH-000420,-0.14461420370300002
ACH-000421,0.11006543412599999
ACH-000424,0.21131209438700002
ACH-000425,0.0284296514292
ACH-000426,0.12431515727
ACH-000427,0.245954268862
ACH-000433,0.32293376963799997
ACH-000436,-0.0215721339891
ACH-000444,-0.0955189016332
ACH-000445,0.032286316072400005
ACH-000448,-0.04504508833240001
ACH-000450,0.0506708532718
ACH-000452,-0.00241532718503
ACH-000454,0.28401920636399997
ACH-000458,0.116261557653
ACH-000459,0.178613411683
ACH-000460,0.010051947408999999
ACH-000461,0.263013767804
ACH-000463,0.0247713766266
ACH-000464,0.152822942467
ACH-000466,0.14602960045
ACH-000467,0.084826062644
ACH-000468,0.092231001328
ACH-000469,-0.08364562748589999
ACH-000470,0.0690357219814
ACH-000471,-0.100350031438
ACH-000472,0.000166554077306
ACH-000473,0.141203978733
ACH-000475,0.044919328530000004
ACH-000476,-0.051272037360199994
ACH-000477,-0.195438666404
ACH-000480,-0.0121507345269
ACH-000481,-0.0322040505801
ACH-000483,0.264506536618
ACH-000484,0.165818993612
ACH-000485,0.04713918486430001
ACH-000486,0.102226833775
ACH-000487,0.145253886228
ACH-000488,0.04371465570040001
ACH-000490,0.0138552136329
ACH-000491,0.039070779886199995
ACH-000495,0.09662495618030001
ACH-000496,0.0209259740495
ACH-000499,0.03602363002069999
ACH-000500,-0.014366742078
ACH-000502,0.08638749347489999
ACH-000503,-0.0292104028257
ACH-000505,-0.0186826800847
ACH-000507,0.013927465214799999
ACH-000510,0.0384002644995
ACH-000511,0.044237642787699996
ACH-000512,-0.24199193186
ACH-000516,0.012140035541900001
ACH-000517,0.00558793573736
ACH-000518,-0.00799684937576
ACH-000520,-0.035890245506
ACH-000521,0.08498283956430001
ACH-000522,0.017872661978799997
ACH-000524,0.106976167166
ACH-000527,0.0598774994625
ACH-000528,0.0777259979807
ACH-000537,0.253816434307
ACH-000541,-0.0124606554171
ACH-000542,-0.01335032948
ACH-000544,0.157511711478
ACH-000545,-0.023656372932500003
