,RET (5979)
ACH-000004,0.0352929761981
ACH-000007,-0.0326173807593
ACH-000009,-0.143172946022
ACH-000011,-0.213748275552
ACH-000012,-0.036346492346699996
ACH-000013,-0.132671338414
ACH-000014,-0.035142596690800006
ACH-000015,-0.217842829023
ACH-000017,-0.12254934326400001
ACH-000018,-0.175068759688
ACH-000019,-0.60002557016
ACH-000021,-0.039241829016
ACH-000022,-0.20666402537300002
ACH-000025,-0.334603764803
ACH-000028,-0.131030346601
ACH-000030,-0.4014120761300001
ACH-000035,-0.18592263999000003
ACH-000036,-0.138246836928
ACH-000037,-0.22189408185400003
ACH-000039,-0.11291732695699999
ACH-000040,-0.170111841037
ACH-000041,-0.092628803736
ACH-000042,-0.210684099772
ACH-000045,-0.0881024160413
ACH-000047,-0.17334671798700002
ACH-000052,-0.140626245379
ACH-000053,-0.15376060447999998
ACH-000054,-0.125263333556
ACH-000055,-0.288726169656
ACH-000060,-0.270523490386
ACH-000067,-0.22369128915800002
ACH-000070,-0.178348505789
ACH-000075,-0.0327501649956
ACH-000078,-0.0262665801062
ACH-000082,-0.17755069206500002
ACH-000085,-0.114175855977
ACH-000086,-0.349209249221
ACH-000087,-0.04415884479780001
ACH-000092,-0.365864833341
ACH-000095,-0.05474261422809999
ACH-000097,-0.11612193558299999
ACH-000098,-0.20624133551100002
ACH-000099,-0.172557517541
ACH-000108,-0.191950289876
ACH-000113,-0.132079372464
ACH-000115,-0.253417748044
ACH-000116,-0.044033145831699996
ACH-000118,-0.188314667445
ACH-000120,0.00695390986118
ACH-000123,-0.147710424025
ACH-000127,-0.28290397015200003
ACH-000128,-0.225993676961
ACH-000132,-0.23796983961999998
ACH-000133,-0.254305524372
ACH-000137,-0.0937245999593
ACH-000138,0.0416192028978
ACH-000142,0.024881883027400003
ACH-000143,-0.225646270726
ACH-000146,-0.142938857358
ACH-000148,-0.11108974224899999
ACH-000150,0.0993672790579
ACH-000152,-0.15990222267100002
ACH-000153,-0.138691151061
ACH-000159,-0.137027341834
ACH-000160,-0.214236918717
ACH-000163,-0.18942734825899998
ACH-000167,-0.30527528129500003
ACH-000168,0.000511556353608
ACH-000169,-0.151715374676
ACH-000178,-0.058110784807299996
ACH-000182,-0.184677698989
ACH-000183,-0.29983470417
ACH-000188,-0.233747074237
ACH-000189,0.0772243186342
ACH-000190,-0.07152762719010002
ACH-000198,-0.17542545170200002
ACH-000204,0.223250591174
ACH-000206,-0.284203742652
ACH-000207,-0.49111156880199996
ACH-000211,-0.300024689808
ACH-000215,-0.179183272844
ACH-000221,-0.256287070474
ACH-000222,-0.08809945832699999
ACH-000223,-0.218919764341
ACH-000226,-0.37239904951999997
ACH-000227,-0.00902887385064
ACH-000228,-0.336561095109
ACH-000231,-0.176925236028
ACH-000232,-0.206191450297
ACH-000233,-0.135452564541
ACH-000234,-0.00343164046005
ACH-000235,-0.16518681621300002
ACH-000237,-0.235178897669
ACH-000238,-0.084982965514
ACH-000243,-0.187590554705
ACH-000244,0.22686266023
ACH-000246,0.0381096826787
ACH-000248,-0.0119810272548
ACH-000250,-0.34574886959299994
ACH-000251,-0.282141690029
ACH-000253,-0.0959028292646
ACH-000255,-0.6167241926070001
ACH-000256,0.0234788699672
ACH-000257,-0.0291367684442
ACH-000258,-0.47265070563
ACH-000259,-0.118871764864
ACH-000260,-0.148184369824
ACH-000261,-0.327506939225
ACH-000262,-0.11508178229
ACH-000263,-0.43816919163
ACH-000264,-0.125700748313
ACH-000265,-0.188218768578
ACH-000266,-0.121948286392
ACH-000272,-0.24013798097199998
ACH-000273,-0.142193948363
ACH-000274,-0.191760251833
ACH-000277,0.086160719962
ACH-000278,-0.0307891682189
ACH-000279,-0.30108452720199996
ACH-000280,-0.0029792971694499997
ACH-000281,0.0611359581245
ACH-000288,-0.191218921699
ACH-000291,-0.0705753068489
ACH-000293,-0.13385737042
ACH-000294,0.09664410007860001
ACH-000295,-0.236946886976
ACH-000296,0.16605292444
ACH-000302,-0.29708873915999995
ACH-000304,0.211169970167
ACH-000307,-0.09164895723089998
ACH-000308,-0.047769813547199995
ACH-000310,0.07420593382
ACH-000311,-0.0979763775041
ACH-000312,-0.0907716787833
ACH-000315,-0.30526221641999995
ACH-000316,-0.21701415378699998
ACH-000317,0.0965095905889
ACH-000318,-0.19016874082000002
ACH-000319,-0.149632940385
ACH-000320,-0.173019091125
ACH-000322,-0.129549260713
ACH-000323,-0.339962797616
ACH-000324,-0.13220727505899998
ACH-000329,-0.114062844962
ACH-000330,-0.215508370955
ACH-000331,-0.32410080461699997
ACH-000332,-0.123725990613
ACH-000334,-0.393438961021
ACH-000335,-0.449554274437
ACH-000336,-0.3392487661
ACH-000337,-0.382463854264
ACH-000339,-0.18038953483
ACH-000341,-0.614170435286
ACH-000348,-0.12518413699
ACH-000350,-0.233225932593
ACH-000352,-0.0247387813908
ACH-000356,-0.181192392814
ACH-000361,-0.150234330287
ACH-000362,-0.118113117499
ACH-000363,-0.121737330388
ACH-000364,-0.162548968885
ACH-000365,-0.196180570643
ACH-000366,-0.338131816648
ACH-000368,-0.162932663403
ACH-000374,-0.232262833478
ACH-000375,-0.179799178151
ACH-000376,-0.251968818963
ACH-000381,-0.322089701789
ACH-000383,-0.0071643397257099995
ACH-000387,-0.0320427766403
ACH-000389,-0.109154556722
ACH-000390,-0.232872281065
ACH-000393,-0.104945715375
ACH-000395,-0.119565999506
ACH-000397,-0.077581351762
ACH-000401,-0.10817947924900001
ACH-000402,-0.509032622186
ACH-000403,-0.158291045501
ACH-000404,-0.0639887207785
ACH-000406,-0.152438537406
ACH-000407,-0.20757868544100003
ACH-000408,-0.263395116457
ACH-000410,-0.181778216395
ACH-000411,0.0820828155075
ACH-000414,-0.108296571699
ACH-000415,-0.43652541561
ACH-000416,-0.164960518714
ACH-000420,-0.27527482624899996
ACH-000421,-0.162668852343
ACH-000424,-0.443587788547
ACH-000425,-0.132971894245
ACH-000426,0.0243319006843
ACH-000427,-0.246134952038
ACH-000433,-0.0174744902752
ACH-000436,-0.175007654285
ACH-000444,-0.13643803678400002
ACH-000445,-0.19671168971500003
ACH-000448,-0.0709167022805
ACH-000450,-0.0629798197992
ACH-000452,-0.150473655337
ACH-000454,-0.277671297208
ACH-000458,-0.245981129768
ACH-000459,-0.12004652182700001
ACH-000460,-0.118999702283
ACH-000461,-0.358265967448
ACH-000463,-0.203921107581
ACH-000464,0.0595077745875
ACH-000466,-0.17487725658199998
ACH-000467,-0.156332551505
ACH-000468,-0.139040819859
ACH-000469,-0.210772238881
ACH-000470,-0.272423897185
ACH-000471,-0.161345484391
ACH-000472,-0.239114670923
ACH-000473,-0.168847005643
ACH-000475,-0.046173448556399994
ACH-000476,-0.10451690297800001
ACH-000477,-0.231018455221
ACH-000480,-0.188449325092
ACH-000481,-0.30862311583700003
ACH-000483,-0.06052913613369999
ACH-000484,0.0049219260075100005
ACH-000485,-0.124943250953
ACH-000486,-0.10549233908299999
ACH-000487,-0.226323273317
ACH-000488,-0.161816251904
ACH-000490,-0.216026928295
ACH-000491,-0.286877115705
ACH-000495,-0.168599566358
ACH-000496,-0.25272243444200004
ACH-000499,-0.213023804878
ACH-000500,-0.876324648777
ACH-000502,-0.234035805252
ACH-000503,-0.0545204510551
ACH-000505,-0.138299757476
ACH-000507,0.044091647378599996
ACH-000510,-0.232681751153
ACH-000511,-0.344565735285
ACH-000512,-0.13778690808900002
ACH-000516,-0.19603947422899998
ACH-000517,-0.147016694681
ACH-000518,-0.30370173795600003
ACH-000520,-0.0958062199027
ACH-000521,-0.161455295563
ACH-000522,-0.243618801204
ACH-000524,-0.08690486253389999
ACH-000527,-0.0985790896389
ACH-000528,-0.11451719728599999
ACH-000537,-0.42088799766199997
ACH-000541,0.013091323570900001
ACH-000542,-0.315507752804
ACH-000544,-0.313718450426
ACH-000545,-0.111913743466
ACH-000547,-0.0133719581801
ACH-000548,-0.06736309171140001
ACH-000549,-0.307766567529
ACH-000550,-0.218896300392
ACH-000552,-0.403109743943
ACH-000556,-0.255957413962
ACH-000557,-0.166369517132
ACH-000570,-0.245029208122
ACH-000571,-0.15918295549
ACH-000573,-0.157387325571
ACH-000576,-0.051696348295
