,SPEN (23013)
ACH-000004,0.10267950506000001
ACH-000007,0.541771585137
ACH-000009,0.168428232651
ACH-000011,0.046891455549999995
ACH-000012,0.133967924498
ACH-000013,0.04789677904299999
ACH-000014,-0.13939182437699998
ACH-000015,0.103751142214
ACH-000017,-0.165353977932
ACH-000018,0.0341064385654
ACH-000019,0.014254147531099999
ACH-000021,0.0175426330382
ACH-000022,0.27752140760099997
ACH-000025,0.29530699304499997
ACH-000028,0.22435104786200002
ACH-000030,0.290008010873
ACH-000035,0.062109886154399996
ACH-000036,-0.0348789519726
ACH-000037,-0.14172655347000002
ACH-000039,-0.0773468599063
ACH-000040,0.157459098228
ACH-000041,0.313287215493
ACH-000042,0.166222790394
ACH-000045,0.29853802221000003
ACH-000047,0.292108241973
ACH-000052,0.107894935514
ACH-000053,-0.00994901513109
ACH-000054,-0.042087929148599997
ACH-000055,0.218822313113
ACH-000060,0.118390954748
ACH-000067,-0.0731170669178
ACH-000070,0.472442070225
ACH-000075,0.0715226441342
ACH-000078,0.109735568972
ACH-000082,0.017787095606700002
ACH-000085,0.027339426417
ACH-000086,0.0782523266809
ACH-000087,-0.149925878129
ACH-000092,0.07074045595039999
ACH-000095,0.269708980506
ACH-000097,0.0778419623789
ACH-000098,0.0037736218763100003
ACH-000099,0.0482549091725
ACH-000108,0.0534820253304
ACH-000113,-0.0681240006811
ACH-000115,0.0755206292387
ACH-000116,-0.04288020123930001
ACH-000118,0.265114079997
ACH-000120,-0.304671105315
ACH-000123,0.0657467126981
ACH-000127,0.333509843674
ACH-000128,0.33855474545
ACH-000132,0.0145484947193
ACH-000133,0.20584783845899998
ACH-000137,0.0536075482852
ACH-000138,0.309295142612
ACH-000142,0.0995977567017
ACH-000143,0.439344875959
ACH-000146,0.14152262223
ACH-000148,0.210145148299
ACH-000150,-0.07697383211810001
ACH-000152,0.0721906660865
ACH-000153,-0.0634111514639
ACH-000159,-0.0429157872406
ACH-000160,0.382572775194
ACH-000163,0.282419309571
ACH-000167,0.7092427616399999
ACH-000168,0.42964114497699996
ACH-000169,0.22043031471500002
ACH-000178,0.0833120417518
ACH-000182,0.331957527785
ACH-000183,0.179295703747
ACH-000188,0.36747640154100003
ACH-000189,0.12023895401200001
ACH-000190,0.48067630910400005
ACH-000198,-0.307108218289
ACH-000204,-0.20444004229200002
ACH-000206,-0.04898128171709999
ACH-000207,0.44949346572300003
ACH-000211,0.13408235097500001
ACH-000215,0.117583058556
ACH-000221,0.10466968899
ACH-000222,0.0610303923969
ACH-000223,0.17912727121599997
ACH-000226,-0.0641596030063
ACH-000227,0.0158296196742
ACH-000228,0.125385432652
ACH-000231,0.065746764082
ACH-000232,0.39788569019000003
ACH-000233,-0.105811223056
ACH-000234,0.227573884575
ACH-000235,0.114509726987
ACH-000237,0.180224351463
ACH-000238,0.19432295287700002
ACH-000243,0.26966646168200004
ACH-000244,-0.33575108082099997
ACH-000246,-0.0863302915556
ACH-000248,-0.08586808551780001
ACH-000250,0.0423264424149
ACH-000251,0.400249059063
ACH-000253,0.157823217284
ACH-000255,0.12490311695699999
ACH-000256,0.0635355222137
ACH-000257,0.281212744409
ACH-000258,0.374458032667
ACH-000259,0.272181275916
ACH-000260,0.17122759336100002
ACH-000261,0.041707634528800004
ACH-000262,-0.00197156762549
ACH-000263,-0.146232036433
ACH-000264,-0.229437129949
ACH-000265,0.44764919497100003
ACH-000266,0.50010609142
ACH-000272,0.123279272291
ACH-000273,0.41891902165899997
ACH-000274,-0.10388780064099999
ACH-000277,0.0961743563002
ACH-000278,0.11190660113800001
ACH-000279,0.236737465128
ACH-000280,0.119069330873
ACH-000281,0.535964521688
ACH-000288,-0.188115106241
ACH-000291,-0.0034092683176199998
ACH-000293,0.08255710838619999
ACH-000294,0.643252646945
ACH-000295,0.419492781017
ACH-000296,0.06588903035209999
ACH-000302,0.102363004745
ACH-000304,-0.138826587539
ACH-000307,0.162430664815
ACH-000308,0.293065119651
ACH-000310,0.0556518175874
ACH-000311,0.690917455428
ACH-000312,0.111145679471
ACH-000315,0.118211594505
