,LTBP2 (4053)
ACH-000004,0.0343034503208
ACH-000007,0.0626872256596
ACH-000009,-0.041738399619400006
ACH-000011,-0.17885250955899998
ACH-000012,-0.0605044733865
ACH-000013,-0.289685700228
ACH-000014,-0.061490906636300004
ACH-000015,0.026726299431199998
ACH-000017,-0.220231159962
ACH-000018,-0.17113243753199997
ACH-000019,-0.058319029793300003
ACH-000021,-0.0222697068181
ACH-000022,-0.100954738903
ACH-000025,-0.14686124499199998
ACH-000028,-0.019421528813099997
ACH-000030,0.107849849427
ACH-000035,0.103836723244
ACH-000036,-0.11758959532299999
ACH-000037,-0.234783012557
ACH-000039,0.133166115129
ACH-000040,-0.0919707513683
ACH-000041,-0.22053857421700002
ACH-000042,-0.0207682500448
ACH-000045,-0.0977988954414
ACH-000047,-0.162406215015
ACH-000052,-0.09408942838060001
ACH-000053,0.04270953420530001
ACH-000054,-0.16653247708799998
ACH-000055,-0.15063354451400002
ACH-000060,-0.400176664832
ACH-000067,-0.0680903232828
ACH-000070,-0.297225118196
ACH-000075,-0.0285541460678
ACH-000078,0.21507384921300002
ACH-000082,-0.447907856471
ACH-000085,-0.21135426438000002
ACH-000086,-0.21179847737100002
ACH-000087,-0.000484866554235
ACH-000092,-0.13223135050899998
ACH-000095,-0.128680108319
ACH-000097,-0.11345132907700001
ACH-000098,-0.29972845165
ACH-000099,0.014502080313
ACH-000108,-0.0440713155819
ACH-000113,0.112163066778
ACH-000115,0.25284557963000004
ACH-000116,-0.284426449767
ACH-000118,-0.12333714480699999
ACH-000120,-0.127928977459
ACH-000123,-0.12554142217599998
ACH-000127,-0.064927126338
ACH-000128,-0.137102326556
ACH-000132,0.0488273859886
ACH-000133,-0.14477357809
ACH-000137,-0.0330938924109
ACH-000138,-0.00206345573468
ACH-000142,-0.048266850637
ACH-000143,-0.16006403650599998
ACH-000146,-0.0867594184278
ACH-000148,-0.11425863498700001
ACH-000150,0.06741763076740001
ACH-000152,-0.176898141866
ACH-000153,0.22266427779800002
ACH-000159,-0.16968892004
ACH-000160,-0.0770458097732
ACH-000163,-0.174174994861
ACH-000167,-0.09546101498029999
ACH-000168,-0.49851698112
ACH-000169,-0.018041436363699998
ACH-000178,0.0783174660372
ACH-000182,-0.0181147647798
ACH-000183,0.0018549409466
ACH-000188,0.0584252404031
ACH-000189,-0.285159103983
ACH-000190,-0.23079286060100002
ACH-000198,-0.00530410239847
ACH-000204,-0.18526972322299998
ACH-000206,-0.141564274515
ACH-000207,-0.0174940316201
ACH-000211,-0.17898720796
ACH-000215,-0.166269425088
ACH-000221,-0.0944501953317
ACH-000222,-0.08929075214410001
ACH-000223,-0.05992594107969999
ACH-000226,-0.069185271185
ACH-000227,-0.162108144517
ACH-000228,-0.04128851798680001
ACH-000231,-0.214025322855
ACH-000232,-0.23541848036200003
ACH-000233,-0.044714142067
ACH-000234,-0.0004455446585880001
ACH-000235,-0.159301701859
ACH-000237,0.127494449103
ACH-000238,-0.308671218182
ACH-000243,-0.136373924531
ACH-000244,0.00749975598915
ACH-000246,-0.188821865491
ACH-000248,-0.046741889821
ACH-000250,-0.166747989438
ACH-000251,-0.417861079973
ACH-000253,-0.0666738242134
ACH-000255,-0.0751961340008
ACH-000256,0.0869803661754
ACH-000257,-0.496984038343
ACH-000258,-0.39929533585999993
ACH-000259,-0.0858343871681
ACH-000260,-0.12847854072599998
ACH-000261,-0.20228162204599998
ACH-000262,-0.150015250477
ACH-000263,-0.14462350149599998
ACH-000264,-0.109057482235
ACH-000265,-0.0335794962811
ACH-000266,-0.10991756819399999
ACH-000272,-0.035884466669
ACH-000273,-0.0812493048159
ACH-000274,-0.190957992545
ACH-000277,-0.106314095383
ACH-000278,0.0292376905675
ACH-000279,0.0481636192485
ACH-000280,-0.21165432984000002
ACH-000281,-0.22351306928300002
ACH-000288,-0.17848045543
ACH-000291,-0.0965678159348
ACH-000293,-0.35940703081299996
ACH-000294,-0.0651182593421
ACH-000295,0.337313924925
ACH-000296,-0.09372887933319998
ACH-000302,-0.18720474707499998
ACH-000304,-0.160488128371
ACH-000307,-0.31674001570099997
ACH-000308,-0.00913160958094
ACH-000310,-0.0643144245921
ACH-000311,-0.101483947194
ACH-000312,-0.132701749564
ACH-000315,-0.234128275461
ACH-000316,-0.130210323822
ACH-000317,-0.06775027447569999
ACH-000318,-0.0922688135585
ACH-000319,-0.0736765718362
ACH-000320,-0.0489734380851
ACH-000322,-0.166304462513
ACH-000323,-0.229259273021
