,SHPRH (257218)
ACH-000004,0.18639259068599998
ACH-000007,-0.109539436058
ACH-000009,-0.126157883619
ACH-000011,-0.18694142842
ACH-000012,0.128354989214
ACH-000013,-0.08677794745210002
ACH-000014,0.0377946533149
ACH-000015,0.0763918999604
ACH-000017,0.0499005110861
ACH-000018,-0.035799256441300005
ACH-000019,-0.11606228992499999
ACH-000021,-0.325788149029
ACH-000022,-0.123781180199
ACH-000025,-0.09846372332890001
ACH-000028,0.134593579638
ACH-000030,0.010973043107700002
ACH-000035,-0.102553726784
ACH-000036,-0.0287404726852
ACH-000037,-0.06463056694609999
ACH-000039,0.08989676479730001
ACH-000040,-0.197920658897
ACH-000041,-0.0468101951091
ACH-000042,-0.0993942015515
ACH-000045,-0.103353197096
ACH-000047,-0.130724953821
ACH-000052,0.0782086689492
ACH-000053,-0.0302977186956
ACH-000054,-0.11788694828299999
ACH-000055,-0.0135622581104
ACH-000060,-0.09633932673979999
ACH-000067,-0.0343260334707
ACH-000070,-0.144396086623
ACH-000075,-0.226789058466
ACH-000078,-0.06313995935290001
ACH-000082,-0.0034164335102900003
ACH-000085,-0.0539566966258
ACH-000086,0.119045643234
ACH-000087,0.10234458057
ACH-000092,0.131733248469
ACH-000095,-0.0882475326992
ACH-000097,-0.13977636460999998
ACH-000098,0.132939159324
ACH-000099,-0.020982864386200003
ACH-000108,0.0297013749433
ACH-000113,0.072500944964
ACH-000115,-0.172557184812
ACH-000116,-0.07268400818319999
ACH-000118,-0.188920588671
ACH-000120,-0.17586123454
ACH-000123,0.0312684534695
ACH-000127,-0.025216318276499998
ACH-000128,-0.054981775741
ACH-000132,0.08005628543110001
ACH-000133,0.147520105146
ACH-000137,-0.22330881059399998
ACH-000138,-0.0451999217547
ACH-000142,-0.039135844391699995
ACH-000143,-0.147745457251
ACH-000146,0.010292922054
ACH-000148,0.023884451776900004
ACH-000150,0.035510242153
ACH-000152,-0.030985487134599997
ACH-000153,0.0223249717744
ACH-000159,0.10511561252999999
ACH-000160,0.42117402385499997
ACH-000163,0.22378543296
ACH-000167,0.440668765955
ACH-000168,-0.0471920004254
ACH-000169,-0.0257561486933
ACH-000178,0.0346068262836
ACH-000182,-0.0506010727273
ACH-000183,0.08420193578810001
ACH-000188,0.00127288886336
ACH-000189,-0.0549007179348
ACH-000190,0.37145932547300003
ACH-000198,0.014838348626899998
ACH-000204,-0.08337314929100001
ACH-000206,-0.191751504272
ACH-000207,-0.316835475516
ACH-000211,-0.124043493243
ACH-000215,0.05707491437580001
ACH-000221,0.0540128033627
ACH-000222,-0.0674060634185
ACH-000223,-0.08508773027750001
ACH-000226,0.160744700373
ACH-000227,-0.26477522240699997
ACH-000228,-0.148268719286
ACH-000231,-0.0345918063091
ACH-000232,-0.059955846435500004
ACH-000233,-0.13527632243899998
ACH-000234,-0.133696103859
ACH-000235,-0.0660224158708
ACH-000237,-0.0514211190058
ACH-000238,-0.21397821418699997
ACH-000243,-0.18948209260999999
ACH-000244,0.0938161464323
ACH-000246,-0.0702622167044
ACH-000248,-0.14506743205199998
ACH-000250,-0.117175812025
ACH-000251,-0.034091506438000005
ACH-000253,-0.0108399467098
ACH-000255,-0.03898604604769999
ACH-000256,-0.148145520196
ACH-000257,0.126772023523
ACH-000258,0.022854124523299997
ACH-000259,-0.038037822241199996
ACH-000260,0.00300143914705
ACH-000261,0.0159912462808
ACH-000262,-0.39565986879
ACH-000263,0.25276147799000004
ACH-000264,0.0602912366501
ACH-000265,-0.0873101695149
ACH-000266,-0.099346519399
ACH-000272,0.0758720971412
ACH-000273,-0.20305569035
ACH-000274,-0.133572258895
ACH-000277,-0.12372011679000001
ACH-000278,-0.054114839821100005
ACH-000279,-0.0800814565802
ACH-000280,-0.0727166131705
ACH-000281,-0.40139891355400004
ACH-000288,-0.089614280548
ACH-000291,0.0709712729667
ACH-000293,-0.00347697305894
ACH-000294,-0.122056799036
ACH-000295,0.15799300805400002
ACH-000296,0.0170271138136
ACH-000302,-0.00275481074276
ACH-000304,-0.27050207114999997
ACH-000307,-0.0062462476344899995
ACH-000308,0.0398224770302
