,KMT2A (4297)
ACH-000004,-0.151715221227
ACH-000007,-0.40736543713699996
ACH-000009,-0.25090053037099996
ACH-000011,0.324781697649
ACH-000012,0.142970271526
ACH-000013,-0.452808971343
ACH-000014,-0.563266619958
ACH-000015,-0.44581046909999994
ACH-000017,-0.45812954952699997
ACH-000018,-0.612288283464
ACH-000019,-0.805732877379
ACH-000021,-0.419184074159
ACH-000022,-0.46260191118
ACH-000025,-0.398030066786
ACH-000028,-0.37916378448399995
ACH-000030,-0.0236977282874
ACH-000035,-0.0185791291467
ACH-000036,-0.6195402185800001
ACH-000037,-0.168619844335
ACH-000039,-0.328140210964
ACH-000040,-0.11286491564099999
ACH-000041,-0.00736360018576
ACH-000042,-0.6514435023830001
ACH-000045,-0.9159386421060001
ACH-000047,-0.498297235802
ACH-000052,-0.45873896354599997
ACH-000053,-0.128335703683
ACH-000054,-0.204085846526
ACH-000055,-0.330332276916
ACH-000060,-0.0352710619573
ACH-000067,0.467256292673
ACH-000070,-0.07376709437439999
ACH-000075,-0.26588329572700004
ACH-000078,-0.151048144784
ACH-000082,-0.664543271009
ACH-000085,-0.5992472461339999
ACH-000086,-0.149196258986
ACH-000087,-0.343746046558
ACH-000092,-0.236493418607
ACH-000095,-0.43879962281900003
ACH-000097,-0.710834644339
ACH-000098,-0.260082050018
ACH-000099,-0.44193919676700005
ACH-000108,-0.461099167144
ACH-000113,-1.09080789768
ACH-000115,-0.955267348918
ACH-000116,-0.8262230274519999
ACH-000118,-0.36383210951399997
ACH-000120,-0.489598027932
ACH-000123,-0.5581512809579999
ACH-000127,-0.342814292427
ACH-000128,-0.376302123425
ACH-000132,-0.505677490375
ACH-000133,-0.31612496849
ACH-000137,0.22245760704700002
ACH-000138,-0.560227331026
ACH-000142,0.12355948769099999
ACH-000143,-0.429959348243
ACH-000146,-0.738363545513
ACH-000148,0.07509033416500001
ACH-000150,0.009008208520790002
ACH-000152,-0.19939887166900003
ACH-000153,-0.25850237467099996
ACH-000159,-0.369266098
ACH-000160,0.142884870867
ACH-000163,-0.121034364735
ACH-000167,0.4374157815
ACH-000168,-0.850548094263
ACH-000169,-0.267970766474
ACH-000178,-0.128779427879
ACH-000182,-0.199271887047
ACH-000183,-0.43488817260300006
ACH-000188,-0.222712556934
ACH-000189,0.20067567957899998
ACH-000190,0.0390429610882
ACH-000198,-0.936795624672
ACH-000204,-0.519210019411
ACH-000206,-0.269894358504
ACH-000207,-0.443362673358
ACH-000211,-0.549810299807
ACH-000215,-0.09188577779139999
ACH-000221,-0.34717712619
ACH-000222,-0.32144599069400004
ACH-000223,-0.389572839331
ACH-000226,-0.39935002331999997
ACH-000227,-0.06512194958169999
ACH-000228,-0.364894472984
ACH-000231,0.004943864768149999
ACH-000232,-0.308385086916
ACH-000233,-0.13529267276100002
ACH-000234,-0.15647826247500002
ACH-000235,-0.347623107813
ACH-000237,-0.172217406089
ACH-000238,-0.132301689943
ACH-000243,-0.121322781683
ACH-000244,-0.0667760100378
ACH-000246,-0.418873787695
ACH-000248,0.008578781894959999
ACH-000250,-0.187614088484
ACH-000251,-0.339706800013
ACH-000253,-0.133494320492
ACH-000255,0.0855273198343
ACH-000256,-0.535101991066
ACH-000257,-0.658863132786
ACH-000258,-0.21194555168499998
ACH-000259,-0.249807753492
ACH-000260,-0.683856994324
ACH-000261,-0.0270103009877
ACH-000262,-0.138309154022
ACH-000263,-0.12144536823100001
ACH-000264,-0.160037458987
ACH-000265,-0.18580204259599997
ACH-000266,-0.523747343879
ACH-000272,0.11024404458699999
ACH-000273,-0.28184490006499996
ACH-000274,-0.271374441681
ACH-000277,-0.31239510041499996
ACH-000278,-0.182284861836
ACH-000279,-0.305791090446
ACH-000280,0.004945457768689999
ACH-000281,-0.105392255696
ACH-000288,-0.130286174367
ACH-000291,-0.188923733808
ACH-000293,-0.851706889085
ACH-000294,-0.326937880611
ACH-000295,0.14931030469599998
ACH-000296,0.00768952343212
ACH-000302,-0.348056424596
ACH-000304,-0.553776717416
ACH-000307,-0.0579492056716
ACH-000308,-0.44873248554
ACH-000310,-0.354698742613
ACH-000311,-0.36120564116899995
ACH-000312,-0.413672581925
ACH-000315,-0.502922776849
ACH-000316,-0.46935717867700005
ACH-000317,-0.596020024342
ACH-000318,0.00289543211633
ACH-000319,-0.159918155967
ACH-000320,-0.457535252671
ACH-000322,-0.152309334854
ACH-000323,-0.500044393657
ACH-000324,-0.305017232432
ACH-000329,-0.024059338352299998
ACH-000330,-0.551967279394
ACH-000331,-0.020086584027599996
ACH-000332,-0.497928423432
ACH-000334,-0.979311656426
ACH-000335,-0.10715649802999999
ACH-000336,-0.54263966346
ACH-000337,-0.533207826219
ACH-000339,-0.411274510481
ACH-000341,0.0446578114035
ACH-000348,-0.288125626838
ACH-000350,-0.498674998729
ACH-000352,-0.274978025154
ACH-000356,-0.281079712185
ACH-000361,-0.18325520439100002
ACH-000362,-1.0324666047700002
ACH-000363,-0.6867978474199999
ACH-000364,-0.299428806266
ACH-000365,-0.21240022420000002
ACH-000366,-0.052545572882699995
ACH-000368,0.102544072054
ACH-000374,-0.40802898046999997
ACH-000375,-0.37797050316299996
ACH-000376,0.0743640231134
ACH-000381,-0.0916175677598
ACH-000383,-0.37154713854099997
ACH-000387,-0.118717631805
ACH-000389,-0.410522289866
ACH-000390,0.0146881205044
ACH-000393,-0.594946051952
ACH-000395,-0.203886982942
ACH-000397,-0.281200681783
ACH-000401,-0.198968529395
ACH-000402,0.12257795592599999
ACH-000403,-0.324159672834
ACH-000404,0.0623243601762
ACH-000406,-0.452757829176
ACH-000407,-0.42520586535300003
ACH-000408,-0.278603198956
ACH-000410,-0.14353317660700002
ACH-000411,-0.115742427756
ACH-000414,-0.08434090421
ACH-000415,-0.17913689088399998
ACH-000416,-0.06490176464240001
ACH-000420,-0.428548399827
ACH-000421,-0.519164568107
ACH-000424,-0.428955571905
ACH-000425,-0.171815038333
ACH-000426,-1.1173237226200001
ACH-000427,-0.053052536146700004
ACH-000433,-0.592299646375
ACH-000436,-0.585968304271
ACH-000444,-0.364070004021
ACH-000445,-0.302464068067
ACH-000448,-0.234157004822
ACH-000450,-0.115636923193
ACH-000452,-0.303106335094
ACH-000454,-0.44208741715800004
ACH-000458,-0.183370427746
ACH-000459,-0.7113234075920001
ACH-000460,-0.705423614075
ACH-000461,-0.35938321708800003
ACH-000463,-0.107268183145
ACH-000464,-0.0021967254439200002
ACH-000466,-0.520566780334
ACH-000467,-0.267107530271
ACH-000468,-0.513041095516
ACH-000469,-0.07730700911430001
ACH-000470,-0.167383620663
ACH-000471,-0.421001133644
ACH-000472,-0.303946656488
ACH-000473,-0.35655558825499994
ACH-000475,-0.05551581141
ACH-000476,-0.5932656877260001
ACH-000477,-0.194093106577
ACH-000480,-0.055948196294599996
ACH-000481,-0.0687349485125
ACH-000483,-0.45599668927500003
ACH-000484,-0.667599542067
ACH-000485,-0.2712994895
ACH-000486,-0.328054830215
ACH-000487,0.0196572936312
ACH-000488,-0.20441475876200002
ACH-000490,-0.289557754881
ACH-000491,-0.38561781704099996
ACH-000495,-0.7931067702
ACH-000496,-0.229772090482
ACH-000499,-0.21302696752500003
ACH-000500,-0.00628249504395
ACH-000502,-0.40306799800099996
ACH-000503,-0.048491374139900005
ACH-000505,-0.327534196899
ACH-000507,-0.21025361499899997
ACH-000510,-0.07791875346419999
ACH-000511,-0.33696953606799995
ACH-000512,-0.253500867478
ACH-000516,-0.37404035208
ACH-000517,-0.14694368403799998
ACH-000518,-0.330025839878
ACH-000520,-0.476287113641
ACH-000521,-0.206296597141
ACH-000522,-0.104566249827
ACH-000524,-0.951156237298
ACH-000527,-0.384186344814
ACH-000528,-0.35425604114200004
ACH-000537,-0.320032056562
ACH-000541,-0.548424878046
ACH-000542,-0.194314894402
ACH-000544,0.21437998873300002
ACH-000545,-0.15867869260700002
ACH-000547,-0.187204195464
ACH-000548,-0.280576429133
ACH-000549,-0.303362517659
ACH-000550,-0.09989014606720001
ACH-000552,-0.444775654936
ACH-000556,-0.0264792843431
ACH-000557,-0.16548350158
ACH-000570,-0.304254113763
ACH-000571,-0.40724713786399996
ACH-000573,-0.203287772287
ACH-000576,-0.371921843524
ACH-000580,-0.203124265261
ACH-000584,-0.464578757647
ACH-000585,-0.736318607139
ACH-000588,-0.610717514881
ACH-000589,-0.0629121808423
ACH-000591,0.30559791590700003
ACH-000593,-0.11915805034600001
ACH-000600,-0.0759087300877
ACH-000601,-0.11999561617999999
ACH-000604,-0.584919697289
ACH-000605,-0.254773665338
ACH-000606,0.258444437635
ACH-000608,-0.132585447259
ACH-000614,-0.203276720992
ACH-000616,-0.47663226479099996
ACH-000618,-0.011731863456999999
ACH-000619,-0.133218840101
ACH-000620,-0.309746421959
ACH-000621,-0.140410416184
ACH-000622,-0.759832824275
ACH-000623,-0.375280056052
ACH-000624,-0.276365520777
ACH-000627,-0.6322637634880001
ACH-000630,-0.430977470952
ACH-000632,-0.478255353766
ACH-000633,-0.142520032726
ACH-000637,-0.22184403041200002
ACH-000638,-0.313277314777
ACH-000646,-0.174271636721
ACH-000647,-0.11143305949799999
ACH-000648,-0.189333804595
ACH-000649,-0.4349789723
ACH-000651,-0.230726287571
ACH-000652,-0.482302606822
ACH-000653,-0.41863396149300003
ACH-000657,-0.33995403569300003
ACH-000658,-0.306044690761
ACH-000661,-0.0903539040261
ACH-000662,-0.191104432328
ACH-000663,-0.565611475692
ACH-000665,-0.0609426302887
ACH-000671,-0.221127105222
ACH-000673,-0.116307957266
ACH-000676,-0.223918530764
ACH-000677,-0.132522607042
ACH-000681,-0.146864200151
ACH-000682,0.0325318762879
ACH-000683,-0.26044663724800005
ACH-000684,-0.8202634573280001
ACH-000688,-0.326690094626
ACH-000693,-0.20081235551100002
ACH-000694,-0.23206312612100002
ACH-000695,-0.10010515468900001
ACH-000696,-0.0940355762449
ACH-000697,-0.029196358880699998
ACH-000699,-0.0467963018685
ACH-000701,-0.0741814550328
ACH-000706,-0.571156280561
ACH-000711,-0.0612511276339
ACH-000713,0.111554143862
ACH-000714,-0.43388429029799996
ACH-000718,-0.215901856877
ACH-000720,-0.334538415022
ACH-000721,-0.0039959850443600006
ACH-000724,-0.603177217086
ACH-000725,0.0127498368628
ACH-000732,-0.09777255117630002
ACH-000734,-0.0613068316235
ACH-000735,-0.224327678571
ACH-000736,0.015524802785200001
ACH-000738,-0.3047990565
ACH-000746,-0.113387943433
ACH-000747,-0.18621119867
ACH-000748,0.128758674544
ACH-000753,-0.524455908805
ACH-000756,-0.583003214366
ACH-000757,-0.47445198903999997
ACH-000758,-0.11596614246300001
ACH-000760,-0.241753000994
ACH-000763,-0.6870268272519999
ACH-000764,0.0138107508716
ACH-000765,-0.49335915833599997
ACH-000766,-0.612073901189
ACH-000767,-0.321713474751
ACH-000768,-0.36099467288099996
ACH-000769,-0.34712036305699995
ACH-000770,-0.51282034894
ACH-000771,-0.0110014594153
ACH-000773,-0.18731316441100002
ACH-000776,-0.496951785257
ACH-000777,-0.244031282159
ACH-000778,-0.11355821437100001
ACH-000781,-0.15135741289899998
ACH-000782,-0.648433847516
ACH-000783,-0.597988220147
ACH-000784,-0.0895028922389
ACH-000785,-0.467647047328
ACH-000787,-0.218178730774
ACH-000788,-0.226406854998
ACH-000791,-0.37672416243900003
ACH-000792,-0.0722295730155
ACH-000794,-0.303119468416
ACH-000796,-0.20325280968899997
ACH-000799,-0.24279569760800002
ACH-000800,0.42016180780900003
ACH-000802,-0.00314863670398
ACH-000804,-0.534276134601
ACH-000805,-0.139462204722
ACH-000809,-0.021929029284700002
ACH-000810,-0.302273191248
ACH-000811,-0.38429837208000006
ACH-000817,-0.830877590561
ACH-000819,-0.158643216392
ACH-000820,-0.206144566411
ACH-000821,-0.155199515814
ACH-000822,-0.271631216054
ACH-000823,-0.0763730515553
ACH-000824,-0.26737073721
ACH-000827,-0.172474835622
ACH-000829,-0.496249065815
ACH-000831,-0.21227514716899998
ACH-000832,-0.103864025787
ACH-000833,0.024797217472599997
ACH-000834,0.20284512783300002
ACH-000835,-0.35042469143
ACH-000836,-0.161162888949
ACH-000837,-0.122047174429
ACH-000838,-0.259513937683
ACH-000839,-0.20287088583500001
ACH-000840,-0.310607401487
ACH-000841,-0.428634079726
ACH-000843,-0.695227217422
ACH-000846,-0.0935151632145
ACH-000847,-0.519853748122
ACH-000848,-0.331878859941
ACH-000849,-0.213535956922
ACH-000851,-0.43607588934600006
ACH-000855,-0.21612875160999998
ACH-000856,-0.568831380867
ACH-000858,-0.020929895469799998
ACH-000859,-0.0475944081128
ACH-000861,-0.42894621435400004
ACH-000862,-0.24095503444400002
ACH-000865,-0.335247094513
ACH-000866,-0.591269312376
ACH-000867,-0.159286928814
ACH-000869,-0.540919720028
ACH-000872,-0.961726634059
ACH-000873,-0.293374153196
ACH-000876,-0.18699399844300002
ACH-000878,-0.0807893567924
ACH-000880,-0.283932251119
ACH-000881,-0.16539194129
ACH-000882,-0.0758411851716
ACH-000884,-0.407939078568
ACH-000885,-0.632287504899
ACH-000887,-0.07642571980160001
ACH-000888,-0.26962435719300004
ACH-000889,-0.454946211749
ACH-000890,-0.11337671865900001
ACH-000896,-0.313198989149
ACH-000898,-0.25488635623000006
ACH-000900,-0.161292139705
ACH-000901,-0.270500988347
ACH-000905,-0.0351856744554
ACH-000906,-0.21030125703299998
ACH-000907,-0.12247523155300001
ACH-000910,-0.0035413416567299997
ACH-000911,-0.330249747677
ACH-000912,-0.234715545994
ACH-000913,-0.315475761417
ACH-000915,-0.451342910134
