,DVL1 (1855)
ACH-000004,-0.320114783394
ACH-000007,-0.09706149817189999
ACH-000009,-0.32919269145999996
ACH-000011,-0.177659367715
ACH-000012,-0.200136207411
ACH-000013,-0.313131726635
ACH-000014,-0.20640259072099998
ACH-000015,-0.133348655674
ACH-000017,-0.314126302813
ACH-000018,-0.11414581842700001
ACH-000019,-0.187576362848
ACH-000021,-0.108522137925
ACH-000022,-0.314357590766
ACH-000025,-0.294796813064
ACH-000028,-0.23701176138799998
ACH-000030,-0.157282182359
ACH-000035,-0.242711952377
ACH-000036,-0.262351646446
ACH-000037,-0.332507163803
ACH-000039,-0.368939959793
ACH-000040,-0.354910520526
ACH-000041,-0.24772102070799998
ACH-000042,-0.21912216713000005
ACH-000045,-0.34087064071400003
ACH-000047,-0.24651233386500002
ACH-000052,0.29307186185899997
ACH-000053,-0.24795669703
ACH-000054,-0.18766971848900002
ACH-000055,-0.364129996094
ACH-000060,-0.410216273177
ACH-000067,-0.115790683205
ACH-000070,-0.17325323199700002
ACH-000075,-0.49532221382700004
ACH-000078,-0.13286557649
ACH-000082,-0.17915862468
ACH-000085,-0.305271460475
ACH-000086,-0.412380835021
ACH-000087,-0.197382480977
ACH-000092,-0.176233302049
ACH-000095,-0.228022922175
ACH-000097,-0.27337186108
ACH-000098,-0.323084619495
ACH-000099,-0.186314825671
ACH-000108,-0.331953710645
ACH-000113,-0.263042456284
ACH-000115,-0.469702375133
ACH-000116,-0.230849961967
ACH-000118,-0.128753682796
ACH-000120,-0.054351965271300005
ACH-000123,-0.09189201424650001
ACH-000127,-0.184993040791
ACH-000128,-0.326609325676
ACH-000132,-0.111550717614
ACH-000133,-0.229824225206
ACH-000137,-0.186932646871
ACH-000138,-0.372865930352
ACH-000142,-0.216337683711
ACH-000143,-0.306088665299
ACH-000146,-0.185859568781
ACH-000148,-0.28725220423500003
ACH-000150,-0.47020216707900003
ACH-000152,-0.0713840805826
ACH-000153,-0.114760407706
ACH-000159,-0.331900457275
ACH-000160,-0.131470484252
ACH-000163,-0.152270214202
ACH-000167,-0.456748436668
ACH-000168,-0.40282809962800004
ACH-000169,-0.14764920580600002
ACH-000178,-0.128598663758
ACH-000182,-0.26596211607500003
ACH-000183,-0.179181784865
ACH-000188,-0.294043079888
