,RRM2B (50484)
ACH-000004,-0.019162379122099997
ACH-000007,-0.020269418893799997
ACH-000009,0.08900472933160002
ACH-000011,0.111690480722
ACH-000012,-0.169219933367
ACH-000013,0.05411733427780001
ACH-000014,-0.0202668297816
ACH-000015,0.18603360962
ACH-000017,-0.012331711717299998
ACH-000018,0.06316355946600001
ACH-000019,-0.10258427719799999
ACH-000021,-0.040529559951300004
ACH-000022,0.0351658998936
ACH-000025,-0.00592977797852
ACH-000028,-0.0688499548521
ACH-000030,0.035574885564099996
ACH-000035,0.309002401169
ACH-000036,0.0038824707052499997
ACH-000037,0.024724487689099996
ACH-000039,0.07345967488199999
ACH-000040,0.0501650791209
ACH-000041,0.09119703023539999
ACH-000042,0.0161850043586
ACH-000045,-0.12294860799
ACH-000047,0.126888590587
ACH-000052,0.08038531284889999
ACH-000053,0.0378303043899
ACH-000054,-0.0067173877469300005
ACH-000055,-0.0842839472671
ACH-000060,0.143411530372
ACH-000067,0.0474392828311
ACH-000070,0.223583694857
ACH-000075,-0.0030091833155500005
ACH-000078,0.17470815208299997
ACH-000082,0.10267685262800001
ACH-000085,0.159943048065
ACH-000086,-0.0722505567499
ACH-000087,-0.0005519180148380001
ACH-000092,-0.0893829746601
ACH-000095,0.09920268561750001
ACH-000097,0.054650376193699994
ACH-000098,0.09309576967660001
ACH-000099,0.0258200315192
ACH-000108,0.13879936552000002
ACH-000113,0.116681789868
ACH-000115,0.149630272587
ACH-000116,0.0577809045696
ACH-000118,0.0812086169312
ACH-000120,0.179755823192
ACH-000123,-0.0459104698525
ACH-000127,0.0244566474585
ACH-000128,0.00978715558183
ACH-000132,0.08812642766899999
ACH-000133,0.0435235049469
ACH-000137,0.09522736141730001
ACH-000138,0.116862864745
ACH-000142,-0.0876756637332
ACH-000143,0.27059829121
ACH-000146,0.0224883233146
ACH-000148,0.12577468966
ACH-000150,-0.139446993752
ACH-000152,-0.0942411257358
ACH-000153,0.0450545138503
ACH-000159,-0.17317406343800001
ACH-000160,0.060917214046800006
ACH-000163,0.055472520395900005
ACH-000167,0.162118530939
ACH-000168,-0.0866893960138
ACH-000169,0.125701609716
ACH-000178,0.0798753954999
ACH-000182,0.137818650075
ACH-000183,-0.104804319311
ACH-000188,-0.0749842075516
ACH-000189,0.19916768132399998
ACH-000190,-0.0482905120245
ACH-000198,-0.45300020010799996
ACH-000204,-0.0191766509225
ACH-000206,-0.00328784985002
ACH-000207,-0.218173711824
ACH-000211,-0.0803039624865
ACH-000215,0.08027960198919999
ACH-000221,0.198354622605
ACH-000222,-0.11867051945999998
ACH-000223,-0.216631479198
ACH-000226,0.119611299308
ACH-000227,0.027061794931700002
ACH-000228,-0.039893763197400005
ACH-000231,-0.0175384180031
ACH-000232,0.0940315450944
ACH-000233,0.11321585711
ACH-000234,0.0430310858012
ACH-000235,0.04332697295559999
ACH-000237,0.042599605817700004
ACH-000238,0.014166987341200001
ACH-000243,0.0737904328024
ACH-000244,0.0412219402751
ACH-000246,0.028303364849099996
ACH-000248,-0.13168834378
ACH-000250,0.050819699219500004
ACH-000251,0.10402206263199999
ACH-000253,0.007389265479829999
ACH-000255,0.230111983602
ACH-000256,-0.136095371709
ACH-000257,-0.142903238407
ACH-000258,0.14518612707599998
ACH-000259,0.0503967159945
ACH-000260,0.0300954396666
ACH-000261,0.025548516305
ACH-000262,0.221987730748
ACH-000263,0.00125406891601
ACH-000264,-0.0671950248964
ACH-000265,0.08299640450689999
ACH-000266,0.0749119133438
ACH-000272,0.035011745920199996
ACH-000273,0.0223037554574
ACH-000274,0.104571332771
ACH-000277,-0.164111502765
ACH-000278,0.0711614018303
ACH-000279,0.109219551949
ACH-000280,0.208431224332
ACH-000281,0.022809004754599998
ACH-000288,0.127245540747
ACH-000291,0.162463227855
ACH-000293,0.158413641412
ACH-000294,-0.0336770481255
ACH-000295,0.12111068419000001
ACH-000296,-0.0232587545082
ACH-000302,0.113736129166
ACH-000304,-0.23259715375300002
ACH-000307,0.015092535448200002
ACH-000308,-0.0164603032475
ACH-000310,0.105741560577
ACH-000311,0.119786855754
ACH-000312,0.21075975589499998
