,PNRC2 (55629)
ACH-000004,-0.587783890712
ACH-000007,-0.0852431067165
ACH-000009,-0.47215611213500003
ACH-000011,-0.29320024862599997
ACH-000012,-0.587470928888
ACH-000013,-0.332589437812
ACH-000014,-0.22341870575
ACH-000015,-0.354696364422
ACH-000017,-0.252855935194
ACH-000018,-0.37184362085
ACH-000019,-0.349236485801
ACH-000021,-0.338575910557
ACH-000022,-0.26930106258000003
ACH-000025,-0.6972877851479999
ACH-000028,-0.48968206889
ACH-000030,-0.307679054307
ACH-000035,-0.635954775819
ACH-000036,-0.44678460153000005
ACH-000037,-0.129236027412
ACH-000039,-0.665650307233
ACH-000040,-0.520909238311
ACH-000041,-0.335817361534
ACH-000042,-0.452490008024
ACH-000045,-0.10671171634099999
ACH-000047,-0.209696132456
ACH-000052,-0.318445413818
ACH-000053,-0.47899480920500004
ACH-000054,-0.55194752057
ACH-000055,-0.6998173281290001
ACH-000060,-0.29063180107700004
ACH-000067,-0.684686505151
ACH-000070,-0.246070428275
ACH-000075,-0.5856259249979999
ACH-000078,-0.340752407705
ACH-000082,-0.273438865924
ACH-000085,-0.338643584253
ACH-000086,-0.48272408550499996
ACH-000087,-0.30284858647
ACH-000092,-0.634621056596
ACH-000095,-0.305375188902
ACH-000097,-0.39631209395800004
ACH-000098,-0.37505800891400004
ACH-000099,-0.222037900317
ACH-000108,-0.41285050073799995
ACH-000113,-0.292194460314
ACH-000115,-0.289048020907
ACH-000116,-0.202364380193
ACH-000118,-0.48615861266800003
ACH-000120,-0.135357966325
ACH-000123,-0.215356940581
ACH-000127,-0.328298503948
ACH-000128,-0.5695812203289999
ACH-000132,-0.312122731307
ACH-000133,-0.225823101639
ACH-000137,-0.503265647795
ACH-000138,-0.39582692314900003
ACH-000142,-0.28765621102600003
ACH-000143,-0.27552521939
ACH-000146,-0.23844757497699998
ACH-000148,-0.35817131519199996
ACH-000150,-0.528071042813
ACH-000152,-0.541549085962
ACH-000153,-0.492463133024
ACH-000159,-0.327771070378
ACH-000160,-0.20228613500700002
ACH-000163,-0.31962110814100003
ACH-000167,-0.338184016013
ACH-000168,-0.172224405502
ACH-000169,-0.12760037400000002
ACH-000178,-0.255035850159
ACH-000182,-0.137238083224
ACH-000183,-0.346906702161
ACH-000188,-0.602483798475
ACH-000189,-0.697776243328
ACH-000190,-0.911067812238
ACH-000198,-0.240123714199
ACH-000204,-0.5506760051690001
ACH-000206,-0.35424453996399996
ACH-000207,-0.49067094949699996
ACH-000211,-0.305443259523
ACH-000215,-0.35054210413000003
ACH-000221,-0.436196460233
ACH-000222,-0.355789332083
ACH-000223,-0.383470951769
ACH-000226,-0.486088157749
ACH-000227,-0.303374821727
ACH-000228,-0.136227433652
ACH-000231,-0.40884765521099997
ACH-000232,-0.247701503687
ACH-000233,-0.248275474379
ACH-000234,-0.241600819919
ACH-000235,-0.48010685479099996
ACH-000237,-0.348553000734
ACH-000238,-0.725263101575
ACH-000243,-0.48662486715899994
ACH-000244,-0.564917107896
ACH-000246,-0.32588994514
ACH-000248,-0.0829937272398
ACH-000250,-0.22930243883999998
ACH-000251,-0.6510129792
ACH-000253,-0.160013928557
ACH-000255,-0.251708453954
ACH-000256,-0.5198459909250001
ACH-000257,-0.35667929263099996
ACH-000258,-0.20260350795899998
ACH-000259,-0.318986881283
ACH-000260,-0.34965784528399996
ACH-000261,-0.33788431643
ACH-000262,-0.353122817117
ACH-000263,-0.269117893634
ACH-000264,-0.370864272662
ACH-000265,-0.398722277428
ACH-000266,-0.27651584314399996
ACH-000272,-0.40823706728200004
ACH-000273,-0.271517943615
ACH-000274,-0.442469141999
ACH-000277,-0.488004209322
ACH-000278,-0.252321194163
ACH-000279,-0.27156920454399996
ACH-000280,-0.234266633393
ACH-000281,-0.465601718606
ACH-000288,-0.437170222751
ACH-000291,-0.482741575278
ACH-000293,-0.160921616441
ACH-000294,-0.314980948421
ACH-000295,-0.360186176136
ACH-000296,-0.223400858278
ACH-000302,-0.157464858697
ACH-000304,-0.587524734883
ACH-000307,-0.392019470885
ACH-000308,-0.251424211429
ACH-000310,-0.735130946531
ACH-000311,-0.544959164568
ACH-000312,-0.38741657615
ACH-000315,-0.309980352986
ACH-000316,-0.356258595193
ACH-000317,-0.509798704352
ACH-000318,-0.33712331336499995
ACH-000319,-0.461430836308
ACH-000320,-0.419071120991
ACH-000322,-0.38889075681199997
ACH-000323,-0.578659325441
ACH-000324,-0.506807717834
ACH-000329,-0.5611953482509999
ACH-000330,-0.48312001793799997
ACH-000331,-0.401664777382
ACH-000332,-0.27452714009199997
ACH-000334,-0.32250799995
ACH-000335,-0.811157732283
ACH-000336,-0.331648148684
ACH-000337,-0.174819377324
ACH-000339,-0.299031518403
ACH-000341,-0.405256457188
ACH-000348,-0.309432449871
ACH-000350,0.09187708415010001
ACH-000352,-0.349331998471
ACH-000356,-0.231400156431
ACH-000361,-0.37966053229099994
ACH-000362,-0.338089966133
ACH-000363,-0.12708867710000002
ACH-000364,-0.34363242577799996
ACH-000365,-0.149268158806
ACH-000366,-0.367431521752
ACH-000368,-0.574826349959
ACH-000374,-0.341169577784
ACH-000375,-0.350964995248
ACH-000376,-0.4974776181600001
ACH-000381,-0.18435616163899998
ACH-000383,-0.325192785616
ACH-000387,-0.49301022972099995
ACH-000389,-0.360607881991
ACH-000390,-0.294513695274
