,MAG (4099)
ACH-000215,-0.24489018525400003
ACH-000221,-0.466149125949
ACH-000222,-0.17616755630699998
ACH-000223,-0.11988760478299999
ACH-000226,-0.196495691431
ACH-000227,-0.35140241707900005
ACH-000228,-0.319276469024
ACH-000231,-0.010981436073700002
ACH-000232,-0.264372977488
ACH-000233,-0.18605391213599998
ACH-000234,-0.256435822259
ACH-000235,-0.21807483833799998
ACH-000237,-0.16898258682700001
ACH-000238,-0.142089396978
ACH-000243,-0.12034930606699999
ACH-000244,-0.143084664077
ACH-000246,-0.213377798359
ACH-000248,-0.296991752328
ACH-000250,-0.17381653705800001
ACH-000251,-0.573142117289
ACH-000253,-0.249004836649
ACH-000255,-0.307116907191
ACH-000256,-0.451028218699
ACH-000257,-0.25004031630600004
ACH-000258,-0.16289554005999998
ACH-000259,-0.16824779658300001
ACH-000260,-0.250776419995
ACH-000261,-0.328284419599
ACH-000262,-0.32530368199799997
ACH-000263,-0.26615187753499997
ACH-000264,-0.117668502917
ACH-000265,-0.315277153618
ACH-000266,-0.271667581535
ACH-000272,-0.158714024155
ACH-000273,-0.102267222216
ACH-000274,-0.0597647915362
ACH-000277,-0.07071155324239999
ACH-000278,-0.27141835632399997
ACH-000279,-0.08317372223319999
ACH-000280,-0.638592586071
ACH-000281,-0.0405781471476
ACH-000288,0.030118895468599995
ACH-000291,-0.216102547173
ACH-000293,-0.8347717342730001
ACH-000294,-0.320195302592
ACH-000295,-0.296456154746
ACH-000296,-0.0782913982335
ACH-000302,-0.603637029712
ACH-000304,-0.173478730255
ACH-000307,-0.10717773709100001
ACH-000308,-0.16226309732000002
ACH-000310,-0.159895568824
ACH-000311,-0.18572565820099998
ACH-000312,-0.0997728902121
ACH-000315,-0.0219105786895
ACH-000316,0.048985320570400004
ACH-000317,-0.012783473387799999
ACH-000318,-0.236950857933
ACH-000319,-0.34233338692299997
ACH-000320,-0.13673860613299998
ACH-000322,0.0158111949162
ACH-000323,-0.283349983838
ACH-000324,-0.378425005147
ACH-000329,-0.20033337143
ACH-000330,-0.415600378584
ACH-000331,-0.101266107641
ACH-000332,-0.18162230117
ACH-000334,-0.141286182709
ACH-000335,-0.35288639444700004
ACH-000336,-0.0275097102958
ACH-000337,-0.20457183915899999
ACH-000339,-0.224210687601
ACH-000341,-0.266147221997
ACH-000348,-0.131367236312
ACH-000350,-0.21709753722800001
ACH-000352,-0.152684118121
ACH-000356,-0.5745840060899999
ACH-000361,-0.47793544906999996
ACH-000362,-0.351749600277
ACH-000363,-0.09127887239499999
ACH-000364,-0.39732104523
ACH-000365,-0.232224841756
ACH-000366,-0.379698407936
ACH-000368,-0.151243008014
ACH-000374,0.0917090816586
ACH-000375,-0.134734638783
ACH-000376,-0.116411827235
ACH-000381,-0.19322854921100002
ACH-000383,-0.32535802618
ACH-000387,-0.309848674521
ACH-000389,-0.320705567925
ACH-000390,-0.276927865812
ACH-000393,-0.23896581228
ACH-000395,-0.216014588825
ACH-000397,-0.35038002132299995
ACH-000401,-0.555395759758
ACH-000402,-0.377247081391
ACH-000403,-0.193943984979
ACH-000404,-0.0695245898169
ACH-000406,-0.20998776452399998
ACH-000407,-0.289925614135
ACH-000408,-0.43833947103200005
ACH-000410,-0.18187112017499998
ACH-000411,0.10296466632899999
ACH-000414,-0.40346832260300003
ACH-000415,-0.37025245085600006
ACH-000416,-0.163378337378
ACH-000420,-0.304034532238
ACH-000421,-0.144164091879
ACH-000424,-0.163175099043
ACH-000425,-0.0658191855382
ACH-000426,0.09797608236289998
ACH-000427,-0.375423903148
ACH-000433,-0.22538446729699999
ACH-000436,-0.0396976984285
ACH-000444,-0.24479176685899998
ACH-000445,-0.301773517408
ACH-000448,-0.105566700995
ACH-000450,-0.20669013951499998
ACH-000452,-0.0944908344647
ACH-000454,-0.351783811295
ACH-000458,-0.215957297887
ACH-000459,-0.288012757222
ACH-000460,-0.21277828569600002
ACH-000461,-0.24287534632899999
ACH-000463,-0.146473414317
ACH-000464,-0.21571258745900002
ACH-000466,-0.493780210685
ACH-000467,-0.101772820704
ACH-000468,-0.502821670453
ACH-000469,-0.284633449919
ACH-000470,-0.362090057502
ACH-000471,-0.39468102428199997
ACH-000472,-0.405207027385
ACH-000473,-0.330048535235
ACH-000475,-0.364539993648
ACH-000476,-0.27302251
ACH-000477,-0.35979101837
ACH-000480,-0.202200851911
ACH-000481,-0.17913584409000002
ACH-000483,0.0370965411805
ACH-000484,-0.209615056518
ACH-000485,-0.112617464057
ACH-000486,-0.498240942382
ACH-000487,-0.268520248811
ACH-000488,-0.162009408289
ACH-000490,-0.37259401943000003
ACH-000491,-0.267150932126
ACH-000495,-0.108906415615
ACH-000496,-0.337301290439
ACH-000499,-0.5524489651100001
ACH-000500,0.064252464133
ACH-000502,-0.416576246744
ACH-000503,0.112317478299
ACH-000505,-0.313025395561
ACH-000507,-0.178025423898
ACH-000510,-0.592582914572
ACH-000511,-0.133726240384
ACH-000512,-0.341978558419
ACH-000516,-0.34670541478699995
ACH-000517,-0.312574323129
ACH-000518,-0.32034509121599997
ACH-000520,-0.200698737139
ACH-000521,-0.292991999433
ACH-000522,-0.23008196533000003
ACH-000524,-0.34592326311899996
ACH-000527,-0.304600799052
ACH-000528,-0.117941327543
ACH-000537,-0.173768995232
ACH-000541,-0.243516124605
ACH-000542,-0.291722300657
ACH-000544,-0.19495280979600002
ACH-000545,-0.18708761398600002
ACH-000547,-0.178987791242
ACH-000548,-0.253144135029
ACH-000549,-0.16808159612
ACH-000550,-0.135545236829
ACH-000552,-0.178491399978
ACH-000556,-0.346025257395
ACH-000557,-0.18874021064
ACH-000570,-0.262974573817
ACH-000571,-0.34915094763800003
ACH-000573,-0.217001736611
ACH-000576,0.0541295714279
ACH-000580,-0.0328307104589
ACH-000584,-0.38537473685400003
ACH-000585,-0.282821827549
ACH-000588,-0.138790782376
ACH-000589,-0.282611075518
ACH-000591,-0.277217899909
ACH-000593,-0.251101668733
ACH-000600,-0.138688035464
ACH-000601,-0.18754370411600002
ACH-000604,-0.15678194800200002
ACH-000605,-0.39065590485600005
ACH-000606,-0.346951678713
ACH-000608,-0.29519852558000004
ACH-000614,-0.013852424368700001
ACH-000616,-0.328611953245
ACH-000618,-0.22232092123199998
ACH-000619,0.0198184193518
ACH-000620,-0.17439706364799998
ACH-000621,-0.393578183855
ACH-000622,-0.12200245153799999
ACH-000623,-0.201174955476
ACH-000624,-0.23188076031
ACH-000627,-0.29529539347100003
ACH-000630,-0.170073477582
ACH-000632,-0.205557406998
ACH-000633,-0.270269586651
ACH-000637,-0.24314637359900002
ACH-000638,-0.22128964664099998
ACH-000646,-0.349074384648
ACH-000647,0.000671595621448
ACH-000648,-0.238979216504
ACH-000649,-0.19047043958
ACH-000651,-0.200082172033
ACH-000652,-0.19694580115
ACH-000653,-0.106864572402
ACH-000657,-0.294782631198
ACH-000658,-0.18291039528
ACH-000661,-0.147141015391
ACH-000662,-0.48204506149899995
ACH-000663,-0.31767022181
ACH-000665,-0.0706304533539
ACH-000671,-0.14186780621099998
ACH-000673,-0.133872307961
ACH-000676,-0.274585467142
ACH-000677,-0.31750376527199997
ACH-000681,-0.25256940536999994
ACH-000682,-0.314154343775
ACH-000683,-0.12191451984099999
ACH-000684,0.04492345067509999
ACH-000688,-0.393564072663
ACH-000693,-0.230453779195
ACH-000694,-0.24267775834000002
ACH-000695,-0.2190658995
ACH-000696,-0.232362293074
ACH-000697,-0.35692929972
ACH-000699,-0.196738292428
ACH-000701,-0.224271417415
ACH-000706,-0.20320371484400002
ACH-000711,-0.290625706847
ACH-000713,-0.307743487015
ACH-000714,-0.174613737414
ACH-000718,-0.0753588591788
ACH-000720,-0.256172101808
ACH-000721,-0.200274603007
ACH-000724,-0.656033425146
ACH-000725,-0.369951276017
ACH-000732,-0.188173938004
ACH-000734,-0.28627428833
ACH-000735,-0.320863037337
ACH-000736,-0.374603060163
ACH-000738,-0.146984205059
ACH-000746,-0.184754680697
ACH-000747,-0.22043616024
ACH-000748,-0.2985677351
ACH-000753,-0.167856705736
ACH-000756,-0.589347968871
ACH-000757,-0.44419248672600004
ACH-000758,-0.210258893547
ACH-000760,-0.282713563176
ACH-000763,-0.24015853421
ACH-000764,-0.479413295966
ACH-000765,-0.371328067733
ACH-000766,-0.14799307259199998
ACH-000767,-0.23987484494199998
ACH-000768,-0.0854820589403
ACH-000769,-0.230426652598
ACH-000770,-0.142482750746
ACH-000771,-0.13793256035499998
ACH-000773,-0.302636951886
ACH-000776,-0.446971703183
ACH-000777,-0.301977465255
ACH-000778,-0.12951930452500002
ACH-000781,-0.193358165458
ACH-000782,-0.16833062306
ACH-000783,-0.0706032781183
ACH-000784,-0.231077640143
ACH-000785,0.0012699029019200001
ACH-000787,-0.31129471219
ACH-000788,-0.2753443071
ACH-000791,-0.24340136821
ACH-000792,-0.28080345498000003
ACH-000794,-0.284493229912
ACH-000796,-0.302099361548
ACH-000799,-0.0744157253991
ACH-000800,-0.10250103291099999
ACH-000802,-0.273609505263
ACH-000804,0.0575335510164
ACH-000805,-0.150624597677
ACH-000809,-0.270699936153
ACH-000810,-0.505009241717
ACH-000811,-0.18495290886399998
ACH-000817,-0.07787930775310001
ACH-000819,-0.46880714959799996
ACH-000820,0.0855404495159
ACH-000821,0.045528328878800005
ACH-000822,-0.29034035145
ACH-000823,-0.432295260082
ACH-000824,-0.611809076955
ACH-000827,-0.131541250184
ACH-000829,-0.268424325176
ACH-000831,-0.479861398376
ACH-000832,-0.132818876407
ACH-000833,-0.049115257431300005
ACH-000834,-0.177868323279
ACH-000835,-0.20513405312199998
ACH-000836,-0.270711398195
ACH-000837,-0.35380987081799997
ACH-000838,-0.327145894245
ACH-000839,-0.0763938404696
ACH-000840,-0.215096851167
ACH-000841,-0.318424771774
ACH-000843,-0.25717176653
ACH-000846,-0.0434211062476
ACH-000847,-0.48709472489100003
ACH-000848,-0.34160349501299997
ACH-000849,-0.10745066778
ACH-000851,-0.164544171198
ACH-000855,-0.0783031759588
ACH-000856,-0.211961326123
ACH-000858,-0.307762380464
ACH-000859,0.0130162345154
ACH-000861,-0.485966143076
ACH-000862,-0.21869858209000004
ACH-000865,-0.243644713792
ACH-000866,-0.19725782012600002
ACH-000867,-0.254504168154
ACH-000869,-0.14141753992999997
ACH-000872,-0.45321769826200003
ACH-000873,-0.29825645599100004
ACH-000876,-0.349533911897
ACH-000878,-0.012120689941
ACH-000880,-0.38129796392399995
ACH-000881,-0.172190174181
ACH-000882,-0.17725035706300002
ACH-000884,-0.225871704736
ACH-000885,-0.11885100819399999
ACH-000887,-0.24068482711199998
ACH-000888,-0.172136674282
ACH-000889,-0.29627657181899997
ACH-000890,-0.22968183082199997
ACH-000896,-0.35577637936800005
ACH-000898,-0.41218148938
ACH-000900,-0.327946865355
ACH-000901,-0.40725425770199997
ACH-000905,-0.169899598502
ACH-000906,-0.283826112967
ACH-000907,-0.05844306207930001
ACH-000910,-0.09883002332260002
ACH-000911,-0.34919168670999995
ACH-000912,-0.567572967455
ACH-000913,-0.10105683482200001
ACH-000915,-0.267974554905
ACH-000916,-0.244036286569
ACH-000917,-0.46402924249399996
ACH-000921,-0.0980488376901
ACH-000924,-0.191595621712
ACH-000926,-0.114499479298
ACH-000928,-0.356893419366
ACH-000929,-0.0746070360773
ACH-000932,-0.151257346622
ACH-000935,-0.26522851367600003
ACH-000936,-0.29772352789400003
ACH-000937,-0.0379757917024
ACH-000938,-0.282812443736
ACH-000939,-0.39128298079
ACH-000941,-0.340422316264
ACH-000943,-0.341995494217
ACH-000946,-0.103308308876
ACH-000947,-0.158450231333
ACH-000948,-0.133549747707
ACH-000950,-0.109065330278
ACH-000953,-0.26740613679
ACH-000957,-0.209283678648
ACH-000958,-0.140117692785
ACH-000960,-0.178340141282
ACH-000963,-0.09767295234860002
ACH-000968,-0.291178159938
ACH-000969,-0.23918997016
ACH-000973,-0.18119261311
ACH-000974,-0.08854480112600001
ACH-000975,-0.22200720908000005
ACH-000976,-0.23259637162799998
ACH-000978,0.228854336155
ACH-000980,-0.217623037799
ACH-000984,-0.20685582197299998
ACH-000986,-0.029242644508199998
ACH-000988,-0.220773653376
ACH-000993,-0.180907122143
ACH-000994,-0.252459153838
ACH-000996,-0.216721234195
ACH-001001,-0.346444371356
ACH-001020,-0.103369722398
ACH-001028,-0.138110034491
ACH-001031,-0.357468333879
ACH-001038,-0.23367897101
ACH-001048,-0.494462905568
ACH-001050,-0.361943672853
ACH-001053,-0.22433415438700002
ACH-001054,-0.1319501799
ACH-001061,-0.223891865981
ACH-001067,-0.286484179358
ACH-001075,-0.18644187476500002
ACH-001096,-0.281998969434
ACH-001128,-0.396384969589
ACH-001134,-0.238561412439
ACH-001151,-0.216662573035
ACH-001163,-0.372821597271
ACH-001164,-0.106132433805
ACH-001173,-0.384670583914
ACH-001183,-0.359863833714
ACH-001184,-0.24825760685400003
ACH-001190,-0.326447689827
ACH-001192,-0.17209818624
ACH-001193,-0.165153844217
ACH-001196,-0.19778895834899998
ACH-001197,0.07693595107210001
ACH-001205,-0.281723867428
ACH-001211,-0.301449943294
ACH-001212,-0.451757502044
ACH-001228,-0.287992244243
ACH-001232,-0.208495074328
ACH-001239,-0.0688382176667
ACH-001274,-0.327722719171
ACH-001275,-0.158848024276
ACH-001277,-0.12556078850299998
ACH-001278,-0.311124325918
ACH-001280,-0.261482797988
ACH-001283,-0.262315120676
ACH-001289,-0.16887332002799998
ACH-001295,-0.219238251413
ACH-001300,-0.206901738778
ACH-001301,-0.129960950306
ACH-001302,-0.223821069813
ACH-001303,-0.0463421616985
ACH-001306,-0.11436097985999999
ACH-001318,-0.10807986306299999
ACH-001322,-0.17690166972
ACH-001328,-0.32993673255899997
ACH-001332,-0.540795479005
ACH-001333,-0.25742898881299997
ACH-001336,-0.14090446086
ACH-001340,-0.180454361204
ACH-001346,-0.216135558844
ACH-001353,-0.387119715862
ACH-001354,-0.263487491618
ACH-001367,-0.00411997723047
ACH-001368,-0.177220363268
ACH-001374,-0.17028096188499997
ACH-001375,-0.155401448154
ACH-001377,-0.132162372985
ACH-001380,-0.200057241844
ACH-001391,0.0206770608874
ACH-001407,-0.396727719194
ACH-001408,-0.231606354071
ACH-001413,-0.355727399696
ACH-001430,-0.584670585751
ACH-001431,-0.158704187492
ACH-001450,0.0662783774744
ACH-001496,-0.150514130748
ACH-001500,-0.562621463556
ACH-001521,-0.388516172995
ACH-001523,-0.172556631354
ACH-001532,-0.129972150032
ACH-001536,-0.169407536567
ACH-001550,-0.0831559806064
ACH-001552,-0.25153825042
ACH-001554,-0.259951711318
ACH-001645,-0.377677793858
ACH-001654,-0.3007215866
ACH-001715,-0.0800845890108
ACH-001735,-0.181383680759
ACH-001736,-0.304908349682
ACH-001737,-0.2677067616
ACH-001740,-0.298300065971
ACH-001745,-0.422629422037
ACH-001750,-0.310317856578
ACH-001765,-0.15752711406199998
ACH-001956,-0.187729840826
ACH-001957,-0.0986779100935
