,ZC3H12A (80149)
ACH-000004,-0.198441470997
ACH-000007,-0.174810421107
ACH-000009,-0.19855563635600001
ACH-000011,-0.265199419743
ACH-000012,0.0109994106579
ACH-000013,-0.10786724750900001
ACH-000014,-0.139686202891
ACH-000015,-0.290048276857
ACH-000017,-0.0965496002782
ACH-000018,-0.0839813652922
ACH-000019,-0.520355314662
ACH-000021,-0.026958279295099998
ACH-000022,-0.0132005025175
ACH-000025,-0.23538283172600002
ACH-000028,-0.149440567234
ACH-000030,-0.0217336639667
ACH-000035,-0.10028364582699999
ACH-000036,-0.15074441051100002
ACH-000037,-0.34920355048600005
ACH-000039,0.190654752274
ACH-000040,-0.25969816666900003
ACH-000041,-0.16999148068199998
ACH-000042,-0.163513664595
ACH-000045,-0.290604755619
ACH-000047,0.130916331009
ACH-000052,-0.14213378275
ACH-000053,-0.0480298733557
ACH-000054,-0.169744403033
ACH-000055,-0.22797973737399999
ACH-000060,-0.164182044927
ACH-000067,-0.128652493117
ACH-000070,-0.141862600234
ACH-000075,-0.657633261762
ACH-000078,-0.07293106041839999
ACH-000082,-0.21930505735
ACH-000085,-0.267807923323
ACH-000086,0.05046071459319999
ACH-000087,-0.217095970592
ACH-000092,-0.18822808071400002
ACH-000095,-0.089708856653
ACH-000097,-0.00994956983427
ACH-000098,-0.104955617445
ACH-000099,-0.263383233482
ACH-000108,-0.046886724152899996
ACH-000113,-0.0818257592096
ACH-000115,0.133584555992
ACH-000116,-0.145280639333
ACH-000118,-0.0408839282056
ACH-000120,-0.0832643222379
ACH-000123,-0.0789767992096
ACH-000127,-0.00619203947407
ACH-000128,0.0535746493784
ACH-000132,-0.386987182751
ACH-000133,-0.291785882677
ACH-000137,-0.273378041188
ACH-000138,-0.12347342784000002
ACH-000142,-0.12521310789100001
ACH-000143,-0.288312295188
ACH-000146,-0.21925595287799998
ACH-000148,-0.0266315469509
ACH-000150,-0.25561977993900004
ACH-000152,-0.28567875007599997
ACH-000153,-0.08652575528989999
ACH-000159,-0.123175576747
ACH-000160,-0.105514016603
ACH-000163,-0.0638062133877
ACH-000167,-0.350675087384
ACH-000168,-0.0913118669149
ACH-000169,-0.32233053965
ACH-000178,-0.005207622311810001
ACH-000182,0.202036923516
ACH-000183,0.030068048145099998
ACH-000188,-0.333875954459
ACH-000189,-0.10985796893
ACH-000190,-0.0621854160434
ACH-000198,0.10643237548800001
ACH-000204,-0.23927313041700002
ACH-000206,-0.329018210179
ACH-000207,-0.231289086699
ACH-000211,-0.0907195728255
ACH-000215,-0.11443185213300001
ACH-000221,-0.120907989422
ACH-000222,0.06971389472799999
ACH-000223,-0.0920090784257
ACH-000226,-0.129697418608
ACH-000227,-0.0831773022625
ACH-000228,-0.167882028949
ACH-000231,-0.136600715524
ACH-000232,-0.037227286316300005
ACH-000233,-0.16309592795
ACH-000234,-0.030059370509599996
ACH-000235,-0.06842364632180001
ACH-000237,-0.14503245869
ACH-000238,-0.0100148369366
ACH-000243,-0.045604392220800004
ACH-000244,-0.130959520942
ACH-000246,0.0634933628034
ACH-000248,-0.160723867722
ACH-000250,-0.11945933742499999
ACH-000251,0.135941461899
ACH-000253,0.017308332948900003
ACH-000255,-0.37194957203400003
ACH-000256,-0.14782804299000002
ACH-000257,-0.21853520303800003
ACH-000258,-0.353624949169
ACH-000259,-0.167641311346
ACH-000260,-0.241436844723
ACH-000261,-0.14200435462000002
ACH-000262,0.01681136229
ACH-000263,-0.03662282913519999
ACH-000264,-0.36527847545000003
ACH-000265,-0.11568146231799999
ACH-000266,-0.20862744417999998
ACH-000272,-0.308489935184
ACH-000273,-0.418923164956
ACH-000274,-0.169914213515
ACH-000277,0.0235698327012
ACH-000278,0.0251159323482
ACH-000279,-0.094902812709
ACH-000280,-0.17612473318
ACH-000281,0.0896784190254
ACH-000288,-0.196857132359
ACH-000291,0.25657341098499997
ACH-000293,-0.31815398865600003
ACH-000294,0.0642676106551
ACH-000295,-0.17725400908599998
ACH-000296,-0.241382857276
ACH-000302,-0.186596688434
ACH-000304,-0.259102952478
ACH-000307,-0.08084778070889999
ACH-000308,-0.026240187409399998
ACH-000310,-0.094306490493
ACH-000311,0.254070236013
ACH-000312,-0.261831546954
ACH-000315,-0.250881396623
ACH-000316,-0.115915197997
ACH-000317,-0.195062559608
ACH-000318,-0.27630361891399996
ACH-000319,-0.014936984381
ACH-000320,-0.212317314614
ACH-000322,0.020326439938599998
ACH-000323,-0.007602130206439999
ACH-000324,0.09460315097069999
ACH-000329,-0.022809825643000003
ACH-000330,-0.242493914118
ACH-000331,-0.338695387201
ACH-000332,0.116884463314
ACH-000334,0.120848798209
ACH-000335,-0.24716480664700002
ACH-000336,0.372655317928
ACH-000337,-0.347293067147
ACH-000339,0.00201673930326
ACH-000341,-0.12638866978
ACH-000348,-0.259806919589
ACH-000350,0.196801914006
ACH-000352,0.064128847154
ACH-000356,-0.164404789012
ACH-000361,-0.218874679267
ACH-000362,0.150529226174
ACH-000363,0.138184577073
ACH-000364,-0.160887519194
ACH-000365,-0.15381450518
ACH-000366,-0.20022695718199998
ACH-000368,0.42268017171300004
ACH-000374,-0.08231262362030001
