,KLC4 (89953)
ACH-000004,-0.253446372132
ACH-000007,-0.12066540491599999
ACH-000009,-0.180297397467
ACH-000011,-0.204133756941
ACH-000012,-0.21827805024900002
ACH-000013,-0.251077849859
ACH-000014,-0.302147660086
ACH-000015,-0.18936536402399998
ACH-000017,-0.22974003728
ACH-000018,-0.44199140648199997
ACH-000019,-0.136384019235
ACH-000021,-0.11201246824899999
ACH-000022,-0.106097149258
ACH-000025,-0.211237332262
ACH-000028,-0.19166815913
ACH-000030,-0.134936749285
ACH-000035,-0.353344020982
ACH-000036,-0.299061774907
ACH-000037,-0.254456042067
ACH-000039,-0.308224074901
ACH-000040,-0.278557137924
ACH-000041,-0.10765551155200001
ACH-000042,-0.15332181914
ACH-000045,-0.0648730002739
ACH-000047,-0.261524025247
ACH-000052,-0.282527885967
ACH-000053,-0.286114628249
ACH-000054,0.028386298199400004
ACH-000055,-0.0242739857009
ACH-000060,-0.14539353836899999
ACH-000067,-0.379544196581
ACH-000070,-0.14722041382099998
ACH-000075,-0.12730945718599998
ACH-000078,-0.22990533237799998
ACH-000082,-0.172979943162
ACH-000085,-0.0780468046211
ACH-000086,-0.199787980819
ACH-000087,-0.319111613818
ACH-000092,-0.182670563994
ACH-000095,-0.182846130095
ACH-000097,-0.09655116817569999
ACH-000098,-0.24853834237199998
ACH-000099,-0.153605549347
ACH-000108,-0.299300522154
ACH-000113,-0.166188250997
ACH-000115,-0.347486616346
ACH-000116,-0.114945599687
ACH-000118,-0.327668403701
ACH-000120,-0.158359638594
ACH-000123,-0.198910439843
ACH-000127,-0.348025580686
ACH-000128,-0.13333060636299998
ACH-000132,-0.29657448997200003
ACH-000133,-0.280275722875
ACH-000137,-0.19190482203899997
ACH-000138,-0.23628589265
ACH-000142,-0.106823407434
ACH-000143,-0.16708274499700002
ACH-000146,-0.276374836622
ACH-000148,-0.12940357289899998
ACH-000150,-0.302490050834
ACH-000152,0.010574386634
ACH-000153,-0.28602618147
ACH-000159,-0.11536121058599999
ACH-000160,-0.24072494106800002
ACH-000163,-0.0928980458784
ACH-000167,-0.15257804590500001
ACH-000168,-0.174107762469
ACH-000169,-0.209405291452
ACH-000178,-0.0566775194534
ACH-000182,-0.228214988486
ACH-000183,-0.25474563619699997
ACH-000188,-0.08943131294819999
ACH-000189,0.184685124699
ACH-000190,-0.18025389295000002
ACH-000198,-0.193991099514
ACH-000204,-0.26077953622
ACH-000206,-0.17878249031800003
ACH-000207,-0.410735986506
ACH-000211,-0.104716370068
ACH-000215,-0.17371857241
ACH-000221,-0.08634890532749999
ACH-000222,-0.20223111574000002
ACH-000223,-0.198650428666
ACH-000226,-0.043682154415100004
ACH-000227,-0.21642034625
ACH-000228,-0.334843138024
ACH-000231,-0.24067644254700002
ACH-000232,-0.10762194644000002
ACH-000233,-0.133027722728
ACH-000234,-0.117945808597
ACH-000235,-0.116958703404
ACH-000237,-0.11560102330800001
ACH-000238,-0.158237856795
ACH-000243,-0.212987479045
ACH-000244,-0.143630647729
ACH-000246,-0.118113244476
ACH-000248,-0.13902772768899999
ACH-000250,-0.215222273033
ACH-000251,-0.380414447319
ACH-000253,-0.10871665342299999
ACH-000255,-0.254679978398
ACH-000256,-0.152493715639
ACH-000257,0.130166066731
ACH-000258,-0.27575535283
ACH-000259,-0.22871705104899998
ACH-000260,-0.142235093486
ACH-000261,-0.24656325994699999
ACH-000262,-0.22748056259
ACH-000263,-0.49403613251100004
ACH-000264,-0.09379201558189999
ACH-000265,-0.331715327511
ACH-000266,-0.20995168100699999
ACH-000272,-0.0898153643409
ACH-000273,-0.0910574365761
ACH-000274,-0.0617044820088
ACH-000277,-0.312221947687
ACH-000278,-0.0773281206679
ACH-000279,-0.142851786575
ACH-000280,-0.136486565605
ACH-000281,-0.607347700246
ACH-000288,-0.110301889449
ACH-000291,0.054828264534099995
ACH-000293,-0.196433466635
ACH-000294,-0.0209348096762
ACH-000295,-0.18699333715100003
ACH-000296,-0.0993804829726
ACH-000302,-0.26238497320799997
ACH-000304,-0.31808732179
ACH-000307,-0.27859679665
ACH-000308,-0.176254080045
ACH-000310,-0.167551853866
ACH-000311,-0.163274573353
ACH-000312,-0.233457174828
ACH-000315,-0.367349210484
ACH-000316,-0.282262883757
ACH-000317,-0.19033766894600002
ACH-000318,-0.100832916506
ACH-000319,-0.13252334046800002
ACH-000320,-0.35223683165200004
ACH-000322,-0.104748876945
ACH-000323,-0.146386116263
ACH-000324,-0.269732102086
ACH-000329,-0.08863349450380001
ACH-000330,-0.306001455428
ACH-000331,-0.319975153067
ACH-000332,-0.23151049350699998
ACH-000334,-0.029718814103200004
ACH-000335,-0.0703802962685
ACH-000336,-0.162027330155
ACH-000337,-0.293487267449
ACH-000339,-0.0827063814789
ACH-000341,-0.10139613444199999
ACH-000348,-0.11345142256799999
ACH-000350,0.0378140095585
ACH-000352,-0.22249941122900002
ACH-000356,-0.29224699014600003
ACH-000361,-0.24477036329500002
ACH-000362,-0.0235462928177
ACH-000363,-0.146061630255
ACH-000364,-0.264315424041
ACH-000365,-0.300221967784
ACH-000366,-0.103496153211
ACH-000368,0.0297438122457
ACH-000374,-0.216299345497
ACH-000375,-0.15022876747400002
ACH-000376,-0.20702057223700002
ACH-000381,-0.16421814961
ACH-000383,-0.113815946655
ACH-000387,-0.284478688491
ACH-000389,-0.05002671172119999
ACH-000390,-0.203709704143
ACH-000393,-0.359387077098
ACH-000395,-0.166141161162
ACH-000397,-0.229503435579
ACH-000401,0.0787798820072
ACH-000402,-0.273512203599
ACH-000403,-0.06533681515499999
ACH-000404,0.22754021399500002
ACH-000406,-0.275196048336
ACH-000407,-0.219682789419
ACH-000408,-0.051300574315800006
ACH-000410,-0.131227105138
ACH-000411,-0.0955101587052
ACH-000414,-0.149623107951
ACH-000415,-0.21177839587699998
ACH-000416,-0.147890552171
ACH-000420,-0.225046917557
ACH-000421,-0.20569027233800002
ACH-000424,-0.171818183911
ACH-000425,-0.0626523522799
ACH-000426,0.0687022888475
ACH-000427,-0.150767151988
