,LCK (3932)
ACH-000004,-0.0281194673448
ACH-000007,-0.281477727889
ACH-000009,0.118432151284
ACH-000011,0.127395184036
ACH-000012,-0.151009723953
ACH-000013,-0.193007598473
ACH-000014,0.241756478266
ACH-000015,0.010149978280799998
ACH-000017,0.159662336648
ACH-000018,0.056543228589500005
ACH-000019,0.109010128643
ACH-000021,0.0103945677422
ACH-000022,0.155950941817
ACH-000025,-0.006119997473619999
ACH-000028,-0.0198282860133
ACH-000030,0.07516884489060001
ACH-000035,-0.20543106643800002
ACH-000036,0.0541296141285
ACH-000037,0.128308204933
ACH-000039,0.0635993641107
ACH-000040,-0.05339350124009999
ACH-000041,0.00539761587948
ACH-000042,0.031544452763099994
ACH-000045,0.27878229970199997
ACH-000047,0.14940610582900002
ACH-000052,0.239070120279
ACH-000053,0.07758811267239998
ACH-000054,0.152618730708
ACH-000055,0.065051835476
ACH-000060,0.0379783801717
ACH-000067,0.0100615278464
ACH-000070,0.275140339069
ACH-000075,-0.15362545519600002
ACH-000078,0.0803329196138
ACH-000082,0.112870781498
ACH-000085,0.0363446637246
ACH-000086,0.119671798521
ACH-000087,0.22421851039500001
ACH-000092,-0.11797299952
ACH-000095,0.0149721728532
ACH-000097,0.0273347473621
ACH-000098,-0.09873250610819999
ACH-000099,0.0030570902483100003
ACH-000108,0.0150948035275
ACH-000113,0.08132836530160001
ACH-000115,0.0416188331171
ACH-000116,0.010968673870600002
ACH-000118,0.00763324275509
ACH-000120,0.23752260515299997
ACH-000123,0.102356688574
ACH-000127,0.0468968062251
ACH-000128,0.00552172729692
ACH-000132,-0.009119175398280001
ACH-000133,0.16449567286699998
ACH-000137,-0.0909911776
ACH-000138,0.233963911512
ACH-000142,-0.107802491195
ACH-000143,0.110376503397
ACH-000146,0.17509651629700002
ACH-000148,0.11976865582599999
ACH-000150,-0.21213806339000002
ACH-000152,-0.06989681051860001
ACH-000153,-0.07604855455989999
ACH-000159,0.10301832872300001
ACH-000160,0.22828299359700002
ACH-000163,-0.053028445991000005
ACH-000167,0.128864865426
ACH-000168,0.0726776699122
ACH-000169,-0.140876840064
ACH-000178,-0.159422649142
ACH-000182,0.032776035113499996
ACH-000183,-0.200563719519
ACH-000188,-0.014521909971
ACH-000189,0.101281203335
ACH-000190,-0.252614718347
ACH-000198,0.0823177223975
ACH-000204,-0.0250036331515
ACH-000206,0.0785999462111
ACH-000207,0.347982610175
ACH-000211,0.204254158213
ACH-000215,-0.0207098542621
ACH-000221,0.110703109584
ACH-000222,0.128608377623
ACH-000223,0.107578814067
ACH-000226,-0.032180620172099994
ACH-000227,0.161358245081
ACH-000228,-0.00927325408154
ACH-000231,0.135631837314
ACH-000232,0.129258559869
ACH-000233,0.0235323718046
ACH-000234,0.029445696978
ACH-000235,0.0544730415702
ACH-000237,0.0331867994726
ACH-000238,0.078921850113
ACH-000243,0.0406756245734
ACH-000244,-0.22799111945300002
ACH-000246,0.0860199883475
ACH-000248,0.0397343216126
ACH-000250,0.08783622157469999
ACH-000251,0.0300287089216
ACH-000253,0.015184238100700001
ACH-000255,0.0642948370569
ACH-000256,-0.0061148401092000005
ACH-000257,0.08016013126610001
ACH-000258,0.18099923996800002
ACH-000259,0.0675629083136
ACH-000260,0.042953736217
ACH-000261,-0.026870223769099998
ACH-000262,0.211049653595
ACH-000263,0.12754899965
ACH-000264,-0.013991479491700001
ACH-000265,0.0454388592187
ACH-000266,0.0805306002199
ACH-000272,-0.024074068671300002
ACH-000273,0.08802764094280001
ACH-000274,-0.237466457858
ACH-000277,0.070553883655
ACH-000278,-0.211615426536
ACH-000279,0.0403562996091
ACH-000280,0.053710083717
ACH-000281,0.224218428417
ACH-000288,-0.058912003147099996
ACH-000291,-0.03972088997480001
ACH-000293,-0.13633436357200002
ACH-000294,0.205829004114
ACH-000295,0.366153030426
ACH-000296,-0.0037811123551799997
ACH-000302,-0.0572483671274
ACH-000304,0.021602300037099998
ACH-000307,-0.11000643212000001
ACH-000308,0.10441228323599999
ACH-000310,-0.025021217044099996
ACH-000311,0.22319159327399998
ACH-000312,-0.0143928536046
ACH-000315,0.10656298523600001
ACH-000316,0.0953892282765
ACH-000317,0.0286142350332
ACH-000318,-0.0672591642508
ACH-000319,-0.114017751396
ACH-000320,-0.07070170016510001
ACH-000322,0.138832860468
ACH-000323,-0.13131904348200002
ACH-000324,0.0818775629841
ACH-000329,-0.161359294269
ACH-000330,0.12024464525
ACH-000331,0.0201560745358
ACH-000332,0.0209720180098
ACH-000334,-0.09420802727019999
ACH-000335,0.209493962494
ACH-000336,0.0457267829081
ACH-000337,-0.126381660852
ACH-000339,0.132520090068
ACH-000341,0.07697294485930001
ACH-000348,0.10807504969000001
ACH-000350,0.0525749327701
ACH-000352,-0.061183824805300005
ACH-000356,0.169980793492
ACH-000361,0.12974568080999999
ACH-000362,0.12109923814899999
ACH-000363,0.061449808242600004
ACH-000364,-0.12406274699200001
ACH-000365,-0.0273717758791
ACH-000366,0.0910532472161
ACH-000368,-0.12128148734000001
ACH-000374,0.056852649448300006
ACH-000375,-0.14422409614099999
ACH-000376,-0.0634872577205
ACH-000381,0.140540306802
ACH-000383,-0.0799343792321
ACH-000387,0.0219447438945
