,CXXC5 (51523)
ACH-000004,-0.0439527131231
ACH-000007,0.377731766262
ACH-000009,0.172313519852
ACH-000011,0.0380241644775
ACH-000012,0.0885251857547
ACH-000013,0.205136525315
ACH-000014,0.09624423822820001
ACH-000015,-0.0946418393886
ACH-000017,0.6851611844390001
ACH-000018,0.10971455672800001
ACH-000019,0.08138042524349999
ACH-000021,0.06915920030639999
ACH-000022,0.0869647894095
ACH-000025,0.12514712677
ACH-000028,0.0124378181421
ACH-000030,0.107825885238
ACH-000035,0.143255111086
ACH-000036,0.29017193487799997
ACH-000037,-0.248629813457
ACH-000039,-0.017256861955799997
ACH-000040,0.07348540315669999
ACH-000041,-0.11222027833699999
ACH-000042,0.0630827865381
ACH-000045,0.311229827143
ACH-000047,-1.3967303863e-05
ACH-000052,0.156303538789
ACH-000053,0.0116669749162
ACH-000054,0.0194633638066
ACH-000055,-0.15290547025999998
ACH-000060,0.0032355598101300002
ACH-000067,0.12213925772800001
ACH-000070,0.260280485389
ACH-000075,-0.208092602392
ACH-000078,0.035305192964599996
ACH-000082,0.0153666662874
ACH-000085,0.1688087622
ACH-000086,0.0721510986646
ACH-000087,0.12199033602199999
ACH-000092,-0.00029140351827599994
ACH-000095,0.026179512889400004
ACH-000097,0.0600864513431
ACH-000098,-0.130473691238
ACH-000099,0.025930967326099997
ACH-000108,0.062413638192
ACH-000113,0.167897202433
ACH-000115,-0.245860805011
ACH-000116,-0.0673202686507
ACH-000118,0.0452932692296
ACH-000120,-0.0076671696826
ACH-000123,0.175561278559
ACH-000127,0.14992107349
ACH-000128,0.22387807085499997
ACH-000132,0.10309156965399999
ACH-000133,-0.108547786312
ACH-000137,0.150700281701
ACH-000138,0.16603786102600002
ACH-000142,0.315404485053
ACH-000143,0.020910599652099997
ACH-000146,-0.00962745989976
ACH-000148,0.12567291352
ACH-000150,-0.121536626961
ACH-000152,0.120316916406
ACH-000153,0.11928639518300001
ACH-000159,-0.07222950983160001
ACH-000160,0.024733030874
ACH-000163,0.07548079852239999
ACH-000167,0.0899336648143
ACH-000168,0.149554292984
ACH-000169,0.10435981964299999
ACH-000178,-0.00446684040145
ACH-000182,0.20500463425700002
ACH-000183,0.077382173465
ACH-000188,0.143040478133
ACH-000189,0.365904073788
ACH-000190,0.18275095757800003
ACH-000198,0.113602611122
ACH-000204,0.135344609763
ACH-000206,-0.177453203127
ACH-000207,0.14526472301100002
ACH-000211,0.0741013006005
ACH-000215,0.134222086088
ACH-000221,-0.055625421156
ACH-000222,0.09611587637970001
ACH-000223,0.14395734625700002
ACH-000226,-0.0524255870383
ACH-000227,0.498731872897
ACH-000228,0.162654050525
ACH-000231,0.07249300809489999
ACH-000232,0.043243085433099994
ACH-000233,-0.0180391998679
ACH-000234,0.0069648980121900005
ACH-000235,0.114153807645
ACH-000237,0.0954408806009
ACH-000238,-0.0689711943696
ACH-000243,0.0714508572902
ACH-000244,0.141568745213
ACH-000246,-0.138832880276
ACH-000248,0.306844929968
ACH-000250,-0.00709037418644
ACH-000251,0.15113873914
ACH-000253,0.0619532460645
ACH-000255,0.0667228396883
ACH-000256,0.150659024254
ACH-000257,-0.124611830658
ACH-000258,0.28278832547
ACH-000259,-0.054107826661
ACH-000260,0.10146497961
ACH-000261,0.008230210057869999
ACH-000262,0.028017486841599996
ACH-000263,-0.13944591237
ACH-000264,-0.0973297483578
ACH-000265,0.199718451424
ACH-000266,0.0693929519673
ACH-000272,-0.00529867286105
ACH-000273,0.11785109070800001
ACH-000274,0.0734174353636
ACH-000277,0.14533844330700002
ACH-000278,0.294415312928
ACH-000279,0.065725338559
ACH-000280,0.0801602931988
ACH-000281,0.05598338183209999
ACH-000288,0.0626645866959
ACH-000291,0.075429004765
ACH-000293,-0.172920522138
ACH-000294,0.24980201053399997
ACH-000295,-0.031326611626499995
ACH-000296,0.0018450993616800002
ACH-000302,0.036904259262099996
ACH-000304,0.170151891144
ACH-000307,0.0650218216785
ACH-000308,0.06569719945619999
ACH-000310,0.040498662779300004
ACH-000311,0.307364105265
ACH-000312,-0.04827304057969999
ACH-000315,-0.07214222197860001
ACH-000316,0.11626777874500001
ACH-000317,0.0869274718015
ACH-000318,0.18041849328499998
ACH-000319,0.0812265611257
ACH-000320,0.15106395022900002
ACH-000322,0.17472494917599998
ACH-000323,0.222922826515
ACH-000324,0.0992679544435
ACH-000329,0.273570701148
ACH-000330,0.15820760273099999
ACH-000331,-0.146712155364
ACH-000332,0.0731240336597
ACH-000334,0.288075552663
ACH-000335,0.127449346504
ACH-000336,0.0957456519893
ACH-000337,-0.148989546961
ACH-000339,0.034486930046300004
ACH-000341,0.0393952700096
ACH-000348,0.0986815928955
ACH-000350,0.0181002843374
ACH-000352,0.254947520465
ACH-000356,2.93423392087e-05
ACH-000361,0.166377258334
ACH-000362,0.036813693491800005
ACH-000363,0.028059095222900003
ACH-000364,0.086456425733
ACH-000365,0.267784430698
ACH-000366,0.0455298623695
ACH-000368,0.21037555280499998
ACH-000374,0.148368445373
ACH-000375,0.216454075
ACH-000376,0.0123342861297
ACH-000381,0.27543220522100004
ACH-000383,0.0496559442371
ACH-000387,0.179018773528
ACH-000389,0.208338399025
ACH-000390,0.0639422633334
ACH-000393,-0.0036424436996599996
ACH-000395,0.136667303263
ACH-000397,-0.0737766123523
ACH-000401,0.0846855474849
ACH-000402,0.23211805583099998
ACH-000403,0.179774258253
ACH-000404,0.309430485628
ACH-000406,0.03495214576069999
ACH-000407,0.0963253085482
ACH-000408,0.0755299506463
ACH-000410,0.299045150762
ACH-000411,0.0538376761367
ACH-000414,0.165345382016
ACH-000415,0.197693222336
ACH-000416,0.0377344315166
ACH-000420,-0.10938819251599999
ACH-000421,0.196005120811
ACH-000424,-0.11055790929999999
ACH-000425,0.144495678381
ACH-000426,0.0897314654673
ACH-000427,0.00536522630321
ACH-000433,-0.054916602337699995
ACH-000436,0.07242484489
ACH-000444,0.068496389278
ACH-000445,0.10849530987099999
ACH-000448,0.158107192106
