,ACTR3 (10096)
ACH-000004,-0.25875231316999997
ACH-000007,-0.19481774705899998
ACH-000009,-0.396569227714
ACH-000011,-0.5549229284780001
ACH-000012,-0.0693141347584
ACH-000013,-0.482703481119
ACH-000014,-0.6880608875149999
ACH-000015,-0.46833530329499995
ACH-000017,-0.234822273946
ACH-000018,-0.725425762392
ACH-000019,-0.293620326317
ACH-000021,-0.0124720251458
ACH-000022,-0.39699516622599995
ACH-000025,-0.822602992164
ACH-000028,-0.431266503913
ACH-000030,-0.36031508788000005
ACH-000035,-0.41209000459600004
ACH-000036,-0.872736572661
ACH-000037,-0.19892984006900002
ACH-000039,-0.309926747269
ACH-000040,-0.5478388438130001
ACH-000041,-0.456106151246
ACH-000042,-0.301548904095
ACH-000045,-0.556264397951
ACH-000047,-0.499860261532
ACH-000052,-0.806863226003
ACH-000053,-0.481378504072
ACH-000054,-1.01357581751
ACH-000055,-0.17620814102000001
ACH-000060,-0.628734819127
ACH-000067,-0.604888769161
ACH-000070,-0.400894546974
ACH-000075,-0.167055394362
ACH-000078,-0.17666753517099998
ACH-000082,-0.43843968553
ACH-000085,-0.72527448376
ACH-000086,-0.528009238186
ACH-000087,-0.287280240331
ACH-000092,-0.740342490059
ACH-000095,-0.294520696266
ACH-000097,-0.41260038289000006
ACH-000098,-0.7618141450920001
ACH-000099,-0.337952428767
ACH-000108,-0.498716530428
ACH-000113,-0.504856599375
ACH-000115,-0.218524399146
ACH-000116,-0.571784123806
ACH-000118,-0.48572759901199997
ACH-000120,-0.298011089184
ACH-000123,-0.43677883043899995
ACH-000127,-0.541862471982
ACH-000128,-0.35158508969700003
ACH-000132,-0.9359470633879999
ACH-000133,-0.762171484894
ACH-000137,-0.576741727442
ACH-000138,-0.356147441093
ACH-000142,-0.476120590337
ACH-000143,-0.246319124221
ACH-000146,-0.314023573749
ACH-000148,-0.34092139204300004
ACH-000150,-0.432990845449
ACH-000152,-0.604608435399
ACH-000153,-0.620473346245
ACH-000159,-0.547323594406
ACH-000160,-0.236248862871
ACH-000163,-0.672385052622
ACH-000167,-0.69401461074
ACH-000168,-0.9016063607529999
ACH-000169,-0.272701888999
ACH-000178,-0.631420931396
ACH-000182,-0.557651108173
ACH-000183,-0.320660142377
ACH-000188,-0.385062961444
ACH-000189,-0.741475296051
ACH-000190,-0.6495666764270001
ACH-000198,-0.558137437244
ACH-000204,-0.563498717044
ACH-000206,-0.8240939491089999
ACH-000207,-0.606240278815
ACH-000211,-0.570006408735
ACH-000215,-0.48878576754600006
ACH-000221,-0.360511900089
ACH-000222,-0.404082431746
ACH-000223,-0.501192986906
ACH-000226,-0.3776315438699999
ACH-000227,-0.563055009628
ACH-000228,-0.408471702985
ACH-000231,-0.546724136472
ACH-000232,-0.54600080123
ACH-000233,-0.348838633517
ACH-000234,-0.520027768856
ACH-000235,-0.5571406473489999
ACH-000237,-0.40606005463399997
ACH-000238,-0.512695989916
ACH-000243,-0.6454503703059999
ACH-000244,-0.636620979071
ACH-000246,-0.547010877542
ACH-000248,-0.287373689285
ACH-000250,-0.449831040534
ACH-000251,-0.767417491538
ACH-000253,-0.780282782861
ACH-000255,-0.8461180827860001
ACH-000256,-0.609322235572
ACH-000257,0.049635034051999996
ACH-000258,-0.580369079764
ACH-000259,-0.210076190488
ACH-000260,-0.6270314137690001
ACH-000261,-0.7551878329180001
ACH-000262,-0.5137805521859999
ACH-000263,-0.64351799975
ACH-000264,-0.127704681725
ACH-000265,-0.440561582506
ACH-000266,-0.571463425329
ACH-000272,-0.8723623308399999
ACH-000273,-0.605989492766
ACH-000274,-0.370363675607
ACH-000277,-0.31670641903499996
ACH-000278,-0.540835851208
ACH-000279,-0.20140385172400002
ACH-000280,-0.526859949519
ACH-000281,-0.68821998812
ACH-000288,-0.562197708072
ACH-000291,-0.653394402137
ACH-000293,-0.588571486838
ACH-000294,-0.202615736844
ACH-000295,-0.656534173369
ACH-000296,-0.5359020169659999
ACH-000302,-0.267874085728
ACH-000304,-0.5017190167
ACH-000307,-0.662914620432
ACH-000308,-0.426869347509
ACH-000310,-0.294297994298
ACH-000311,-0.134389880286
ACH-000312,-0.13449043926100002
ACH-000315,-0.529897235234
ACH-000316,-0.422547029922
ACH-000317,-0.50222860125
ACH-000318,-0.719830659332
ACH-000319,-0.459548977741
ACH-000320,-0.527129046721
ACH-000322,-0.428435147681
ACH-000323,-0.587234240183
ACH-000324,-0.516025169134
ACH-000329,-0.514943015004
ACH-000330,-0.634406923523
ACH-000331,-0.9564501057379999
ACH-000332,-0.5416747915219999
ACH-000334,-0.199801643675
ACH-000335,-0.671129740063
ACH-000336,-0.605252366881
ACH-000337,-0.594999816183
ACH-000339,-0.579211854331
ACH-000341,-0.588398165147
ACH-000348,-0.502971437295
ACH-000350,-0.204223568388
ACH-000352,-0.53701641593
ACH-000356,-0.366610630931
ACH-000361,-0.652359400074
ACH-000362,-0.551654698657
ACH-000363,-0.243791673987
ACH-000364,-0.528645800825
ACH-000365,-0.430019415322
ACH-000366,-0.188532174526
ACH-000368,-0.694132552342
ACH-000374,-0.513328680132
ACH-000375,-0.450497924881
ACH-000376,-0.39028883026
ACH-000381,-0.599402665078
ACH-000383,-0.277577663904
ACH-000387,-0.242647131703
ACH-000389,-0.6513966274399999
ACH-000390,-0.36927846650300006
ACH-000393,-0.808889682632
ACH-000395,-0.92710656634
ACH-000397,-0.47060338073299995
ACH-000401,-0.473165790271
ACH-000402,-0.840005915971
ACH-000403,-0.741314270898
ACH-000404,-0.37396597135700005
ACH-000406,-0.16443413321699998
ACH-000407,-0.61343826694
ACH-000408,-0.48974524756099996
ACH-000410,-0.408316779182
ACH-000411,-0.721252934006
ACH-000414,-0.49845184707699997
ACH-000415,-0.547196957217
ACH-000416,-0.524510243317
ACH-000420,-0.983227177991
ACH-000421,-0.350265502946
ACH-000424,-0.5774772019759999
ACH-000425,-0.308935709568
ACH-000426,-0.40801422220899997
ACH-000427,-0.604122923864
ACH-000433,-0.599192598081
ACH-000436,-0.34335280844899996
ACH-000444,-0.424771978442
ACH-000445,-0.718678215644
ACH-000448,-0.431768976338
ACH-000450,-0.39567179767099997
ACH-000452,-0.36310553165200005
ACH-000454,-0.5916526353329999
ACH-000458,-0.447078557196
ACH-000459,-0.0636582471655
ACH-000460,-0.695425905147
ACH-000461,-0.433964141788
ACH-000463,-0.289696853447
ACH-000464,-0.471173753253
ACH-000466,-0.47739582988300006
ACH-000467,-0.586443701552
ACH-000468,-0.7026406547490001
ACH-000469,-0.8903142871459999
ACH-000470,-0.605875567935
ACH-000471,-0.559269994482
ACH-000472,-0.546246942922
ACH-000473,-0.34615751033
ACH-000475,-0.517403080123
ACH-000476,-0.8160658977240001
ACH-000477,-0.191188915841
ACH-000480,-0.495595619145
ACH-000481,-0.6685695737089999
ACH-000483,-0.426146527892
ACH-000484,-0.477136299652
ACH-000485,-0.147455583005
ACH-000486,-0.51776264938
ACH-000487,-0.38626913557400006
ACH-000488,-0.442548781134
ACH-000490,-0.659706834098
ACH-000491,-0.416374349858
ACH-000495,-0.621669772506
ACH-000496,-0.44410948471699996
ACH-000499,-0.264344949091
ACH-000500,-0.667822741187
ACH-000502,-0.439505605151
ACH-000503,-0.488024274484
ACH-000505,-0.49955556381899996
ACH-000507,-0.45922886184199996
ACH-000510,-0.386964597318
ACH-000511,-0.779009495422
ACH-000512,-0.48854519585699996
ACH-000516,-0.8776027690200001
ACH-000517,-0.750917944867
ACH-000518,-0.609605723288
ACH-000520,-0.6047003086899999
ACH-000521,-0.421152630517
ACH-000522,-0.539452108831
ACH-000524,-0.40763015422300003
ACH-000527,-0.428507912057
ACH-000528,-0.541085699049
ACH-000537,-0.914173071519
ACH-000541,-0.41334519706100004
ACH-000542,-0.941104465351
ACH-000544,-0.565079063169
ACH-000545,-0.475878989542
ACH-000547,-0.416135913463
ACH-000548,-0.48392528211900004
ACH-000549,-0.683101024109
ACH-000550,-0.8062396158249999
ACH-000552,-0.5978865100899999
ACH-000556,-0.402871760437
ACH-000557,0.07401794737180001
ACH-000570,-0.439474785514
ACH-000571,-0.46001099644599996
ACH-000573,-0.35099708667499996
ACH-000576,-0.645064234629
ACH-000580,-0.335108906075
ACH-000584,-0.24690533443000004
ACH-000585,-0.9368855320899999
ACH-000588,-0.377899807909
ACH-000589,-0.22951323811500002
ACH-000591,-0.480930471044
