,MST1R (4486)
ACH-000004,-0.0760410770595
ACH-000007,0.05486664968780001
ACH-000009,-0.04398557605830001
ACH-000011,-0.0868855299825
ACH-000012,-0.0892321533885
ACH-000013,-0.0746210659462
ACH-000014,-0.138087018849
ACH-000015,-0.103045327345
ACH-000017,-0.036516785357900004
ACH-000018,-0.052409508806999995
ACH-000019,-0.0543084475043
ACH-000021,-0.124498276773
ACH-000022,-0.17084264959399997
ACH-000025,-0.254154302161
ACH-000028,-0.021502199022
ACH-000030,-0.0411936839819
ACH-000035,-0.0128316822107
ACH-000036,-0.0162836815061
ACH-000037,0.0340818993829
ACH-000039,-0.140858039302
ACH-000040,0.0139174124539
ACH-000041,-0.0655715897043
ACH-000042,0.006124010674109999
ACH-000045,0.00999288601519
ACH-000047,0.0979595377166
ACH-000052,-0.00800739809193
ACH-000053,-0.20005179605999998
ACH-000054,-0.04205791944069999
ACH-000055,-0.180253566763
ACH-000060,-0.22145624014100002
ACH-000067,-0.16206408685999998
ACH-000070,-0.048518157946699995
ACH-000075,-0.119573299094
ACH-000078,0.07019172838030001
ACH-000082,-0.013836912281299999
ACH-000085,0.168092762786
ACH-000086,-0.0824516241351
ACH-000087,-0.265963530898
ACH-000092,0.0132739059984
ACH-000095,-0.11140853984000001
ACH-000097,-0.090468987917
ACH-000098,-0.157838187981
ACH-000099,-0.055813721100000005
ACH-000108,-0.0526853681668
ACH-000113,-0.0996692878407
ACH-000115,-0.0710614681474
ACH-000116,-0.05803396219240001
ACH-000118,-0.09003189193610002
ACH-000120,-0.0935515693281
ACH-000123,-0.07683984155160001
ACH-000127,-0.09616163871339999
ACH-000128,-0.12418680912
ACH-000132,-0.131967298513
ACH-000133,-0.137148435532
ACH-000137,-0.129228727405
ACH-000138,0.16954304548000002
ACH-000142,-0.139978824851
ACH-000143,-0.075404998021
ACH-000146,-0.185454059328
ACH-000148,0.109928949011
ACH-000150,-0.46276172807800003
ACH-000152,-0.10751525969100001
ACH-000153,-0.12232506370400001
ACH-000159,-0.348391973041
ACH-000160,-0.10023595659199999
ACH-000163,-0.222314225793
ACH-000167,-0.222400643063
ACH-000168,-0.03961839772319999
ACH-000169,-0.0673085924638
ACH-000178,-0.0744860137398
ACH-000182,-0.14711906381200002
ACH-000183,-0.205225745367
ACH-000188,-0.06021531702769999
ACH-000189,-0.112669990132
ACH-000190,-0.462879875182
ACH-000198,-0.171026716076
ACH-000204,-0.317370838389
ACH-000206,-0.0508663960874
ACH-000207,-0.07217686249819999
ACH-000211,-0.236401136918
ACH-000215,-0.09845423178089999
ACH-000221,-0.102229576039
ACH-000222,0.020072978090599998
ACH-000223,-0.07799591446700001
ACH-000226,-0.09551007099230001
ACH-000227,-0.23241109491700002
ACH-000228,0.044503348590699994
ACH-000231,-0.262905259424
ACH-000232,0.00745998471541
ACH-000233,-0.0375764079711
ACH-000234,-0.328430309203
ACH-000235,0.021158290333400002
ACH-000237,-0.049619744278
ACH-000238,-0.13130398856699999
ACH-000243,-0.0407572132815
ACH-000244,-0.223701492996
ACH-000246,-0.060758302647900005
ACH-000248,0.0620639614966
ACH-000250,-0.138823440525
ACH-000251,-0.114406514493
ACH-000253,-0.00222280720366
ACH-000255,-0.184139889908
ACH-000256,0.234738699733
ACH-000257,-0.335449385862
ACH-000258,-0.04797348042169999
ACH-000259,-0.114784575517
ACH-000260,0.0314380185167
ACH-000261,-0.07425818472239999
ACH-000262,-0.16719759913499999
ACH-000263,-0.20373061318
ACH-000264,-0.271096992847
ACH-000265,-0.0613176974528
ACH-000266,-0.00974401192891
ACH-000272,-0.076117313268
ACH-000273,-0.0601616154603
ACH-000274,-0.268277415736
ACH-000277,0.043951181896599995
ACH-000278,-0.057290715981199995
ACH-000279,-0.12524362053
ACH-000280,0.04633544983519999
ACH-000281,-0.0364843445286
ACH-000288,-0.016909305765
ACH-000291,-0.25443170614300004
ACH-000293,-0.187898210589
ACH-000294,-0.00952205697844
ACH-000295,-0.333391285371
ACH-000296,-0.105457392718
ACH-000302,0.0162022292452
ACH-000304,0.23550024515299997
ACH-000307,0.000948154960863
ACH-000308,-0.11265544624299999
ACH-000310,-0.102417088081
ACH-000311,-0.08730996293530001
ACH-000312,-0.0196337981648
ACH-000315,0.027309650161700002
ACH-000316,-0.128253100853
ACH-000317,0.050531981551099996
ACH-000318,0.0901023190658
ACH-000319,0.021441694184400003
ACH-000320,-0.025200055263099996
ACH-000322,0.0578259566374
ACH-000323,-0.29121719171599997
ACH-000324,-0.004981738108399999
ACH-000329,-0.0895810568383
ACH-000330,-0.0649997356802
ACH-000331,0.0348764404041
ACH-000332,-0.00512349618946
ACH-000334,0.13886979175300002
ACH-000335,-0.196197278189
ACH-000336,0.306386913343
ACH-000337,-0.0152864047395
ACH-000339,-0.145823505287
ACH-000341,0.0493484243291
ACH-000348,0.02965470809
ACH-000350,0.40661919323
ACH-000352,0.0044128383300299995
ACH-000356,-0.211423526976
ACH-000361,0.11644305764900001
ACH-000362,-0.10048004486199999
ACH-000363,0.092150979402
ACH-000364,-0.221266216044
ACH-000365,-0.0140929186932
ACH-000366,-0.0416572073806
ACH-000368,-0.00530367086579
ACH-000374,-0.161564102294
ACH-000375,-0.111096782461
ACH-000376,-0.068952235968
ACH-000381,-0.292536614842
ACH-000383,-0.16791745485100001
ACH-000387,-0.144907641864
ACH-000389,-0.110431339988
ACH-000390,0.0181935435072
ACH-000393,-0.321011109073
ACH-000395,-0.183074362151
ACH-000397,-0.0533881460611
ACH-000401,-0.286766388785
ACH-000402,-0.28328718221
ACH-000403,0.00740800797813
ACH-000404,-0.12310641816
ACH-000406,-0.10015433144
ACH-000407,-0.08094606464269999
ACH-000408,-0.12434095577500001
ACH-000410,0.0147607609573
ACH-000411,-0.0167484350842
ACH-000414,-0.000385264721051
ACH-000415,-0.11702023167000002
ACH-000416,-0.105231500647
ACH-000420,-0.0375085820448
ACH-000421,-0.028134826941499998
ACH-000424,0.0308627967698
ACH-000425,-0.141648932019
ACH-000426,0.10499489176799999
ACH-000427,0.014076206381899999
ACH-000433,-0.267616097091
ACH-000436,-0.13519408415200002
ACH-000444,0.047976461480300006
ACH-000445,0.208403594852
ACH-000448,0.050075783547099996
ACH-000450,0.207791059921
ACH-000452,-0.148474803894
ACH-000454,-0.44971679527099995
ACH-000458,-0.08803845348190001
ACH-000459,-0.376027837769
ACH-000460,0.010838467557899998
ACH-000461,-0.255296786269
ACH-000463,-0.200271448776
ACH-000464,-0.0365690407321
ACH-000466,-0.054545033908900004
ACH-000467,-0.031496540993
ACH-000468,-0.08905485330039999
ACH-000469,0.0113329201439
ACH-000470,0.10032886741000001
ACH-000471,-0.111841248413
ACH-000472,0.065061034669
ACH-000473,0.15655828579000003
ACH-000475,-0.0366071707518
ACH-000476,0.102121946715
ACH-000477,0.0563651725355
ACH-000480,0.049849725134300006
ACH-000481,-0.0703402295848
ACH-000483,-0.12162853203299999
ACH-000484,-0.17913798568300002
ACH-000485,0.224570605953
ACH-000486,-0.0154858592163
ACH-000487,-0.0695154916627
ACH-000488,0.06897097609839999
ACH-000490,-0.109549630163
ACH-000491,-0.395216967115
ACH-000495,-0.268108840807
ACH-000496,-0.124104407568
ACH-000499,-0.18401030304699997
ACH-000500,-0.410440032043
ACH-000502,0.0654873085927
ACH-000503,0.07481147757069999
ACH-000505,-0.0845308629922
ACH-000507,0.064337311709
ACH-000510,-0.0439640692855
ACH-000511,-0.139347606963
ACH-000512,-0.6935036871610001
ACH-000516,-0.261663979997
ACH-000517,-0.14139316791
ACH-000518,0.0981837722232
ACH-000520,-0.290944489632
ACH-000521,0.06906656542510001
ACH-000522,-0.041872566938
ACH-000524,-0.158609451099
ACH-000527,-0.013478067576299999
ACH-000528,-0.0319951055186
ACH-000537,-0.179425164311
ACH-000541,-0.159407514981
ACH-000542,-0.07782372832510001
