,ATR (545)
ACH-000004,-0.972286061248
ACH-000007,-1.1140340557200001
ACH-000009,-0.79260338722
ACH-000011,-1.12474683714
ACH-000012,-0.9632349609280001
ACH-000013,-0.6945861323610001
ACH-000014,-0.8655547394249999
ACH-000015,-0.8593724814749999
ACH-000017,-0.841840370103
ACH-000018,-0.8397301207279999
ACH-000019,-1.04908927675
ACH-000021,-1.01484794388
ACH-000022,-0.947268587352
ACH-000025,-0.834134479012
ACH-000028,-0.928311674252
ACH-000030,-0.7238291491259999
ACH-000035,-1.1063446386
ACH-000036,-1.0140874233600001
ACH-000037,-0.208794497833
ACH-000039,-1.02420110126
ACH-000040,-0.6745945496879999
ACH-000041,-0.9641740098970001
ACH-000042,-0.7538176388689999
ACH-000045,-0.8301075030230001
ACH-000047,-1.0742603827700001
ACH-000052,-1.01248099232
ACH-000053,-0.9204167850180001
ACH-000054,-0.7200741673989999
ACH-000055,-1.3710697006900001
ACH-000060,-1.05779752754
ACH-000067,-0.8286456385619999
ACH-000070,-0.731026304466
ACH-000075,-1.0499434834799999
ACH-000078,-0.912639278969
ACH-000082,-1.3513272668599998
ACH-000085,-0.7633862063339999
ACH-000086,-1.03536135148
ACH-000087,-0.690097154434
ACH-000092,-0.760101332947
ACH-000095,-1.15482304111
ACH-000097,-1.03092755893
ACH-000098,-0.772264302957
ACH-000099,-0.850860565625
ACH-000108,-1.02482615935
ACH-000113,-0.9980618501440001
ACH-000115,-0.820879760396
ACH-000116,-0.9156054575049999
ACH-000118,-0.929530693361
ACH-000120,-0.9458802883759999
ACH-000123,-1.02805679041
ACH-000127,-0.867055916909
ACH-000128,-1.4610703358700001
ACH-000132,-1.2488042906299999
ACH-000133,-1.0653411832
ACH-000137,-0.881088015054
ACH-000138,-1.0269419751200002
ACH-000142,-0.941102352351
ACH-000143,-1.0695384014700002
ACH-000146,-0.905002263044
ACH-000148,-0.8944218396420001
ACH-000150,-0.680981934426
ACH-000152,-0.9079042038130001
ACH-000153,-1.08815987529
ACH-000159,-1.1698332849600002
ACH-000160,-0.767125925932
ACH-000163,-0.7073896735359999
ACH-000167,-0.982540016304
ACH-000168,-0.92824008849
ACH-000169,-0.934816139447
ACH-000178,-0.96437850154
ACH-000182,-1.07101828765
ACH-000183,-0.48829206610200004
ACH-000188,-0.883715801565
ACH-000189,-0.57785747935
ACH-000190,-0.9343291421080001
ACH-000198,-1.03544578064
ACH-000204,-0.818822224544
ACH-000206,-0.8631819907870001
ACH-000207,-0.8212126754379999
ACH-000211,-1.0191460134499999
ACH-000215,-0.909305395413
ACH-000221,-1.0103297049
ACH-000222,-0.917351863172
ACH-000223,-1.35249201092
ACH-000226,-0.773124941406
ACH-000227,-1.70712471223
ACH-000228,-1.13812773066
ACH-000231,-0.872322632998
ACH-000232,-0.911476746275
ACH-000233,-1.00604103902
ACH-000234,-0.912608703088
ACH-000235,-1.1482833463
ACH-000237,-0.9536815478499999
ACH-000238,-0.5582038372879999
ACH-000243,-0.689445664278
ACH-000244,-0.572908273464
ACH-000246,-1.0288084393899999
ACH-000248,-0.943421363772
ACH-000250,-0.843197221099
ACH-000251,-0.8703598915
ACH-000253,-0.996582636253
ACH-000255,-0.7998632693600001
ACH-000256,-0.8960720731720001
ACH-000257,-0.886561049497
ACH-000258,-1.0432188388799999
ACH-000259,-0.6821918804170001
ACH-000260,-0.9395845517810001
ACH-000261,-0.904196290222
ACH-000262,-0.877352057194
ACH-000263,-0.8330880656290001
ACH-000264,-0.89225020677
ACH-000265,-0.978553229243
ACH-000266,-1.0194014472
ACH-000272,-0.759087789834
ACH-000273,-0.752120589035
ACH-000274,-0.905421758845
ACH-000277,-0.627968272387
ACH-000278,-0.8759341736990001
ACH-000279,-1.0924314714499999
ACH-000280,-0.7421698708679999
ACH-000281,-0.755787401134
ACH-000288,-0.92894566839
ACH-000291,-1.10069349323
ACH-000293,-1.19505512153
ACH-000294,-0.955427895211
ACH-000295,-1.1036436399
ACH-000296,-0.964676736232
ACH-000302,-1.00753776623
ACH-000304,-1.6750888208399999
ACH-000307,-0.8414833930169999
ACH-000308,-0.868714186406
ACH-000310,-1.15591281294
ACH-000311,-1.16770263095
ACH-000312,-0.830051126065
ACH-000315,-0.544083499359
ACH-000316,-0.821089690247
ACH-000317,-0.921270442727
ACH-000318,-1.2519215298100002
ACH-000319,-0.855051260016
ACH-000320,-0.823592773565
ACH-000322,-1.08393635142
ACH-000323,-1.1623731742399999
ACH-000324,-1.03712573119
ACH-000329,-1.08318274515
ACH-000330,-0.679841300518
ACH-000331,-0.9227754976010001
ACH-000332,-0.72901377618
ACH-000334,-0.6368377634000001
ACH-000335,-0.666689919323
ACH-000336,-0.9013208841570001
ACH-000337,-1.0120311172399998
ACH-000339,-1.12076124845
ACH-000341,-1.32047170348
ACH-000348,-0.825429895596
ACH-000350,-0.348007272719
ACH-000352,-1.04526436126
ACH-000356,-1.23079187254
ACH-000361,-0.836990684042
ACH-000362,-0.8132775331859999
ACH-000363,-1.10720346393
ACH-000364,-0.941010739266
ACH-000365,-0.625709562545
ACH-000366,-1.08195707988
ACH-000368,-0.727992964776
ACH-000374,-0.878130999258
ACH-000375,-1.01375815688
ACH-000376,-1.0850679587
ACH-000381,-0.583928746864
ACH-000383,-0.953173274551
ACH-000387,-0.945559151743
ACH-000389,-0.764016723403
ACH-000390,-0.961181994035
ACH-000393,-1.0468649131799999
ACH-000395,-0.9795873238320001
ACH-000397,-0.8834097020739999
ACH-000401,-0.9148900337720001
ACH-000402,-0.7346166256129999
ACH-000403,-0.57062352837
ACH-000404,-0.79596455093
ACH-000406,-0.845391634662
ACH-000407,-0.978376481122
ACH-000408,-0.6895035086939999
ACH-000410,-0.96124664359
ACH-000411,-0.8620279719030001
ACH-000414,-1.1790933016399998
ACH-000415,-0.8493660367300001
ACH-000416,-0.8182463564110001
ACH-000420,-0.900813770191
ACH-000421,-0.8468972558399999
ACH-000424,-0.778504510013
ACH-000425,-0.686823078921
ACH-000426,-0.7348199536059999
ACH-000427,-1.10424021922
ACH-000433,-0.954924531419
ACH-000436,-0.773634796058
ACH-000444,-1.02268710058
ACH-000445,-0.7741289988050001
ACH-000448,-1.1945405327299998
ACH-000450,-1.31492406981
ACH-000452,-0.7403158675049999
ACH-000454,-0.851115573914
ACH-000458,-0.767821627687
ACH-000459,-0.49704857903899996
ACH-000460,-0.7728196776690001
ACH-000461,-0.891142778709
ACH-000463,-1.0428416592899998
ACH-000464,-1.13254679762
ACH-000466,-0.602393331575
ACH-000467,-1.06264928154
ACH-000468,-0.9954150559200001
ACH-000469,-0.740215289768
ACH-000470,-0.50806861452
ACH-000471,-1.00427659833
ACH-000472,-0.892670501885
ACH-000473,-0.619886264036
ACH-000475,-1.2579893726
ACH-000476,-0.953292862672
ACH-000477,-0.9109041348029999
ACH-000480,-0.657503737209
ACH-000481,-1.39148829582
ACH-000483,-1.19072530733
ACH-000484,-1.04561659143
ACH-000485,-0.7706984358460001
ACH-000486,-0.873021697706
ACH-000487,-0.9764007259049999
ACH-000488,-0.838599726302
ACH-000490,-1.13778889721
ACH-000491,-0.884641019115
ACH-000495,-1.25801283879
ACH-000496,-1.09254425267
ACH-000499,-0.8016254051330001
ACH-000500,-0.783149983066
ACH-000502,-0.811269999622
ACH-000503,-0.586788521753
ACH-000505,-0.9458406247460001
ACH-000507,-0.963699016767
ACH-000510,-0.6977130651719999
ACH-000511,-0.952491451873
ACH-000512,-0.6732029677920001
ACH-000516,-1.28227110873
ACH-000517,-0.648368957986
ACH-000518,-0.774569935378
ACH-000520,-1.08806586091
ACH-000521,-1.1289976088299998
ACH-000522,-0.751534402262
ACH-000524,-0.989859450018
ACH-000527,-0.720563700535
ACH-000528,-0.7905207696619999
ACH-000537,-0.967297699927
ACH-000541,-1.00660723224
ACH-000542,-0.601886705797
ACH-000544,-1.0740577775799998
ACH-000545,-0.806378903705
ACH-000547,-0.94614164733
ACH-000548,-0.990794587443
ACH-000549,-0.731890691874
ACH-000550,-0.952929448299
ACH-000552,-0.881313248009
ACH-000556,-0.576255530101
ACH-000557,-1.1457720816099999
ACH-000570,-0.59563825974
ACH-000571,-1.06470982177
ACH-000573,-0.882338119359
ACH-000576,-0.875236169801
ACH-000580,-0.999296601471
ACH-000584,-1.01989065129
ACH-000585,-0.7940780441240001
ACH-000588,-0.5743348401839999
ACH-000589,-0.923262334762
ACH-000591,-0.674170752894
ACH-000593,-0.967837267679
ACH-000600,-0.743796174015
ACH-000601,-0.8757772852399999
ACH-000604,-0.864821754329
ACH-000605,-0.843451016006
ACH-000606,-0.8129885223219999
ACH-000608,-0.536220399223
ACH-000614,-1.20579639516
ACH-000616,-1.25989059629
ACH-000618,-0.688084530352
ACH-000619,-0.585523678763
ACH-000620,-1.03381594567
ACH-000621,-1.12034340598
ACH-000622,-1.1021170334200001
ACH-000623,-0.700853311907
ACH-000624,-0.850931393047
ACH-000627,-0.878258630481
ACH-000630,-0.998948624148
ACH-000632,-1.00873266581
ACH-000633,-0.7811326713500001
ACH-000637,-0.7495657036040001
ACH-000638,-1.0510761956899999
ACH-000646,-0.767612637057
ACH-000647,-1.1922060228799998
ACH-000648,-0.7903117762530001
ACH-000649,-1.02609531368
ACH-000651,-0.857603526315
ACH-000652,-0.9977735403799999
