,BOD1 (91272)
ACH-000273,-0.564229556444
ACH-000274,-0.20638584762200002
ACH-000277,-0.405153729937
ACH-000278,-0.12939487337400002
ACH-000279,-0.222683185808
ACH-000280,-0.23175875730099998
ACH-000281,-0.16909411226399998
ACH-000288,-0.09669824858699999
ACH-000291,-0.114406460364
ACH-000293,-0.11462172906099999
ACH-000294,-0.110864884959
ACH-000295,0.102957506876
ACH-000296,-0.162419688481
ACH-000302,-0.362565662597
ACH-000304,-0.22939326452599998
ACH-000307,-0.0807902113123
ACH-000308,-0.303802310171
ACH-000310,-0.180050968268
ACH-000311,-0.0955277665581
ACH-000312,-0.105456162573
ACH-000315,-0.141760825033
ACH-000316,-0.18984814279800002
ACH-000317,0.125763649172
ACH-000318,0.08858457033160001
ACH-000319,-0.32250421919399996
ACH-000320,-0.150217128501
ACH-000322,-0.263265794507
ACH-000323,-0.37196982722099997
ACH-000324,-0.200865009154
ACH-000329,-0.318772832301
ACH-000330,-0.26093954899099997
ACH-000331,-0.34026470526299996
ACH-000332,-0.14863529712200002
ACH-000334,0.0078122615138699995
ACH-000335,-0.27222256393100003
ACH-000336,0.115744686313
ACH-000337,-0.302240797522
ACH-000339,-0.33054022730599997
ACH-000341,-0.0158546903567
ACH-000348,-0.134943141304
ACH-000350,-0.200257279294
ACH-000352,-0.0856004204804
ACH-000356,-0.17471919976199998
ACH-000361,-0.164755308551
ACH-000362,-0.20254319914299998
ACH-000363,-0.233866324486
ACH-000364,-0.20883186776
ACH-000365,-0.227832621687
ACH-000366,-0.241196243966
ACH-000368,-0.39426312712300005
ACH-000374,0.0873662937369
ACH-000375,-0.427012131643
ACH-000376,-0.10963307412699999
ACH-000381,-0.193469793305
ACH-000383,-0.10784538294000001
ACH-000387,-0.282599776671
ACH-000389,-0.10330765702
ACH-000390,-0.127053497537
ACH-000393,-0.20484086001200003
ACH-000395,-0.0684284285719
ACH-000397,-0.190052972831
ACH-000401,-0.257106457012
ACH-000402,0.09653976197860001
ACH-000403,-0.312899094043
ACH-000404,-0.553309973925
ACH-000406,-0.08237465783369999
ACH-000407,-0.371332461228
ACH-000408,-0.212172150876
ACH-000410,-0.140377532974
ACH-000411,-0.208893733189
ACH-000414,-0.0453654924579
ACH-000415,-0.0150764263971
ACH-000416,-0.309320349794
ACH-000420,-0.07441138642030001
ACH-000421,-0.254229051418
ACH-000424,0.09611551145330001
ACH-000425,-0.241742368598
ACH-000426,-0.156291071527
ACH-000427,-0.444232130818
ACH-000433,-0.05100970273580001
ACH-000436,-0.368671456951
ACH-000444,-0.17277515838
ACH-000445,-0.204031366746
ACH-000448,-0.3152197064
ACH-000450,-0.627992111428
ACH-000452,-0.08103574167380001
ACH-000454,-0.17008961193
ACH-000458,-0.141184378509
ACH-000459,-0.382804998965
ACH-000460,-0.234262627636
ACH-000461,-0.0318221294143
ACH-000463,-0.24380663156
ACH-000464,-0.336164192938
ACH-000466,-0.21789835287300002
ACH-000467,-0.39735849426
ACH-000468,-0.22314434779599998
ACH-000469,0.0311688823263
ACH-000470,-0.348115637553
ACH-000471,-0.295622292362
ACH-000472,-0.18021956034800002
ACH-000473,-0.140471731381
ACH-000475,-0.297689491734
ACH-000476,-0.35027084254600005
ACH-000477,-0.40137063975500004
ACH-000480,-0.35309208615099996
ACH-000481,-0.18176141709000002
ACH-000483,-0.316980309585
ACH-000484,-0.350781205995
ACH-000485,0.022539507212299997
ACH-000486,-0.236702607583
ACH-000487,-0.200630183753
ACH-000488,-0.23569896828499998
ACH-000490,-0.20047967468
ACH-000491,-0.0313826336735
ACH-000495,-0.163578167932
ACH-000496,0.026270729176300002
ACH-000499,-0.217964960615
ACH-000500,0.289880514947
ACH-000502,-0.158216998247
ACH-000503,-0.0402829293599
ACH-000505,-0.273239162692
ACH-000507,-0.204829105937
ACH-000510,-0.12128495377800001
ACH-000511,-0.363485415564
ACH-000512,-0.146978960875
ACH-000516,-0.18057413765
ACH-000517,-0.269758213659
ACH-000518,-0.07000976355260001
ACH-000520,-0.33672524772699997
ACH-000521,-0.30816053693100004
ACH-000522,-0.21294391934999998
ACH-000524,-0.286955971623
ACH-000527,-0.273085477381
ACH-000528,-0.293849663566
ACH-000537,-0.415271629975
ACH-000541,-0.22682597531100002
ACH-000542,-0.285839412173
ACH-000544,-0.24832730293000002
ACH-000545,-0.447148902573
ACH-000547,-0.151352911145
ACH-000548,-0.24309652718000002
ACH-000549,-0.0646560317404
ACH-000550,-0.524792950859
ACH-000552,-0.22942095220800002
ACH-000556,-0.25777439293000004
ACH-000557,0.052772194390400005
ACH-000570,-0.0713631740064
ACH-000571,-0.34221418410800003
ACH-000573,-0.333339779095
ACH-000576,-0.029109647141999997
ACH-000580,-0.146330897462
ACH-000584,-0.19235523818300002
ACH-000585,-0.247702179462
ACH-000588,-0.0621090777711
ACH-000589,-0.270135581558
ACH-000591,-0.11147583103900001
ACH-000593,-0.352869775128
ACH-000600,-0.175358841821
ACH-000601,-0.163923351715
ACH-000604,0.188303219489
ACH-000605,-0.288793628421
ACH-000606,-0.186494978825
ACH-000608,-0.0503318886703
ACH-000614,-0.422989638095
ACH-000616,-0.30172146185800003
ACH-000618,-0.151983662219
ACH-000619,-0.20235944781399998
ACH-000620,-0.406293783786
ACH-000621,-0.37564640914399994
ACH-000622,-0.24560626331799998
ACH-000623,-0.215388975654
ACH-000624,-0.218587456353
ACH-000627,-0.253112793757
ACH-000630,-0.189689715738
ACH-000632,-0.308121385419
ACH-000633,-0.36722052394
ACH-000637,-0.0998717965096
ACH-000638,0.0331313790986
ACH-000646,-0.448463608159
ACH-000647,-0.16606227617
ACH-000648,-0.0532597790536
ACH-000649,-0.220902437996
ACH-000651,-0.12260449647399999
ACH-000652,-0.210380517464
ACH-000653,-0.31143294247299996
ACH-000657,-0.106598384504
ACH-000658,-0.114965093145
ACH-000661,-0.162012345659
ACH-000662,-0.0685780814404
ACH-000663,-0.13101221009199998
ACH-000665,-0.22183866620099998
ACH-000671,-0.15275992607
ACH-000673,-0.25824659152699997
ACH-000676,-0.0392184302731
ACH-000677,-0.300908693858
ACH-000681,-0.197794795778
ACH-000682,-0.16961512876200002
ACH-000683,-0.248851467848
ACH-000684,-0.287512791896
ACH-000688,0.0030800308500100004
ACH-000693,-0.113194563836
ACH-000694,-0.16404706907400002
ACH-000695,-0.454307858642
ACH-000696,-0.24554326967300003
ACH-000697,-0.131349445605
ACH-000699,-0.31597999481600003
ACH-000701,-0.41562150780199997
ACH-000706,-0.06300220642280001
ACH-000711,-0.153146562239
ACH-000713,-0.0343136850782
ACH-000714,-0.138729946446
ACH-000718,-0.34330602895
ACH-000720,-0.279772878631
ACH-000721,-0.106844248358
ACH-000724,-0.608097081391
ACH-000725,-0.24225410366500003
ACH-000732,0.11579463877599999
ACH-000734,-0.197229229117
ACH-000735,-0.248355200914
ACH-000736,-0.284357826814
ACH-000738,-0.227318984268
ACH-000746,-0.102291738887
ACH-000747,-0.31307747194
ACH-000748,-0.272408385581
ACH-000753,-0.187309198287
ACH-000756,-0.272609226409
ACH-000757,-0.0954726509155
ACH-000758,-0.366147270854
ACH-000760,-0.22121550308000001
ACH-000763,-0.303009657533
ACH-000764,-0.0371097851692
ACH-000765,-0.17887358113600002
ACH-000766,-0.134627186768
ACH-000767,-0.16549749114700002
ACH-000768,-0.305998722078
ACH-000769,-0.44153294412699995
ACH-000770,-0.16202543467299999
ACH-000771,-0.0652619977215
ACH-000773,-0.31973280107200003
ACH-000776,-0.31421026328
ACH-000777,-0.0790196086357
ACH-000778,-0.064462126873
ACH-000781,-0.136652129953
ACH-000782,-0.299701978681
ACH-000783,-0.44792703065899997
ACH-000784,-0.24115234937399999
ACH-000785,-0.153838411981
ACH-000787,-0.10982612843100001
ACH-000788,-0.0607928886302
ACH-000791,-0.103238170718
ACH-000792,-0.22624704674499999
ACH-000794,0.0250990149635
ACH-000796,-0.440866407761
ACH-000799,-0.28486555373000005
ACH-000800,-0.253970887485
ACH-000802,-0.177490706646
ACH-000804,0.0089626108069
ACH-000805,-0.449498033757
ACH-000809,-0.188994492286
ACH-000810,-0.178643420625
ACH-000811,-0.175002901774
ACH-000817,-0.0895463298198
ACH-000819,-0.268356569835
ACH-000820,-0.1794135567
ACH-000821,-0.446552756692
ACH-000822,-0.00919538874296
ACH-000823,-0.17757292924600002
ACH-000824,-0.29356244403299997
ACH-000827,-0.202855722858
ACH-000829,-0.124857587349
ACH-000831,-0.24451300948600002
ACH-000832,-0.411630770536
ACH-000833,-0.109907093961
ACH-000834,-0.0855234066121
ACH-000835,-0.37411615964199996
ACH-000836,0.00320572794773
ACH-000837,-0.391547914187
ACH-000838,-0.13217137068
ACH-000839,-0.230051816558
ACH-000840,-0.220569512907
ACH-000841,0.0200720115353
ACH-000843,-0.131782423954
ACH-000846,-0.12803965580999999
ACH-000847,-0.357930313952
ACH-000848,-0.202574938443
ACH-000849,-0.433616164991
ACH-000851,-0.337160323806
ACH-000855,-0.07176672313360001
ACH-000856,-0.24545202912099998
ACH-000858,-0.227279197493
ACH-000859,0.11290520890799999
ACH-000861,-0.393476796745
ACH-000862,-0.28906653628
ACH-000865,-0.24390787581999998
ACH-000866,-0.262954386798
ACH-000867,-0.203959219476
ACH-000869,-0.0031218773493000003
ACH-000872,-0.38156552694300006
ACH-000873,-0.483361032703
ACH-000876,-0.166048895414
ACH-000878,-0.274167013083
ACH-000880,-0.247582946554
ACH-000881,-0.186210994667
ACH-000882,-0.22093929948600002
ACH-000884,-0.187364655834
ACH-000885,-0.267902528004
ACH-000887,-0.15302465592
ACH-000888,-0.09634339385160001
ACH-000889,-0.149368514095
ACH-000890,-0.138711707304
ACH-000896,-0.0339336403391
ACH-000898,-0.226359834474
ACH-000900,-0.0459502916006
ACH-000901,-0.264877946115
ACH-000905,-0.341559088182
ACH-000906,-0.200321916494
ACH-000907,-0.217613779749
ACH-000910,-0.324485348743
ACH-000911,-0.199782827324
ACH-000912,-0.08732300892389999
ACH-000913,-0.247351940451
ACH-000915,-0.139533369111
ACH-000916,-0.0855612544497
ACH-000917,-0.28977109052
ACH-000921,-0.06151248696
ACH-000924,-0.196441617436
ACH-000926,-0.257164969795
ACH-000928,-0.380910105961
ACH-000929,-0.623284132264
ACH-000932,-0.0975184215875
ACH-000935,-0.053394903940900004
ACH-000936,-0.137540303158
ACH-000937,-0.055509489602300004
ACH-000938,-0.24319529156300002
ACH-000939,-0.127391770338
ACH-000941,-0.161941826362
ACH-000943,-0.27375400055
ACH-000946,-0.286951707985
ACH-000947,-0.157963863605
ACH-000948,-0.0956427520645
ACH-000950,-0.06514656230890001
ACH-000953,-0.0682748726545
ACH-000957,-0.104223397418
ACH-000958,-0.21253893655
ACH-000960,-0.38671340791500003
ACH-000963,-0.181013285349
ACH-000968,-0.3164040003
ACH-000969,-0.238508118754
ACH-000973,-0.209274045841
ACH-000974,-0.168006864749
ACH-000975,-0.289091228378
ACH-000976,-0.144780340555
ACH-000978,0.259964858871
ACH-000980,-0.14248513162100002
ACH-000984,-0.287611017975
ACH-000986,0.0107333499905
ACH-000988,-0.150589573533
ACH-000993,-0.35451786584600004
ACH-000994,-0.188703961929
ACH-000996,0.10684649029400001
ACH-001001,-0.189163492337
ACH-001020,-0.354948141049
ACH-001028,-0.136307335023
ACH-001031,-0.0825366428084
ACH-001038,-0.36240874945
ACH-001048,-0.194037202146
ACH-001050,-0.41771289883699997
ACH-001053,-0.388456562804
ACH-001054,-0.26054896612399997
ACH-001061,-0.0766756895642
ACH-001067,-0.295369077584
ACH-001075,-0.175387976435
ACH-001096,-0.309071618117
ACH-001128,-0.422663895873
ACH-001134,-0.0975131736353
ACH-001151,-0.25600840158000004
ACH-001163,-0.149419854427
ACH-001164,-0.425682676458
ACH-001173,-0.26968499555799996
ACH-001183,-0.311573604326
ACH-001184,-0.201505747894
ACH-001190,-0.17134980397100003
ACH-001192,-0.0763052920148
ACH-001193,-0.0825071844378
ACH-001196,-0.0182708331507
ACH-001197,-0.44482459093599996
ACH-001205,-0.369043806907
ACH-001211,-0.331957965014
ACH-001212,-0.14095882363099999
ACH-001228,0.0349571229357
ACH-001232,-0.293278120444
ACH-001239,-0.453173313617
ACH-001274,-0.20855870935100002
ACH-001275,-0.265796797432
ACH-001277,-0.21494548271699998
ACH-001278,-0.238694414244
ACH-001280,-0.514740484444
ACH-001283,-0.51291745688
ACH-001289,-0.259299043912
ACH-001295,-0.269064264675
ACH-001300,-0.0171609439441
ACH-001301,-0.343019350321
ACH-001302,-0.5058525274260001
ACH-001303,-0.294325878046
ACH-001306,-0.279123100191
ACH-001318,-0.492253384156
ACH-001322,-0.258310802738
ACH-001328,-0.0737584108134
ACH-001332,-0.0928787730883
ACH-001333,-0.20302226426
ACH-001336,-0.303092428395
ACH-001340,-0.237590886707
ACH-001346,-0.208411898721
ACH-001353,-0.07584240276389999
ACH-001354,0.016490805522700002
ACH-001367,-0.0394051186999
ACH-001368,-0.106260531196
ACH-001374,-0.623223980273
ACH-001375,-0.140486101759
ACH-001377,-0.216745749831
ACH-001380,-0.170315700234
ACH-001391,-0.027624823636400002
ACH-001407,-0.212497989139
ACH-001408,-0.34667716597099996
ACH-001413,-0.32357946909699997
ACH-001430,-0.230915863157
ACH-001431,-0.185644109272
ACH-001450,-0.11008624709
ACH-001496,-0.25024085573000004
ACH-001500,-0.144069153772
ACH-001521,-0.299794380108
ACH-001523,-0.180622873022
ACH-001532,-0.500632949708
ACH-001536,-0.27526528608199996
ACH-001550,-0.09999767247960001
ACH-001552,-0.24494516441199998
ACH-001554,-0.146277030163
ACH-001645,-0.18785650292599998
ACH-001654,-0.190012457137
ACH-001715,-0.025122840236
ACH-001735,-0.0953053132862
ACH-001736,-0.19028581713799997
ACH-001737,-0.240708816192
ACH-001740,-0.396254622589
ACH-001745,-0.261163149233
ACH-001750,-0.332104088926
ACH-001765,-0.30522955815999997
ACH-001956,-0.0945437347951
ACH-001957,-0.256460493948
