,AIRE (326)
ACH-000004,0.203758927581
ACH-000007,0.293376438266
ACH-000009,0.260173187649
ACH-000011,0.07385738847689999
ACH-000012,0.16979682222800002
ACH-000013,0.22874016034699998
ACH-000014,0.211736227048
ACH-000015,0.159999872129
ACH-000017,0.18508332654100002
ACH-000018,0.21833509068000004
ACH-000019,-0.0646242444092
ACH-000021,0.165092758368
ACH-000022,-0.0257722452935
ACH-000025,0.317098308381
ACH-000028,0.146609820103
ACH-000030,0.16612561225199998
ACH-000035,0.05843397379930001
ACH-000036,0.165638151458
ACH-000037,0.13884076274
ACH-000039,0.208897302095
ACH-000040,0.236124429199
ACH-000041,0.101609611641
ACH-000042,0.06888152492260001
ACH-000045,0.0623485260322
ACH-000047,0.00473037412224
ACH-000052,0.423797603327
ACH-000053,0.169486272243
ACH-000054,0.17800632323499999
ACH-000055,0.34164137014799995
ACH-000060,0.20605385367100001
ACH-000067,0.205552936308
ACH-000070,0.217420926303
ACH-000075,-0.0849045830906
ACH-000078,0.102754070758
ACH-000082,0.0882404303925
ACH-000085,0.338890357637
ACH-000086,-0.0184416060042
ACH-000087,0.00450118057848
ACH-000092,0.215386048576
ACH-000095,0.0446060311671
ACH-000097,0.196008689147
ACH-000098,0.126061772862
ACH-000099,0.022038896508
ACH-000108,0.08503802194489998
ACH-000113,0.148715115466
ACH-000115,0.12891029558599998
ACH-000116,0.128912027259
ACH-000118,0.17929878592999998
ACH-000120,0.246039494301
ACH-000123,0.0794019368566
ACH-000127,-0.07845574737660001
ACH-000128,0.161676061775
ACH-000132,0.0131842243838
ACH-000133,0.16805076885
ACH-000137,0.17383253469700002
ACH-000138,0.20575545537700002
ACH-000142,0.10823059728000001
ACH-000143,-0.17175109577999997
ACH-000146,0.159631740723
ACH-000148,0.150534209649
ACH-000150,0.059733693107000004
ACH-000152,0.162503373623
ACH-000153,-0.0474783086132
ACH-000159,0.165451834868
ACH-000160,0.428601651362
ACH-000163,0.0869441214317
ACH-000167,0.5067257092499999
ACH-000168,0.09229231124849999
ACH-000169,0.0947383355191
ACH-000178,0.04315042280090001
ACH-000182,0.160764197725
ACH-000183,0.027519689936000003
ACH-000188,0.247104374983
ACH-000189,0.126230779957
ACH-000190,0.519031523041
ACH-000198,0.228321930002
ACH-000204,0.376409184251
ACH-000206,0.00660274423714
ACH-000207,0.16904298528499997
ACH-000211,0.23844591251999997
ACH-000215,0.0408540168193
ACH-000221,-0.0737303662018
ACH-000222,-0.166340979002
ACH-000223,0.0553574021417
ACH-000226,0.0547327618942
ACH-000227,0.388469331716
ACH-000228,0.18284283711899998
ACH-000231,0.0231044784792
ACH-000232,0.0556732698
ACH-000233,0.08321357823060001
ACH-000234,0.10341395116499999
ACH-000235,0.151319641056
ACH-000237,0.190006304282
ACH-000238,-0.035021402119400004
ACH-000243,0.13787241188
ACH-000244,0.00531852551834
ACH-000246,0.059856781926999995
ACH-000248,0.213493007543
ACH-000250,0.0185963017145
ACH-000251,0.21595296347800003
ACH-000253,0.110929291622
ACH-000255,0.127000057544
ACH-000256,0.4636075764
ACH-000257,0.259693387562
ACH-000258,0.10078237189099999
ACH-000259,0.071050700128
ACH-000260,0.122178655196
ACH-000261,0.211358847568
ACH-000262,0.0423632341182
ACH-000263,0.0061350854878800005
ACH-000264,0.0655419096016
ACH-000265,0.09320387293
ACH-000266,0.040292494609500004
ACH-000272,0.10660639831700001
ACH-000273,0.0625832440508
ACH-000274,0.126995069302
ACH-000277,0.0178589659772
ACH-000278,0.163476616416
ACH-000279,0.0327491126473
ACH-000280,0.022309419545900003
ACH-000281,-0.07610580030639999
ACH-000288,0.0515922437465
ACH-000291,0.125520915426
ACH-000293,0.254609611631
ACH-000294,0.168192972841
ACH-000295,0.19863082620900002
ACH-000296,0.0840029068698
ACH-000302,0.0560553597757
ACH-000304,0.169888158111
ACH-000307,0.152454833443
ACH-000308,0.124065643587
ACH-000310,-0.070672928057
ACH-000311,-0.0357260979209
ACH-000312,0.024699338248900003
ACH-000315,0.211491033809
ACH-000316,0.00631671915305
ACH-000317,0.14810133183399998
ACH-000318,0.142494185428
ACH-000319,0.183348515519
ACH-000320,0.14918724332
ACH-000322,0.138674564255
ACH-000323,0.211705395952
ACH-000324,0.101665880076
ACH-000329,0.224573314705
ACH-000330,0.278776517328
ACH-000331,0.28705117235100003
ACH-000332,0.129476870201
