,IARS2 (55699)
ACH-000004,-1.4615518990600003
ACH-000007,-1.4767236997400002
ACH-000009,-1.23852419197
ACH-000011,-0.893823002121
ACH-000012,-0.954075216561
ACH-000013,-1.1163500247
ACH-000014,-1.1913261018
ACH-000015,-1.24779203776
ACH-000017,-1.02112239334
ACH-000018,-1.13625704093
ACH-000019,-1.0446901534200002
ACH-000021,-1.2053344859000001
ACH-000022,-1.33460328237
ACH-000025,-1.05296977784
ACH-000028,-1.00801074576
ACH-000030,-1.07307922787
ACH-000035,-1.3631551647100002
ACH-000036,-0.862387463528
ACH-000037,-0.72340588118
ACH-000039,-1.37171115518
ACH-000040,-0.9236415420999999
ACH-000041,-1.1370587447
ACH-000042,-1.08819359624
ACH-000045,-1.27748201504
ACH-000047,-1.1119789363500001
ACH-000052,-1.0914360697299998
ACH-000053,-1.37915733468
ACH-000054,-1.3684117722
ACH-000055,-0.916598030273
ACH-000060,-0.855712546612
ACH-000067,-1.26963256654
ACH-000070,-1.24376643484
ACH-000075,-0.898510295325
ACH-000078,-1.18162420093
ACH-000082,-1.18508461346
ACH-000085,-1.41599346751
ACH-000086,-1.14006145265
ACH-000087,-1.2648760787200002
ACH-000092,-0.623209412434
ACH-000095,-1.14199772745
ACH-000097,-0.838366577563
ACH-000098,-1.3499214592700002
ACH-000099,-1.3067602704
ACH-000108,-0.791917556561
ACH-000113,-0.849655742282
ACH-000115,-2.18448505978
ACH-000116,-1.1096086729999999
ACH-000118,-1.0191796498399999
ACH-000120,-0.920591472218
ACH-000123,-1.05904933438
ACH-000127,-1.0830657828299999
ACH-000128,-1.4420962176199998
ACH-000132,-1.3549777731700001
ACH-000133,-1.11657414524
ACH-000137,-1.0127729361700002
ACH-000138,-1.1180515448700001
ACH-000142,-1.25421646791
ACH-000143,-1.25688087414
ACH-000146,-1.17965349199
ACH-000148,-1.3634327791
ACH-000150,-1.11353463142
ACH-000152,-1.23655804013
ACH-000153,-1.2915923436299999
ACH-000159,-0.815178070192
ACH-000160,-1.5186415176199999
ACH-000163,-1.0551930088600001
ACH-000167,-1.33797727419
ACH-000168,-1.20326457377
ACH-000169,-1.06518264573
ACH-000178,-1.10875162552
ACH-000182,-1.08141417493
ACH-000183,-0.874903175676
ACH-000188,-1.12407762865
ACH-000189,-0.958058464277
ACH-000190,-1.19498986388
ACH-000198,-1.02527383023
ACH-000204,-1.2036562808600002
ACH-000206,-1.24867980935
ACH-000207,-0.5461373374449999
ACH-000211,-1.04402662775
ACH-000215,-1.14187368355
ACH-000221,-1.43500564545
ACH-000222,-1.2664057301
ACH-000223,-1.05401200056
ACH-000226,-0.8291304965549999
ACH-000227,-1.05081052787
ACH-000228,-1.13880659355
ACH-000231,-1.07251538637
ACH-000232,-1.06302237347
ACH-000233,-1.18351056443
ACH-000234,-0.72751013793
ACH-000235,-0.951618727526
ACH-000237,-1.24839925909
ACH-000238,-1.06615904383
ACH-000243,-1.14641095166
ACH-000244,-0.971658077128
ACH-000246,-0.977127902961
ACH-000248,-1.18912367477
ACH-000250,-1.01521308276
ACH-000251,-1.37753690815
ACH-000253,-1.07788589986
ACH-000255,-0.9660052356829999
ACH-000256,-1.36587834366
ACH-000257,-1.55054217062
ACH-000258,-0.6720310083769999
ACH-000259,-1.24998144224
ACH-000260,-0.916726118953
ACH-000261,-1.1719640249299998
ACH-000262,-1.1118913908299999
ACH-000263,-0.991588808856
ACH-000264,-1.46026959592
ACH-000265,-1.1292549773
ACH-000266,-0.8591383891509999
ACH-000272,-0.974302872465
ACH-000273,-1.2497519123799998
ACH-000274,-1.04587239806
ACH-000277,-1.4147472859399999
ACH-000278,-0.956848399217
ACH-000279,-1.29729312951
ACH-000280,-1.3545264353600002
ACH-000281,-1.1086309794700002
ACH-000288,-1.46739549721
ACH-000291,-1.0677823062799998
ACH-000293,-0.629547408144
ACH-000294,-1.4290908734
ACH-000295,-1.4041369455000001
ACH-000296,-1.11763904324
ACH-000302,-1.4096847156999999
ACH-000304,-1.12692550433
ACH-000307,-1.2254979197
ACH-000308,-1.04652210275
ACH-000310,-1.25247286623
ACH-000311,-1.13882212858
ACH-000312,-1.24615389511
ACH-000315,-0.9674661281829999
ACH-000316,-1.1839937259200002
ACH-000317,-1.25871622552
ACH-000318,-1.09245340182
ACH-000319,-0.802157650666
ACH-000320,-1.27700864782
ACH-000322,-0.888547036231
ACH-000323,-1.5502659177000002
ACH-000324,-1.1075071924
ACH-000329,-1.4655292115399998
ACH-000330,-1.0530279352399998
ACH-000331,-0.9654537222059999
ACH-000332,-0.8746196445730001
ACH-000334,-1.21572870157
ACH-000335,-1.2039078083399999
ACH-000336,-1.39601778896
ACH-000337,-1.15777714104
ACH-000339,-1.2503344189499999
ACH-000341,-0.681966940634
ACH-000348,-1.35317026131
ACH-000350,-0.869879863116
ACH-000352,-1.29864257493
ACH-000356,-1.22394050879
ACH-000361,-0.934205000671
ACH-000362,-1.20659190791
ACH-000363,-0.994583258643
ACH-000364,-1.17949746152
ACH-000365,-1.19554853111
ACH-000366,-1.4726969382799997
ACH-000368,-1.13276890026
ACH-000374,-1.06604937359
ACH-000375,-1.25519254335
ACH-000376,-1.11647401681
ACH-000381,-0.7413942055920001
ACH-000383,-1.14538595522
ACH-000387,-1.3727547493399999
ACH-000389,-0.909374728424
ACH-000390,-1.07730701278
ACH-000393,-1.31583374564
ACH-000395,-0.978183490126
ACH-000397,-0.360095578395
ACH-000401,-0.910816896681
ACH-000402,-1.15454755076
ACH-000403,-0.921283508901
ACH-000404,-0.915996397614
ACH-000406,-1.3110402745899998
ACH-000407,-1.00937281878
ACH-000408,-1.25372937865
ACH-000410,-0.8713593755600001
ACH-000411,-0.568940115868
ACH-000414,-1.0662950053
ACH-000415,-1.0790042740899999
ACH-000416,-1.04908450743
ACH-000420,-1.1033812503899998
ACH-000421,-1.12034287704
ACH-000424,-1.10708632688
ACH-000425,-1.26842669797
ACH-000426,-1.04191862996
ACH-000427,-1.33767903517
ACH-000433,-0.7343099582520001
ACH-000436,-0.816438646801
ACH-000444,-0.938816758281
ACH-000445,-0.811944489351
ACH-000448,-1.0778277788
ACH-000450,-0.794389173889
ACH-000452,-1.4379386747299998
ACH-000454,-1.22722876267
ACH-000458,-1.0406300579799999
ACH-000459,-1.7849331405700002
ACH-000460,-0.8181249125579999
ACH-000461,-1.00643251435
ACH-000463,-1.0834810128899999
ACH-000464,-0.979696296671
ACH-000466,-1.3593380538799997
ACH-000467,-1.26152755661
ACH-000468,-1.7221433222
ACH-000469,-1.18830873197
ACH-000470,-1.0707218651100001
ACH-000471,-1.07881146205
ACH-000472,-0.9992018240899999
ACH-000473,-1.14290737975
ACH-000475,-1.05268698279
ACH-000476,-1.1938976683700002
ACH-000477,-0.34365627398599996
ACH-000480,-1.2899155994299998
ACH-000481,-1.36128312301
ACH-000483,-1.01004234588
ACH-000484,-0.666410039233
ACH-000485,-0.579400827345
ACH-000486,-1.29037714893
ACH-000487,-1.13746818483
ACH-000488,-1.1369394214700002
ACH-000490,-1.2460005863099999
ACH-000491,-1.8951781395099998
ACH-000495,-0.738073846901
ACH-000496,-0.90699118297
ACH-000499,-1.4992372291799998
ACH-000500,-1.0921877944299998
ACH-000502,-1.16312220137
ACH-000503,-1.42874719432
ACH-000505,-1.0179875923100001
ACH-000507,-1.08361189814
ACH-000510,-1.60599642787
ACH-000511,-1.26307240412
ACH-000512,-0.924977281812
ACH-000516,-0.8987072515060001
ACH-000517,-1.00918878517
ACH-000518,-1.28591958128
ACH-000520,-0.854600145448
ACH-000521,-1.221755819
ACH-000522,-1.33552465066
ACH-000524,-1.28512044055
ACH-000527,-1.04670232083
ACH-000528,-1.05586756238
ACH-000537,-1.0923254194499998
ACH-000541,-1.05591703867
ACH-000542,-1.3479134638499999
ACH-000544,-1.03791291764
ACH-000545,-1.4125720517700002
ACH-000547,-1.4467712532700001
ACH-000548,-1.19122478486
ACH-000549,-1.2673378446899999
ACH-000550,-1.57414115648
ACH-000552,-1.1008599038
ACH-000556,-1.3924795242399999
ACH-000557,-0.45222535927199997
ACH-000570,-0.843124145793
ACH-000571,-1.32665436576
ACH-000573,-1.2728546025799998
ACH-000576,-1.0390933649299998
ACH-000580,-1.1350417961700001
ACH-000584,-1.246787839
ACH-000585,-1.06900761002
ACH-000588,-1.2892632955
ACH-000589,-1.05812588001
ACH-000591,-1.05605443893
ACH-000593,-1.21042097061
ACH-000600,-1.00689678187
ACH-000601,-0.932981170867
ACH-000604,-1.4607319149899998
ACH-000605,-1.6126781265399999
ACH-000606,-1.34685813897
ACH-000608,-0.624638309637
ACH-000614,-1.16961153541
ACH-000616,-1.2093544566299999
ACH-000618,-1.06583456113
ACH-000619,-1.2123059455399998
ACH-000620,-0.984971360914
ACH-000621,-0.471743759377
ACH-000622,-0.9351070810719999
ACH-000623,-0.8342175280949999
ACH-000624,-0.973277315548
ACH-000627,-1.19604648661
ACH-000630,-1.20756050189
ACH-000632,-1.2340204912600001
ACH-000633,-1.24721530146
ACH-000637,-1.37329679425
ACH-000638,-1.08289231081
ACH-000646,-1.04669221009
ACH-000647,-1.3522068370299998
ACH-000648,-1.03893435003
ACH-000649,-1.1731770885700001
