,ENGASE (64772)
ACH-000004,0.019476716183200002
ACH-000007,-0.09349777080970001
ACH-000009,-0.175214028079
ACH-000011,-0.26117767904100003
ACH-000012,-0.145726583145
ACH-000013,-0.111436584485
ACH-000014,-0.18372813664299997
ACH-000015,-0.11771142295499999
ACH-000017,-0.415495305434
ACH-000018,0.019742505259400002
ACH-000019,-0.0710338130623
ACH-000021,-0.155203800746
ACH-000022,0.051722988928300004
ACH-000025,-0.117854020454
ACH-000028,-0.203001851795
ACH-000030,-0.159272447521
ACH-000035,-0.19127612913
ACH-000036,-0.214515614051
ACH-000037,-0.215605991857
ACH-000039,-0.329041629139
ACH-000040,-0.162057602436
ACH-000041,-0.0885518305848
ACH-000042,-0.17167128987799998
ACH-000045,-0.23954844179999998
ACH-000047,-0.231866997357
ACH-000052,-0.500674267254
ACH-000053,-0.134467439812
ACH-000054,-0.07119563426639999
ACH-000055,-0.258453900796
ACH-000060,-0.259933342901
ACH-000067,-0.244675347545
ACH-000070,-0.0446478882867
ACH-000075,-0.169644029945
ACH-000078,-0.408861740965
ACH-000082,-0.252569517526
ACH-000085,-0.550523154573
ACH-000086,-0.137986263992
ACH-000087,-0.251129706995
ACH-000092,-0.11526298099400001
ACH-000095,-0.327143143688
ACH-000097,-0.16766377445699998
ACH-000098,-0.160262945286
ACH-000099,-0.347634793835
ACH-000108,-0.29014937230500004
ACH-000113,-0.0579670045966
ACH-000115,0.0879782992716
ACH-000116,-0.128042253117
ACH-000118,-0.369100113557
ACH-000120,-0.35823384351
ACH-000123,-0.1358587417
ACH-000127,-0.18624791731100002
ACH-000128,-0.280836873409
ACH-000132,-0.0304487411313
ACH-000133,-0.235995025372
ACH-000137,0.0786268805327
ACH-000138,-0.157067993343
ACH-000142,-0.20058639968400002
ACH-000143,-0.018151227203799997
ACH-000146,-0.00981048768148
ACH-000148,-0.105017278241
ACH-000150,-0.22888750990899998
ACH-000152,-0.18049251210099998
ACH-000153,-0.197791554355
ACH-000159,-0.142314397214
ACH-000160,-0.212215925395
ACH-000163,-0.28853593825199997
ACH-000167,-0.408953031793
ACH-000168,-0.0117955968822
ACH-000169,-0.0779082204661
ACH-000178,-0.0567948180187
ACH-000182,-0.13060126532299998
ACH-000183,-0.129213565134
ACH-000188,-0.279989607041
ACH-000189,0.0245237574533
ACH-000190,-0.20820378836800002
ACH-000198,-0.213648131347
ACH-000204,0.0162423222121
ACH-000206,-0.0219459952302
ACH-000207,-0.5804359656570001
ACH-000211,-0.209742580599
ACH-000215,-0.282967342888
ACH-000221,-0.209973887633
ACH-000222,-0.016707462125899998
ACH-000223,-0.178673535075
ACH-000226,-0.07526180036550001
ACH-000227,-0.23714605971900002
ACH-000228,-0.173840207247
ACH-000231,-0.186856998242
ACH-000232,-0.13052586089999998
ACH-000233,-0.262115027968
ACH-000234,-0.169622616817
ACH-000235,-0.228092941271
ACH-000237,-0.242870894894
ACH-000238,-0.415870740342
ACH-000243,-0.203074744538
ACH-000244,-0.182633796151
ACH-000246,-0.340814039326
ACH-000248,-0.267267268688
ACH-000250,-0.25684687308000004
ACH-000251,0.055533208187
ACH-000253,-0.331612654049
ACH-000255,-0.33263134569
ACH-000256,-0.334247688895
ACH-000257,-0.0389064500851
ACH-000258,-0.262216873155
ACH-000259,-0.230819327107
ACH-000260,-0.15757952234
ACH-000261,-0.19893961864
ACH-000262,-0.36547105786300005
ACH-000263,-0.393592958654
ACH-000264,-0.273011427575
ACH-000265,-0.16777622745999998
ACH-000266,-0.184246787421
ACH-000272,-0.159073405279
ACH-000273,-0.241477086394
ACH-000274,-0.265682051115
ACH-000277,-0.484466647997
ACH-000278,-0.13904586241699998
ACH-000279,-0.202668879445
ACH-000280,-0.206130164083
ACH-000281,-0.225673663416
ACH-000288,-0.305753379911
ACH-000291,-0.0959523323432
ACH-000293,-0.00814770949817
ACH-000294,-0.24078848924000001
ACH-000295,-0.239162862564
ACH-000296,0.0206398925721
ACH-000302,-0.256185632213
ACH-000304,-0.111878251094
ACH-000307,-0.045552000494300006
ACH-000308,-0.0912368862437
ACH-000310,-0.402348869419
ACH-000311,-0.15654511239
ACH-000312,-0.17713458949400002
ACH-000315,-0.157566812493
ACH-000316,-0.362578441058
ACH-000317,0.047093364644800004
ACH-000318,-0.0460677108515
ACH-000319,-0.233016385748
ACH-000320,-0.187626079478
ACH-000322,-0.0271132908564
ACH-000323,-0.345177421646
ACH-000324,-0.25806406449
ACH-000329,-0.20729269179600002
ACH-000330,-0.44410102532799994
ACH-000331,0.013253826205299999
ACH-000332,-0.202477345534
ACH-000334,-0.21632838535
ACH-000335,0.0771339098131
ACH-000336,0.17451038389
ACH-000337,-0.12779406689699999
ACH-000339,-0.212813163738
ACH-000341,-0.149373457682
ACH-000348,-0.26075854069800003
ACH-000350,-0.123676194704
ACH-000352,-0.189899074327
ACH-000356,-0.256071621077
ACH-000361,-0.33016709404399996
ACH-000362,-0.10849818422900001
ACH-000363,-0.252392227644
ACH-000364,-0.170736886389
ACH-000365,-0.041841803413400006
ACH-000366,-0.29251365368099996
ACH-000368,-0.0552807385936
ACH-000374,-0.23029924414
ACH-000375,0.00208766267719
ACH-000376,-0.23793312383200002
ACH-000381,-0.308391912775
ACH-000383,-0.246142319423
ACH-000387,-0.043705093837099994
ACH-000389,-0.26887811515
ACH-000390,-0.0255545719577
ACH-000393,-0.339277580665
ACH-000395,-0.197805889393
ACH-000397,-0.225843970732
ACH-000401,-0.241149983766
ACH-000402,-0.34572814063199997
ACH-000403,-0.285898874799
ACH-000404,-0.131704963234
ACH-000406,-0.0881107759487
ACH-000407,-0.16210244951400002
ACH-000408,-0.0821093932377
ACH-000410,-0.0424108510041
ACH-000411,-0.214348866015
ACH-000414,-0.219826543541
ACH-000415,-0.134631711669
ACH-000416,-0.24267891034800002
ACH-000420,-0.355193975458
ACH-000421,-0.12053414732899999
ACH-000424,0.140597675974
ACH-000425,-0.154974411305
ACH-000426,0.0839526226969
ACH-000427,-0.17409723014400003
ACH-000433,-0.407680863386
ACH-000436,-0.176566814294
ACH-000444,-0.162358740428
ACH-000445,-0.0754437253444
ACH-000448,-0.0670983648099
ACH-000450,-0.399054491618
ACH-000452,-0.193703864809
ACH-000454,-0.029091099792200002
ACH-000458,-0.282945489062
ACH-000459,-0.132724224359
ACH-000460,-0.14980662318600002
ACH-000461,0.0678673117662
ACH-000463,-0.29311941280299997
ACH-000464,-0.05905211530730001
ACH-000466,-0.0416684910839
ACH-000467,-0.110516893578
ACH-000468,-0.145795205867
ACH-000469,-0.21542949361400002
ACH-000470,-0.221221716757
ACH-000471,-0.171419453237
ACH-000472,-0.213972953456
ACH-000473,-0.24735604108000003
ACH-000475,-0.198947634483
ACH-000476,-0.161038949716
ACH-000477,0.0846246473044
ACH-000480,-0.430156636033
ACH-000481,-0.172597097702
ACH-000483,-0.185114872559
ACH-000484,0.0473703619159
ACH-000485,-0.379155445041
ACH-000486,0.097199302253
ACH-000487,-0.149432568993
ACH-000488,-0.284990738503
ACH-000490,-0.0630462827917
ACH-000491,-0.110629909509
ACH-000495,-0.20783481865400003
ACH-000496,-0.24331838328400002
ACH-000499,-0.116036823866
ACH-000500,-0.47324987130400004
ACH-000502,-0.142319537874
ACH-000503,-0.09739211475819999
ACH-000505,-0.263413665475
ACH-000507,-0.0681559811448
ACH-000510,-0.09773867395639999
ACH-000511,-0.440593376803
ACH-000512,-0.15992633728
ACH-000516,-0.243095956062
ACH-000517,-0.204426752345
ACH-000518,0.00671419524763
ACH-000520,-0.22493982641899998
ACH-000521,-0.6995080695
ACH-000522,-0.043528560062300006
ACH-000524,-0.16851016864100002
ACH-000527,-0.25612423671
ACH-000528,-0.0568802136242
ACH-000537,-0.20755429061900002
ACH-000541,-0.0957606352616
ACH-000542,-0.20320381129700002
ACH-000544,-0.440997909787
ACH-000545,1.31795015861e-05
ACH-000547,-0.384041053062
ACH-000548,-0.175777847977
ACH-000549,-0.216459071934
ACH-000550,-0.304112014199
ACH-000552,-0.147188232473
ACH-000556,-0.23987023396899998
ACH-000557,-0.0277642860666
ACH-000570,-0.223489647118
ACH-000571,-0.21211565667399998
ACH-000573,-0.155661623788
ACH-000576,-0.24262102238299998
ACH-000580,-0.034054767776
ACH-000584,-0.20699040035900002
ACH-000585,-0.22612202548500002
ACH-000588,-0.205453402169
ACH-000589,-0.331645805018
ACH-000591,-0.21571871919900001
ACH-000593,-0.341114283455
ACH-000600,-0.195344812017
ACH-000601,-0.116315159954
ACH-000604,0.156066966018
ACH-000605,0.007037746176720001
ACH-000606,-0.241242691307
ACH-000608,-0.0637102968579
ACH-000614,-0.13943180427899998
ACH-000616,-0.135298814254
ACH-000618,-0.247490399892
ACH-000619,-0.22960626698800002
ACH-000620,-0.0840117071683
ACH-000621,-0.248806803332
ACH-000622,-0.198927081969
ACH-000623,-0.19900918343
ACH-000624,-0.165912824497
ACH-000627,-0.210817715502
ACH-000630,-0.19070906946600003
ACH-000632,-0.10906700222000001
ACH-000633,-0.302357128693
ACH-000637,-0.273514917693
ACH-000638,-0.21736291604000002
ACH-000646,-0.08660039232169998
ACH-000647,-0.309460512291
ACH-000648,-0.134008208279
ACH-000649,-0.276604533619
ACH-000651,-0.107432563499
ACH-000652,-0.231334519564
ACH-000653,-0.145673418154
ACH-000657,-0.2612358163
ACH-000658,-0.227620150597
ACH-000661,-0.169184850585
ACH-000662,-0.431905060784
ACH-000663,-0.26923799766600004
ACH-000665,-0.0975821084211
ACH-000671,0.0728918122366
ACH-000673,-0.203666918601
ACH-000676,-0.0713754500657
ACH-000677,-0.0947859269346
ACH-000681,-0.253883695442
ACH-000682,-0.290708390865
ACH-000683,-0.106170480411
ACH-000684,-0.13917171851500001
