,POSTN (10631)
ACH-000004,0.0663640649675
ACH-000007,-0.07647504041849999
ACH-000009,0.229119051668
ACH-000011,0.0837076809552
ACH-000012,0.11361550027799999
ACH-000013,0.0489616888449
ACH-000014,-0.0711899144106
ACH-000015,0.034900617582400005
ACH-000017,0.18049931248300002
ACH-000018,0.14003386656400002
ACH-000019,-0.0237568757252
ACH-000021,-0.0119449153016
ACH-000022,0.054938211671
ACH-000025,0.0045137639097100005
ACH-000028,-0.054692132453300006
ACH-000030,0.0473980866771
ACH-000035,0.14776507563
ACH-000036,0.129025007907
ACH-000037,0.0291711913443
ACH-000039,0.0773060821006
ACH-000040,0.0642931714028
ACH-000041,0.08032374278400001
ACH-000042,0.040166125976699996
ACH-000045,0.036387755254900005
ACH-000047,0.0660988143253
ACH-000052,0.175862997955
ACH-000053,0.00575468382066
ACH-000054,0.015256575506700001
ACH-000055,-0.013051658931200001
ACH-000060,0.0420964421139
ACH-000067,-0.165375578712
ACH-000070,0.147511273248
ACH-000075,-0.029661150855099995
ACH-000078,-0.05749519318080001
ACH-000082,0.0359140991941
ACH-000085,0.05749552474669999
ACH-000086,0.023021644887599998
ACH-000087,0.111928971389
ACH-000092,0.12052442634999999
ACH-000095,0.07517455789810001
ACH-000097,0.13044058816
ACH-000098,0.162483220117
ACH-000099,-0.12147047113500001
ACH-000108,-0.0360898286755
ACH-000113,0.0311020384598
ACH-000115,-0.11498344212200001
ACH-000116,0.0759015632162
ACH-000118,-0.0787972574787
ACH-000120,0.116679746209
ACH-000123,-0.0536673254215
ACH-000127,0.0125470522841
ACH-000128,-0.038345728498699994
ACH-000132,-0.141743166232
ACH-000133,0.124618068271
ACH-000137,0.0939283690763
ACH-000138,0.0197812278658
ACH-000142,0.116907620607
ACH-000143,0.0388913786782
ACH-000146,0.0528754087465
ACH-000148,0.00439766542578
ACH-000150,-0.0747062944329
ACH-000152,0.139690486245
ACH-000153,0.261227704884
ACH-000159,-0.11457585402100001
ACH-000160,0.12077596904400001
ACH-000163,0.0927293833643
ACH-000167,0.159796605437
ACH-000168,0.100326878538
ACH-000169,0.11172868380300001
ACH-000178,0.039131793220599995
ACH-000182,0.0402470064115
ACH-000183,0.0008107961421989999
ACH-000188,-0.00741528348736
ACH-000189,-0.311154621087
ACH-000190,0.04976163040630001
ACH-000198,0.0417649207429
ACH-000204,-0.0847527236093
ACH-000206,0.00422423689837
ACH-000207,0.275451822989
ACH-000211,0.0839372287771
ACH-000215,0.112883702174
ACH-000221,-0.180843486682
ACH-000222,-0.226381519496
ACH-000223,-0.08805678707900001
ACH-000226,-0.102834736842
ACH-000227,-0.109465598062
ACH-000228,-0.105997077905
ACH-000231,0.144328591471
ACH-000232,-0.00753542171904
ACH-000233,0.128118413459
ACH-000234,0.17463360619000004
ACH-000235,-0.038640471325500005
ACH-000237,0.09922371294610001
ACH-000238,0.0047704381125699994
ACH-000243,0.09259832459730001
ACH-000244,0.456763307518
ACH-000246,0.0293889764543
ACH-000248,0.0582925451695
ACH-000250,0.07637691922239999
ACH-000251,0.078846653964
ACH-000253,0.132950381752
ACH-000255,0.049997033311400006
ACH-000256,0.11901346737
ACH-000257,-0.0490723707453
ACH-000258,-0.302183091006
ACH-000259,0.0035872490235
ACH-000260,0.145285829894
ACH-000261,0.025504455391799997
ACH-000262,0.10701699523199999
ACH-000263,0.0252615077251
ACH-000264,0.16786205283300001
ACH-000265,-0.11338982840999998
ACH-000266,-0.012070205161700001
ACH-000272,0.140928321897
ACH-000273,0.0673483040249
ACH-000274,0.134890941166
ACH-000277,0.21930765616200001
ACH-000278,0.013037777459200001
ACH-000279,-0.034712954354
ACH-000280,0.0770748302644
ACH-000281,-0.200122105162
ACH-000288,-0.0213986261805
ACH-000291,0.0372959539815
ACH-000293,0.057744257969000005
ACH-000294,-0.025339123489000002
ACH-000295,0.315360842576
ACH-000296,0.047042973233
ACH-000302,-0.0462972796244
ACH-000304,-0.124403352381
ACH-000307,0.120911959301
ACH-000308,0.10376320816
ACH-000310,-0.141108227831
ACH-000311,0.000146272508535
ACH-000312,-0.07725780660880001
ACH-000315,0.115619755189
ACH-000316,0.18408781427999998
ACH-000317,0.036702309901400006
ACH-000318,0.304347976842
ACH-000319,0.097501059792
ACH-000320,-0.024441661527400002
ACH-000322,-0.0384093855969
ACH-000323,0.0437424594852
ACH-000324,0.005380493589560001
ACH-000329,0.0260628105303
ACH-000330,0.200491045931
ACH-000331,0.262954867573
