,GLB1 (2720)
ACH-000393,-0.215658378538
ACH-000395,-0.147175831824
ACH-000397,-0.065451623611
ACH-000401,-0.13735789081900002
ACH-000402,-0.259777177187
ACH-000403,-0.135698506711
ACH-000404,-0.049814804886499996
ACH-000406,-0.22410829993099998
ACH-000407,-0.042121818827599994
ACH-000408,-0.253287717315
ACH-000410,-0.18894688589400002
ACH-000411,-0.209370097208
ACH-000414,-0.0879573519672
ACH-000415,-0.181223514228
ACH-000416,-0.239619296792
ACH-000420,-0.15223495884000002
ACH-000421,-0.090100408831
ACH-000424,-0.202651330257
ACH-000425,-0.0807157993428
ACH-000426,-0.351975934598
ACH-000427,-0.164060422687
ACH-000433,-0.277374508291
ACH-000436,0.271835132402
ACH-000444,-0.19003839943300002
ACH-000445,-0.353536364959
ACH-000448,-0.233948595371
ACH-000450,-0.529932522715
ACH-000452,-0.12157011876900001
ACH-000454,-0.258787504813
ACH-000458,0.0330815335307
ACH-000459,-0.16219506986999999
ACH-000460,-0.178802334028
ACH-000461,-0.057504145146900006
ACH-000463,-0.10783219570000001
ACH-000464,-0.211271053088
ACH-000466,-0.18413493425500002
ACH-000467,-0.24115103561999998
ACH-000468,-0.3240068147
ACH-000469,0.018748545303
ACH-000470,-0.197511203851
ACH-000471,-0.258565184326
ACH-000472,-0.0696716457216
ACH-000473,0.0555846943922
ACH-000475,-0.115296882572
ACH-000476,-0.047526198123000005
ACH-000477,0.014656238789600002
ACH-000480,0.0937990979301
ACH-000481,0.0134789650403
ACH-000483,-0.049129452524699996
ACH-000484,-0.0432778398658
ACH-000485,-0.0182170487118
ACH-000486,-0.22254863059399999
ACH-000487,-0.09330267072699999
ACH-000488,-0.108602090867
ACH-000490,-0.16381420965399998
ACH-000491,0.130921527033
ACH-000495,-0.273345917133
ACH-000496,-0.151647720197
ACH-000499,-0.043397386298
ACH-000500,0.143700348298
ACH-000502,-0.293466246652
ACH-000503,0.0773472221235
ACH-000505,-0.198516817933
ACH-000507,-0.132840273516
ACH-000510,-0.121422953165
ACH-000511,-0.103266696156
ACH-000512,0.034715459628199996
ACH-000516,-0.17654214514199998
ACH-000517,-0.11001548722999999
ACH-000518,0.022424944402900004
ACH-000520,-0.17709830204100002
ACH-000521,-0.296241421023
ACH-000522,-0.024556048264200003
ACH-000524,-0.08718335436489999
ACH-000527,-0.194175808196
ACH-000528,-0.184991501671
ACH-000537,-0.313997077857
ACH-000541,-0.319325814661
ACH-000542,-0.04404280607990001
ACH-000544,-0.140770810446
ACH-000545,-0.0168569841355
ACH-000547,-0.256493018455
ACH-000548,-0.0776082802637
ACH-000549,-0.333517142735
ACH-000550,-0.26112329389100003
ACH-000552,-0.261875726441
ACH-000556,-0.218556617113
ACH-000557,-0.10610008539999999
ACH-000570,-0.259261192102
ACH-000571,-0.159246724975
ACH-000573,-0.14937285736300002
ACH-000576,-0.0375652426752
ACH-000580,0.14938818154
ACH-000584,-0.332646981919
ACH-000585,-0.09362628001869999
ACH-000588,0.0701890486733
ACH-000589,-0.350361665678
ACH-000591,0.0146231856474
ACH-000593,-0.108904984692
ACH-000600,-0.234897507264
ACH-000601,-0.209981228763
ACH-000604,-0.377399727101
ACH-000605,-0.171665888368
ACH-000606,0.0110073919145
ACH-000608,-0.283191284768
ACH-000614,-0.118175364593
ACH-000616,-0.266960458649
ACH-000618,-0.18026877766899999
ACH-000619,-0.180825174403
ACH-000620,-0.164188124821
ACH-000621,-0.180484337104
ACH-000622,-0.343129096201
ACH-000623,-0.146157371838
ACH-000624,-0.215812042649
ACH-000627,-0.21522753258699998
ACH-000630,-0.176366059609
ACH-000632,-0.126701469472
ACH-000633,-0.0821918651521
ACH-000637,-0.120372889279
ACH-000638,-0.22670843265299997
ACH-000646,-0.19017253933699999
ACH-000647,-0.182750449322
ACH-000648,0.0167699489255
ACH-000649,-0.0409441535064
ACH-000651,-0.15568864010199998
ACH-000652,-0.37269774246299997
ACH-000653,-0.06601388839359999
ACH-000657,-0.15748594744
ACH-000658,-0.202175540857
ACH-000661,-0.0821537691891
ACH-000662,-0.170528883571
ACH-000663,-0.00681768605384
ACH-000665,-0.263870771539
ACH-000671,-0.139257797307
ACH-000673,-0.15403837497
ACH-000676,-0.300531473974
ACH-000677,-0.263141577573
ACH-000681,-0.433389461118
ACH-000682,-0.170526915509
ACH-000683,-0.0014851649189800001
ACH-000684,-0.12751813625
ACH-000688,0.0166580408907
ACH-000693,-0.21353895452100002
ACH-000694,-0.138683011948
ACH-000695,0.163020077395
ACH-000696,-0.0377701138145
ACH-000697,-0.201660671142
ACH-000699,-0.18411622806699998
ACH-000701,0.08510719202639999
ACH-000706,-0.08709036800719999
ACH-000711,-0.00890940144374
ACH-000713,-0.140140519944
ACH-000714,-0.09225323563200001
ACH-000718,-0.317631564195
ACH-000720,-0.149589024952
ACH-000721,-0.137748767074
ACH-000724,-0.423113893292
ACH-000725,0.0550306112776
ACH-000732,0.061515366992
ACH-000734,-0.161223382805
ACH-000735,-0.254803344183
ACH-000736,-0.149546338317
ACH-000738,-0.179173571956
ACH-000746,-0.0574801933551
ACH-000747,-0.131585316096
ACH-000748,-0.257803729308
ACH-000753,-0.19238516456000002
ACH-000756,-0.026741987159500002
ACH-000757,-0.432647786149
ACH-000758,-0.163425275348
ACH-000760,-0.061860521547999994
ACH-000763,-0.07017274627839999
ACH-000764,0.147321061069
ACH-000765,-0.0857478299039
ACH-000766,-0.21095333060199997
ACH-000767,-0.180013665898
ACH-000768,-0.133899697996
ACH-000769,-0.185246609695
ACH-000770,-0.16698520719499998
ACH-000771,-0.166520612503
ACH-000773,-0.09695667259310002
ACH-000776,-0.027600507567799998
ACH-000777,-0.311715641948
ACH-000778,-0.242749920011
ACH-000781,-0.18003347181499998
ACH-000782,0.0326253736131
ACH-000783,-0.0838883774787
ACH-000784,-0.223560613013
ACH-000785,-0.180811772764
ACH-000787,-0.248463449638
ACH-000788,-0.21273949032499997
ACH-000791,-0.291946632871
ACH-000792,-0.13282518515900002
ACH-000794,-0.196797901142
ACH-000796,-0.48964882473800003
ACH-000799,-0.09732123737819999
ACH-000800,-0.247584490163
ACH-000802,-0.0183624238869
ACH-000804,-0.295100621999
ACH-000805,-0.172975682684
ACH-000809,-0.144350923773
ACH-000810,0.21659218548700002
ACH-000811,-0.0936523613233
ACH-000817,0.147213178323
ACH-000819,-0.272131816756
ACH-000820,-0.681988608207
ACH-000821,-0.014910772908900001
ACH-000822,-0.371134611191
ACH-000823,-0.0196210035374
ACH-000824,-0.190551855774
ACH-000827,-0.139243337696
ACH-000829,-0.22333323227899998
ACH-000831,-0.034968026520699996
ACH-000832,-0.229600603702
ACH-000833,-0.324407144847
ACH-000834,-0.07054195446480001
ACH-000835,-0.11438127716299999
ACH-000836,-0.307635677646
ACH-000837,-0.24572622419799997
ACH-000838,0.0217727122815
ACH-000839,-0.008657524332540002
ACH-000840,-0.10045706915699999
ACH-000841,-0.139598910966
ACH-000843,0.00759411371808
ACH-000846,-0.13422787200300001
ACH-000847,-0.25870400614
ACH-000848,-0.157349520191
ACH-000849,-0.10571567092800001
ACH-000851,0.0543947151898
ACH-000855,0.0855829690945
ACH-000856,-0.187600708992
ACH-000858,-0.198535842634
ACH-000859,-0.04698282268130001
ACH-000861,-0.0723577730163
ACH-000862,-0.21908372760699998
ACH-000865,-0.0754707457204
ACH-000866,-0.0774259345055
ACH-000867,-0.189488628799
ACH-000869,-0.522235577139
ACH-000872,-0.0324605719821
ACH-000873,0.00242605995151
ACH-000876,-0.09852836718869999
ACH-000878,0.000184008369229
ACH-000880,-0.285807645849
ACH-000881,-0.11343490924900002
ACH-000882,-0.115236010999
ACH-000884,-0.0693139414652
ACH-000885,-0.116799721422
ACH-000887,-0.249070091096
ACH-000888,-0.141445880124
ACH-000889,-0.117375918627
ACH-000890,-0.239587599826
ACH-000896,-0.26239510821999995
ACH-000898,-0.07643318124750001
ACH-000900,-0.22843073206099998
ACH-000901,-0.0992622146737
ACH-000905,-0.265938657593
ACH-000906,-0.103339875678
ACH-000907,-0.222730643015
ACH-000910,-0.0152793103183
ACH-000911,0.0368375124714
ACH-000912,-0.124046323715
ACH-000913,-0.115981129607
ACH-000915,-0.12875873852199998
ACH-000916,0.18890192464000002
ACH-000917,-0.25578133148000004
ACH-000921,-0.200683502016
ACH-000924,-0.19178980434300003
ACH-000926,-0.0968293234916
ACH-000928,-0.288919014133
ACH-000929,-0.0962707719685
ACH-000932,-0.179876372826
ACH-000935,0.0188149000351
ACH-000936,-0.41735763208899995
ACH-000937,-0.112537835643
ACH-000938,-0.186772725862
ACH-000939,0.091544332374
ACH-000941,-0.211063817544
ACH-000943,-0.07791339197819999
ACH-000946,-0.053296845278699996
ACH-000947,-0.21265669962
ACH-000948,-0.009652067414180001
ACH-000950,-0.23463515763300002
ACH-000953,-0.142390852177
ACH-000957,-0.0045562180641
ACH-000958,-0.165323301034
ACH-000960,-0.272702327634
ACH-000963,-0.233027342284
ACH-000968,-0.173364977351
ACH-000969,0.153517170536
ACH-000973,-0.15384431238500001
ACH-000974,-0.245697641967
ACH-000975,-0.0703811885583
ACH-000976,-0.0301337947626
ACH-000978,-0.0905515404685
ACH-000980,-0.102474037095
ACH-000984,-0.27372438669599997
ACH-000986,-0.172690743139
ACH-000988,-0.157628330104
ACH-000993,-0.130000204344
ACH-000994,0.018901981199499998
ACH-000996,-0.0082948396562
ACH-001001,-0.0507252304873
ACH-001020,-0.18460500053599999
ACH-001028,-0.0429646196849
ACH-001031,0.166977666528
ACH-001038,-0.16513407484099998
ACH-001048,-0.332833085278
ACH-001050,0.105638625356
ACH-001053,-0.0442422584276
ACH-001054,-0.08575151797229999
ACH-001061,-0.00930913803961
ACH-001067,-0.164866539679
ACH-001075,-0.235905903682
ACH-001096,-0.0607821692504
ACH-001128,-0.129235891207
ACH-001134,-0.16927191612
ACH-001151,-0.082073360219
ACH-001163,-2.52612403636e-05
ACH-001164,-0.315439192863
ACH-001173,-0.162261615619
ACH-001183,-0.07888633141660001
ACH-001184,-0.173484718538
ACH-001190,-0.23814744714699998
ACH-001192,-0.23223557812800003
ACH-001193,-0.128681129991
ACH-001196,-0.139709678148
ACH-001197,0.011180202314599999
ACH-001205,-0.141794167145
ACH-001211,-0.275944321392
ACH-001212,-0.179925266857
ACH-001228,-0.0942561509176
ACH-001232,-0.281924298523
ACH-001239,-0.18305264633499999
ACH-001274,-0.000910144821599
ACH-001275,-0.00376523342282
ACH-001277,-0.0439375143004
ACH-001278,-0.104416862371
ACH-001280,-0.30386543939599997
ACH-001283,-0.133380037214
ACH-001289,-0.156041116372
ACH-001295,-0.094797294487
ACH-001300,-0.1494808639
ACH-001301,-0.182339329815
ACH-001302,-0.0166875655279
ACH-001303,0.160661364584
ACH-001306,0.0372205014285
ACH-001318,-0.15078023446900002
ACH-001322,-0.200656145948
ACH-001328,-0.127509037242
ACH-001332,-0.148771434266
ACH-001333,-0.0888298671052
ACH-001336,-0.171552327237
ACH-001340,-0.05460548311840001
ACH-001346,-0.243566456101
ACH-001353,-0.143957004555
ACH-001354,0.139029175192
ACH-001367,-0.021150534855299996
ACH-001368,-0.17134686124600002
ACH-001374,-0.425580337833
ACH-001375,-0.024903147491299998
ACH-001377,-0.114471719935
ACH-001380,-0.145986793832
ACH-001391,-0.23426130551999996
ACH-001407,-0.147733355816
ACH-001408,-0.140482884528
ACH-001413,-0.17303050874200002
ACH-001430,-0.134687396688
ACH-001431,-0.0823170859793
ACH-001450,-0.159584248433
ACH-001496,-0.170083009949
ACH-001500,-0.284184886771
ACH-001521,-0.220649544327
ACH-001523,-0.09221603329500001
ACH-001532,-0.190190697779
ACH-001536,-0.18100129175000002
ACH-001550,-0.00838853835122
ACH-001552,-0.09802730900159999
ACH-001554,-0.20296971015999998
ACH-001645,-0.211789340903
ACH-001654,-0.144186090557
ACH-001715,-0.18236399260800001
ACH-001735,-0.131246327044
ACH-001736,-0.12075198639200001
ACH-001737,-0.29910319230300003
ACH-001740,-0.0868277293659
ACH-001745,-0.0465615659973
ACH-001750,-0.10791731182700001
ACH-001765,0.0123653428465
ACH-001956,-0.161625568084
ACH-001957,-0.10320525384
