,ROPN1 (54763)
ACH-000004,-0.0895026196051
ACH-000007,-0.287061001268
ACH-000009,-0.194348631403
ACH-000011,-0.235091400093
ACH-000012,-0.09494028057610002
ACH-000013,-0.10007428048599999
ACH-000014,-0.255039020113
ACH-000015,-0.115837202639
ACH-000017,0.0838674838232
ACH-000018,-0.17786048121800002
ACH-000019,-0.18320005857299998
ACH-000021,-0.0502590021588
ACH-000022,-0.0517836098061
ACH-000025,-0.197754540603
ACH-000028,-0.42685557093000004
ACH-000030,-0.04725695301030001
ACH-000035,-0.036026533407900005
ACH-000036,-0.0616764748439
ACH-000037,-0.163759176856
ACH-000039,-0.118370286346
ACH-000040,-0.29585645444200004
ACH-000041,-0.309972499271
ACH-000042,-0.041587903358100003
ACH-000045,-0.298513745872
ACH-000047,0.00343851064068
ACH-000052,-0.159468507022
ACH-000053,-0.0420323599565
ACH-000054,-0.44400106363700004
ACH-000055,-0.11033543067099999
ACH-000060,-0.137986218749
ACH-000067,-0.109088750681
ACH-000070,-0.0596978572348
ACH-000075,-0.27610638240200003
ACH-000078,0.0485996695797
ACH-000082,0.0171133511898
ACH-000085,-0.164706236921
ACH-000086,-0.264217440333
ACH-000087,-0.15938709518
ACH-000092,-0.15744278273099999
ACH-000095,-0.07667598106589998
ACH-000097,-0.144062351695
ACH-000098,-0.10308110617499999
ACH-000099,-0.130345128484
ACH-000108,0.051123188552199994
ACH-000113,-0.0509490088576
ACH-000115,-0.183165817881
ACH-000116,-0.109786347862
ACH-000118,-0.105457274924
ACH-000120,-0.0628348166536
ACH-000123,-0.07769578901839999
ACH-000127,-0.137034923146
ACH-000128,-0.351904904076
ACH-000132,-0.354990598835
ACH-000133,-0.121059002545
ACH-000137,-0.240811141791
ACH-000138,0.00386678667073
ACH-000142,-0.09242519148610001
ACH-000143,-0.31164950396200003
ACH-000146,0.155338427806
ACH-000148,-0.0421365630008
ACH-000150,0.166784790707
ACH-000152,-0.166025803338
ACH-000153,0.00501190249504
ACH-000159,0.015151678171700001
ACH-000160,-0.154889411227
ACH-000163,-0.204045339276
ACH-000167,0.12876747709300002
ACH-000168,0.0800106264774
ACH-000169,-0.19042137856400002
ACH-000178,-0.0128054475016
ACH-000182,0.023455621904700002
ACH-000183,-0.131276479118
ACH-000188,0.0159890543207
ACH-000189,0.147837044173
ACH-000190,0.0652955204527
ACH-000198,-0.05956615910630001
ACH-000204,-0.41279605822099996
ACH-000206,-0.0376651255479
ACH-000207,-0.11700724317700001
ACH-000211,-0.206316133097
ACH-000215,-0.0723372357362
ACH-000221,-0.190333489768
ACH-000222,0.0354569427471
ACH-000223,-0.15302095437000002
ACH-000226,-0.0504360261888
ACH-000227,-0.0669724700753
ACH-000228,-0.26230626249
ACH-000231,-0.15950326965
ACH-000232,-0.15325924112400002
ACH-000233,-0.12440312373500001
ACH-000234,-0.195223171149
ACH-000235,-0.0687859898837
ACH-000237,-0.1232139229
ACH-000238,-0.07343099582019999
ACH-000243,0.026947486685599997
ACH-000244,-0.217628633999
ACH-000246,-0.12055130130200001
ACH-000248,0.0669920864407
ACH-000250,-0.09104312398669999
ACH-000251,-0.42119028961099997
ACH-000253,-0.12434349897399999
ACH-000255,-0.159695215819
ACH-000256,-0.0247193216377
ACH-000257,0.11384921674000001
ACH-000258,-0.131292030719
ACH-000259,-0.165307239254
ACH-000260,-0.173717276817
ACH-000261,-0.12906357393600001
ACH-000262,-0.43865274303
ACH-000263,-0.34667773584
ACH-000264,-0.0886132310108
ACH-000265,-0.0809455849277
ACH-000266,0.0316432127495
ACH-000272,-0.154920895496
ACH-000273,0.00108599274482
ACH-000274,-0.0807104332907
ACH-000277,-0.251407706977
ACH-000278,-0.036797798823
ACH-000279,-0.10494112999399999
ACH-000280,-0.0599784191851
ACH-000281,0.00372591870564
ACH-000288,-0.0035574407701999995
ACH-000291,-0.10510411225400002
ACH-000293,-0.195386532781
ACH-000294,-0.165451783244
ACH-000295,-0.218199464576
ACH-000296,-0.360069574165
ACH-000302,-0.23429064575999997
ACH-000304,-0.351840666587
ACH-000307,-0.22434153230599999
ACH-000308,-0.09946818374739999
ACH-000310,-0.06845918801180001
ACH-000311,0.254014645258
ACH-000312,0.025134293123499997
ACH-000315,0.0174471841442
ACH-000316,-0.0709445027019
ACH-000317,-0.090689627322
ACH-000318,0.0419920408106
ACH-000319,-0.156488857133
ACH-000320,0.14086655720799998
ACH-000322,0.23539045125799998
ACH-000323,-0.186766227777
ACH-000324,-0.0571472063466
ACH-000329,0.00916936182633
ACH-000330,-0.27322630721200003
ACH-000331,-0.134506689127
ACH-000332,0.0755167634897
ACH-000334,0.0871403260213
ACH-000335,-0.07771193121780001
ACH-000336,-0.054382893395800005
ACH-000337,-0.187651326421
ACH-000339,-0.10576834502999999
ACH-000341,-0.21774989378899998
ACH-000348,-0.15822503482
ACH-000350,-0.144916630987
ACH-000352,-0.298136375365
ACH-000356,0.0323588891127
ACH-000361,-0.121218087314
ACH-000362,0.008395581720560001
ACH-000363,-0.0036851065242
ACH-000364,-0.238873156392
ACH-000365,-0.0792345563612
ACH-000366,-0.0733471799786
ACH-000368,-0.121291029021
ACH-000374,0.0498194903181
ACH-000375,0.06876873690719999
ACH-000376,-0.0287076437786
ACH-000381,-0.0872316745211
ACH-000383,-0.13027786682
ACH-000387,0.161643116075
ACH-000389,-0.148483611766
ACH-000390,-0.275477914315
ACH-000393,0.00464925290722
ACH-000395,0.018165622500400002
ACH-000397,-0.23247871264400002
ACH-000401,-0.06791059794769999
ACH-000402,0.159390859086
ACH-000403,0.015115776926599999
ACH-000404,0.0268966579773
ACH-000406,-0.00799095874555
ACH-000407,-0.182791486071
ACH-000408,-0.201972084148
ACH-000410,0.25820268465999996
ACH-000411,-0.111888041865
ACH-000414,0.213424339228
ACH-000415,-0.04580609199519999
ACH-000416,-0.120443851255
ACH-000420,-0.139001677406
ACH-000421,-0.0487235537124
ACH-000424,-0.19489103052200002
ACH-000425,-0.100733631963
ACH-000426,-0.303009423145
ACH-000427,0.09448731047930001
ACH-000433,0.139967185391
ACH-000436,-0.0944566961645
ACH-000444,-0.235295235863
ACH-000445,0.0425003166166
ACH-000448,-0.194624160479
ACH-000450,-0.06778380705130001
ACH-000452,-0.23740219678399999
ACH-000454,-0.041386179932
ACH-000458,-0.135202081763
ACH-000459,0.225956656694
ACH-000460,-0.07180531560060001
ACH-000461,-0.0645508991636
ACH-000463,0.0384931646835
ACH-000464,-0.165748062479
ACH-000466,0.08578860579469999
ACH-000467,-0.035846976720800006
ACH-000468,0.290695196902
ACH-000469,0.0589045057022
ACH-000470,-0.127565794124
ACH-000471,-0.216857860997
ACH-000472,-0.08735147143760001
ACH-000473,-0.17341846125500002
ACH-000475,-0.230473974281
ACH-000476,0.024309197225900005
ACH-000477,-0.157759829641
ACH-000480,-0.18529039528900001
ACH-000481,-0.14540222980599998
ACH-000483,-0.116639652048
ACH-000484,-0.0502762145312
ACH-000485,-0.122033977544
ACH-000486,-0.128258984589
ACH-000487,0.08346132008019999
ACH-000488,-0.0488665046258
ACH-000490,-0.246743814838
ACH-000491,-0.229497334077
ACH-000495,-0.205600197483
ACH-000496,0.0473526335611
ACH-000499,0.0735645294251
ACH-000500,0.200591005122
ACH-000502,-0.023826106619599996
ACH-000503,0.0336652603781
ACH-000505,-0.0724230422683
ACH-000507,0.0136368186292
ACH-000510,-0.0207957754916
ACH-000511,-0.17692681483800002
ACH-000512,0.16722059253799998
ACH-000516,-0.200991879623
ACH-000517,-0.115588335434
ACH-000518,-0.303772287369
ACH-000520,-0.0976653610397
ACH-000521,-0.026587285527499997
ACH-000522,-0.166501969456
ACH-000524,-0.0914101868462
ACH-000527,-0.209218092399
ACH-000528,-0.120706348214
ACH-000537,-0.0578240200024
ACH-000541,-0.35228816304300004
ACH-000542,-0.0770470173895
ACH-000544,-0.00308355695848
ACH-000545,-0.0799602791133
ACH-000547,0.00435440318743
ACH-000548,-0.014039500773
ACH-000549,-0.145057722606
ACH-000550,-0.0950058024102
ACH-000552,0.0274498224347
ACH-000556,-0.054055285147599996
ACH-000557,-0.07216725325869999
ACH-000570,-0.135333888865
ACH-000571,-0.10347326186599999
ACH-000573,-0.0406669495706
ACH-000576,-0.07465002234
ACH-000580,0.0351263289618
ACH-000584,-0.0670222278599
ACH-000585,-0.08400307014139999
ACH-000588,-0.114451842668
ACH-000589,-0.0643038279856
ACH-000591,-0.0798274162148
ACH-000593,-0.334586964511
ACH-000600,-0.31816836174199997
ACH-000601,-0.07740942600489999
ACH-000604,0.243771447124
ACH-000605,-0.110278725439
ACH-000606,0.0837994761544
ACH-000608,-0.0562925653935
ACH-000614,-0.00064818814746
ACH-000616,-0.0956584476099
ACH-000618,-0.036877274803300004
ACH-000619,-0.0559476007563
ACH-000620,-0.128900042778
ACH-000621,-0.0794998960146
ACH-000622,-0.0519650885623
ACH-000623,0.125737790914
ACH-000624,-0.0343830798985
ACH-000627,0.00957408287428
ACH-000630,-0.357985500763
ACH-000632,-0.0567444551509
ACH-000633,-0.0207316829977
ACH-000637,-0.103959194032
ACH-000638,-0.147598396925
ACH-000646,-0.101523459814
ACH-000647,0.05626852399209999
ACH-000648,-0.0717027404438
ACH-000649,-0.07544226446610001
ACH-000651,-0.143242420907
ACH-000652,-0.017077732517600003
ACH-000653,-0.129522269917
ACH-000657,-0.117986555973
ACH-000658,-0.024577538519599998
ACH-000661,-0.0745427228353
ACH-000662,-0.010547649707599999
ACH-000663,0.031205430415300002
ACH-000665,-0.118919307324
ACH-000671,-0.319124000804
ACH-000673,-0.220274093724
ACH-000676,-0.026541516162
ACH-000677,-0.16635922947999998
ACH-000681,-0.283089513623
ACH-000682,-0.0863046007847
ACH-000683,-0.0744492123383
ACH-000684,0.153956490282
ACH-000688,-0.352349506303
ACH-000693,-0.046700112309
ACH-000694,0.0194437110834
ACH-000695,0.021515045192200002
ACH-000696,-0.142361947255
ACH-000697,-0.063609444959
ACH-000699,-0.07560194971919999
ACH-000701,-0.31520312343699997
ACH-000706,-0.144761956804
ACH-000711,-0.0869001811719
ACH-000713,-0.35930785206200005
ACH-000714,-0.0839057058607
ACH-000718,-0.13926940759700002
ACH-000720,-0.196916233293
ACH-000721,-0.167667380584
ACH-000724,-0.10580954622199999
ACH-000725,-0.041002702496
ACH-000732,-0.038124598481
ACH-000734,-0.014291674064499998
ACH-000735,-0.285838000586
ACH-000736,-0.035167049865300004
ACH-000738,-0.0256124325674
ACH-000746,-0.0588732340815
ACH-000747,-0.20649281477499998
ACH-000748,-0.08411305936699999
ACH-000753,-0.0395692388268
ACH-000756,-0.0608663075486
ACH-000757,-0.178408889265
ACH-000758,-0.18791751203899998
ACH-000760,-0.07059265315
ACH-000763,0.0946620581062
ACH-000764,-0.166523098491
ACH-000765,-0.0676776992043
ACH-000766,0.104392240968
ACH-000767,0.024089665698099998
ACH-000768,-0.10559031671599999
ACH-000769,0.0595755337333
ACH-000770,-0.0435493736749
ACH-000771,-0.140428084972
ACH-000773,0.175532115011
ACH-000776,-0.100518527016
ACH-000777,-0.065083740853
ACH-000778,0.021219085656
ACH-000781,0.000908771049203
ACH-000782,-0.18900692558200002
ACH-000783,-0.17747472457600003
ACH-000784,-0.059917829639800003
ACH-000785,-0.22572476600299998
ACH-000787,-0.046968675668000004
ACH-000788,-0.153565779406
ACH-000791,-0.0381771055972
ACH-000792,-0.188235217135
ACH-000794,0.0747700027768
ACH-000796,-0.036668744024400006
ACH-000799,-0.137929248776
ACH-000800,0.0214447671037
ACH-000802,0.021745303727899998
ACH-000804,0.28481153251499997
ACH-000805,-0.318355106457
ACH-000809,0.019550923249599998
ACH-000810,0.200630923882
ACH-000811,-0.0327662716517
ACH-000817,-0.0981446414432
ACH-000819,-0.22689037967700001
ACH-000820,0.44349068090599997
ACH-000821,-0.271074094807
ACH-000822,-0.022650583069299998
ACH-000823,-0.0926371955126
ACH-000824,-0.0486381312899
ACH-000827,-0.176598732273
ACH-000829,-0.0439860239128
ACH-000831,-0.0442867806204
ACH-000832,-0.15065395965700001
ACH-000833,-0.0735432419149
ACH-000834,-0.0018645819669
ACH-000835,-0.156068045473
ACH-000836,-0.22842620935400001
ACH-000837,0.124643286214
ACH-000838,0.009623356035459999
ACH-000839,-0.35335200070399997
ACH-000840,-0.24471072635699997
ACH-000841,0.07483815387710001
ACH-000843,-0.0999187799698
ACH-000846,-0.249516512242
ACH-000847,-0.132268626533
ACH-000848,-0.192639776524
ACH-000849,-0.101395724987
ACH-000851,-0.07234009712810001
ACH-000855,-0.129663667943
ACH-000856,-0.228362250101
ACH-000858,-0.188753014224
ACH-000859,0.0040814207327799995
ACH-000861,0.06796291114
ACH-000862,-0.189910821875
ACH-000865,-0.034586113105599996
ACH-000866,-0.00259271669209
ACH-000867,-0.0753053174881
ACH-000869,-0.135539292487
ACH-000872,-0.16386492471300002
ACH-000873,-0.0340399607283
ACH-000876,-0.08816328967800001
ACH-000878,-0.222821390904
ACH-000880,0.14191581405
ACH-000881,-0.17580733949299998
ACH-000882,-0.09996560073909999
ACH-000884,-0.276975928058
ACH-000885,-0.117016872585
ACH-000887,-0.0502840871127
ACH-000888,-0.140220782459
ACH-000889,-0.081701883318
ACH-000890,-0.0785525736768
ACH-000896,-0.351597764268
ACH-000898,0.013124468875599999
ACH-000900,-0.12181284372199999
ACH-000901,0.0110142016402
ACH-000905,-0.224892207118
ACH-000906,-0.04571985065669999
ACH-000907,0.0135774699602
ACH-000910,-0.0677055500819
ACH-000911,-0.017015381599000002
ACH-000912,-0.14921770933
ACH-000913,-0.10820652389100001
ACH-000915,0.0433454784172
ACH-000916,-0.355471637423
ACH-000917,-0.149512807754
ACH-000921,-0.19314083703499998
ACH-000924,-0.0997463294165
ACH-000926,-0.144833629523
ACH-000928,0.16718512716199999
ACH-000929,-0.25191138851
ACH-000932,-0.07098586325789999
ACH-000935,0.0192523888922
ACH-000936,0.0641595562738
ACH-000937,-0.162095893108
ACH-000938,-0.0149960506317
ACH-000939,-0.0959666007976
ACH-000941,-0.108528255549
ACH-000943,-0.104276784114
ACH-000946,0.10970908944499999
ACH-000947,-0.0325023707266
ACH-000948,-0.0351124662151
ACH-000950,0.105846612258
ACH-000953,-0.20804644918600002
ACH-000957,-0.13477886247999998
ACH-000958,-0.014533385174200001
ACH-000960,-0.10193781542199999
ACH-000963,-0.228178412319
ACH-000968,0.08474725583910002
ACH-000969,0.10353887722
ACH-000973,-0.155485560114
ACH-000974,0.00166692906411
ACH-000975,0.0338546394611
ACH-000976,-0.00618694976919
ACH-000978,0.0473919473551
ACH-000980,-0.14201387578299998
ACH-000984,-0.012302241206200002
ACH-000986,-0.058079018967900006
ACH-000988,-0.059315597039599995
ACH-000993,0.210517967565
ACH-000994,-0.0285318865283
ACH-000996,-0.249334875849
ACH-001001,-0.110393021944
ACH-001020,-0.189456041168
ACH-001028,-0.09324758090980001
ACH-001031,-0.0065153350381800005
ACH-001038,-0.0788430105554
ACH-001048,-0.0606027880236
ACH-001050,-0.22461007399500002
ACH-001053,0.023897439453599997
ACH-001054,-0.235815761434
ACH-001061,-0.039031870820300005
ACH-001067,-0.145724033001
ACH-001075,-0.17891375165800003
ACH-001096,-0.21666084012200001
ACH-001128,-0.17415155896200002
ACH-001134,0.025830232746999998
ACH-001151,-0.08349584739219999
ACH-001163,0.127780154186
ACH-001164,0.13654854008300002
ACH-001173,-0.0915654744508
ACH-001183,-0.19557033398200002
