,OPTN (10133)
ACH-000004,-0.0933853508063
ACH-000007,-0.138716075361
ACH-000009,0.132240376468
ACH-000011,0.25665571982700003
ACH-000012,0.08248873606000001
ACH-000013,-0.0164716627371
ACH-000014,0.100503796886
ACH-000015,0.0335001029984
ACH-000017,0.10495264535
ACH-000018,0.110502183347
ACH-000019,-0.11803946804500001
ACH-000021,-0.0127275494514
ACH-000022,0.125554985096
ACH-000025,0.12286579154
ACH-000028,-0.11993446117699999
ACH-000030,0.12930602605799998
ACH-000035,0.060963176734300004
ACH-000036,-0.0834896183323
ACH-000037,0.0999559225914
ACH-000039,-0.111264006787
ACH-000040,0.18303748223000002
ACH-000041,0.131238769989
ACH-000042,0.00213982074567
ACH-000045,0.0354673541156
ACH-000047,-0.11175037609300001
ACH-000052,0.06536103851569999
ACH-000053,0.00128463727595
ACH-000054,0.115317772753
ACH-000055,-0.10484342898700001
ACH-000060,-0.11418433006100001
ACH-000067,0.0268209514739
ACH-000070,-0.100956966584
ACH-000075,-0.11905633867399999
ACH-000078,0.124807309934
ACH-000082,0.140782949376
ACH-000085,-0.0862529273861
ACH-000086,0.0517743266957
ACH-000087,0.351296565552
ACH-000092,0.058248629962
ACH-000095,0.108548438103
ACH-000097,-0.011898275011100001
ACH-000098,-0.125891392511
ACH-000099,0.011735367516700002
ACH-000108,-0.058107934952099996
ACH-000113,-0.109371104758
ACH-000115,-0.153087679131
ACH-000116,0.0715717838528
ACH-000118,-0.0198838371353
ACH-000120,0.0536291695539
ACH-000123,0.0718885962063
ACH-000127,0.0836398305184
ACH-000128,0.26384844796100004
ACH-000132,0.155947563853
ACH-000133,0.197082996994
ACH-000137,0.168595748785
ACH-000138,0.07436664332739999
ACH-000142,0.14187992771
ACH-000143,0.184087741885
ACH-000146,0.06310160803119999
ACH-000148,0.0905886299784
ACH-000150,0.100822949641
ACH-000152,-0.137623156467
ACH-000153,0.324155041464
ACH-000159,0.066765289677
ACH-000160,-0.0679071596741
ACH-000163,0.284422253992
ACH-000167,0.17230419024000002
ACH-000168,-0.0195321544933
ACH-000169,0.126100416219
ACH-000178,0.0753967078672
ACH-000182,0.179600532531
ACH-000183,0.08150504905389999
ACH-000188,0.175644005504
ACH-000189,0.175676036611
ACH-000190,0.00415608993674
ACH-000198,0.0493352511134
ACH-000204,-0.304139923678
ACH-000206,0.0793956795518
ACH-000207,0.0587600538414
ACH-000211,0.10965212791500001
ACH-000215,0.0907743981792
ACH-000221,0.23809064653999998
ACH-000222,0.00987174949204
ACH-000223,0.0033676318011300003
ACH-000226,0.187592632598
ACH-000227,0.028340161066400003
ACH-000228,0.10213379362299999
ACH-000231,0.121762324455
ACH-000232,0.152632543855
ACH-000233,0.08858618428689999
ACH-000234,0.15449313170999998
ACH-000235,0.12016706191299999
ACH-000237,-0.014361394178899999
ACH-000238,0.024075160024900004
ACH-000243,0.102098325462
ACH-000244,0.20349452014000002
ACH-000246,0.149452386986
ACH-000248,0.20800307340100002
ACH-000250,-0.03492496423119999
ACH-000251,-0.00358386654546
ACH-000253,0.0327628820627
ACH-000255,0.183327418048
ACH-000256,0.10393998303999999
ACH-000257,0.176586963973
ACH-000258,0.16347758570499998
ACH-000259,-0.05677553538380001
ACH-000260,0.10427768009199999
ACH-000261,0.124251875429
ACH-000262,0.132227485997
ACH-000263,-0.24116539695
ACH-000264,0.06975601705860002
ACH-000265,0.128615810175
ACH-000266,-0.025068745889599998
ACH-000272,-0.0345474826736
ACH-000273,0.040172607440300004
ACH-000274,-0.0620287993074
ACH-000277,0.141725440163
ACH-000278,0.239467737636
ACH-000279,0.131579015301
ACH-000280,0.0308065842037
ACH-000281,0.0225994810519
ACH-000288,0.0735901305687
ACH-000291,0.10476036096100001
ACH-000293,0.050925591834100004
ACH-000294,0.08491960784880001
ACH-000295,0.300815887297
ACH-000296,0.0240444340576
ACH-000302,0.125486219715
ACH-000304,0.12985715839
ACH-000307,0.0428402742234
ACH-000308,-0.031086886239
