,SDHB (6390)
ACH-000004,-0.979355208882
ACH-000007,-0.9592960688109999
ACH-000009,-0.63780181732
ACH-000011,-0.657666999604
ACH-000012,-0.565402588432
ACH-000013,-0.202421468114
ACH-000014,-1.1116572277799999
ACH-000015,-0.32930639091999997
ACH-000017,-1.01050663089
ACH-000018,0.001952262856
ACH-000019,-1.0603289549200001
ACH-000021,-0.630409914702
ACH-000022,-0.376375851069
ACH-000025,-0.80257085309
ACH-000028,-0.917718083731
ACH-000030,-1.1259036385299999
ACH-000035,-0.284801621415
ACH-000036,0.382158067235
ACH-000037,-0.399298541585
ACH-000039,-0.931544860838
ACH-000040,-0.348639742516
ACH-000041,-0.498881375419
ACH-000042,-0.224120426639
ACH-000045,-0.833134638528
ACH-000047,-0.848767188469
ACH-000052,-0.19113794255999997
ACH-000053,-1.17875755561
ACH-000054,-0.801710864357
ACH-000055,-0.515841919212
ACH-000060,-0.320876958007
ACH-000067,-0.411885916625
ACH-000070,-1.0546950405
ACH-000075,-0.231392019138
ACH-000078,-0.9959593589489999
ACH-000082,-0.21870569001499998
ACH-000085,-0.08859712355249999
ACH-000086,-0.231807059736
ACH-000087,-0.782008477737
ACH-000092,-0.34610746199299997
ACH-000095,-0.04472530494969999
ACH-000097,-1.09781480181
ACH-000098,-0.187518245097
ACH-000099,-0.9120041255700001
ACH-000108,-1.05286382399
ACH-000113,-0.633788484255
ACH-000115,-0.401755906906
ACH-000116,-0.303566020891
ACH-000118,-0.894460075494
ACH-000120,-0.0681018830256
ACH-000123,-0.6182921160779999
ACH-000127,-0.837552926177
ACH-000128,-0.627787286808
ACH-000132,-0.571347054233
ACH-000133,-0.255619878172
ACH-000137,-0.422698792698
ACH-000138,-1.2381448977299998
ACH-000142,-0.643132590857
ACH-000143,-0.226268738554
ACH-000146,-0.8996212337170001
ACH-000148,-0.575574764765
ACH-000150,-0.740260904069
ACH-000152,-0.743233404964
ACH-000153,-0.6762669944640001
ACH-000159,-0.576722502412
ACH-000160,-0.5614759878769999
ACH-000163,-0.5151044417539999
ACH-000167,-0.550908596937
ACH-000168,-0.8240619319689999
ACH-000169,-0.388356996246
ACH-000178,-0.469647106293
ACH-000182,-0.6837439426890001
ACH-000183,-0.9165911775810001
ACH-000188,-0.362951709114
ACH-000189,-0.852214875387
ACH-000190,-0.306922044871
ACH-000198,-0.763520406849
ACH-000204,-0.6294322872420001
ACH-000206,-0.295655738847
ACH-000207,-1.05014146487
ACH-000211,-0.08875482683180001
ACH-000215,-0.127286155778
ACH-000221,-0.6991571244179999
ACH-000222,-1.2725007870899998
ACH-000223,-0.502605524736
ACH-000226,-0.985274212241
ACH-000227,-0.40591766914899996
ACH-000228,-0.557118652155
ACH-000231,-0.106457889137
ACH-000232,-0.054465060110099994
ACH-000233,-0.874692108572
ACH-000234,-0.607995053556
ACH-000235,-1.42770278842
ACH-000237,-0.24675385358100002
ACH-000238,-0.552042678097
ACH-000243,-0.54668581471
ACH-000244,-0.07317020989310001
ACH-000246,-0.40640394515
ACH-000248,-0.8985868539409999
ACH-000250,-0.485117027381
ACH-000251,-0.508384015199
ACH-000253,-0.8716512950319999
ACH-000255,-0.20974582844300002
ACH-000256,-0.383718714373
ACH-000257,-1.1348500239200001
ACH-000258,-1.29949418577
ACH-000259,-1.0691386902700002
ACH-000260,0.0036647662547400002
ACH-000261,-0.717727761782
ACH-000262,-0.5218425711399999
ACH-000263,-0.8352603548299999
ACH-000264,-0.9018284953319999
ACH-000265,-0.601489458005
ACH-000266,-0.34071796277500005
ACH-000272,-1.13750459505
ACH-000273,-0.317343727165
ACH-000274,-0.233364386354
ACH-000277,-1.4157848613
ACH-000278,-0.48349089186599997
ACH-000279,-0.7872194137430001
ACH-000280,-0.134845008041
ACH-000281,-0.5737771324409999
ACH-000288,-0.771464194788
ACH-000291,-0.0844313913847
ACH-000293,-0.43881366664399996
ACH-000294,-1.4449959686899998
ACH-000295,-1.3466187506799998
ACH-000296,-0.40530905302299997
ACH-000302,0.0587515810879
ACH-000304,-0.865343418308
ACH-000307,-1.0114844146100002
ACH-000308,-0.577828652337
ACH-000310,-0.5046747897
ACH-000311,-0.870293534965
ACH-000312,-0.799898568149
ACH-000315,-1.1669989429899998
ACH-000316,-0.34218149309199997
ACH-000317,-1.72422033245
ACH-000318,-0.814276206076
ACH-000319,-0.230169643033
ACH-000320,-0.9595518830580001
ACH-000322,-0.685922459867
ACH-000323,-0.319484245882
ACH-000324,-0.208884800797
ACH-000329,-0.680608054056
ACH-000330,-1.25237363745
ACH-000331,-0.0121474171339
ACH-000332,-0.455801732391
ACH-000334,-1.2419374279200002
ACH-000335,-0.485836248844
ACH-000336,-0.547428619532
ACH-000337,-0.8073037643719999
ACH-000339,-1.08541423765
ACH-000341,-0.451496360791
ACH-000348,-0.624949808724
ACH-000350,-0.382639796368
ACH-000352,-1.2206572201700001
ACH-000356,-0.7436353093729999
ACH-000361,-0.35803810302
ACH-000362,-0.801816299356
ACH-000363,-0.959011856894
ACH-000364,-0.36730609786799995
ACH-000365,-0.951378959214
ACH-000366,-0.7633003657459999
ACH-000368,-0.42161799627400004
ACH-000374,-0.393636390651
ACH-000375,-0.73489797124
ACH-000376,-0.448995893254
ACH-000381,-0.8962709464659999
ACH-000383,-1.10614118236
ACH-000387,-0.972652986592
ACH-000389,0.25407592878199997
ACH-000390,-0.871504451319
ACH-000393,-0.388845611958
ACH-000395,-1.08556087362
ACH-000397,-0.534059302733
ACH-000401,-0.557662642644
ACH-000402,-0.84858471182
ACH-000403,-0.695962750191
ACH-000404,-0.7416270050120001
ACH-000406,-1.2487838215
ACH-000407,-0.38467427447499997
ACH-000408,-1.04001621687
ACH-000410,-0.294304692167
ACH-000411,-0.744247357303
ACH-000414,-0.511517638764
ACH-000415,-0.33702736652599996
ACH-000416,-0.434436593559
ACH-000420,-0.283974614031
ACH-000421,-0.373137229176
ACH-000424,-0.34037379406900004
ACH-000425,-0.4298363564
ACH-000426,-0.994890194945
ACH-000427,-0.294770803851
ACH-000433,0.022511394179700002
ACH-000436,-0.8739039653630001
ACH-000444,-0.998212783063
ACH-000445,-0.6522276241570001
ACH-000448,-0.103487959301
ACH-000450,-0.727284251162
ACH-000452,-0.714957546575
ACH-000454,-0.6088028488889999
