,PM20D2 (135293)
ACH-000004,-0.120919170862
ACH-000007,-0.19732213309
ACH-000009,0.214063848906
ACH-000011,0.0826369835317
ACH-000012,-0.16475047788799999
ACH-000013,0.0372402048041
ACH-000014,0.134752399367
ACH-000015,-0.07599927614560001
ACH-000017,0.0198249369161
ACH-000018,-0.0635604651905
ACH-000019,0.206473473956
ACH-000021,-0.15233862798599998
ACH-000022,0.0486455838296
ACH-000025,0.218875112232
ACH-000028,-0.0118265461029
ACH-000030,0.055750497251500004
ACH-000035,-0.152618839027
ACH-000036,0.062394180767800005
ACH-000037,0.0501241883631
ACH-000039,0.038126774647400004
ACH-000040,-0.143778526808
ACH-000041,0.0845663556222
ACH-000042,-0.101319166745
ACH-000045,-0.254883149839
ACH-000047,-0.131160670083
ACH-000052,-0.04314003737700001
ACH-000053,-0.0558521249006
ACH-000054,-0.136168030114
ACH-000055,-0.2402644886
ACH-000060,-0.00504732295617
ACH-000067,0.040019756697199996
ACH-000070,-0.110122178558
ACH-000075,-0.138672991784
ACH-000078,-0.006801618377810001
ACH-000082,-0.164165348328
ACH-000085,0.155164362357
ACH-000086,0.021451842881400004
ACH-000087,0.0678034755695
ACH-000092,0.0417472068312
ACH-000095,-0.00142372005377
ACH-000097,-0.16624447483899998
ACH-000098,-0.14158471684499999
ACH-000099,0.0772197230808
ACH-000108,-0.0976857637563
ACH-000113,0.0127269266038
ACH-000115,0.035601492763900004
ACH-000116,0.138418042207
ACH-000118,0.00809643788101
ACH-000120,-0.126400691009
ACH-000123,0.155433674276
ACH-000127,0.10842879387
ACH-000128,-0.0179385917783
ACH-000132,-0.21029688221999998
ACH-000133,-0.029508963639700004
ACH-000137,-0.13376623588199998
ACH-000138,-0.150920388622
ACH-000142,-0.0302373325978
ACH-000143,0.185287844666
ACH-000146,0.0252613768126
ACH-000148,0.0787222312662
ACH-000150,0.06322626094240001
ACH-000152,0.034891674965
ACH-000153,-0.197338140378
ACH-000159,-0.140965651941
ACH-000160,-0.09874578938989999
ACH-000163,0.071118891469
ACH-000167,-0.108577661492
ACH-000168,-0.12611915385
ACH-000169,0.0655202448423
ACH-000178,0.0756843090747
ACH-000182,0.0376822750706
ACH-000183,-0.0241002350592
ACH-000188,-0.039795158064000004
ACH-000189,0.179607806313
ACH-000190,-0.0414031233585
ACH-000198,-0.051600607430800007
ACH-000204,0.157346491306
ACH-000206,-0.0145066825534
ACH-000207,-0.10806006038899998
ACH-000211,0.005987430554300001
ACH-000215,0.0166369709305
ACH-000221,-0.019046403849
ACH-000222,0.133098539298
ACH-000223,-0.123252058496
ACH-000226,-0.111978211258
ACH-000227,0.21131995231800002
ACH-000228,-0.172324586701
ACH-000231,-0.0487383841193
ACH-000232,-0.116367552193
ACH-000233,-0.036781785738400005
ACH-000234,-0.135831138673
ACH-000235,-0.11399261658399999
ACH-000237,0.0333005573564
ACH-000238,0.0287912747364
ACH-000243,0.0862187751048
ACH-000244,0.0675312170806
ACH-000246,0.0618020612249
ACH-000248,0.261821591156
ACH-000250,-0.10727564715500001
ACH-000251,-0.339670674952
ACH-000253,-0.0827172900669
ACH-000255,-0.0718653765067
ACH-000256,0.130780107534
ACH-000257,-0.122934879765
ACH-000258,0.017922747196400003
ACH-000259,0.0860651523793
ACH-000260,-0.174089966132
ACH-000261,0.00945615145349
ACH-000262,-0.27018741435800003
ACH-000263,0.320399690737
ACH-000264,0.102213645591
ACH-000265,-0.0961189017372
ACH-000266,-0.0169967850046
ACH-000272,-0.18249338980500002
ACH-000273,-0.11639198597000001
ACH-000274,-0.0469093784391
ACH-000277,0.11884516584799999
ACH-000278,0.042327896801899995
ACH-000279,-0.253669496895
ACH-000280,-0.120423822028
ACH-000281,0.0288530892369
ACH-000288,-0.042017863337099996
ACH-000291,-0.138782663975
ACH-000293,0.0470048029935
ACH-000294,0.05804591322409999
ACH-000295,-0.257938233949
ACH-000296,-0.00224588532758
ACH-000302,-0.006653218098910001
ACH-000304,0.119548422414
ACH-000307,0.0637254422913
ACH-000308,-0.13443312602600002
ACH-000310,-0.170804566842
ACH-000311,-0.0558987600238
ACH-000312,0.0203153642183
ACH-000315,0.21433585195
ACH-000316,-0.157925859048
ACH-000317,0.025696708614699998
ACH-000318,0.0322932624933
ACH-000319,0.10258764502699999
ACH-000320,-0.247371704774
ACH-000322,0.0901782843311
ACH-000323,0.125679264821
ACH-000324,0.147337131283
ACH-000329,0.0669450571516
ACH-000330,-0.029852476329200003
ACH-000331,-0.0561642976185
ACH-000332,-0.011740782201100001
ACH-000334,0.30211190596
ACH-000335,-0.023837961995700003
ACH-000336,0.0514878832602
ACH-000337,-0.033809661362400004
ACH-000339,-0.113779564938
ACH-000341,-0.0966096633448
ACH-000348,0.0547509746034
ACH-000350,-0.169035187999
ACH-000352,-0.0009289619859850001
ACH-000356,0.241493577635
ACH-000361,-0.166125110889
ACH-000362,-0.0838287027787
ACH-000363,-0.0302946327626
ACH-000364,0.0158430697075
ACH-000365,0.0674033182693
ACH-000366,-0.13650991962099998
ACH-000368,-0.082776108485
ACH-000374,0.0466345029538
ACH-000375,-0.10385567478800001
ACH-000376,0.0316495406426
ACH-000381,0.0441976243933
ACH-000383,-0.058536837599999995
ACH-000387,0.045556866762499995
ACH-000389,0.0759620599999
ACH-000390,-0.0665493759305
ACH-000393,-0.09791387445260001
ACH-000395,-0.143544333069
ACH-000397,-0.0216201963882
ACH-000401,0.158675420243
ACH-000402,0.353128462147
ACH-000403,-0.12376979805199999
ACH-000404,-0.172921562621
ACH-000406,-0.0543096128868
ACH-000407,0.069369249808
ACH-000408,-0.0704796856262
ACH-000410,-0.11527065699000001
ACH-000411,-0.010848915410599999
ACH-000414,0.0155750412593
ACH-000415,-0.0656489868743
ACH-000416,0.004760751909520001
ACH-000420,0.19124233357700002
ACH-000421,0.0237311098668
ACH-000424,-0.0273210021948
ACH-000425,0.0588342775942
ACH-000426,-0.0587374123983
ACH-000427,-0.15630793617799998
ACH-000433,0.138977976489
ACH-000436,-0.08654085109960001
ACH-000444,0.0438340205424
ACH-000445,-0.102403866137
ACH-000448,-0.0672273607194
ACH-000450,-0.0326905851844
ACH-000452,-0.0250726420702
ACH-000454,0.0293750943854
ACH-000458,-0.054154152759600005
ACH-000459,0.201449011884
ACH-000460,0.0474601465924
ACH-000461,0.0853887195939
ACH-000463,-0.05970684771430001
ACH-000464,-0.15182140449200002
ACH-000466,-0.239830712613
ACH-000467,-0.06360452190980001
ACH-000468,0.0275575966652
ACH-000469,0.10189026024499999
ACH-000470,0.0005029894924589999
ACH-000471,-0.146882810572
ACH-000472,-0.0525786796789
ACH-000473,-0.0685974726542
ACH-000475,0.045045603360800004
ACH-000476,-0.07237914278810001
ACH-000477,0.146586210975
ACH-000480,0.0566062542911
ACH-000481,-0.0700197554985
ACH-000483,0.0345218667571
ACH-000484,-0.113606713392
ACH-000485,-0.102608784437
ACH-000486,0.09609819052989999
ACH-000487,0.143921804524
ACH-000488,0.046206561871100005
ACH-000490,0.129387638786
ACH-000491,0.0864451402658
ACH-000495,-0.0846927014893
ACH-000496,-0.139463399446
ACH-000499,-0.030601782303299997
ACH-000500,0.0221159940285
ACH-000502,-0.0283635285041
ACH-000503,0.0587887902209
ACH-000505,-0.0664359165536
ACH-000507,0.04985039220509999
ACH-000510,0.0340105839005
ACH-000511,-0.203674380955
ACH-000512,0.0678460862854
ACH-000516,-0.0646910494414
ACH-000517,-0.14797784365900002
ACH-000518,0.028789745508099998
ACH-000520,0.027130899924099998
ACH-000521,0.0847514584592
ACH-000522,-0.0691960615783
ACH-000524,-0.134311038692
ACH-000527,0.10974495162999999
ACH-000528,-0.012379008155100001
ACH-000537,0.179043131303
ACH-000541,-0.151080136015
ACH-000542,0.049864738248199994
ACH-000544,-0.047956128162000004
ACH-000545,-0.115942984141
ACH-000547,-0.009604237699090001
ACH-000548,0.0183060399212
ACH-000549,0.11934716034399999
ACH-000550,-0.10826542484099999
ACH-000552,0.0130105092952
ACH-000556,-0.117621136536
ACH-000557,-0.068435008519
ACH-000570,0.113822136149
ACH-000571,0.010762590149299998
ACH-000573,-0.0995764834223
ACH-000576,-0.08638758088850002
ACH-000580,-0.0369717201786
ACH-000584,0.0175008684774
ACH-000585,0.012604077095099999
ACH-000588,-0.0365308850709
ACH-000589,-0.039060298208699995
ACH-000591,0.0878546550502
ACH-000593,-0.0116180852364
ACH-000600,0.0328208052545
ACH-000601,0.0415531299491
ACH-000604,0.151290478572
ACH-000605,0.232493662099
ACH-000606,0.0793257513275
ACH-000608,-0.0116613705273
ACH-000614,-0.145835428518
ACH-000616,-0.0410870330245
ACH-000618,0.003985207686639999
ACH-000619,-0.00978077169514
ACH-000620,0.038034363561699994
ACH-000621,-0.155659415631
ACH-000622,-0.22825046036600002
ACH-000623,-0.11409402615599999
ACH-000624,-0.11699930671700001
ACH-000627,-0.07597023034
ACH-000630,-0.0162127692487
ACH-000632,0.0497098657383
ACH-000633,-0.100503200461
ACH-000637,-0.144612635054
ACH-000638,-0.226571138729
ACH-000646,-0.19734260131700002
ACH-000647,-0.057794674325
ACH-000648,0.238781489242
ACH-000649,0.12183308761299999
ACH-000651,-0.155636964195
ACH-000652,0.06416344059790001
ACH-000653,-0.207593723519
ACH-000657,-0.007246027536279999
ACH-000658,0.013711076172700001
ACH-000661,-0.244707694603
ACH-000662,0.119660080803
ACH-000663,0.0106079275563
ACH-000665,-0.014236560066
ACH-000671,-0.0413634815064
ACH-000673,-0.023000726123299998
ACH-000676,0.0366200900411
ACH-000677,-0.154812070845
ACH-000681,0.187380868808
ACH-000682,0.00923772971594
ACH-000683,-0.0811152231946
ACH-000684,-0.00861610512939
ACH-000688,0.191442424921
ACH-000693,0.041534744769
ACH-000694,0.0557972371
ACH-000695,0.15794087437
ACH-000696,0.0662990775841
ACH-000697,-0.000802966508829
ACH-000699,-0.12329295230799998
ACH-000701,0.07538994933839999
