,HAGH (3029)
ACH-000004,-0.0339367217397
ACH-000007,-0.11494990967700001
ACH-000009,-0.0607367632109
ACH-000011,-0.19754864647300002
ACH-000012,-0.272541776288
ACH-000013,-0.162441472867
ACH-000014,0.015275220102399999
ACH-000015,-0.271640145786
ACH-000017,-0.128141368202
ACH-000018,-0.31413747258499997
ACH-000019,-0.210277777945
ACH-000021,-0.0799108403758
ACH-000022,-0.0972637199703
ACH-000025,-0.14807886239499998
ACH-000028,-0.061819821791000006
ACH-000030,-0.14364633159
ACH-000035,-0.133586196996
ACH-000036,-0.46060881956699995
ACH-000037,-0.33085441415399997
ACH-000039,-0.11493823761800001
ACH-000040,-0.267252156836
ACH-000041,-0.146580080387
ACH-000042,0.0413481523702
ACH-000045,-0.341894681056
ACH-000047,-0.35412181181900004
ACH-000052,-0.0739239782184
ACH-000053,-0.144950837916
ACH-000054,-0.309767348523
ACH-000055,-0.43036335259999997
ACH-000060,-0.309946471367
ACH-000067,-0.228483776866
ACH-000070,-0.20561116044
ACH-000075,-0.14136572753499999
ACH-000078,-0.225321268864
ACH-000082,-0.23431275183800002
ACH-000085,-0.41952634843500003
ACH-000086,-0.09117875615080001
ACH-000087,-0.135979584708
ACH-000092,-0.133181906775
ACH-000095,-0.12291749349600001
ACH-000097,-0.156790089554
ACH-000098,-0.303778691359
ACH-000099,-0.183348039945
ACH-000108,0.0623367199845
ACH-000113,-0.0567328552165
ACH-000115,-0.303513111097
ACH-000116,-0.215510738811
ACH-000118,0.00995685221416
ACH-000120,-0.129182843938
ACH-000123,-0.110633873084
ACH-000127,-0.240308017949
ACH-000128,-0.0374259977014
ACH-000132,-0.394789887065
ACH-000133,-0.501989698473
ACH-000137,-0.136749280217
ACH-000138,-0.060997629290500004
ACH-000142,-0.173945355174
ACH-000143,-0.255642086102
ACH-000146,-0.22926374588799997
ACH-000148,-0.100386373868
ACH-000150,-0.128454027785
ACH-000152,-0.12050454296499999
ACH-000153,-0.0470063937669
ACH-000159,-0.11225571341299999
ACH-000160,-0.154194569925
ACH-000163,-0.117015436601
ACH-000167,0.05941591201330001
ACH-000168,-0.0988846548688
ACH-000169,-0.0780441193844
ACH-000178,-0.315323807041
ACH-000182,-0.038620165586900006
ACH-000183,-0.0978360425928
ACH-000188,-0.24673918397300001
ACH-000189,-0.20803927786899998
ACH-000190,-0.35557316913000003
ACH-000198,0.037638389805699994
ACH-000204,-0.42494136844
ACH-000206,-0.0852455227159
ACH-000207,-0.004362795932949999
ACH-000211,-0.293510106731
ACH-000215,-0.18096396683200003
ACH-000221,-0.027410483930099996
ACH-000222,0.0160299860282
ACH-000223,-0.0835254105314
ACH-000226,-0.245340641349
ACH-000227,-0.06449248620249999
ACH-000228,-0.110688411078
ACH-000231,-0.19441118362999998
ACH-000232,-0.151476335928
ACH-000233,-0.212098101047
ACH-000234,-0.290627159494
ACH-000235,-0.0947806462923
ACH-000237,-0.218626187267
ACH-000238,-0.0953116859874
ACH-000243,0.0520173312647
ACH-000244,-0.484238901586
ACH-000246,-0.00797133316434
ACH-000248,-0.31639174939
ACH-000250,-0.204502118522
ACH-000251,-0.299572015176
ACH-000253,-0.181666360039
ACH-000255,0.121495667657
ACH-000256,-0.272042869761
ACH-000257,-0.39788533179700003
ACH-000258,-0.136390135558
ACH-000259,-0.06223027865590001
ACH-000260,-0.112041790629
ACH-000261,-0.0927747194668
ACH-000262,0.300781431997
ACH-000263,0.12111601557900001
ACH-000264,-0.209474526252
ACH-000265,-0.0654310608076
ACH-000266,0.0100307283599
ACH-000272,-0.146499713948
ACH-000273,-0.161756067127
ACH-000274,-0.20138810042
ACH-000277,-0.34528335848499997
ACH-000278,-0.0416387293635
ACH-000279,-0.129778688488
ACH-000280,-0.269758545667
ACH-000281,-0.14689038718699998
ACH-000288,-0.165210120749
ACH-000291,-0.12198347017200001
ACH-000293,-0.0652275697116
ACH-000294,-0.05995499475930001
ACH-000295,-0.515827179502
ACH-000296,-0.175984900847
ACH-000302,0.032638660104900005
ACH-000304,-0.013792173842200002
ACH-000307,-0.192136663086
ACH-000308,-0.0763498795351
ACH-000310,-0.11971506537
ACH-000311,-0.106170093048
ACH-000312,0.010821196910600002
ACH-000315,-0.347291399627
ACH-000316,-0.105384986996
ACH-000317,-0.08245140056530001
ACH-000318,0.0662682066296
ACH-000319,-0.27348733793499996
ACH-000320,0.125090756771
ACH-000322,-0.407550833031
ACH-000323,-0.135746400384
ACH-000324,-0.0063467032389200005
ACH-000329,-0.116144484444
ACH-000330,0.214892622319
ACH-000331,-0.231916693319
ACH-000332,-0.12129959798699999
ACH-000334,0.0018544563255899998
ACH-000335,-0.12389424119100001
ACH-000336,-0.314649833414
ACH-000337,-0.273383117798
ACH-000339,-0.0741260381303
ACH-000341,-0.17974918447799998
ACH-000348,-0.12928032440099999
ACH-000350,-0.16765156590500002
ACH-000352,-0.036107798800699996
ACH-000356,-0.22871113683699998
ACH-000361,0.127879390338
ACH-000362,-0.0285139330909
ACH-000363,-0.30123111915600004
ACH-000364,-0.146797578123
ACH-000365,-0.119222960056
ACH-000366,-0.247970504683
ACH-000368,-0.284930874621
ACH-000374,-0.144566776466
ACH-000375,-0.139668854151
ACH-000376,-0.18794655749800002
ACH-000381,-0.0790942951541
ACH-000383,-0.161024214836
ACH-000387,-0.0931170889247
ACH-000389,-0.277401815491
ACH-000390,-0.0677010609321
ACH-000393,-0.110350828074
ACH-000395,-0.0415415416175
ACH-000397,-0.07298455671630001
ACH-000401,-0.172459937416
ACH-000402,0.0311495426142
ACH-000403,-0.1461621489
ACH-000404,0.0850164617542
ACH-000406,-0.116951452191
ACH-000407,-0.179851722729
ACH-000408,-0.41334161717100004
ACH-000410,0.10578893053300001
ACH-000411,-0.103256145196
ACH-000414,0.018386519526400004
ACH-000415,-0.174126798748
ACH-000416,-0.224718001011
ACH-000420,-0.228197790215
ACH-000421,-0.132221165604
ACH-000424,-0.311391395276
ACH-000425,-0.09273921181489998
ACH-000426,-0.011942794602700002
ACH-000427,-0.288946760165
ACH-000433,-0.145208668622
ACH-000436,-0.0643023134178
ACH-000444,0.012983306909100002
ACH-000445,-0.0305830391352
ACH-000448,-0.11588921208599999
ACH-000450,0.00497941843889
ACH-000452,-0.22712578412599999
ACH-000454,-0.371073431112
ACH-000458,-0.310725487356
ACH-000459,-0.0517368630691
ACH-000460,-0.182009888689
ACH-000461,0.00417008306018
ACH-000463,-0.0779187888546
ACH-000464,-0.303206788687
ACH-000466,-0.281498188708
ACH-000467,-0.23122780556400002
ACH-000468,-0.17145480578800001
ACH-000469,-0.208647334665
ACH-000470,0.158509360642
ACH-000471,-0.22895583406199999
ACH-000472,-0.20321474535700002
ACH-000473,-0.10185640071100001
ACH-000475,-0.106047040113
ACH-000476,-0.193818614599
ACH-000477,-0.320945810418
ACH-000480,0.0562477793267
ACH-000481,-0.0417952470835
ACH-000483,-0.3950099866
ACH-000484,0.0161515517988
ACH-000485,-0.077849213623
ACH-000486,-0.182777283319
ACH-000487,-0.07858626064089999
ACH-000488,-0.289654322384
ACH-000490,-0.142320533876
ACH-000491,-0.181685677365
ACH-000495,-0.228971876151
ACH-000496,-0.0671881468449
ACH-000499,-0.20409025160900002
ACH-000500,0.23896014199299997
ACH-000502,-0.194812460251
ACH-000503,0.0887227768362
ACH-000505,-0.22897239987799997
ACH-000507,-0.0357460758551
ACH-000510,-0.13831546126900002
ACH-000511,-0.26150041899
ACH-000512,-0.12085946971799999
ACH-000516,-0.26773408843
ACH-000517,-0.14608633635600002
ACH-000518,-0.27234365759199997
ACH-000520,-0.0713195704063
ACH-000521,-0.124181837151
ACH-000522,-0.272610876447
ACH-000524,-0.0903011402932
ACH-000527,-0.216178509317
ACH-000528,-0.121309887551
ACH-000537,-0.133686328888
ACH-000541,-0.233599795068
ACH-000542,-0.16962699687399999
ACH-000544,-0.0395354879915
ACH-000545,-0.0180514479485
ACH-000547,-0.0749839980568
ACH-000548,-0.164112478439
ACH-000549,-0.243028818279
ACH-000550,-0.32726864039299997
ACH-000552,-0.170854020231
ACH-000556,-0.407931502362
ACH-000557,-0.24368747922400003
ACH-000570,-0.163823998011
ACH-000571,-0.00041378149279000005
ACH-000573,-0.0474505031831
ACH-000576,-0.163263285663
ACH-000580,-0.20212306254299997
ACH-000584,-0.0318872048648
ACH-000585,-0.103489970649
ACH-000588,-0.127892161432
ACH-000589,-0.11385153001399999
ACH-000591,-0.37261016129
ACH-000593,-0.2676173439
ACH-000600,-0.138876435589
ACH-000601,-0.17262849850200002
ACH-000604,-0.169331398233
ACH-000605,-0.21132260739300002
ACH-000606,-0.193009233019
ACH-000608,-0.194275772683
ACH-000614,-0.0632966247622
ACH-000616,-0.064187577812
ACH-000618,-0.0971736040491
ACH-000619,-0.0436532304816
ACH-000620,-0.259221932152
ACH-000621,-0.177060501952
ACH-000622,-0.09271016673810001
ACH-000623,-0.205757165196
ACH-000624,-0.15447849816
ACH-000627,-0.0107288243782
ACH-000630,-0.253271925026
ACH-000632,-0.06032237671630001
ACH-000633,-0.0812543400892
ACH-000637,-0.076059512101
ACH-000638,0.154360878958
ACH-000646,-0.406372624762
ACH-000647,-0.09039749462649999
ACH-000648,-0.13387602026599998
ACH-000649,-0.19917965670499999
ACH-000651,-0.0210227633494
ACH-000652,-0.187613697677
ACH-000653,-0.118267060819
ACH-000657,-0.0734759331307
ACH-000658,-0.192936342346
ACH-000661,-0.171386442089
ACH-000662,-0.14690960839000003
ACH-000663,-0.19721529203
ACH-000665,-0.11704245632999999
ACH-000671,-0.086811468712
ACH-000673,-0.355253179393
ACH-000676,-0.057144507781800004
ACH-000677,-0.129610170383
ACH-000681,-0.0409976497811
ACH-000682,-0.21777401035100002
ACH-000683,-0.06816248785069999
ACH-000684,-0.277434827734
ACH-000688,-0.477307563006
ACH-000693,-0.192194430563
ACH-000694,-0.266774228517
ACH-000695,-0.549192386105
ACH-000696,-0.100298158454
ACH-000697,-0.09336036808760001
ACH-000699,-0.216110302979
ACH-000701,-0.09915496691919999
ACH-000706,-0.195770903851
ACH-000711,-0.10809099362400001
ACH-000713,-0.09162442221419999
ACH-000714,-0.042984773433
ACH-000718,-0.12063230096
ACH-000720,-0.31432061351199997
ACH-000721,-0.11294010398700001
ACH-000724,-0.40809597649
ACH-000725,-0.22632290510400002
ACH-000732,-0.27353439053899997
ACH-000734,-0.19807877578400002
ACH-000735,-0.07679310748589999
ACH-000736,-0.000887755749406
ACH-000738,-0.0677458601374
ACH-000746,-0.09494610042519999
ACH-000747,-0.22534089144000002
ACH-000748,-0.16545494688100001
ACH-000753,-0.160763834385
ACH-000756,-0.34782912038
ACH-000757,0.09746648136260001
ACH-000758,-0.184192084129
ACH-000760,-0.30270206401599997
ACH-000763,-0.0344736844857
ACH-000764,-0.23986866522599998
ACH-000765,-0.12658320308
ACH-000766,0.0011737087445899998
ACH-000767,-0.15758036571599998
ACH-000768,-0.16440815676200002
ACH-000769,-0.11212675914999999
ACH-000770,-0.0557714627885
ACH-000771,-0.124207570086
ACH-000773,-0.246590613506
ACH-000776,-0.347329769959
ACH-000777,-0.185611008249
ACH-000778,-0.07311787817000001
ACH-000781,-0.109816258619
ACH-000782,-0.16579739873500002
ACH-000783,-0.33625390026
ACH-000784,-0.246046639104
ACH-000785,-0.118658556766
ACH-000787,-0.168637098576
ACH-000788,-0.238031742138
ACH-000791,-0.057138499880499995
ACH-000792,-0.323384474225
ACH-000794,-0.236354068621
ACH-000796,-0.0987845112125
ACH-000799,-0.11381917908500001
ACH-000800,-0.09569840268030001
ACH-000802,-0.16113465574799998
ACH-000804,-0.129059629672
ACH-000805,0.022084871079599996
ACH-000809,-0.323804828188
ACH-000810,-0.0664320114801
ACH-000811,-0.21449541101300001
ACH-000817,-0.211896657593
ACH-000819,-0.21967214098299997
ACH-000820,0.311385151672
ACH-000821,-0.30579463785100003
ACH-000822,-0.080158170848
ACH-000823,-0.0399157232945
ACH-000824,-0.0768192741559
ACH-000827,-0.0913428857918
ACH-000829,-0.308619647667
ACH-000831,-0.46099728361000003
ACH-000832,-0.160988633309
ACH-000833,0.050452601941
ACH-000834,-0.309448840894
ACH-000835,-0.145622994112
ACH-000836,-0.156018682835
ACH-000837,-0.0267549596555
ACH-000838,-0.30458888818700003
ACH-000839,-0.0191969967785
ACH-000840,-0.0818354167801
ACH-000841,-0.044653346817800005
ACH-000843,-0.190989797445
ACH-000846,-0.35165586675
ACH-000847,-0.176103460499
ACH-000848,-0.059698144060899995
ACH-000849,0.0224360188169
ACH-000851,-0.18520342693599998
ACH-000855,-0.32687914637
ACH-000856,-0.0686399729955
ACH-000858,-0.12439495789300001
ACH-000859,-0.118122583663
ACH-000861,-0.293034939903
ACH-000862,-0.257503826115
ACH-000865,-0.218960707192
ACH-000866,-0.220896409086
ACH-000867,-0.289897891919
ACH-000869,0.0863126887127
ACH-000872,-0.0366370832697
ACH-000873,0.028104892766400002
ACH-000876,-0.266214397566
ACH-000878,0.189779387867
ACH-000880,-0.0059977754373400005
ACH-000881,-0.143650669666
ACH-000882,-0.0863678331615
ACH-000884,-0.0100729721446
ACH-000885,-0.135322005681
